element_type,osmid,geometry,addr:country,amenity,name,religion,toilets:wheelchair,wheelchair,wikidata,wikipedia,denomination,service_times,addr:city,addr:housenumber,addr:postcode,addr:street,check_date,wikimedia_commons,website,image,opening_hours,note,contact:website,phone,start_date,deanery,diocese,parish,addr:suburb,building,heritage,heritage:operator,ref:BLfD,alt_name,name:de,name:tr,fixme,email,level,opening_hours:covid19,polling_station,name:ar,operator,source,artwork_type,description,tourism,height,historic,fax,name:ro,name:en,contact:email,contact:phone,lastcheck,wheelchair:description,name:pt,short_name,contact:facebook,artist_name,name:bs,air_conditioning,inscription,internet_access,service_times:url,source_ref,baby_feeding,name:hr,nodes,building:architecture,building:colour,heritage:ref,name:es,name:zh,architect,architect:wikidata,building:levels,building:part,roof:shape,layer,roof:colour,url,scouts:group,scouts:organisation,scouts:website,BLfD:criteria,loc_name,roof:levels,name:ja,name:pl,name:ru,official_name,roof:material,type,roof:height,building:material,contact:fax,operator:type,capacity,old_name,source:height,maxheight,colour,addr:housename,place_of_worship,club,est_height,building:shape,building:year,name:bar,name:el,official_name:de,official_name:ru,official_name:es,designation,indoor,ways
way,194181616,"POLYGON ((11.4849825 48.094615, 11.4849742 48.0945947, 11.4849564 48.0945774, 11.4849329 48.0945655, 11.4849032 48.0945587, 11.4848718 48.0945588, 11.4848421 48.0945657, 11.4848174 48.0945786, 11.4848004 48.0945963, 11.4847929 48.0946167, 11.4847958 48.0946376, 11.4848087 48.0946567, 11.4848302 48.094672, 11.484858 48.0946818, 11.4848891 48.0946849, 11.48492 48.0946812, 11.4849474 48.0946709, 11.4849683 48.0946553, 11.4849804 48.0946359, 11.4849825 48.094615))",,place_of_worship,Schlosskirche Verklärung Christi,christian,yes,yes,,,roman_catholic,,,,,,,,,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10603901267, 10603901268, 2046954253, 2046954250, 2046954248, 2049083349, 2046954249, 2046954252, 2049083350, 2046954257, 2049083351, 2046954262, 2046954266, 2046954267, 2049083353, 2046954264, 2049083352, 2046954259, 2046954255, 10603901267]",,,,,,,,,,flat,,grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,203911214,"POLYGON ((11.4566253 48.1473443, 11.4566262 48.1473437, 11.456675 48.1473435, 11.4566756 48.1473903, 11.4566721 48.1473964, 11.4566616 48.1474026, 11.4566508 48.1474041, 11.4566396 48.1474022, 11.4566307 48.1473969, 11.4566268 48.1473906, 11.4566253 48.1473443))",DE,place_of_worship,Nepomuk-Kapelle,christian,,yes,Q1692170,,catholic,,München,14a,81241,Bodenseestraße,,,,,,,,,,,,,,chapel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2139154234, 7134046598, 269698881, 2139154236, 7134046597, 2139154238, 7134046596, 2139154237, 7134046595, 2139154235, 2139154234]",,,,,,,,1,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,204515172,"POLYGON ((11.4734745 48.1294321, 11.4735714 48.1294918, 11.4735417 48.1295135, 11.4735778 48.1295193, 11.473613 48.1295275, 11.4736397 48.1295394, 11.4736674 48.1295406, 11.4736675 48.1295956, 11.4736392 48.1295966, 11.4736039 48.1296069, 11.4736045 48.1296381, 11.4736584 48.1296385, 11.4737374 48.1296764, 11.4736758 48.1297256, 11.4736556 48.1297192, 11.4735923 48.1297441, 11.4735678 48.1297246, 11.47352 48.1297291, 11.4734777 48.1296977, 11.4734775 48.1296784, 11.4734408 48.1296789, 11.4733693 48.1296256, 11.4733295 48.1296246, 11.4732758 48.1296122, 11.4732982 48.1295794, 11.4732986 48.1295433, 11.4732792 48.1295156, 11.4733263 48.1295065, 11.4733664 48.1295064, 11.4733858 48.1294874, 11.4733608 48.1294763, 11.473396 48.1294464, 11.4734559 48.129447, 11.4734745 48.1294321))",DE,place_of_worship,Johanneskirche,christian,,,,,christian_community,,München,46,80689,Blumenauer Straße,,,https://christengemeinschaft.de/gemeinden/muenchen-west,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2145150944, 5514591718, 5514591720, 5514591712, 5514591719, 2145150951, 2145150952, 5514591713, 2145150956, 5514591714, 2145150955, 2145150958, 2145150959, 2145150965, 2145150963, 2145150967, 2145150964, 2145150966, 5514591715, 2145150960, 2145150961, 2145150957, 5514591716, 677195645, 2145150954, 2145150953, 2145150950, 5514591717, 2145150949, 2145150948, 2145150947, 2145150946, 2145150945, 2145150944]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205485837,"POLYGON ((11.6394895 48.1195537, 11.6397598 48.1195056, 11.6397199 48.1194058, 11.6394496 48.1194538, 11.6394672 48.1194979, 11.6394895 48.1195537))",DE,place_of_worship,Neuapostolische Kirche,christian,,yes,,,new_apostolic,,München,29,81671,Großvenedigerstraße,,,,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2154491421, 2154491464, 2154491452, 2154491437, 9442947532, 2154491421]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,207657334,"POLYGON ((11.5140864 48.0762998, 11.5140489 48.0763019, 11.5140537 48.0763417, 11.5139461 48.0763483, 11.5139492 48.0763693, 11.5139311 48.0763706, 11.5139337 48.0763871, 11.5139363 48.076403, 11.5139544 48.0764017, 11.5139569 48.0764211, 11.5141828 48.0764065, 11.5142122 48.0763838, 11.5142083 48.0763517, 11.5141732 48.0763348, 11.5141415 48.076337, 11.5141399 48.0763244, 11.5141379 48.0763079, 11.5141366 48.0762971, 11.5141211 48.0762979, 11.5141016 48.076299, 11.5140864 48.0762998))",DE,place_of_worship,Alte St. Johann Baptist,christian,,,Q436233,de:Alte Sollner Kirche St. Johann Baptist,catholic,,München,54,81479,Herterichstraße,,Category:Alte Sollner Kirche St. Johann Baptist,https://www.erzbistum-muenchen.de/,,,,,,,Dekanat München Forstenried,Erzbistum München und Freising,,Solln,church,4,BLfD,D-1-62-000-2516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2179116797, 1734980174, 1734980173, 1734980167, 1734980169, 1734980168, 2928323014, 1734980180, 1734980179, 1734980171, 1734980158, 1734980164, 1734980172, 1734980162, 4220525054, 2179116800, 2179116795, 4220525051, 2179116796, 2993764931, 2179116797]",gothic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,214423599,"POLYGON ((11.4941329 48.0853077, 11.4943327 48.0853408, 11.4943376 48.0853276, 11.4944821 48.0853531, 11.4945306 48.0853335, 11.494542 48.085301, 11.4945177 48.085269, 11.4945342 48.0852246, 11.494345 48.0851933, 11.4943317 48.085229, 11.4942003 48.0852073, 11.4941719 48.0852026, 11.4941605 48.0852333, 11.4941455 48.0852737, 11.4941329 48.0853077))",DE,place_of_worship,Hl. Kreuz,christian,,yes,Q1595003,de:Heilig Kreuz (Forstenried),catholic,,München,180a,81476,Forstenrieder Allee,,,,,,,,,,,,,,church,4,BLfD,D-1-62-000-1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1775030903, 1775030819, 1775030825, 1775030817, 1775030823, 1775030818, 2239670764, 1775030872, 1775030868, 1775030829, 6024959229, 1775030897, 1775030865, 1775030890, 1775030903]",,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,217979934,"POLYGON ((11.4778652 48.0822717, 11.477879 48.0822874, 11.4775753 48.0824055, 11.477488 48.0823054, 11.4777202 48.0822151, 11.4777936 48.0822995, 11.4778652 48.0822717))",DE,place_of_worship,FeG München-Südwest - Freie evangelische Gemeinde,christian,,,,,evangelical,Su 10:00,München,54,81475,Stockdorfer Straße,,,https://fegmuenchensuedwest.de/,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2188965095, 4681658954, 2272899855, 2272899854, 2188965090, 4681658955, 2188965095]",,,,,,,,1,,flat,,grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,219557786,"POLYGON ((11.5908257 48.1599823, 11.5908523 48.1599752, 11.5907983 48.159885, 11.5905268 48.1599573, 11.5905808 48.1600474, 11.5907757 48.1599955, 11.5908257 48.1599823))",,place_of_worship,Sankt Martin,christian,,,,,catholic,,,,,,,,,,,,,,1957,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2516609473, 2516609472, 2516609465, 1313467054, 1313466797, 1313467007, 2516609473]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,222988419,"POLYGON ((11.6916728 48.1313926, 11.6916742 48.1311521, 11.6918525 48.1311505, 11.6920772 48.1311516, 11.6920771 48.1312662, 11.6923578 48.1312669, 11.69236 48.1311536, 11.6921113 48.1311555, 11.6921116 48.1311515, 11.692365 48.1311495, 11.6923622 48.1313914, 11.6916728 48.1313926))",DE,place_of_worship,Sophienkirche,christian,,yes,,,protestant,,München,1,81829,Platz der Menschenrechte,,,,,,,,+49 89 94389977,,,,,,church,,,,,,,,pfarramt.riem@elkb.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2319376638, 2319376630, 2938572307, 5966116550, 5966116551, 5966116552, 5966116553, 5966116555, 5966116554, 2319376631, 2319376639, 2319376638]",,,,,,,,,,,1,,https://sophienkirche.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,225698612,"POLYGON ((11.5732602 48.1387476, 11.5732275 48.1387472, 11.5731841 48.1387466, 11.5730723 48.1387451, 11.5729987 48.1387441, 11.5729255 48.1387431, 11.5728514 48.1387421, 11.5728528 48.1386952, 11.5728542 48.1386492, 11.5728556 48.1386041, 11.5728569 48.1385601, 11.572858 48.1385239, 11.5728594 48.1384785, 11.5728608 48.1384327, 11.5728622 48.1383866, 11.5729357 48.1383876, 11.5730095 48.1383886, 11.5730831 48.1383896, 11.5731949 48.1383911, 11.5732352 48.1383916, 11.573271 48.1383921, 11.573688 48.1383977, 11.5737255 48.1383983, 11.573764 48.1383988, 11.5740703 48.1384029, 11.5742496 48.138436, 11.574329 48.1385174, 11.5743267 48.138638, 11.5742739 48.1386825, 11.5743453 48.1387248, 11.5742779 48.1387711, 11.5740774 48.1388144, 11.5737685 48.1388093, 11.5737702 48.1387545, 11.5737533 48.1387543, 11.5737208 48.1387538, 11.5736773 48.1387532, 11.5732602 48.1387476))",DE,place_of_worship,Frauenkirche,christian,no,limited,Q167193,de:Frauenkirche (München),catholic,,München,1,80331,Frauenplatz,,Category:Frauenkirche (Munich),https://www.muenchner-dom.de/,,,,,,,,Erzbistum München und Freising,,,church,4,BLfD,,,Frauenkirche,,,,,,,,,,,,attraction,37,,,,,,,,kein Rolli-WC,,,,,,,,,,,,,"[2314697723, 2372088096, 2314697722, 2314697721, 2314697720, 2314697719, 2314697718, 2314697712, 2314697710, 2314697703, 2343786587, 2314697697, 2314697695, 2314697693, 26827717, 2314697682, 2314697683, 2314697685, 2314697684, 2372088093, 2314697687, 2314697686, 2372088094, 2314697688, 26827726, 26827725, 26827724, 26827722, 1244163368, 1244163360, 1244163370, 1244163366, 1244163369, 1244163359, 2314697725, 2372088097, 2314697724, 2314697723]",gothic,,D-1-62-000-1808,,,Jörg von Halspach,Q123464,,,,,,,,,,,,,,,Фрауэнкирхе,Dom zu Unserer Lieben Frau,,,,,,,,,,,,,,,,basilicas,1468,Fraunkirch,Φράουενκιρχε,Dom zu Unserer Lieben Frau,Собор Пресвятой Девы Марии,,,,
way,228534603,"POLYGON ((11.5755074 48.1364602, 11.5754923 48.1364199, 11.5755216 48.136415, 11.5756059 48.1364008, 11.5755991 48.1363827, 11.5756567 48.1363731, 11.5761992 48.1362822, 11.576206 48.1363002, 11.5762295 48.1362647, 11.5763104 48.1362512, 11.5763596 48.1362745, 11.5764387 48.1362834, 11.5765383 48.1363244, 11.5765748 48.1364297, 11.5765126 48.1364906, 11.5764514 48.1365189, 11.5764249 48.1365558, 11.576344 48.1365693, 11.5762978 48.1365446, 11.5763039 48.1365608, 11.5757037 48.1366613, 11.5756973 48.1366443, 11.5755843 48.1366632, 11.5755681 48.1366199, 11.5755438 48.1366185, 11.5755289 48.136606, 11.5755314 48.1365898, 11.5755153 48.1365461, 11.5754979 48.1364989, 11.575483 48.1364864, 11.5754854 48.1364701, 11.5755074 48.1364602))",DE,place_of_worship,St. Peter,christian,,yes,Q707645,de:St. Peter (München),catholic,,München,1,80331,Petersplatz,,,https://alterpeter.de/,,,Wird bearbeitet,,,,Dekanat München-Innenstadt,Erzbistum München und Freising,Kath. Stadtpfarrei St. Peter München,,church,4,BLfD,,Sankt Peterskirche,Sankt Peterskirche,,,,,,,,,,,,attraction,35,,,,,,,,,,,,,,,,,,,,,"[2372088091, 19087330, 4990272069, 595313436, 2348270824, 9352167232, 21474412, 2348270820, 301009509, 301009508, 2348270819, 2348312736, 2348270822, 2348270825, 2348312738, 2348270831, 301009513, 301009512, 2348270836, 2348270840, 2348270842, 595313435, 19087334, 2372088092, 2348300846, 2348300842, 2348300838, 2348300831, 2348300827, 2348300823, 2348300819, 2372088091]",gothic;baroque,white,D-1-62-000-5245,Iglesia de San Pedro,聖伯多祿教堂,,,,,gabled,,red,,,,,,Alter Peter,,,,Церковь Святого Петра,Sankt Peter,,,,,,,,,,,,,,,,,,,,,,San Pedro,,,
way,233948618,"POLYGON ((11.5297018 48.1810311, 11.5300101 48.1810517, 11.5300114 48.1810435, 11.530242 48.1810589, 11.5302392 48.1810773, 11.5303042 48.1810816, 11.5304769 48.1810931, 11.5304997 48.1809413, 11.5303145 48.180929, 11.5303187 48.1809006, 11.5300325 48.1808816, 11.5300301 48.180898, 11.5297248 48.1808777, 11.5297126 48.180959, 11.5297018 48.1810311))",,place_of_worship,Evangelisch-Methodistische Kirche,christian,,,,,methodist,,,,,,2023-05-28,,https://www.erloeserkirchemuenchen.de/,,,,,+49 89 33981178,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2422599424, 2422599425, 4262749930, 4262749931, 4262749932, 4697430132, 4262749933, 4262749929, 4262749928, 4262749927, 4262749926, 2422599423, 2422599422, 3726499241, 2422599424]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,242876176,"POLYGON ((11.4820454 48.1219904, 11.4820562 48.1219564, 11.4821488 48.1219671, 11.4821583 48.1219871, 11.4821524 48.1219973, 11.4821252 48.1220047, 11.4821015 48.1220005, 11.4820454 48.1219904))",,place_of_worship,Sankt-Leonhard-Kapelle (Stürzerkapelle),christian,,,Q15116235,de:Leonhardskapelle (München),catholic,,,,,,,Category:St. Leonhard (München-Kleinhadern),,,,,,,1895,,,,,chapel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2503237135, 2503237313, 2503237156, 2503237182, 2503237369, 2503237107, 2503237414, 2503237135]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,catholic,,
way,246504478,"POLYGON ((11.4904106 48.1180581, 11.4904413 48.1180822, 11.4904568 48.1180942, 11.4905096 48.1181184, 11.49057 48.1181327, 11.4906338 48.118136, 11.4906968 48.1181282, 11.4907546 48.1181098, 11.4908001 48.1180843, 11.4908391 48.1180475, 11.4907746 48.1180257, 11.4907927 48.1179986, 11.4908602 48.1180088, 11.4908656 48.1179608, 11.4907919 48.1179642, 11.4907889 48.117937, 11.4908552 48.1179238, 11.4908236 48.1178801, 11.490763 48.1179071, 11.4907389 48.1178838, 11.4907849 48.1178505, 11.4907282 48.117825, 11.4906719 48.1178122, 11.490601 48.1178083, 11.4906049 48.1178495, 11.4905622 48.1178525, 11.4905459 48.1178164, 11.4904872 48.117835, 11.4904371 48.1178638, 11.4903975 48.1178989, 11.4904376 48.1179123, 11.4904162 48.1179402, 11.490419 48.1180162, 11.4904463 48.1180425, 11.4904106 48.1180581))",,place_of_worship,St. Ignatius,christian,,yes,,,roman_catholic,,,,,,,File:St.-Ignatius-Muenchen.jpg,https://pfarrverband-hadern.de/,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1197266068, 2643890376, 1197266073, 1701497898, 1701497904, 1701497905, 1197266077, 1701497896, 1197266078, 2535391301, 6167086173, 6167086174, 2535391280, 3881742557, 6167086175, 6167086176, 2535391243, 2535391288, 6167086177, 6167085510, 2535391282, 2535391258, 2535391349, 2535391247, 6167085511, 6167085512, 2535391297, 2535391274, 2535391303, 2535391290, 2535391251, 2535391261, 2535391334, 2535391311, 1197266068]",,,,,,,,1,,,,darkgrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,257685847,"POLYGON ((11.4859826 48.1745408, 11.4863117 48.1745875, 11.486358 48.1745941, 11.4864031 48.1744067, 11.4862933 48.1743911, 11.4862674 48.1744722, 11.4860161 48.1744365, 11.4859899 48.1745181, 11.4859826 48.1745408))",DE,place_of_worship,Bethlehemskirche,christian,,,Q29353510,,protestant,,München,13,80997,Grünspechtstraße,,,https://evebc.de/bethlehem,,,,,+49 89 8114101,,,,,,church,,,,,,,,Pfarramt.Bethlehemskirche@web.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2631669848, 2631669882, 2631669890, 2631669744, 2631669735, 2631669809, 2631669768, 2631669835, 2631669848]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,276664288,"POLYGON ((11.4896101 48.2169962, 11.4897546 48.2169725, 11.4897174 48.2168722, 11.489573 48.2168959, 11.4895927 48.216949, 11.4896101 48.2169962))",DE,place_of_worship,Sankt Michael,christian,,,Q22583562,de:Kirche des Heiligen Erzengels Michael (München),russian_orthodox,,München,14,80995,Achatstraße,,Category:Kirche des Heiligen Erzengels Michael (München),https://www.amichaelskirche.de/,,,,,,,,,,,yes,,,,,,,,,,,,,,bing_imagery,,,,,,,,,,,,,,,,,,,,,,,,,"[2812540363, 2812540362, 2812540360, 2812540361, 10003109897, 2812540363]",,,,,,,,,,,,,,,,,,,,,,Храм Святого Архистратига Михаила,,,,,,,,,,,,,,,,,,,,,,,,,,
way,276664297,"POLYGON ((11.4857717 48.2129716, 11.4856507 48.2130787, 11.4857733 48.2131406, 11.4858943 48.2130335, 11.4857717 48.2129716))",DE,place_of_worship,Georgische Gemeinde Heiliger König Vakhtang Gorgasali,christian,,,Q117708251,,georgian_orthodox,,München,8,80995,Kristallstraße,,,,,,von 1967 bis 2006 ev. Goliathkirche; danach Nutzung durch georgisch-orthodoxe Gemeinde bis August 2019; aber sept 2022 finen trotzdem noch Messen statt; https://www.facebook.com/qartuli.munchenshi,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2812540053, 2812540055, 2812540056, 2812540054, 2812540053]",,,,,,,,,,,,,,,,,,Golgathakirche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,276664376,"POLYGON ((11.4905918 48.2164167, 11.4906041 48.2163314, 11.4904991 48.2163246, 11.4904806 48.2164528, 11.4905701 48.2164585, 11.4905554 48.2165562, 11.4906875 48.216565, 11.4907087 48.2164245, 11.4905918 48.2164167))",DE,place_of_worship,Heilige Apostel Petrus und Paulus,christian,,,,,ukrainian_orthodox,,München,1,80995,Granatstraße,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,bing_imagery,,,,,,,,,,,,,,,,,,,,,,,,,"[2812540327, 2812540317, 2812540316, 2812540333, 2812540335, 2812540351, 2812540354, 2812540331, 2812540327]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,276693725,"POLYGON ((11.4972785 48.1039848, 11.4972962 48.1040013, 11.4974179 48.1039431, 11.4974273 48.1039519, 11.4975526 48.1038919, 11.4974689 48.103814, 11.4973482 48.1038718, 11.4973638 48.1038863, 11.4972771 48.1039278, 11.4972644 48.1039159, 11.4972249 48.1039348, 11.4972526 48.1039607, 11.4972437 48.1039703, 11.4972475 48.1039814, 11.4972619 48.1039873, 11.4972785 48.1039848))",,place_of_worship,St.-Anastasia-Kapelle,christian,,,,,catholic,,,,,,,,https://sankt-hedwig.de/anastasia-kapelle/,https://commons.wikimedia.org/wiki/File:Waldfriedhof_St.-Anastasia-Kapelle_GO-1.jpg,,,,,,,,,,chapel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2812843801, 2812843803, 2812843596, 2812843597, 2812843592, 2812843589, 2812843590, 2812843591, 2812843594, 2812843593, 2812843595, 2812843598, 2812843599, 2812843600, 2812843802, 2812843801]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,280798894,"POLYGON ((11.6769066 48.0888333, 11.6769488 48.0888343, 11.676951 48.0887912, 11.6769088 48.0887902, 11.6769066 48.0888333))",DE,place_of_worship,Josefskapelle,christian,,yes,,,catholic,,München,46,81739,Friedrich-Panzer-Weg,,,,,,,,,,,,,,chapel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2848431532, 2848431533, 2848431531, 2848431530, 2848431532]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,285880227,"POLYGON ((11.6413443 48.099218, 11.64157 48.099219, 11.6416873 48.0992009, 11.6416646 48.0991349, 11.641815 48.0991118, 11.6419059 48.0991363, 11.641929 48.0991562, 11.6419633 48.0992473, 11.641816 48.099272, 11.6418317 48.0993137, 11.6416589 48.0993428, 11.6414942 48.0993413, 11.641373 48.0993404, 11.6413736 48.0993031, 11.6413429 48.0993029, 11.6413443 48.099218))",,place_of_worship,Baptistengemeinde München-Perlach,christian,,,,,baptist,,,,,,,,https://www.baptisten-perlach.de,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2895188302, 2895188307, 2895188333, 2895188332, 2895188318, 2895188360, 2895188365, 2895188358, 2895188346, 2895188344, 2895188339, 3058060825, 2895188310, 2895188347, 2895188345, 2895188302]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,288804074,"POLYGON ((11.6302486 48.1252307, 11.630188 48.1252369, 11.6301116 48.1252447, 11.6300955 48.1251764, 11.6301197 48.1251641, 11.630101 48.1251017, 11.630077 48.1250896, 11.6300623 48.125021, 11.6301373 48.1250121, 11.6301942 48.1250054, 11.6304178 48.1249791, 11.6304576 48.1249744, 11.6306604 48.1249505, 11.6306686 48.1249933, 11.6307378 48.1250179, 11.6307729 48.1250588, 11.630757 48.1251186, 11.6306975 48.1251451, 11.6307049 48.1251842, 11.6304756 48.1252077, 11.6302486 48.1252307))",DE,place_of_worship,St. Michael,christian,,yes,Q462460,de:St. Michael (Berg am Laim),catholic,,München,,81673,,,Category:St. Michael (Berg am Laim),,,,,,,1751,,Erzbistum München und Freising,,Berg am Laim,church,4,BLfD,D-1-62-000-1069,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,"[611223735, 5316191502, 1028224969, 1028225124, 6756357480, 6756357479, 6756357478, 611223736, 5316191505, 611223737, 611223740, 1989883343, 611223742, 611223743, 1028224922, 1028225445, 1028225096, 611223744, 1028224845, 611223747, 611223735]",baroque,,,,,Johann Michael Fischer,Q72959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,290301820,"POLYGON ((11.6916791 48.131008, 11.6916813 48.1306397, 11.6919366 48.1306433, 11.6919261 48.1310099, 11.6916791 48.131008))",DE,place_of_worship,St. Florian,christian,,yes,Q11722150,,catholic,,München,2,81829,Platz der Menschenrechte,,,,,,,,,,,,,,church,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,"[2319376613, 2319376592, 2938572305, 2938572302, 2319376613]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,307781415,"POLYGON ((11.6108847 48.0912917, 11.6108548 48.0912577, 11.6108781 48.0911968, 11.6109297 48.0911746, 11.6110225 48.0911898, 11.6110529 48.0912232, 11.6110323 48.0912854, 11.6109771 48.0913075, 11.6108847 48.0912917))",DE,place_of_worship,Jesajakirche,christian,no,yes,,,protestant,,München,361,81549,Balanstraße,,,https://www.jesajakirche.de/,,,,,+49 89 683961,,,,,,church,,,,,,,,mail@jesajakirche.de,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,"[866353751, 866354758, 866355276, 2314812173, 866354420, 866354062, 866354141, 866354771, 866353751]",,white,,,,,,,,gabled,,maroon,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,
way,311779023,"POLYGON ((11.6069926 48.0881925, 11.6071097 48.0882021, 11.6071453 48.0880081, 11.6071225 48.0879925, 11.6071209 48.0879882, 11.6070955 48.0879785, 11.6070654 48.0879816, 11.6070634 48.0879881, 11.6070282 48.0879984, 11.6069926 48.0881925))",,place_of_worship,Maria Verkündigung,christian,,yes,,,romanian_orthodox,,,,,,,,,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3174981669, 3174981670, 3174981668, 3522230866, 3522230864, 3522230862, 3522230863, 3522230865, 3174981667, 3174981669]",,,,,,,,,,,,,,,,,,,,,,,,,,,wood,,,,,,,,,,,,,,,,,,,,,
way,315198079,"POLYGON ((11.6397179 48.1014268, 11.6397641 48.1014268, 11.6397641 48.1014775, 11.6398456 48.1015325, 11.6399637 48.1015321, 11.640039 48.101483, 11.640039 48.1014785, 11.6400633 48.1014786, 11.6400633 48.1014861, 11.6401668 48.1014863, 11.6401673 48.1013973, 11.6400555 48.1013971, 11.6400554 48.1014021, 11.6400299 48.101402, 11.64003 48.101397, 11.6399517 48.1013455, 11.6399459 48.1013455, 11.6398548 48.1013453, 11.6398463 48.1013453, 11.6397634 48.1014009, 11.639718 48.1014008, 11.6397179 48.1014268))",,place_of_worship,Sankt Stephan,christian,,yes,,,catholic,,,12,,Lüdersstraße,,"File:München-Neuperlach, Stephanskirche v O, 2.jpeg",,https://commons.wikimedia.org/wiki/File:St.-Stephan---Muenchen.jpg,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[304052171, 3213004467, 3213004468, 304052177, 304052180, 3213004470, 304052184, 3213004469, 3213004471, 3213004472, 3213004463, 3213004462, 3213004466, 3213004465, 304052186, 304052188, 4192181739, 4192181738, 304052190, 3213004464, 304052202, 304052171]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,327101843,"POLYGON ((11.5656872 48.0916375, 11.5658923 48.0917324, 11.565962 48.0916722, 11.5659738 48.0916613, 11.5658029 48.0915788, 11.5657686 48.0915623, 11.5657574 48.0915725, 11.5657429 48.091586, 11.5656872 48.0916375))",DE,place_of_worship,The Church of the Ascension,christian,,no,,,anglican,,München,4,81545,Seybothstraße,,,https://www.ascension-munich.org/,,,,,+49 89 648185,,,,,,church,,,,,,,,church@ascension-munich.com,,,,,Church of the Ascension e.V.,,,,,,,+49 89 644 428,,,,,,,,,,,,,,,,,,,"[3338183404, 1769539015, 1769539013, 3325534094, 3338183400, 3325534093, 2714564216, 3338183401, 3338183404]",,,,,,,,2,,hipped,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
