element_type,osmid,man_made,surveillance:type,surveillance:zone,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,wheelchair,source,email,opening_hours,access,amenity,name,contact:email,contact:fax,contact:phone,contact:website,fee,operator,parking,capacity,addr:housename,ref,level,alt_name,phone,short_name,wikidata,wikipedia,layer,disused:shop,building,name:de,name:en,addr:suburb,check_date,surveillance,tourism,note,drive_through,nodes,building:levels,building:material,roof:shape,old_name,roof:colour,roof:levels,branch,brand,brand:wikidata,brand:wikipedia,leisure,building:colour,office,capacity:disabled,wheelchair:description,height,shop,website,cuisine,takeaway,smoking,check_date:opening_hours,gambling,description,historic,start_date,recycling_type,fixme,roof:type,noaddress,club,sport,sport:league,official_name,roof:angle,building:part,fax,craft,lastcheck,opening_hours:office,architect,architect:wikidata,building:architecture,heritage,heritage:operator,heritage:ref,image,brothel:eros_center,drink:club-mate,wheelchair:entrance_width,wheelchair:step_height,roof:height,railway,roof:material,source:height,wikimedia_commons,breakfast,internet_access,internet_access:fee,service_times,stars,opening_hours:url,healthcare,healthcare:speciality,nohousenumber,asb,note:de,onkz,operator:wikidata,operator:wikipedia,telecom,biergarten,brewery,diet:vegetarian,outdoor_seating,reservation,toilets:wheelchair,self_checkout,diet:halal,diet:kosher,diet:vegan,compressed_air,repair,sale,coffee,opening_hours:signed,indoor_seating,operator:type,note:building_type,subject:wikidata,subject:wikipedia,roof,building:architect,construction_date,roof:orientation,automated,self_service,min_height,min_level,air_conditioning,description:de,service,payment:cash,material,shooting,power,frequency,location,building:min_level,corridor,organic,delivery,name:es,name:ru,name:zh,rooms,beer_garden,building:use,note2,opening_hours:phone,contact:facebook,building:levels:underground,roof:direction,contact:instagram,contact:linkedin,contact:twitter,contact:youtube,second_hand,ways,type,int_name
way,58884226,,,,"POLYGON ((11.5281495 48.0809366, 11.5281156 48.0808728, 11.528093 48.0808304, 11.5282045 48.0808039, 11.5281866 48.0807701, 11.5283297 48.0807362, 11.5284042 48.0808762, 11.5281954 48.0809257, 11.5281495 48.0809366))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[729663261, 2917928676, 729663262, 729663258, 729663259, 729663260, 729663263, 8072191050, 729663261]",2,,gabled,,red,1,,,,,,#FFFFD0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,59110609,,,,"POLYGON ((11.5266231 48.0776207, 11.5266656 48.0774886, 11.5264314 48.0774551, 11.526415 48.0774528, 11.5264014 48.0774952, 11.526395 48.0775136, 11.526411 48.0775158, 11.526425 48.0775178, 11.5264002 48.0775887, 11.5266231 48.0776207))",,,65b,,Sollner Straße,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[518114582, 732634105, 6680348441, 732634134, 732634140, 6680348451, 6680348440, 732634072, 6680348450, 518114582]",2,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,59110610,,,,"POLYGON ((11.5264705 48.0772803, 11.5263704 48.0772659, 11.526318 48.0772584, 11.5262489 48.0774733, 11.5264014 48.0774952, 11.526415 48.0774528, 11.5264671 48.0772909, 11.5264705 48.0772803))",München,,67,81479,Sollner Straße,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[732634075, 732634146, 732634143, 732634066, 732634140, 732634134, 1711818188, 732634075]",3,,gabled,,maroon,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,59282376,,,,"POLYGON ((11.5199419 48.1102778, 11.5198718 48.1103367, 11.5199638 48.1103855, 11.5199992 48.1104042, 11.5200358 48.1103735, 11.5200693 48.1103453, 11.5200517 48.110336, 11.5199419 48.1102778))",München,DE,62,81369,Mainburger Straße,,,info@pension-mainburg.de,,,,Pension Mainburg,,,,,,,,,,,,,+49 89 7148318,,,,,,commercial,,,,,,guest_house,,,"[735082089, 5157665334, 5157665333, 5157672880, 5179934155, 735082084, 5179934153, 735082089]",2,,gabled,,,1,,,,,,red,,,,,,https://pension-mainburg.cabanova.com/,,,no,,,,,,,,,,,,,,,,+49 89 72467760,,,,,,,,,,,,,,,,,,,,no,wlan,no,Mo-Su 17:00-22:00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,59379086,,,,"POLYGON ((11.5331649 48.1365388, 11.5333885 48.1365195, 11.5334243 48.1365164, 11.5334351 48.1365723, 11.5334808 48.1365683, 11.5335266 48.1365644, 11.5335157 48.1365084, 11.5335532 48.1365046, 11.5338393 48.1364805, 11.5338112 48.1363124, 11.5335271 48.1363363, 11.5333582 48.1363514, 11.5328915 48.1363917, 11.532924 48.1365596, 11.5331649 48.1365388))",München,,70,80339,Gollierstraße,,,,,,,MGH - Münchner Gewerbehof- und Technologiezentrums GmbH,,,,,,,,,,,,,,,,,1,,commercial,,,,,,,,,"[736429009, 980331073, 980331047, 980331049, 2462112153, 980331062, 980331054, 980331085, 736428994, 696845218, 980331068, 980331064, 736429025, 736428991, 736429009]",5,,gabled,,,,,,,,,,,,,,,,,,,,,MGH - Münchner Gewerbehof- und Technologiezentrums GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,60716057,,,,"POLYGON ((11.5337212 48.1300847, 11.5350315 48.1291309, 11.5348183 48.1290005, 11.5344992 48.1292338, 11.5338409 48.1297135, 11.533508 48.1299543, 11.5337212 48.1300847))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[760146524, 760146508, 760146523, 3092070669, 3092070668, 760146518, 760146524]",2,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,60784001,,,,"POLYGON ((11.5332065 48.1305719, 11.5331774 48.1307531, 11.5337178 48.1307918, 11.5337469 48.1306106, 11.5336976 48.130607, 11.5332065 48.1305719))",,,,,,,,,,,,507,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1726894108, 760764336, 760764319, 1726894112, 4601439609, 1726894108]",,,flat,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,61982134,,,,"POLYGON ((11.5890956 48.1555317, 11.5891567 48.1555219, 11.5896731 48.1554388, 11.5895987 48.155233, 11.5890222 48.1553257, 11.5888788 48.1553488, 11.5889155 48.1554503, 11.5889532 48.1555546, 11.5890956 48.1555317))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1115463541, 10573843343, 772805092, 772805093, 1115464316, 772805094, 2411478560, 772805091, 1115463541]",,,hipped,,brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,65686373,,,,"POLYGON ((11.5517888 48.1192214, 11.5514427 48.1188665, 11.5520995 48.1185773, 11.5524482 48.1189317, 11.5517888 48.1192214))",,,,,,,,,,,,Gärtnerhalle,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[800633913, 800633770, 800633786, 800633730, 800633913]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,65698685,,,,"POLYGON ((11.5056769 48.0913373, 11.5054768 48.0913916, 11.505468 48.0913772, 11.5052858 48.0910779, 11.505406 48.0910452, 11.505501 48.0910195, 11.5056919 48.0913332, 11.5056769 48.0913373))",München,,30,81477,Meglingerstraße,,,,,,,Autohaus Wickenhäuser,,,,,,,,,,,,,+49 89 15002300,,,,,,commercial,,,,,,,,,"[2397767639, 4066646087, 800786593, 800786530, 2447875482, 800786544, 2397767641, 2397767639]",3,glass,flat,,#605050,,,Opel;Subaru;Saab;Chevrolet;GM,,,,,,,,,car,https://www.wickenhaeuser-automobile.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.opel-wickenhaeuser.de/autohaus/standorte.html#karte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,66127420,,,,"POLYGON ((11.5626169 48.0916392, 11.5627118 48.0915664, 11.5628765 48.0916585, 11.5630068 48.0916712, 11.5629623 48.0917746, 11.5629068 48.091771, 11.5628636 48.0917682, 11.5626941 48.0916796, 11.5626169 48.0916392))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[802539622, 802539430, 1769539012, 802539716, 1769539018, 2887426495, 802539544, 2887426801, 802539622]",3,,flat,,grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,66693909,,,,"POLYGON ((11.6427437 48.1386484, 11.6427587 48.1384771, 11.6430107 48.1384869, 11.6429957 48.1386582, 11.6429151 48.1386551, 11.6427437 48.1386484))",München,DE,90,81677,Zamdorfer Straße,,,info@muekrakfz.de,,,,Autohaus Mükra,,,,,,Autohaus Mükra GmbH,,,,,,,+49 89 930094 4,,,,,,commercial,,,,,,,,,"[806635662, 806635663, 806635664, 806635666, 2937924645, 806635662]",,,,,,,,Hyundai;Nissan,,,,,,,,,car,https://www.autohaus-muekra.de/,,,,,,,,,,,,,,,,,,,+49 89 930094 136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,70850481,,,,"POLYGON ((11.4742403 48.1435195, 11.4744838 48.1435185, 11.474484 48.1435476, 11.4744843 48.1435774, 11.4751215 48.1435749, 11.475121 48.1435159, 11.4751962 48.1435156, 11.4751955 48.1434399, 11.4749528 48.1434408, 11.4749522 48.1433772, 11.4745518 48.1433789, 11.4743232 48.1433798, 11.4743238 48.1434434, 11.4742396 48.1434437, 11.4742403 48.1435195))",München,DE,6,81241,Am Knie,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[844753411, 844753428, 6371092761, 844753611, 844753590, 844753488, 844753414, 844753538, 844753433, 844753585, 1569533277, 844753565, 844753560, 844753480, 844753411]",11,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,70850484,,,,"POLYGON ((11.4746444 48.1440319, 11.4746446 48.1440905, 11.47415 48.1440913, 11.4741493 48.1439198, 11.4744051 48.1439194, 11.4744048 48.1438603, 11.4744835 48.1438602, 11.4748308 48.1438595, 11.4750435 48.1438591, 11.4750438 48.1439591, 11.4750441 48.1440312, 11.4746444 48.1440319))",,,43,,Fritz-Berne-Straße,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[844753540, 844753452, 844753507, 5564449739, 844753587, 5564449738, 6371092760, 6371092751, 844753490, 844753431, 844753566, 844753540]",4,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,71221450,,,,"POLYGON ((11.5012062 48.189678, 11.5015986 48.1897502, 11.5016763 48.1895621, 11.5012839 48.18949, 11.5012062 48.189678))",,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[847805389, 847805363, 847805522, 847805304, 847805389]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,71221466,,,,"POLYGON ((11.503399 48.1899837, 11.503818 48.1900413, 11.5038567 48.1899163, 11.5034377 48.1898587, 11.503399 48.1899837))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[847805445, 847805431, 847805365, 847805337, 847805445]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,71508136,,,,"POLYGON ((11.4141542 48.1619626, 11.4144823 48.1619686, 11.4144871 48.1618512, 11.4142567 48.161847, 11.414159 48.1618452, 11.4141542 48.1619626))",München,DE,56,81245,Altostraße,yes,,info@haz-aubing.de,"Mo,Tu 07:30-12:00,14:00-19:00; We 07:30-12:00; Th 07:30-12:00,15:00-20:00; Fr 07:30-15:00",,doctors,Hausarztzentrum Aubing,,,,,,,,,,,,,+49 89 / 863 43 30,,Q98644021,,,,commercial,,,,,,,,,"[850652253, 850652317, 850652283, 7783888249, 850652264, 850652253]",,plaster,,,,,,,,,,#FFE4C4,,,,,,https://www.haz-aubing.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,doctor,general;internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,75563832,,,,"POLYGON ((11.5849641 48.1847373, 11.5860744 48.1847658, 11.5860878 48.1845345, 11.5859455 48.1845313, 11.5855327 48.1845203, 11.5850831 48.1845092, 11.5849775 48.184506, 11.5849641 48.1847373))",,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[892287215, 892287216, 892287218, 2415409784, 2415409779, 2415409650, 892287217, 892287215]",5,,flat,,darkgrey,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,79817195,,,,"POLYGON ((11.5804259 48.1380805, 11.5805797 48.1379949, 11.5804979 48.1379324, 11.5803474 48.1380164, 11.5803866 48.1380484, 11.5804259 48.1380805))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[931716020, 931716126, 931715825, 931715924, 2546500400, 931716020]",3,,,Corpshaus Frankonia,,,,,,,,,,,,,,,,,,,,,,1899,,,,,,,,,,,,,,,Max Littmann,Q67407,german_renaissance_revival,4,BLfD,D-1-62-000-5399,https://de.wikipedia.org/wiki/Datei:Platzl_6-7_Muenchen-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,80310443,,,,"POLYGON ((11.5285206 48.1478062, 11.5285306 48.1478032, 11.5285393 48.1478161, 11.5286332 48.1478298, 11.5286036 48.1477831, 11.5287316 48.1477464, 11.528671 48.1476517, 11.5284597 48.1477119, 11.5285206 48.1478062))",München,DE,166,80634,Arnulfstraße,,,,,,,Katholisches Pfarramt Sankt Clemens,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[937324319, 2680582696, 732128520, 2680582698, 2680582694, 937324154, 937324202, 937324046, 937324319]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,81190178,,,,"POLYGON ((11.5785473 48.1363626, 11.5785858 48.1364747, 11.5785965 48.1365064, 11.5787136 48.1364864, 11.5787586 48.1364788, 11.5788622 48.1364611, 11.5789887 48.1364398, 11.5789088 48.1362915, 11.5786589 48.1363407, 11.5785473 48.1363626))",München,DE,11,80331,Tal,no,,,,,,Reproduktionsmedizin München Medizinisches Versorgungszentrum,,,,,,,,,,,,,,,,,1,,commercial,,,,,,,,,"[946013285, 946013344, 946013266, 3565733110, 946013123, 2888925475, 946013230, 946013356, 3565733109, 946013285]",4,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,83612889,,,,"POLYGON ((11.5708422 48.1440592, 11.5710093 48.1440129, 11.57116 48.1439712, 11.5710722 48.1438293, 11.5710555 48.1438339, 11.5709124 48.1438736, 11.5708249 48.1438978, 11.5708037 48.1438948, 11.5707776 48.143902, 11.5707744 48.1439203, 11.570801 48.1439632, 11.5707855 48.1439675, 11.5708422 48.1440592))",,,25,,Brienner Straße,,,,,,,Carolinen-Palais,,,,,,,,,,,,,,,Q41180405,,,,commercial,,,,,,,,,"[973746088, 2591713456, 973746113, 973746038, 1836573185, 1836573188, 2489935034, 2489935030, 2489935037, 2489935051, 2489935069, 973746151, 973746088]",4,,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,83641746,,,,"POLYGON ((11.4812299 48.1166674, 11.4813749 48.1166677, 11.4813734 48.1169801, 11.4812284 48.1169798, 11.4812299 48.1166674))",,,,,,,,,,,,Der Blumenbauer,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[974002853, 974002846, 974002885, 974002892, 974002853]",,,,,darkgrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,83657284,,,,"POLYGON ((11.5054689 48.0951022, 11.5058898 48.0948604, 11.5060181 48.0947867, 11.505766 48.0945901, 11.5055998 48.0944618, 11.5054694 48.0945367, 11.5053966 48.0944801, 11.5053453 48.0944498, 11.5052865 48.0944836, 11.5051835 48.0944037, 11.5048242 48.0946102, 11.5054689 48.0951022))",,,,,,,,,,,,,,,,,,,,,,,,,,,Q84703523,de:Heizkraftwerk München-Sendling,,,commercial,,,,,,,,,"[974158895, 4538583337, 974158929, 974158894, 974158910, 974158927, 4323509855, 1416079093, 974158904, 1416078965, 268466305, 974158895]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,85421442,,,,"POLYGON ((11.5696372 48.1434009, 11.569808 48.1434543, 11.5699626 48.1432341, 11.5699181 48.1432208, 11.5699397 48.1431887, 11.5699603 48.143158, 11.5700064 48.1431718, 11.5701235 48.1430053, 11.5700742 48.1429899, 11.5701013 48.142952, 11.5700012 48.14292, 11.5699741 48.1429584, 11.569953 48.142952, 11.5698519 48.1430957, 11.5695345 48.1429943, 11.5696339 48.1428536, 11.5695695 48.1428338, 11.5695986 48.1427924, 11.5695092 48.1427625, 11.5693577 48.1429874, 11.5693203 48.1430385, 11.5691483 48.1432633, 11.5691366 48.1432825, 11.5692219 48.1433094, 11.5692374 48.143314, 11.5692645 48.1432739, 11.569325 48.1432932, 11.5694564 48.1431063, 11.5694933 48.1431178, 11.569465 48.1431583, 11.5694805 48.1431815, 11.5695028 48.1432021, 11.5695308 48.1432193, 11.5695635 48.1432323, 11.5695993 48.1432407, 11.569637 48.143244, 11.5696747 48.1432421, 11.5697114 48.1432351, 11.5697688 48.1431526, 11.5698048 48.1431639, 11.5696372 48.1434009))",München,DE,5,80333,Max-Joseph-Straße,yes,,,,,,Haus der Bayerischen Wirtschaft,,,,,,,,,,,,,,,Q57843963,,,,commercial,,,,,,,,,"[990261578, 990261453, 990261421, 990261547, 10288046142, 990261502, 990261452, 990261639, 990261548, 990261589, 990261503, 2779550670, 2779550668, 990261565, 990261587, 990261474, 2779550652, 2779550647, 990261638, 3407643109, 3407643110, 111038808, 990261606, 990261600, 990261445, 2779550694, 2779550698, 990261416, 990261550, 990261398, 2779550672, 2779550675, 990261436, 2779550678, 990261373, 2779550685, 990261370, 2779550681, 990261591, 990261604, 990261578]",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,85421450,,,,"POLYGON ((11.5661846 48.1417307, 11.5663388 48.141767, 11.5663523 48.1417701, 11.5663799 48.1417118, 11.5663563 48.1417058, 11.566379 48.1416508, 11.5663996 48.1416546, 11.566416 48.1416158, 11.5662477 48.1415881, 11.5662111 48.1416707, 11.5662014 48.1416926, 11.5661846 48.1417307))",München,DE,3,80333,Sophienstraße,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[990261395, 2744859270, 990261558, 990261519, 2744859266, 2744859261, 2744859262, 990261554, 990261469, 8560744345, 8560746867, 990261395]",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,85513483,,,,"POLYGON ((11.5654402 48.1343913, 11.5656168 48.1344373, 11.5657693 48.134223, 11.5655584 48.1342079, 11.5655249 48.1342557, 11.5654402 48.1343913))",München,DE,32,80331,Sonnenstraße,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[292903165, 292903166, 991693289, 991692641, 1098012830, 292903165]",7,,hipped,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,85765760,,,,"POLYGON ((11.5743625 48.1380993, 11.5743056 48.1381112, 11.5743345 48.1381752, 11.5743485 48.1382047, 11.5743691 48.1382006, 11.574601 48.1381533, 11.5745581 48.1380597, 11.5744352 48.1380842, 11.5743625 48.1380993))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[995536802, 1636728107, 995536661, 995536769, 7922109646, 995536765, 995536778, 995536747, 995536802]",4,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,85990425,,,,"POLYGON ((11.5831734 48.1382372, 11.5829592 48.1382561, 11.5829647 48.1382764, 11.5829696 48.1383007, 11.5829354 48.1383072, 11.582758 48.138339, 11.5827405 48.1382942, 11.5826032 48.1383185, 11.5822507 48.138385, 11.5821296 48.1384051, 11.5821522 48.1384608, 11.5819381 48.1384979, 11.5818606 48.138512, 11.581737 48.1385356, 11.581752 48.1386147, 11.5817569 48.1386404, 11.5817962 48.1386614, 11.5818161 48.1386577, 11.5819119 48.1386398, 11.5819867 48.1386258, 11.5823622 48.1385557, 11.5826243 48.1385067, 11.5827303 48.1384869, 11.5829918 48.1384369, 11.5830927 48.1384176, 11.5831817 48.1384008, 11.5831956 48.1383982, 11.5831734 48.1382372))",München,DE,,80539,Maximilianstraße,,,,,,,,,,,,,,,,,,,,,,,,1,,commercial,,,,,,,,,"[998068825, 998067505, 2649509529, 998068564, 6120157666, 998067942, 998068685, 998068566, 998068881, 998067590, 998069229, 3739708938, 998069497, 998067767, 6939257864, 998068879, 998068487, 6939257863, 6939257862, 3739708939, 3530156302, 3530156301, 2649509527, 6120157665, 2649509528, 6939257865, 998068247, 998068825]",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georg Friedrich Christian Bürklein,Q70722,maximilian_style,4,BLfD,D-1-62-000-4437,https://de.wikipedia.org/wiki/Datei:Maximilianstr26bis28_Muenchen-01.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,88727028,,,,"POLYGON ((11.5441464 48.1332125, 11.544329 48.1332014, 11.5445839 48.1331859, 11.5447699 48.1331746, 11.5450209 48.1331594, 11.5453401 48.13314, 11.5453562 48.1331693, 11.5453747 48.1332109, 11.5453862 48.1332251, 11.545407 48.133251, 11.5454394 48.133288, 11.5454855 48.1333326, 11.5455363 48.1333758, 11.5450343 48.1334059, 11.5450078 48.1334075, 11.5448323 48.133418, 11.5446024 48.1334319, 11.5445656 48.1334341, 11.5443939 48.1334444, 11.5441757 48.1334575, 11.5441563 48.1332956, 11.5441464 48.1332125))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,"[1029952593, 10075837966, 10075837965, 10075837962, 10075837961, 1029952446, 1029952651, 1029952671, 10075837959, 1029952635, 1029952599, 1029952568, 1029952589, 10075837972, 4518045987, 10075837973, 10075837969, 10075837976, 10075837977, 1029952553, 10075837968, 1029952593]",6,,flat,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
