element_type,osmid,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,wheelchair,description,image,tourism,wheelchair:description,amenity,name,brand,brand:wikidata,brand:wikipedia,operator,level,source,layer,disused:shop,architect,heritage,heritage:operator,heritage:ref,start_date,building:architecture,note,addr:suburb,ref,indoor,check_date,contact:email,cuisine,opening_hours,opening_hours:covid19,phone,website,height,fixme,operator:type,historic,drive_through,location,nodes,building,building:levels,roof:colour,building:colour,roof:shape,email,fax,roof:levels,shop,contact:phone,toilets,toilets:wheelchair,check_date:opening_hours,internet_access,payment:cash,payment:mastercard,payment:visa,changing_table,wikidata,contact:fax,architect:wikidata,brewery,diet:vegan,diet:vegetarian,indoor_seating,name:bar,name:de,name:en,name:ja,name:ru,name:zh,outdoor_seating,smoking,takeaway,wikimedia_commons,wikipedia,payment:credit_cards,payment:debit_cards,diet:halal,diet:kosher,roof:height,internet_access:fee,self_checkout,loc_name,access:covid19,delivery:covid19,contact:website,short_name,ref:shop:num,compressed_air,est_height,roof:material,old_name,building:material,nohousenumber,noaddress,roof:angle,addr:housename,type,drive_through:covid19,origin,biergarten,source:building:height,source:shape,service,opening_hours:url,url,payment:contactless,not:brand:wikidata,opening_hours:bakery,organic,payment:american_express,payment:coins,payment:sodexo_pass,building:use,roof:orientation,franchise:wikidata,contact:facebook,alt_name,construction,note:building_type,trade,branch,drink:coffee,drink:coffee:portafilter,drink:coffee:togo,payment:girocard,source_ref,payment:diners_club,payment:discover_card,payment:maestro,payment:v_pay,TMC:cid_58:tabcd_1:Class,TMC:cid_58:tabcd_1:LCLversion,TMC:cid_58:tabcd_1:LocationCode,gambling,building:facade:color,ref:BLfD,source:addr,reservation,website:menu,payment:alipay,payment:jcb,payment:sepa,payment:wechat,craft,club,community_centre,dog,payment:visa_debit,payment:visa_electron,beer_garden,delivery,opening_hours:kitchen,roof,roof:direction,survey:date,source:building:levels,golf,opening_hours:signed,source:outline,disused:tourism,highway,levelpart,brand:website,playground,name:signed,ways,castle_type
way,366409364,"POLYGON ((11.4992643 48.0939658, 11.499272 48.0939576, 11.4992641 48.0939544, 11.499332 48.093888, 11.4993443 48.0938936, 11.4993804 48.0938583, 11.4994734 48.0938466, 11.4995901 48.0938998, 11.499539 48.0939498, 11.4993864 48.0938827, 11.4992886 48.0939764, 11.4992643 48.0939658))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3703934011, 3703934010, 3703934009, 3703933998, 3703934000, 3703933994, 3703933992, 3703934001, 3703934008, 1744436382, 1744436410, 3703934011]",retail,1,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,366409374,"POLYGON ((11.525982 48.1330984, 11.5259303 48.1330668, 11.5258646 48.133114, 11.5259167 48.1331459, 11.525982 48.1330984))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3703934406, 3703934403, 3703934407, 3703934409, 3703934406]",retail,1,,,flat,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,366512581,"POLYGON ((11.5744612 48.1421282, 11.5745078 48.1421346, 11.5745823 48.1421263, 11.5746257 48.1421182, 11.5744489 48.1416951, 11.5744185 48.1417008, 11.5744142 48.1416905, 11.5744086 48.1416769, 11.5743393 48.1416898, 11.5743249 48.1416925, 11.5743106 48.1416952, 11.5742836 48.1417002, 11.5744612 48.1421282))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1612042144, 3670228583, 2810105213, 1067910233, 1067910069, 1067909940, 2810105211, 1067909770, 4890717195, 1612042141, 4890717194, 3704951993, 1612042144]",retail,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,366878412,"POLYGON ((11.6361717 48.1733821, 11.6360648 48.1732754, 11.6362564 48.17319, 11.6362703 48.1732038, 11.6363957 48.173329, 11.6362041 48.1734144, 11.6361717 48.1733821))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3700420219, 3708561011, 3708561010, 330808318, 325187841, 3700420220, 3700420219]",retail,2,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,366892260,"POLYGON ((11.5158865 48.1422334, 11.516131 48.1422151, 11.5161265 48.1421886, 11.515882 48.1422068, 11.5158865 48.1422334))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3708680481, 3708680480, 3708680478, 3708680479, 3708680481]",retail,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,371670977,"POLYGON ((11.5645383 48.1489729, 11.564455 48.1488386, 11.564393 48.1488555, 11.5644762 48.1489898, 11.5645383 48.1489729))",,,28,,Gabelsbergerstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3752304002, 3752303992, 3752303995, 3752304003, 3752304002]",retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,371999107,"POLYGON ((11.5353869 48.1579971, 11.5353518 48.1580942, 11.5354192 48.1581047, 11.5354516 48.1580168, 11.5353869 48.1579971))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1197791751, 2090524711, 3755391803, 3755391802, 1197791751]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,373545053,"POLYGON ((11.4995138 48.1590686, 11.4995315 48.1588835, 11.4994644 48.1588807, 11.4994468 48.1590657, 11.4995138 48.1590686))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3769837409, 3769837402, 3769837401, 3769837408, 3769837409]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,378465269,"POLYGON ((11.5768483 48.1142239, 11.5768723 48.1142823, 11.5768744 48.1144047, 11.5767624 48.1144055, 11.5767603 48.1142832, 11.5767582 48.1141516, 11.576811 48.1141501, 11.5768483 48.1142239))",,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,"[1566684570, 3818757653, 3818757651, 1566684576, 2887483274, 1566684565, 1566684562, 1566684570]",retail,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,380705349,"POLYGON ((11.603042 48.1199476, 11.6032328 48.1195917, 11.6030646 48.1195515, 11.602837 48.1194971, 11.6026821 48.1194601, 11.6025632 48.119682, 11.6025137 48.1196701, 11.602434 48.1196511, 11.6023754 48.1197605, 11.602455 48.1197795, 11.6025061 48.1197917, 11.6024929 48.1198164, 11.6026518 48.1198544, 11.6028323 48.1198975, 11.6029075 48.1199155, 11.603042 48.1199476))",München,,112-114,81669,Sankt-Martin-Straße,,,,,,,Haus 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3840278860, 3840278861, 1255581235, 1255581222, 3840278862, 5263258266, 6199687062, 5263258268, 5263258267, 5330662780, 6199687066, 6199687064, 6199687068, 6134568016, 6134568017, 3840278860]",retail,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,384819527,"POLYGON ((11.4913463 48.1201794, 11.4914039 48.1201796, 11.4915468 48.1200845, 11.4915452 48.1196683, 11.491519 48.1196544, 11.4914258 48.1197206, 11.4914193 48.1200005, 11.4914086 48.120013, 11.491408 48.1200958, 11.4913453 48.1201368, 11.4913463 48.1201794))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3881742647, 3881742648, 3881742644, 3881742624, 1706937691, 3881742627, 1706937719, 1706937721, 1706937736, 1706937737, 3881742647]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,386479176,"POLYGON ((11.4894303 48.1267267, 11.4894309 48.1267787, 11.4894983 48.1267784, 11.4894977 48.1267263, 11.4894303 48.1267267))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3898199774, 3898199776, 3898199775, 3898199773, 3898199774]",retail,1,,,gabled,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,391814444,"POLYGON ((11.5840118 48.1198328, 11.5839221 48.119869, 11.583985 48.1199384, 11.5840747 48.1199022, 11.5840118 48.1198328))",,,8,,Tegernseer Landstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3950752020, 3950752021, 3950752023, 3950752022, 3950752020]",retail,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,392203593,"POLYGON ((11.5714113 48.1382904, 11.5714538 48.1382789, 11.5714861 48.1382783, 11.5715073 48.1382911, 11.5715218 48.138307, 11.5715298 48.1383196, 11.5714459 48.1383425, 11.5714113 48.1382904))",,,2,80331,Neuhauser Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3954631315, 3954631312, 1391339998, 3954631316, 3954631317, 3954631318, 5174565953, 3954631315]",retail,1,,,saltbox,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,392203594,"POLYGON ((11.5704293 48.1378358, 11.5704142 48.1378112, 11.5703838 48.1377614, 11.5701954 48.1378094, 11.5703284 48.1380941, 11.5704442 48.1380776, 11.5704085 48.1380074, 11.5703257 48.1378633, 11.5704293 48.1378358))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1092495076, 1092494242, 3954631305, 1080582599, 1080582519, 1092494777, 1092494321, 1092495159, 1092495076]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,400174929,"POLYGON ((11.5221786 48.1413037, 11.5222358 48.1412968, 11.5222218 48.1412449, 11.5221644 48.1412515, 11.5221786 48.1413037))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4027838899, 4027838896, 2469387752, 4027838891, 4027838899]",retail,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,403274821,"POLYGON ((11.6317736 48.1332027, 11.631785 48.133209, 11.6317917 48.1332103, 11.6318091 48.1332108, 11.632312 48.1331253, 11.6323335 48.1331208, 11.6323449 48.1331132, 11.6323536 48.1331056, 11.6323576 48.1330962, 11.6323596 48.1330872, 11.6323603 48.1330738, 11.6323522 48.1330546, 11.632088 48.1326478, 11.6320773 48.1326415, 11.6320679 48.1326406, 11.6313842 48.1327472, 11.6313766 48.1327534, 11.6313739 48.1327632, 11.6313759 48.1327677, 11.6314698 48.1328715, 11.6317736 48.1332027))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4056366388, 7215628148, 7215628147, 7215628146, 7215628143, 7215628144, 7215628145, 4056366387, 7215628142, 7215628141, 5378032928, 7215628140, 7215628138, 7215628139, 4056366385, 8895479667, 7215628151, 7215628150, 7215628149, 5018650604, 4056366388]",retail,1,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,405553156,"POLYGON ((11.5019987 48.1247696, 11.5020116 48.1247803, 11.5021823 48.1247801, 11.5021806 48.1247252, 11.5020817 48.1247254, 11.5019987 48.1247696))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4077334672, 4077334673, 4077334666, 4077334674, 2304094793, 4077334672]",retail,1,,,flat,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,406769338,"POLYGON ((11.502172 48.1339477, 11.5022295 48.1339468, 11.502236 48.1341284, 11.5021784 48.1341293, 11.502172 48.1339477))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4088050593, 4088050594, 4088050595, 4088050596, 4088050593]",retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,407220672,"POLYGON ((11.5122003 48.0953048, 11.5121966 48.0955629, 11.5122805 48.0955634, 11.51228 48.0956018, 11.5126662 48.0956042, 11.5126667 48.0955665, 11.5129307 48.0955682, 11.5129343 48.0953094, 11.5122003 48.0953048))",München,DE,152,81379,Kistlerhofstraße,yes,,,,,,Lidl,Lidl,Q151954,en:Lidl,,,,,,,,,,,,,,,,,,,Mo-Sa 07:00-20:00,,,,6,,,,,,"[4092631797, 4092631798, 4093483767, 4093483769, 4093483770, 4093483768, 4092664489, 4092664490, 4092631797]",retail,,,,,,,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,418715443,"POLYGON ((11.5802603 48.1154459, 11.5802457 48.1154438, 11.5802312 48.1154459, 11.5802192 48.1154517, 11.5802118 48.1154603, 11.5802102 48.1154702, 11.5802147 48.1154796, 11.5802246 48.115487, 11.5802382 48.1154911, 11.5802502 48.1154915, 11.5802618 48.1154891, 11.5802716 48.1154843, 11.5802784 48.1154777, 11.5802816 48.1154685, 11.5802793 48.1154592, 11.5802718 48.1154513, 11.5802603 48.1154459))",,,7,,Tegernseer Platz,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,"[4190459268, 4190459266, 4190459267, 4190459270, 4190459272, 4190459274, 4190459276, 4190459278, 4190459280, 4190459281, 4190459279, 4190459277, 4190459275, 4190459273, 4190459271, 4190459269, 4190459268]",retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,421296524,"POLYGON ((11.6591445 48.098202, 11.6591449 48.0983372, 11.6593802 48.098337, 11.6593798 48.0982017, 11.6591445 48.098202))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4210767309, 4210767312, 832662853, 832662956, 4210767309]",retail,1,,grey,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,422234751,"POLYGON ((11.5745989 48.1382076, 11.5745946 48.1381954, 11.5750587 48.1380954, 11.5751303 48.1382141, 11.5747442 48.1382903, 11.5746332 48.138315, 11.5746116 48.1382407, 11.5745989 48.1382076))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1577200078, 4219644313, 1577200067, 1577200082, 1577200090, 1577200092, 1577200085, 1577200078]",retail,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,429526798,"POLYGON ((11.534739 48.1551321, 11.5348642 48.1551704, 11.5349107 48.155096, 11.5348576 48.1550771, 11.5348581 48.1550318, 11.5348173 48.1550189, 11.534739 48.1551321))",,,23,,Volkartstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1264088491, 1264088776, 1264088154, 1264088249, 1264088403, 4286774975, 1264088491]",retail,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,433658542,"POLYGON ((11.5928952 48.1522844, 11.5928961 48.1522295, 11.5930532 48.1522306, 11.5930523 48.1522855, 11.5928952 48.1522844))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4322415239, 4322415234, 4322415235, 4322415240, 4322415239]",retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,437907880,"POLYGON ((11.5391366 48.1122658, 11.5391359 48.1122746, 11.5391567 48.1122753, 11.5391503 48.1123613, 11.5391481 48.1123902, 11.5390254 48.112386, 11.5390274 48.1123603, 11.5390288 48.1123416, 11.5390367 48.1123419, 11.5390514 48.1121459, 11.5391454 48.1121491, 11.5391434 48.1121755, 11.5391366 48.1122658))",,,70,,Plinganserstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1373878650, 4356934016, 4356934017, 4356934021, 4356934023, 4356934022, 4356934020, 4356934018, 4356934019, 4356934014, 4356934015, 87643859, 1373878650]",retail,1,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,444234452,"POLYGON ((11.5594265 48.1490444, 11.5593888 48.1489411, 11.5595776 48.1488871, 11.5596261 48.148989, 11.5596105 48.1490126, 11.5594265 48.1490444))",,,16,,Schleißheimer Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1235053515, 4417243510, 1235053587, 1235053883, 1235053737, 1235053515]",retail,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,446686682,"POLYGON ((11.6097586 48.1342834, 11.609745 48.134339, 11.6097849 48.1343434, 11.6097885 48.1343343, 11.6099743 48.1343557, 11.6099859 48.1343083, 11.6097586 48.1342834))",,,15,,Grillparzerstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4439251180, 4439251187, 4439251188, 347327161, 4439251290, 4439251182, 4439251180]",retail,1,,,flat,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,447306978,"POLYGON ((11.5297351 48.1108016, 11.5298908 48.1108095, 11.5298953 48.1107706, 11.5297395 48.1107626, 11.5297372 48.1107824, 11.5297351 48.1108016))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4444707584, 4444707585, 4444707579, 4444707575, 4444707583, 4444707584]",retail,1,#777777,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,447306986,"POLYGON ((11.5297395 48.1107626, 11.5297418 48.1107424, 11.5302045 48.110766, 11.5301977 48.1108252, 11.5298908 48.1108095, 11.5298953 48.1107706, 11.5297395 48.1107626))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4444707575, 4444707574, 4444707577, 564104239, 4444707585, 4444707579, 4444707575]",retail,1,#777777,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,447307001,"POLYGON ((11.5406745 48.1226385, 11.5408831 48.1226234, 11.5411006 48.1226078, 11.541088 48.12253, 11.5408481 48.1225473, 11.5408502 48.1225598, 11.540664 48.1225732, 11.5406745 48.1226385))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4444708409, 771687623, 771687569, 4444708393, 4444708397, 4444708400, 4444708403, 4444708409]",retail,2,grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448147613,"POLYGON ((11.5925749 48.1532615, 11.5925909 48.1532439, 11.5926149 48.153231, 11.5926439 48.1532242, 11.5926748 48.1532243, 11.5927037 48.1532314, 11.5927274 48.1532445, 11.5927431 48.1532623, 11.5927488 48.1532825, 11.592744 48.1533028, 11.592731 48.1533193, 11.592711 48.1533324, 11.5926859 48.1533407, 11.5926582 48.1533435, 11.5926305 48.1533405, 11.5926056 48.1533319, 11.5925859 48.1533187, 11.5925731 48.153302, 11.5925688 48.1532817, 11.5925749 48.1532615))",,,,,,,,https://de.wikipedia.org/wiki/Datei:Englischer_Garten_Karussel.JPG,,,,Historisches Kinderkarussell,,,,,,,,,,4,BLfD,D-1-62-000-1545,1913-09-12,,,,,,,,,"Apr-Sep 15:00+ ""bei schönem Wetter""",,,,,,,,,,"[4451836142, 4451836143, 4451836144, 4451836145, 4451836146, 4451836147, 4451836148, 4451836149, 4451836150, 4451836132, 4451836135, 4451836136, 4451836137, 4451836138, 4451836139, 4451836140, 4451836141, 4451836133, 4451836134, 4451836142]",retail,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,de:Chinesischer Turm (München)#Karussell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,roundabout,,,
way,453524325,"POLYGON ((11.5765476 48.1366778, 11.5765014 48.1366217, 11.5762737 48.1366685, 11.5763111 48.1367583, 11.576336 48.136818, 11.5764044 48.1367956, 11.5765869 48.1367224, 11.5765476 48.1366778))",München,DE,17,80331,Marienplatz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2196730188, 939213543, 939213471, 2196730193, 594909205, 594909209, 594909216, 2196730188]",retail,5,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,473433345,"POLYGON ((11.5501857 48.1862969, 11.5501739 48.1862972, 11.5501586 48.1862976, 11.5501572 48.1862727, 11.5501844 48.186272, 11.5501857 48.1862969))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4675522749, 4675522750, 4675522746, 4675522745, 4675522748, 4675522749]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,473433347,"POLYGON ((11.5503427 48.1863657, 11.5503457 48.1864185, 11.5501809 48.1864226, 11.5501752 48.1863211, 11.5501739 48.1862972, 11.5501857 48.1862969, 11.5501844 48.186272, 11.5502503 48.1862703, 11.5502557 48.1863679, 11.5503427 48.1863657))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4675522753, 4675522752, 4675522751, 4675522722, 4675522750, 4675522749, 4675522748, 2811993989, 367965156, 4675522753]",retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
