element_type,osmid,barrier,geometry,created_by,highway,access,note,bicycle,name,opening_hours,wheelchair,source,alt_name,old_name,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,description,check_date,operator,leisure,wikidata,wikimedia_commons,historic,natural,nodes,landuse,wikipedia,image,TMC:cid_58:tabcd_1:Class,TMC:cid_58:tabcd_1:LCLversion,TMC:cid_58:tabcd_1:LocationCode,website,dogs,leaf_type,naturism,nudism,sport,surface,contact:website,layer,dog,name:etymology:wikidata,alcohol,openfire,area,architect:landscape,start_date,protection_title,name:ru,name:zh,heritage,heritage:operator,heritage:ref,name:de,opening_hours:covid19,name:es,garden:style,name:ar,name:bar,name:fr,name:it,opening_date,landcover,loc_name,operator:type,fee,fence_type,height,garden:type,ways,type,short_name,email,fax,phone,BLfD:criteria,ref:BLfD
way,592842167,,"POLYGON ((11.5319685 48.1651624, 11.5323397 48.1645194, 11.5333851 48.1647931, 11.5331637 48.1651494, 11.5329683 48.1651016, 11.5328804 48.1651819, 11.5323528 48.1650994, 11.5322746 48.165221, 11.5319685 48.1651624))",,,,,,,,,,,,,,,,,,,,park,,,,,"[5657109522, 5657109523, 5657109524, 5657109525, 5657109526, 5657109527, 5657109528, 5657109529, 5657109522]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,592842168,,"POLYGON ((11.5319685 48.1651624, 11.5319294 48.1652688, 11.5319652 48.1653383, 11.5321313 48.1654296, 11.5322681 48.165473, 11.5324863 48.1654665, 11.5325058 48.1653079, 11.5322648 48.1652558, 11.5322746 48.165221, 11.5319685 48.1651624))",,,,,,,,,,,,,,,,,,,,park,,,,,"[5657109522, 5657109530, 5657109531, 5657109532, 5657109533, 5657109534, 5657109535, 5657109536, 5657109529, 5657109522]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,604066741,,"POLYGON ((11.5355218 48.0923823, 11.5350888 48.0924697, 11.5346617 48.0926038, 11.5344906 48.0925121, 11.5342075 48.0925248, 11.5341991 48.0927096, 11.5332801 48.09291, 11.5331006 48.0930384, 11.5324037 48.0931779, 11.5321672 48.0925939, 11.5330731 48.0924147, 11.5333296 48.0924585, 11.5336308 48.0920098, 11.5344267 48.0918345, 11.5346594 48.0918326, 11.5347549 48.0920426, 11.5348561 48.0920464, 11.5353481 48.0919508, 11.5355218 48.0923823))",,,,,,Grünanlage St.-Wendel-Straße,,,,,,,,,,,,,Baureferat München,park,,,,,"[5732755390, 5732755392, 5732755397, 5732755394, 5732755395, 5732755398, 5732755399, 5732755400, 5732755401, 5732755396, 5732755391, 5732755393, 5732755388, 7867714224, 5732755386, 7867714225, 5732755389, 5732755387, 5732755390]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,607948571,,"POLYGON ((11.5984764 48.1780178, 11.5982553 48.1777944, 11.5989512 48.1774759, 11.5991839 48.1777004, 11.5984764 48.1780178))",,,,,,,,,,,,,,,,,,,,park,,,,,"[1509885974, 1509885951, 1509885902, 1509885943, 1509885974]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,611540524,,"POLYGON ((11.5550778 48.0928812, 11.5549424 48.0929265, 11.5549383 48.0929305, 11.5549343 48.0929363, 11.5549377 48.0929448, 11.5551254 48.093107, 11.5551408 48.0931105, 11.5551677 48.0931029, 11.555287 48.0930657, 11.555291 48.0930613, 11.5552917 48.0930554, 11.5551502 48.0928709, 11.5551455 48.092866, 11.5551382 48.0928647, 11.5551281 48.0928655, 11.5551127 48.0928705, 11.5551202 48.0928805, 11.5551369 48.0929015, 11.5551449 48.0929121, 11.5551113 48.0929229, 11.5550778 48.0928812))",,,,,,,,,,,,,,,,,,,,park,,,,,"[5789569908, 5789569907, 5789569906, 5789569905, 5789569904, 5789569903, 5789569902, 5789569901, 5789569900, 5789569899, 5789569898, 5789569897, 5789569896, 5789569895, 5789569894, 5789569893, 3325534096, 3325534098, 5789569892, 5789569891, 5789569908]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,615163655,,"POLYGON ((11.4688644 48.2166818, 11.4707984 48.2166932, 11.4708026 48.2163733, 11.4688687 48.2163619, 11.4688644 48.2166818))",,,,,,,,,,,,,,,,,,,,park,,,,,"[5817449579, 5817449578, 5817449577, 5817449576, 5817449579]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,642558836,,"POLYGON ((11.5967769 48.1664807, 11.5966625 48.1663665, 11.5968164 48.1662943, 11.5968969 48.1661559, 11.5969775 48.1660404, 11.5969604 48.1658895, 11.5970358 48.1658518, 11.5971164 48.1657969, 11.5969912 48.1657088, 11.5970204 48.1656014, 11.5970478 48.1654836, 11.5969809 48.1652869, 11.5968747 48.1649942, 11.5968232 48.1649576, 11.5969124 48.1648536, 11.5968489 48.1647141, 11.5967804 48.1645182, 11.5968397 48.164358, 11.5969192 48.1641492, 11.5969598 48.16399, 11.5969564 48.1639031, 11.5968701 48.1638534, 11.5969852 48.1637507, 11.5971375 48.1636965, 11.5972373 48.1636096, 11.5973033 48.1636119, 11.5973253 48.1635103, 11.5973592 48.1634245, 11.5974319 48.1633703, 11.5975081 48.163429, 11.5975673 48.1635272, 11.5976401 48.1636254, 11.5977179 48.1637157, 11.5976215 48.1638862, 11.5975368 48.163911, 11.5975402 48.1639731, 11.5974556 48.1640385, 11.5972966 48.1640713, 11.5972069 48.1641503, 11.5970952 48.1642959, 11.5971036 48.1644392, 11.597173 48.164665, 11.5971527 48.1647744, 11.5972339 48.1648817, 11.597195 48.1649731, 11.5972982 48.1650273, 11.5972813 48.1651898, 11.5973625 48.1653738, 11.5973304 48.1654821, 11.5973592 48.1656898, 11.5974895 48.1657203, 11.5975527 48.1658046, 11.5977004 48.1658335, 11.5967769 48.1664807))",,,,,,Park an der Osterwaldstraße Süd,,,,,,,,,,,,,,park,,,,,"[2036180688, 6048824097, 6048824096, 6048824095, 6048824094, 6048824093, 6048824092, 6048824091, 6048824090, 6048824089, 6048824088, 6048824087, 6048824086, 6048824085, 6048823984, 6048823983, 6048823982, 6048823981, 6048823980, 6048823979, 6048823978, 6048823977, 6048823976, 6048823975, 6048823974, 6048823973, 6048823972, 6048823971, 6048823970, 6048823969, 6048823968, 6048823967, 6048823966, 6048823965, 6048823964, 6048823963, 6048823962, 6048823961, 6048823960, 6048823959, 6048823958, 6048823957, 6048823956, 6048823955, 6048823954, 6048823953, 6048823952, 6048823951, 6048823950, 6048823949, 6048823948, 6048823947, 2036180586, 2036180688]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,642558841,,"POLYGON ((11.595143 48.1779266, 11.5960288 48.1775405, 11.5953455 48.1768938, 11.5945466 48.1760569, 11.5945781 48.1760461, 11.5951217 48.1757877, 11.5949598 48.1756008, 11.5957372 48.175306, 11.5954776 48.1749104, 11.5965712 48.1744736, 11.5976676 48.1739789, 11.597521 48.1738408, 11.5973557 48.1739147, 11.5972945 48.1738529, 11.5972738 48.1738287, 11.5971978 48.1737571, 11.5971584 48.1737217, 11.5972591 48.1736675, 11.5972402 48.1736515, 11.5966466 48.173947, 11.5967407 48.174027, 11.5967075 48.174045, 11.5953655 48.1747094, 11.5944568 48.1751502, 11.5941003 48.1753063, 11.593942 48.1753829, 11.593825 48.1754438, 11.5937447 48.1755048, 11.5936868 48.1755598, 11.5936478 48.1756282, 11.5936333 48.1756824, 11.593631 48.1757515, 11.59364 48.1758177, 11.5936578 48.1758616, 11.593679 48.1758995, 11.5937325 48.1759805, 11.5938384 48.1761321, 11.5948691 48.1775518, 11.595143 48.1779266))",,,,,,,,,,,,,,,,,,,,park,,,,,"[2464308212, 2464308209, 6048824197, 6048824188, 2464308186, 2464308184, 2464308177, 1616721708, 2464308170, 6048824157, 2464308164, 6048824158, 3226374675, 3226374674, 528089960, 528089942, 6048824187, 1616720765, 1616720764, 1616720837, 1616720868, 1616720892, 1616721204, 1616721497, 1616721596, 1616721663, 1616721713, 1616721772, 1616721826, 1616721908, 1616721994, 1616722087, 1616722146, 1616722173, 1616722184, 1616722231, 1616722321, 2464308207, 2464308212]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,658283868,,"POLYGON ((11.6703613 48.1266946, 11.6703856 48.1267151, 11.6704218 48.1267188, 11.6704571 48.1267125, 11.6707322 48.1266422, 11.6705758 48.1263369, 11.6702269 48.1264114, 11.6703613 48.1266946))",,,,,,,,,,,,,,,,,,,,park,,,,,"[6164620998, 6164620997, 6164620996, 6164620995, 6164620994, 6164620993, 6164620992, 6164620998]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,659497717,,"POLYGON ((11.586855 48.1708705, 11.5871184 48.1708808, 11.5871361 48.1707131, 11.5869559 48.1707061, 11.5868698 48.1707027, 11.586855 48.1708705))",,,,,,,,,,,,,,,,,,,,park,,,,,"[6174651691, 6174651690, 3828111602, 3828111601, 6174651688, 6174651691]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,677366607,,"POLYGON ((11.545761 48.1211509, 11.5464343 48.1211204, 11.546431 48.1210895, 11.5464248 48.1210319, 11.5464207 48.1209935, 11.5456729 48.1210254, 11.5456759 48.1210534, 11.5456771 48.1210643, 11.5456795 48.1210869, 11.5456847 48.1211219, 11.5456858 48.1211294, 11.5456979 48.1211469, 11.545761 48.1211509))",,,,,,,,,,,,,,,,,,,,park,,,,,"[358175415, 6466155141, 6466169200, 4211897533, 6342539098, 6342539099, 6466155145, 7985866870, 6466149693, 6895713948, 5858897694, 6466149687, 358175415]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,686446392,,"POLYGON ((11.4137137 48.1552807, 11.4137995 48.1548645, 11.4138072 48.1548446, 11.4146141 48.1549522, 11.4152475 48.1550366, 11.4154701 48.1550663, 11.4154968 48.1550808, 11.4155849 48.1550919, 11.4155833 48.1551041, 11.4147374 48.1551763, 11.413994 48.1552398, 11.413933 48.155245, 11.4139314 48.1552705, 11.4137137 48.1552807))",,,,,,Grünanlage an der Colmdorfstraße,,,,,,,,,,,,,,park,,,,,"[9484295153, 9484295155, 9484295154, 7809326456, 7809326454, 6434143941, 6434143942, 6434143943, 6434143944, 7809326453, 7809326420, 6434143945, 6434143946, 9484295153]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,692544876,,"POLYGON ((11.5150704 48.1872932, 11.5151188 48.1872341, 11.5155095 48.1873622, 11.5156352 48.1872928, 11.5161113 48.1873875, 11.5160624 48.1874979, 11.5169497 48.1876944, 11.5170691 48.1874537, 11.5173372 48.1875105, 11.517521 48.1871658, 11.5176648 48.187008, 11.5179069 48.1865068, 11.5180198 48.1864316, 11.5183056 48.1859327, 11.5185917 48.1859952, 11.5179407 48.1873755, 11.5176784 48.1878023, 11.5177738 48.187936, 11.5177147 48.188148, 11.517623 48.1881583, 11.5175744 48.1883193, 11.5174733 48.1882931, 11.5167912 48.1881346, 11.5159359 48.1879122, 11.515108 48.1876089, 11.515044 48.1873722, 11.5150704 48.1872932))",,,,,,,,,,,,,,,,,,,,park,,,,,"[4370812084, 1125022001, 4370812085, 4370812083, 4370812088, 4370812391, 4370812394, 4370812389, 6501644355, 6501644351, 6501644354, 6501644352, 6501644353, 6501644349, 6501644348, 1125022002, 1125021959, 4370812402, 1118786081, 1118786091, 1118786080, 1125022021, 4370812404, 4370812400, 4370812393, 4370812086, 4370812084]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,693934995,,"POLYGON ((11.5270002 48.1474944, 11.5269964 48.1475577, 11.5269103 48.1476135, 11.5268186 48.1476444, 11.5266514 48.1476867, 11.5264609 48.1477436, 11.5263144 48.1477999, 11.5262298 48.1478546, 11.5261889 48.1478904, 11.5261359 48.1478386, 11.5261359 48.1478051, 11.5261056 48.1477644, 11.5260412 48.1477313, 11.5259539 48.1477173, 11.5254805 48.1477457, 11.5254017 48.1477614, 11.5253781 48.1477947, 11.5248459 48.1478221, 11.5246825 48.1476053, 11.524084 48.1476454, 11.5240259 48.1475662, 11.5249121 48.1472489, 11.5243788 48.1466046, 11.5238019 48.1458804, 11.5236741 48.1459283, 11.5235272 48.1459857, 11.523432 48.1460205, 11.5233947 48.1459799, 11.5230279 48.14611, 11.5230574 48.1461485, 11.5230392 48.1461555, 11.5227157 48.1462718, 11.5226509 48.1462951, 11.5221969 48.1464582, 11.5217914 48.1466122, 11.5217633 48.146303, 11.5216552 48.146309, 11.5216486 48.1462558, 11.5216236 48.1460569, 11.5226691 48.1456723, 11.5228182 48.1458309, 11.5231625 48.145702, 11.5230364 48.1455351, 11.5220143 48.1456434, 11.5215909 48.1458003, 11.5215664 48.1455466, 11.5215522 48.1454002, 11.5220594 48.1453597, 11.5225316 48.1453231, 11.5225493 48.1454003, 11.5235832 48.145318, 11.5247106 48.1452368, 11.5247585 48.1452337, 11.5248183 48.1452298, 11.52608 48.1451404, 11.5265108 48.1451408, 11.5266324 48.1451322, 11.5275315 48.1450686, 11.5277538 48.1450892, 11.5278854 48.14508, 11.5282713 48.1450531, 11.5282895 48.1452319, 11.5282978 48.1453428, 11.5277259 48.1453873, 11.5277265 48.1454411, 11.5272839 48.1454702, 11.526725 48.1455899, 11.5260202 48.1456381, 11.5260337 48.1458225, 11.5250193 48.1458856, 11.5251305 48.1465605, 11.5261373 48.1464874, 11.5262409 48.1465177, 11.526308 48.1465602, 11.5264878 48.1467883, 11.5259804 48.1467982, 11.525189 48.1468658, 11.5252937 48.1475333, 11.5256925 48.1475032, 11.5257105 48.147493, 11.5257189 48.1474754, 11.5257184 48.1474483, 11.5257979 48.1474442, 11.5261464 48.1474344, 11.5264605 48.1474087, 11.5268044 48.1473651, 11.5269295 48.1473602, 11.5269497 48.1474324, 11.5270002 48.1474944))",,,,,,Neue Postwiese,,,,,,,,,,,Gemäß Grünordnung Nr. 1926 des Baureferats München entsteht vom Birketweg um die denkmalgeschützte Posthalle bis Arnulfstraße und Richelstraße ein neuer Park: Die neue Postwiese.,,Stadt München,park,,,,,"[5623044034, 8744745030, 8744745031, 8744745032, 8744745033, 8744745034, 8744745035, 8744745036, 5623044027, 8744745037, 8744745038, 8744745039, 8744745040, 5623044028, 8744745041, 5623044029, 8744745043, 8744745042, 8744745044, 8744745045, 8744745046, 1708474505, 8744745047, 8744745048, 1708474261, 10296617915, 1708474271, 6515175684, 10296617916, 10296617917, 1708474313, 10296617918, 10296617921, 10296612505, 1708474485, 10296612504, 10296612503, 10296617926, 1708474268, 1708474188, 6515175683, 1708474212, 1708474160, 1708474186, 1708474228, 10296612492, 3482755946, 3482755955, 10296612483, 10296612484, 10296612485, 10296612486, 10729639820, 10296617927, 10296612487, 10296612491, 10296617932, 10296612490, 10296612489, 10729639824, 10296612488, 3482755950, 3482755954, 3482755956, 3482755958, 3482755959, 8744828394, 8744828393, 4198902243, 3487761753, 5623044058, 8744690308, 8744690312, 8744690311, 8744690310, 8744690309, 5623044052, 6210811016, 8744745027, 8744745052, 8744745054, 8744745053, 8744745028, 8744745051, 8744745050, 8744745049, 5623044033, 8744745029, 5623044034]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,694458193,,"POLYGON ((11.5973397 48.1864885, 11.597286 48.1862578, 11.598077 48.1861759, 11.5981307 48.1864066, 11.5979277 48.1864276, 11.5978934 48.1864312, 11.5976184 48.1864596, 11.5975762 48.186464, 11.5973397 48.1864885))",,,yes,,,,,,,,,,,,,,,,,park,,,,,"[6520719113, 6520719114, 6520719115, 6520719116, 10122425441, 10122425440, 10122425437, 10122425448, 6520719113]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,
way,696755696,,"POLYGON ((11.5233278 48.0898297, 11.5231016 48.089671, 11.5230632 48.0896478, 11.5229114 48.0895684, 11.5212273 48.0886877, 11.5211122 48.0885784, 11.5211007 48.0883542, 11.5222281 48.0883528, 11.5234189 48.0883715, 11.5234681 48.0883723, 11.5234991 48.0883728, 11.5240594 48.0883816, 11.5241837 48.0883838, 11.5246122 48.0883906, 11.5246697 48.0883915, 11.5247395 48.0883926, 11.5248 48.0883936, 11.524916 48.0883954, 11.525528 48.0884051, 11.5270554 48.0884333, 11.5298574 48.0884684, 11.5300773 48.0884632, 11.5307996 48.0902814, 11.5308365 48.0903743, 11.5306375 48.0903865, 11.5286575 48.0904443, 11.5286432 48.0904734, 11.5279344 48.0904755, 11.5249099 48.0904362, 11.5235781 48.0904201, 11.5233639 48.0904176, 11.5233667 48.0898781, 11.5233665 48.0898568, 11.5233278 48.0898297))",,,,,,Hermann-von-Siemens-Park,,,,,,,,,,,,,,park,,,,,"[6536551116, 3317479281, 286293531, 6551564798, 4291703962, 4291703960, 538659233, 538659235, 1706045299, 6634736756, 6634736757, 4205742734, 4291517407, 6536570495, 3317665948, 382748859, 3317482494, 3317490565, 298888670, 3317479335, 3317801666, 1424350851, 1776463284, 382751954, 237957511, 3317787836, 1424350963, 6536535460, 6551543326, 6536535461, 6532880575, 6536551115, 286293534, 6536551116]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,701098862,,"POLYGON ((11.5330918 48.1636715, 11.5328594 48.1636116, 11.5330531 48.1632498, 11.5332129 48.163073, 11.5334022 48.163099, 11.5334088 48.1630865, 11.5334665 48.1629771, 11.5336059 48.1627127, 11.5353914 48.1631382, 11.5353175 48.1632867, 11.5350166 48.1638659, 11.5349254 48.1638415, 11.5341715 48.1636546, 11.5340448 48.1638548, 11.5339156 48.1638807, 11.5330918 48.1636715))",,,,,,Taxispark,,,,,,,,,,,,,,park,Q1248540,,,,"[2930829638, 6584275654, 6584275655, 6584275656, 5841984013, 2930829635, 6584275650, 2930829679, 1596538915, 5804845657, 2930829668, 6584275586, 1852212918, 6584275663, 5804845668, 2930829638]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,710056331,,"POLYGON ((11.5867697 48.1719553, 11.5870155 48.1719648, 11.5870502 48.1716679, 11.5867963 48.1716579, 11.5867697 48.1719553))",,,,,,,,,,,,,,,,,,,,park,,,,,"[6676065517, 6676065516, 6676065515, 6676065514, 6676065517]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,712630374,,"POLYGON ((11.5202084 48.0934245, 11.5207525 48.0934461, 11.5208706 48.0930626, 11.5209285 48.0928, 11.5208389 48.0927899, 11.5208426 48.0927753, 11.5207368 48.0927621, 11.5206911 48.0927984, 11.5206348 48.0928217, 11.5206307 48.0928668, 11.5205608 48.0928674, 11.5205624 48.0928217, 11.5205167 48.0928057, 11.52049 48.0927798, 11.5204632 48.0927537, 11.5204363 48.0927053, 11.5204229 48.0926587, 11.5204176 48.0926103, 11.5204229 48.0925673, 11.5204551 48.0925369, 11.5204846 48.0925136, 11.5205356 48.0925028, 11.5205892 48.0924993, 11.5206509 48.0925011, 11.5207046 48.09251, 11.5207528 48.0925261, 11.5207823 48.092553, 11.5209166 48.092536, 11.5209119 48.0926556, 11.5209442 48.0926573, 11.5210105 48.0922944, 11.5205021 48.0922498, 11.5204451 48.0922448, 11.5203875 48.0922397, 11.5203655 48.092385, 11.520315 48.0927191, 11.5202084 48.0934245))",,,,,,,,,,,,,,,,,,,,park,,,,,"[1832999318, 6700191523, 6700191522, 1263372707, 1263372688, 1263372709, 1263372708, 1263372731, 1263372684, 1263372691, 1263372736, 1263372737, 1263372735, 1263372692, 1263372716, 1263372738, 1263372704, 1263372705, 1263372724, 1263372726, 1263372733, 1263372686, 1263372718, 1263372683, 1263372682, 1263372711, 1263372695, 1263372712, 1263372713, 6700191521, 6700191520, 8360435273, 8360435277, 6700191519, 8360435275, 8360435271, 1832999318]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,712630375,,"POLYGON ((11.5199386 48.0945788, 11.5203364 48.094642, 11.520658 48.0935662, 11.5201804 48.0935422, 11.5199386 48.0945788))",,,,,,,,,,,,,,,,,,,,park,,,,,"[1800422384, 6700191525, 6700191524, 1800422305, 1800422384]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,717545980,,"POLYGON ((11.4145227 48.1377069, 11.4145261 48.1376862, 11.4147159 48.1365423, 11.4147207 48.1365134, 11.4148638 48.1357148, 11.4150298 48.1347886, 11.4150389 48.1347374, 11.4152001 48.1338382, 11.4152599 48.1335046, 11.4153316 48.1331043, 11.415367 48.1329135, 11.4153853 48.132815, 11.4167652 48.1328975, 11.4184601 48.1330346, 11.4184533 48.1330703, 11.4180954 48.1349377, 11.4179346 48.1359082, 11.4178016 48.1367105, 11.4177623 48.1369475, 11.4175939 48.1379637, 11.4160516 48.1378459, 11.415507 48.1377932, 11.4145227 48.1377069))",,,,,,Ökologische Ausgleichsfläche Ehemaliges Gleislager Neuaubing,,,,,,,,,,,,,,park,,,,,"[9214591277, 10821561936, 10821561937, 9214591284, 10821573576, 10821573577, 10821575808, 10821573598, 10821561932, 10821573537, 10821575843, 303045329, 365011989, 1137809858, 10821575842, 10821575809, 10821575930, 10821575906, 10821575895, 8076648755, 2360656273, 9214591287, 9214591277]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,719926594,,"POLYGON ((11.6120448 48.1273747, 11.6122179 48.1272634, 11.6123714 48.127187, 11.6123587 48.127165, 11.6118991 48.1268453, 11.6115698 48.1270604, 11.6120448 48.1273747))",,,private,,,,,,,,,,,,,,,,,park,,,,,"[6757168465, 8576292143, 8576292142, 6757168464, 6757168463, 6757168462, 6757168465]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,727236543,,"POLYGON ((11.5589018 48.2199419, 11.5609958 48.2200749, 11.5609729 48.2205788, 11.5609741 48.2206551, 11.5597778 48.2206229, 11.5596365 48.2206481, 11.5595686 48.2208767, 11.5595364 48.2210697, 11.559531 48.2212699, 11.5595793 48.2214343, 11.5599978 48.2214664, 11.5601674 48.2214877, 11.5609097 48.2215808, 11.560922 48.22191, 11.5603075 48.2218695, 11.5590709 48.2217937, 11.5590747 48.221637, 11.5577027 48.2215507, 11.5576166 48.2215475, 11.5576409 48.2213932, 11.5574344 48.2213878, 11.5574666 48.2212163, 11.5567773 48.2211609, 11.5569555 48.220776, 11.5570022 48.220664, 11.558179 48.220664, 11.5588141 48.2205738, 11.5588788 48.2201178, 11.5589018 48.2199419))",,,,,,,,,,,,,,,,,,,,park,,,,,"[6815354116, 6815354117, 6815354118, 1440038788, 1440038781, 1440038780, 1440038787, 1440038784, 1440038783, 1440038779, 1440038789, 1440038778, 1440038785, 6815354119, 6815354120, 6815354121, 6815354122, 6815354123, 6815354124, 1580652705, 1580652697, 1580652700, 1580652694, 6815354125, 6815354126, 6815354127, 6815354128, 335387959, 6815354116]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,727901764,,"POLYGON ((11.609172 48.1792659, 11.6089439 48.1798318, 11.6088876 48.180134, 11.608893 48.1807099, 11.6089573 48.1810121, 11.6092738 48.1810014, 11.6092443 48.1806831, 11.6092443 48.1802842, 11.6093302 48.1796708, 11.6094589 48.1796082, 11.6095479 48.1792219, 11.609172 48.1792659))",,,,,,,,,,,,,,,,,,,,park,,,,,"[1711775646, 6821279101, 6821279100, 6821279099, 6821279098, 6821279097, 6821279096, 6821279095, 6821279094, 6821279093, 6821279092, 1711775646]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,732104635,,"POLYGON ((11.6276611 48.1053957, 11.6278809 48.1041875, 11.6277885 48.1038102, 11.6278964 48.1036196, 11.6277297 48.103562, 11.6259515 48.1035372, 11.6265737 48.104365, 11.6270503 48.105395, 11.6276611 48.1053957))",,,,,,,,,,,,,,,,,,,,park,,,,,"[550034039, 550034062, 550034065, 8146800030, 6025132524, 6025132525, 550034132, 6855312309, 550034039]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,733411271,,"POLYGON ((11.616666 48.1023447, 11.6167067 48.102343, 11.6166961 48.1022329, 11.6182333 48.1021665, 11.6182435 48.1022716, 11.6183078 48.1022689, 11.6183488 48.1026926, 11.6167066 48.1027635, 11.616666 48.1023447))",,,,"Der 'name' stimmt, es stehen dort entsprechende Schilder",,Öffentliche Grünfläche Hochäckerstraße,24/7,,,,,,,,,,,,Stadt München,park,,,,,"[6868296619, 6869137542, 6869137541, 6868296620, 6869137543, 6869137544, 6868296621, 6868296622, 6868296619]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,733411272,,"POLYGON ((11.6185017 48.102327, 11.6201572 48.1022603, 11.620119 48.1018379, 11.6184635 48.1019047, 11.6185017 48.102327))",,,,"Der 'name' stimmt, es stehen dort entsprechende Schilder",,Öffentliche Grünfläche Hochäckerstraße,24/7,,,,,,,,,,,,Stadt München,park,,,,,"[6868296623, 6868296624, 6868296625, 6868296626, 6868296623]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,733411273,,"POLYGON ((11.621233 48.1024454, 11.6219655 48.1024128, 11.6220137 48.1024108, 11.6219725 48.1020437, 11.6203914 48.1021169, 11.6203982 48.1021773, 11.6203439 48.1021798, 11.6203747 48.1025504, 11.6211801 48.1025234, 11.6211759 48.1024479, 11.621233 48.1024454))",,,,"Der 'name' stimmt, es stehen dort enstprechende Schilder",,Öffentliche Grünfläche Hochäckerstraße,24/7,,,,,,,,,,,,Stadt München,park,,,,,"[7853673971, 7853673967, 6868296628, 6868296629, 6869137539, 6869137540, 6868296630, 6868296627, 9408208420, 9408208419, 7853673971]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,733521982,,"POLYGON ((11.6236754 48.1021191, 11.622187 48.1021821, 11.6221317 48.1016025, 11.6228928 48.1015644, 11.6229156 48.1016076, 11.6230853 48.1015982, 11.6230868 48.1016077, 11.623401 48.1015893, 11.6235472 48.1015804, 11.623624 48.1015771, 11.6236754 48.1021191))",,,,,,Öffentliche Grünfläche Hochäckerstraße,24/7,,,,,,,,,,,,Stadt München,park,,,,,"[6869462417, 6869462418, 6869462419, 9283711717, 9283707116, 7846289533, 7846280053, 7853739003, 7853739001, 6869462420, 6869462417]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,733942468,,"POLYGON ((11.6149047 48.1025166, 11.6164894 48.1024522, 11.6164541 48.1020609, 11.6156168 48.1020934, 11.6156251 48.1021851, 11.6148684 48.1022161, 11.6149047 48.1025166))",,,,,,Öffentliche Grünfläche Hochäckerstraße,24/7,,,,,,,,,,,,Stadt München,park,,,,,"[6873720578, 6873720579, 6873720580, 6873720581, 6873720582, 6873720583, 6873720578]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
