element_type,osmid,amenity,capacity,fee,network,opening_hours,operator,payment:coins,payment:debit_cards,ref,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,amperage,socket:type2,source,source:delivery_date,voltage,authentication:membership_card,description,manufacturer,motorcar,name,socket:schuko,operator:short,operator:wikidata,operator:wikipedia,website,fixme,authentication:nfc,authentication:none,access,capacity:car,socket:type2_combo,scooter,layer,level,note,covered,bicycle,service:bicycle:charging,service:bicycle:pump,socket:schuko:current,socket:type2:output,contact:phone,contact:website,socket:chademo,socket:chademo:output,socket:type2_combo:output,capacity:charging,description:en,truck,wheelchair,cars,trucks,authentication:app,parking:fee,check_date,status,maxstay,power,traffic_sign,brand,authentication:phone_call,authentication:short_message,surveillance:type,charging_station:output,name:de,name:en,object:city,object:country,object:housenumber,object:postcode,object:street,socket:type2:current,socket:type2:voltage,brand:wikidata,brand:wikipedia,short_name,maxstay:conditional,authentication:membership_card:types,payment:membership_card,ref:EU:EVSE,socket:type:output,cargo,payment:account_cards,payment:credit_cards,payment:electronic_purses,payment:notes,phone,vending,contact:email,note:en,motor_vehicle,charge,image,amenity:wikipedia,socket:tesla_supercharger_ccs,socket:tesla_supercharger_ccs:output,payment:maestro,ref:ocm
node,6553413349,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5857916 48.1286178),,,,,,,,,,,,,,,,,SWM,Q882871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553429948,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5934253 48.132099),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553430891,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5756608 48.1229597),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6553430892,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5757564 48.1230185),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6554117604,charging_station,4,,,,Stadtwerke München,,,,POINT (11.6426231 48.1585632),,,,,,,,,,,,,,,,,SWM,Q882871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6554908246,charging_station,2,,,,Stadtwerke München,,,,POINT (11.6047685 48.1393645),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6554908247,charging_station,2,,,,Stadtwerke München,,,,POINT (11.6180294 48.1521199),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6554908248,charging_station,2,,,,Stadtwerke München,,,,POINT (11.6185541 48.1603177),,,,,,,,,,,,,,,,,SWM,Q882871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6554910815,charging_station,2,,,,Stadtwerke München,,,,POINT (11.6356003 48.1724457),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6554922534,charging_station,2,,,,Stadtwerke München,,,,POINT (11.6970268 48.1312732),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,"Lage nur geschätzt, bitte korrigieren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6554993909,charging_station,2,,,,Stadtwerke München,,,,POINT (11.6010416 48.1219393),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6554993910,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,,DESWME040501;DESWME040502,POINT (11.6100147 48.1011291),,,,,,,,,,,rfid,ladenetz.de RFID card or 'MVG more' App,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6555019937,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME040601;DESWME040602,POINT (11.6619956 48.1215411),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6555019938,charging_station,2,,ladenetz.de,,Stadtwerke München,,ladenetz.de,,POINT (11.6715335 48.1213926),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6555033432,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME033301;DESWME033302,POINT (11.6225953 48.1135474),,,,,,32,,,,400,SWM Tankkarte,,,yes,,,SWM,Q882871,de:Stadtwerke München,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6555033433,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,,DESWME040401;DESWME040402,POINT (11.6219972 48.1018063),,,,,,,,,,,rfid,ladenetz.de RFID card or 'MVG more' App,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6555033434,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,,DESWME033401;DESWME033402,POINT (11.6425751 48.0932142),,,,,,,,,,,rfid,ladenetz.de RFID card or 'MVG more' App,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6555033435,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,,DESWME033501;DESWME033502,POINT (11.6427014 48.0931843),,,,,,,,,,,rfid,ladenetz.de RFID card or 'MVG more' App,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6736483360,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME042701;DESWME042702,POINT (11.6635084 48.127204),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6736483361,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME042801;DESWME042802,POINT (11.6635723 48.1272093),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6794667567,charging_station,,no,,,Mc Donalds,,,,POINT (11.5039681 48.0878807),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6803018280,charging_station,2,,,,,,,,POINT (11.5291318 48.1633967),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6803018281,charging_station,2,,,,,,,,POINT (11.5291189 48.1634584),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6816987633,charging_station,2,yes,ladenetz.de,,Stadtwerke München,,ladenetz.de,DESWME045701;DESWME045702,POINT (11.5463907 48.1129104),,,,,,,2,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,yes,,,,,,,,,,,,22kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6832215751,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5841072 48.1555326),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6832215752,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5840603 48.1555448),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6856012400,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,,DESWME045601;DESWME045602,POINT (11.5688857 48.1160591),,,,,,,,,,,rfid,ladenetz.de RFID card or 'MVG more' App,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6897899987,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME036802;DESWME036801,POINT (11.5701973 48.1019273),,,,,,,2,survey,,,yes,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22kW,,,,,,,,,,,,,,,,,
node,6902973771,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME049401;DESWME049402,POINT (11.5941252 48.116398),,,,,,,2,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6902973772,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME049301;DESWME049302,POINT (11.5941397 48.1164936),,,,,,,2,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6943224279,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME048901,POINT (11.5748234 48.1183337),,,,,,,2,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6943224280,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME048801,POINT (11.5747853 48.118346),,,,,,,2,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6966792025,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME049701;DESWME049702,POINT (11.5836742 48.1080036),,,,,,,2,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6966792026,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME049601;DESWME049602,POINT (11.5836865 48.108022),,,,,,,2,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6976079044,charging_station,1,no,,Mo-Fr 07:00-18:30,Staatliches Bauamt München 1,,,,POINT (11.5829582 48.0989941),,,,,,16,2,,,,,Ladekarte kann an der Pforte abgeholt werden,,,,,,,,,,,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6989266907,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME048001;DESWME048002,POINT (11.5776114 48.1123636),,,,,,,2,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7001088720,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME048101;DESWME048102,POINT (11.5759464 48.112792),,,,,,,2,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7017071608,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME049001,POINT (11.5871438 48.1148839),,,,,,,2,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7054526795,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME049801/2,POINT (11.5955042 48.1076935),,,,,,,2,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7054526797,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME049901/2,POINT (11.5956533 48.1077194),,,,,,,2,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7086853489,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,,DESWM029701;DESWM029702,POINT (11.5089003 48.1545995),,,,,,,,,,,rfid,ladenetz.de RFID card or 'MVG more' App,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7086853490,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,,DESWM029601;DESWM029602,POINT (11.5090149 48.1545901),,,,,,,,,,,rfid,ladenetz.de RFID card or 'MVG more' App,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7089268159,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME010401,POINT (11.5967908 48.1838804),,,,,,,,,,,yes,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7128931559,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,,POINT (11.5929005 48.1459655),,,,,,,2,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7128931560,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,,POINT (11.5929364 48.1460105),,,,,,,2,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7131814213,charging_station,4,,,,Stadtwerke München,,,,POINT (11.4894629 48.1300825),,,,,,,,,,,,,,,,,SWM,Q882871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7131814214,charging_station,2,,,,Stadtwerke München,,,,POINT (11.4945672 48.1291321),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22kW AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7233513834,charging_station,,,,,,,,,POINT (11.5918842 48.2071529),,,,,,,,,,,,,,,Ladestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7234256818,charging_station,2,yes,ladenetz.de,,Stadtwerke München,,ladenetz.de,DESWME043401;DESWME043402,POINT (11.5597771 48.1449896),,,,,,32,2,,,400,yes,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7247202147,charging_station,2,yes,ladenetz.de,,Stadtwerke München,,ladenetz.de,DESWME005602;DESWME005601,POINT (11.5483801 48.1110628),,,,,,,2,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,yes,,,,,,,,,,,,22kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7247202148,charging_station,2,yes,ladenetz.de,,Stadtwerke München,,ladenetz.de,DESWME005702;DESWME005701,POINT (11.5492625 48.1109607),,,,,,,2,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,yes,,,,,,,,,,,,22kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7248279217,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,,POINT (11.5740074 48.1484274),,,,,,,2,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7248279219,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,,POINT (11.5739268 48.1484474),,,,,,,2,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7276449052,charging_station,2,yes,,,EnBW Energie Baden-Württemberg AG,,,8018,POINT (11.6251193 48.1029499),,,,,,,1,,,,,,,,,,,Q644304,de:EnBW Energie Baden-Württemberg,,,,,,,1,,,,,,,,,,22 kW,+49 721 72566-460,,1,50 kW,150 kW,,,,,,,,,,,,,,Hello OMV eMobility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7380103480,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,,DESWME020201;DESWM020202,POINT (11.6374214 48.1578409),,,,,,,,,,,rfid,ladenetz.de RFID card or 'MVG more' App,,yes,,,SWM,Q882871,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7385963488,charging_station,3,,,,,,,,POINT (11.5417932 48.2017606),,,,,,,,,,,,,,no,,3,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7424405206,charging_station,2,yes,be.energized,24/7,BayWa AG,,,,POINT (11.6175755 48.1529144),,,,,,,1,,,,yes,,,yes,,,,,,,,,,,,1,no,,,,,no,,,,,,,1,,,,,no,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7424431139,charging_station,2,yes,be.energized,24/7,BayWa AG,,,,POINT (11.6175736 48.1530197),,,,,,,1,,,,yes,,,yes,,,,,,,,,,,,1,no,,,,,no,,,,,,,1,,,,,no,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7424431140,charging_station,2,yes,be.energized,24/7,BayWa AG,,,,POINT (11.6175727 48.1530577),,,,,,,1,,,,yes,,,yes,,,,,,,,,,,,1,no,,,,,no,,,,,,,1,,,,,no,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7424431141,charging_station,2,yes,be.energized,24/7,BayWa AG,,,,POINT (11.6175739 48.1529686),,,,,,,1,,,,yes,,,yes,,,,,,,,,,,,1,no,,,,,no,,,,,,,1,,,,,no,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7439591697,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME050001;DESWME050002,POINT (11.604467 48.1159818),,,,,,,2,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7439591698,charging_station,2,yes,ladenetz.de,24/7,Stadtwerke München,,ladenetz.de,DESWME050101;DESWME050102,POINT (11.6044221 48.1160731),,,,,,,2,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7482025818,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5935978 48.1869148),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7500397058,charging_station,2,,,,EnBW Energie Baden-Württemberg AG,,,,POINT (11.5515747 48.1874512),,,,,,,,,,,,,,,EnBW,,,Q644304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7528210710,charging_station,2,,,,Stadtwerke München,,,,POINT (11.5375624 48.0959502),,,,,,,,,,,,,,yes,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7640426741,charging_station,2,,,24/7,Stadtwerke München,,,,POINT (11.5226438 48.1202452),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7652912263,charging_station,2,yes,,,Stadtwerke München,,,DESWME055001; DESWME055002,POINT (11.4083583 48.1767452),,,,,,,2,,,,,,,,,,SWM,Q882871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7652912264,charging_station,2,yes,,,Stadtwerke München,,,DESWME054901; DESWME054902,POINT (11.4084196 48.1767112),,,,,,,2,,,,,,,,,,SWM,Q882871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7660259231,charging_station,,,,,Stadtwerke München,,,,POINT (11.4136004 48.1463315),,,,,,,,,,,,,,,,,SWM,Q882871,de:Stadtwerke München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7660586240,charging_station,1,,,,Vitalia Reformhaus,,,,POINT (11.6953163 48.1152071),,,,,,,,,,,,,,,,,,,,,,,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7681029348,charging_station,,,,,E.ON,,,,POINT (11.5694212 48.1918033),,,,,,,,,,,,,,,,,,Q270223,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7681029349,charging_station,,,,,E.ON,,,,POINT (11.5694111 48.1920045),,,,,,,,,,,,,,,,,,Q270223,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7685208133,charging_station,1,,,,Charge-V,,,,POINT (11.6057883 48.1857888),,,,,,,,,,,,,,yes,,,,,,https://www.charge-v.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7714116737,charging_station,2,,,,EVlink,,,,POINT (11.4355897 48.1606714),,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7721777250,charging_station,1,,,,bikomat GmbH,yes,no,,POINT (11.5740751 48.117525),München,DE,5,,Kleiststraße,16,,survey,,230,,,,,Bikeomat,1,,,,http://www.bikeomat.de,,,,,,,no,,,"Schläuche, Schlösser, Ketten, Batterien, Flickzeug, Beleuchtung, Regenschutz, Werkzeug, Bremsbeläge, Pedale, Seilzüge",,yes,yes,yes,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,no,no,yes,+49 89 66651408,bicycle_tube,,,,,,,,,,
node,7728329001,charging_station,,,,,,,,,POINT (11.5897917 48.1738955),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7728810697,charging_station,2,yes,,,Stadtwerke München GmbH,,,43698,POINT (11.5457067 48.1625184),München,DE,2,80637,Gertrud-Bäumer-Straße,,,,,,,,,,,,,,,,,,,yes,,,,,0,https://www.goingelectric.de/stromtankstellen/Deutschland/Muenchen/Gertrud-Baeumer-Strasse-Gertrud-Baeumer-Strasse-2/43698/,,,,,,,,,,,,,,,,,,,,,,,,,M/Ökostrom,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 89 3810 101,,,,,,,,,,,
