element_type,osmid,amenity,geometry,access,description,fee,layer,name,parking,toilets,toilets:fee,wheelchair,opening_hours,wheelchair:description,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,barrier,bicycle,foot,created_by,motorcar,motorcycle,capacity,maxheight,ref,bus,motor_vehicle,contact:email,contact:fax,contact:phone,contact:website,old_name,park_ride,capacity:disabled,odbl,level,capacity:women,operator,smoothness,surface,website,charge,operator:type,source,note,maxstay,capacity:parent,parking:orientation,payment:coins,payment:maestro,payment:mastercard,payment:visa,maxweight,toilets:wheelchair,entrance,noexit,check_date,lit,horse,payment:cash,payment:credit_cards,description:de,name:en,email,check_date:fee,covered,supervised,maxspeed,source:capacity,maxstay:conditional,free,alt_name,phone,payment:apple_pay,payment:cards,payment:contactless,payment:debit_cards,payment:google_pay,payment:notes,payment:paypal,vehicle,nodes,building,building:levels,height,roof:colour,roof:shape,building:material,caravans,charge:bus,charge:bus:conditional,charge:conditional,hgv,operator:short,TMC:cid_58:tabcd_1:Class,TMC:cid_58:tabcd_1:LCLversion,TMC:cid_58:tabcd_1:LocationCode,roof:height,roof:levels,min_height,salting,snowplowing,winter_service,access_1,name:de,fee:conditional,designation,addr:housename,lastcheck,parking:condition:area,service,aprki,landuse,addr:suburb,parking:condition:area:customers,building:part,location,type,building:colour,indoor,source_ref,orientation,goods,est_height,roof:material,stay,capacity:bus,building:levels:underground,fence_type,parking:condition,fixme,charging,massgis:PUB_ACCESS,note:de,kiss_and_ride,capacity:car,payment:electronic_purses,traffic_sign,restriction:conditional,taxi:conditional,disabled,capacity:charging,parking:condition:time_interval,no_parking,taxi,parking:condition:maxstay,restriction,ways,wikidata,wikimedia_commons
way,1028895103,parking,"POLYGON ((11.6467079 48.084839, 11.6467752 48.0848716, 11.6467378 48.084906, 11.6466705 48.0848735, 11.6467079 48.084839))",,,,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9485620403, 9485620402, 9485620401, 9485620400, 9485620403]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1028896360,parking,"POLYGON ((11.651255 48.0913686, 11.6512992 48.0913406, 11.6512528 48.091308, 11.6512087 48.0913361, 11.651255 48.0913686))",permissive,,,,,street_side,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9485656997, 9485656996, 9485656994, 9485656995, 9485656997]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1028896362,parking,"POLYGON ((11.6507979 48.0915891, 11.650858 48.0915896, 11.6508591 48.0915216, 11.6507989 48.0915211, 11.6507979 48.0915891))",permissive,,,,,street_side,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9485657004, 9485657003, 9485657002, 9485657001, 9485657004]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1028896363,parking,"POLYGON ((11.6509236 48.091456, 11.6509236 48.0914159, 11.65079 48.0914159, 11.65079 48.0914561, 11.6509236 48.091456))",permissive,,,,,street_side,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9485657008, 9485657007, 9485657006, 9485657005, 9485657008]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1028907941,parking,"POLYGON ((11.6522808 48.0967405, 11.6524412 48.0967404, 11.6524413 48.0967843, 11.6522809 48.0967845, 11.6522808 48.0967405))",,,,,,lane,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9485768753, 9485768752, 3057992972, 3057992979, 9485768753]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1028926387,parking,"POLYGON ((11.6346291 48.176775, 11.635085 48.1766648, 11.6350641 48.1766264, 11.6346082 48.1767365, 11.6346291 48.176775))",,,,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9485900931, 9485900930, 3898200019, 3898200020, 9485900931]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1031708190,parking,"POLYGON ((11.461701 48.1933762, 11.4617205 48.1933403, 11.4616616 48.193326, 11.461642 48.1933619, 11.461701 48.1933762))",,,,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9508287747, 9508287746, 9508287745, 9508287744, 9508287747]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1031708193,parking,"POLYGON ((11.4618543 48.1934023, 11.4618564 48.1933642, 11.4617937 48.1933626, 11.4617916 48.1934007, 11.4618543 48.1934023))",,,,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9508287803, 9508287800, 9508287801, 9508287802, 9508287803]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1031708194,parking,"POLYGON ((11.4617968 48.1935981, 11.4618534 48.1936087, 11.4619268 48.1934345, 11.4618702 48.1934239, 11.4617968 48.1935981))",,,,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9508287807, 9508287806, 9508287805, 9508287804, 9508287807]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1031708195,parking,"POLYGON ((11.4617182 48.1935757, 11.4617881 48.1934021, 11.4617331 48.1933922, 11.4616632 48.1935659, 11.4617182 48.1935757))",,,,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9508287811, 9508287808, 9508287809, 9508287810, 9508287811]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1031710701,parking,"POLYGON ((11.4363743 48.162503, 11.4363784 48.162397, 11.4363539 48.1623966, 11.4363498 48.1625025, 11.4363743 48.162503))",,,,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parallel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9508320120, 9508320119, 9508320118, 9508320117, 9508320120]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1031710702,parking,"POLYGON ((11.4363665 48.1627207, 11.4363725 48.1625665, 11.436348 48.1625661, 11.436342 48.1627203, 11.4363665 48.1627207))",,,,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parallel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9508320124, 9508320123, 9508320122, 9508320121, 9508320124]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1031710703,parking,"POLYGON ((11.4363642 48.1628582, 11.4363671 48.1627835, 11.4363426 48.1627831, 11.4363397 48.1628578, 11.4363642 48.1628582))",,,,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parallel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9508320128, 9508320127, 9508320126, 9508320125, 9508320128]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1031710704,parking,"POLYGON ((11.4363567 48.1631194, 11.4363614 48.1629999, 11.4363352 48.1629995, 11.4363306 48.163119, 11.4363567 48.1631194))",,,,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parallel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9508320132, 9508320129, 9508320130, 9508320131, 9508320132]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1031710705,parking,"POLYGON ((11.4363528 48.1632428, 11.4363558 48.1631652, 11.4363313 48.1631647, 11.4363283 48.1632424, 11.4363528 48.1632428))",,,,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parallel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9508320138, 9508320133, 9508320134, 9508320135, 9508320138]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1031710706,parking,"POLYGON ((11.436346 48.1634202, 11.4363528 48.1632428, 11.4363282 48.1632424, 11.4363214 48.1634197, 11.436346 48.1634202))",,,no,,,street_side,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,parallel,,,,,,,,,,,,,,,,,,,,,,4 h @ (09:00-18:00),,,,,,,,,,,,"[9508320139, 9508320138, 9508320137, 9508320136, 9508320139]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,,,
way,1031710761,parking,"POLYGON ((11.5228564 48.1202249, 11.5225852 48.1202201, 11.5225845 48.1202362, 11.5228558 48.1202409, 11.5228564 48.1202249))",,,no,,,lane,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,parallel,,,,,,,,,,,,,,,,,,,,,,4 h @ (09:00-18:00),,,,,,,,,,,,"[9508288880, 9508288879, 9508288878, 9508288877, 9508288880]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,,,
way,1032510398,parking,"POLYGON ((11.4945088 48.1225231, 11.4944724 48.1225549, 11.4946126 48.1226265, 11.494649 48.1225948, 11.4945088 48.1225231))",,,,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9513338359, 9513338356, 9513338357, 9513338358, 9513338359]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1032510399,parking,"POLYGON ((11.4938711 48.1221923, 11.4938344 48.122224, 11.4944138 48.1225235, 11.4944505 48.1224918, 11.4938711 48.1221923))",,,,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9513338363, 9513338360, 9513338361, 9513338362, 9513338363]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1032510400,parking,"POLYGON ((11.493609 48.1221055, 11.4936427 48.1220761, 11.493571 48.1220394, 11.4935372 48.1220688, 11.493609 48.1221055))",,,,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9513338367, 9513338364, 9513338365, 9513338366, 9513338367]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1032513168,parking,"POLYGON ((11.4969181 48.1206131, 11.4971139 48.1205093, 11.4970747 48.1204763, 11.4968789 48.1205801, 11.4969181 48.1206131))",,,,,,street_side,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9513371045, 9513371044, 9513371043, 9513371042, 9513371045]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1032513169,parking,"POLYGON ((11.4966626 48.1207483, 11.4968792 48.1206337, 11.4968403 48.1206009, 11.4966237 48.1207155, 11.4966626 48.1207483))",,,,,,street_side,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9513371049, 9513371048, 9513371047, 9513371046, 9513371049]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1032513170,parking,"POLYGON ((11.496493 48.1208365, 11.4965969 48.120781, 11.4965572 48.1207478, 11.4964533 48.1208033, 11.496493 48.1208365))",,,,,,street_side,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9513371053, 9513371052, 9513371051, 9513371050, 9513371053]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1032828917,parking,"POLYGON ((11.4898524 48.1245279, 11.4898629 48.1244131, 11.4898012 48.1244106, 11.4897907 48.1245254, 11.4898524 48.1245279))",private,,,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9515946997, 9515946996, 9515946995, 9515946994, 9515946997]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1032943692,parking,"POLYGON ((11.5186259 48.1472889, 11.5186212 48.1471672, 11.5185632 48.1471682, 11.5185679 48.1472899, 11.5186259 48.1472889))",yes,,no,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9517004743, 9517004742, 9517004741, 9517004740, 9517004743]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1032944672,parking,"POLYGON ((11.5057259 48.1600321, 11.5057423 48.1598401, 11.5057496 48.1597555, 11.5057864 48.1593248, 11.5057879 48.1593081, 11.505789 48.1592952, 11.5058066 48.159089, 11.5057348 48.159086, 11.5056483 48.1600303, 11.5057259 48.1600321))",,,,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9517029222, 10724160485, 10724160486, 1653874260, 1120261130, 1653874258, 171249920, 2241853674, 2241853689, 9517029222]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,free,,,,,,,,,,,,,,,,,,,,
way,1032944673,parking,"POLYGON ((11.5060341 48.1569121, 11.5059278 48.156836, 11.5059901 48.1561996, 11.5061011 48.1562035, 11.5060341 48.1569121))",yes,nach dem Luftbild vermutlich für Busse,no,,,street_side,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,diagonal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9517029223, 9517029224, 1867006870, 1706518988, 9517029223]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1033419629,parking,"POLYGON ((11.5971102 48.1025314, 11.5970993 48.1025539, 11.5973774 48.1026143, 11.5973883 48.1025918, 11.5971102 48.1025314))",,,,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9521173593, 9521173592, 9521173591, 9521173590, 9521173593]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1033419630,parking,"POLYGON ((11.5954329 48.1022105, 11.5954436 48.1021898, 11.5959208 48.1022989, 11.5959102 48.1023196, 11.5954329 48.1022105))",,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9521173602, 9521173601, 9521173600, 9521173599, 9521173602]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1033419631,parking,"POLYGON ((11.5953435 48.10219, 11.595355 48.1021681, 11.5942811 48.1019171, 11.5942696 48.1019391, 11.5953435 48.10219))",,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9521173606, 9521173605, 9521173604, 9521173603, 9521173606]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1033419648,parking,"POLYGON ((11.5798229 48.0989294, 11.5799859 48.0989984, 11.580396 48.0985665, 11.5803513 48.0985476, 11.5803163 48.0985844, 11.5801981 48.0985343, 11.5798229 48.0989294))",,,,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9521173731, 9521173730, 9521173729, 9521173728, 9521173727, 9521173726, 9521173731]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1033419653,parking,"POLYGON ((11.5785376 48.0967868, 11.5785545 48.0967692, 11.5790465 48.0969798, 11.5790296 48.0969974, 11.5785376 48.0967868))",,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9521173748, 9521173747, 9521173746, 9521173745, 9521173748]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1033419660,parking,"POLYGON ((11.5729863 48.0943811, 11.5730016 48.0943642, 11.5731383 48.0944196, 11.573123 48.0944365, 11.5729863 48.0943811))",,,,,,street_side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9521173794, 9521173793, 9521173792, 9521173791, 9521173794]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1033419676,parking,"POLYGON ((11.5675206 48.0946957, 11.5679648 48.0944932, 11.5679477 48.0944766, 11.5675048 48.0946797, 11.5675206 48.0946957))",,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9521173880, 9521173879, 9521173878, 9521173877, 9521173880]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1033419677,parking,"POLYGON ((11.5673043 48.0947926, 11.5674394 48.0947331, 11.5674237 48.0947171, 11.5672886 48.0947767, 11.5673043 48.0947926))",,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9521173884, 9521173883, 9521173882, 9521173881, 9521173884]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1033419678,parking,"POLYGON ((11.5669013 48.0949822, 11.5670848 48.0948959, 11.5670683 48.0948802, 11.5668849 48.0949666, 11.5669013 48.0949822))",,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9521173889, 9521173888, 9521173887, 9521173886, 9521173889]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1033419679,parking,"POLYGON ((11.5666578 48.0951005, 11.5668136 48.0950268, 11.566797 48.0950112, 11.5666412 48.095085, 11.5666578 48.0951005))",,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9521173893, 9521173892, 9521173891, 9521173890, 9521173893]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1033419680,parking,"POLYGON ((11.5664295 48.0952011, 11.5665646 48.0951416, 11.5665488 48.0951256, 11.5664138 48.0951852, 11.5664295 48.0952011))",,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9521173897, 9521173896, 9521173895, 9521173894, 9521173897]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1033419695,parking,"POLYGON ((11.564424 48.0957923, 11.5644226 48.0957694, 11.5646933 48.095762, 11.5646947 48.0957848, 11.564424 48.0957923))",,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9521173961, 9521173960, 9521173959, 9521173958, 9521173961]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1033419696,parking,"POLYGON ((11.5647636 48.0957587, 11.5647713 48.0957795, 11.5649218 48.095757, 11.5650702 48.0957301, 11.5650625 48.0957093, 11.5649138 48.0957368, 11.5647636 48.0957587))",,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9521173965, 9521173964, 9521173956, 9521173963, 9521173962, 9521173955, 9521173965]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1033419700,parking,"POLYGON ((11.5639619 48.0957773, 11.5639643 48.0957562, 11.5643285 48.095775, 11.564326 48.095796, 11.5639619 48.0957773))",,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9521173975, 9521173974, 9521173973, 9521173972, 9521173975]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1033419730,parking,"POLYGON ((11.5709976 48.0982335, 11.5710298 48.0982383, 11.5711253 48.0979565, 11.5710931 48.0979517, 11.5709976 48.0982335))",,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9521174147, 9521174146, 9521174145, 9521174144, 9521174147]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1033419734,parking,"POLYGON ((11.5711025 48.09824, 11.5711404 48.0982477, 11.5712676 48.0979395, 11.5714184 48.0976389, 11.5713805 48.0976311, 11.5712294 48.0979319, 11.5711025 48.09824))",,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9521174160, 9521174159, 9521174155, 9521174158, 9521174157, 9521174156, 9521174160]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1033419736,parking,"POLYGON ((11.5719794 48.0967468, 11.5719486 48.0967372, 11.5717068 48.0970838, 11.5717377 48.0970934, 11.5719794 48.0967468))",,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9521174169, 9521174168, 9521174167, 9521174166, 9521174169]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1033419745,parking,"POLYGON ((11.5662759 48.0954487, 11.5662926 48.0954647, 11.5670523 48.0951117, 11.5670356 48.0950956, 11.5662759 48.0954487))",,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9521174206, 9521174205, 9521174204, 9521174203, 9521174206]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1033419747,parking,"POLYGON ((11.5673192 48.0949625, 11.5673371 48.0949796, 11.5676653 48.0948269, 11.5676474 48.0948097, 11.5673192 48.0949625))",,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9521174213, 9521174212, 9521174211, 9521174210, 9521174213]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1033419751,parking,"POLYGON ((11.5683757 48.0944686, 11.568396 48.0944875, 11.5678007 48.0947718, 11.5677804 48.0947529, 11.5683757 48.0944686))",,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9521174226, 9521174225, 9521174224, 9521174223, 9521174226]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1033419755,parking,"POLYGON ((11.5688231 48.0942526, 11.5688017 48.0942358, 11.5684949 48.094411, 11.5685163 48.0944277, 11.5688231 48.0942526))",,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9521174240, 9521174239, 9521174238, 9521174237, 9521174240]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
