element_type,osmid,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,amenity,name,source,wheelchair,geometry,type,description,operator,toilets:wheelchair,wikidata,barrier,phone,website,email,addr:housename,language,old_name,old_shop,opening_hours,training,name:en,capacity,wikipedia,contact:phone,contact:email,contact:fax,contact:website,school,school:de,fax,internet_access,internet_access:fee,office,official_name,check_date,isced:level,operator:type,postal_code,note,alt_name,payment:credit_cards,payment:debit_cards,religion,level,wikimedia_commons,addr:suburb,grades,short_name,denomination,name:de,name:ru,fee,building:levels,roof:levels,height,mobile,shop,wheelchair:description,nodes,start_date,contact:city,contact:housenumber,contact:postcode,contact:street,building,roof:shape,school:type,designation,roof:colour,building:colour,est_height,roof:height,roof:material,architect,building:architecture,heritage,heritage:operator,heritage:ref,image,int_name,isced,noname,protect_class,sport,leisure,layer,name:etymology:wikidata,loc_name,polling_station,school:language,is_in:city,is_in:country_code,school:DE,ref:AEFE,landuse,website2,subject,min_age,name:ja,disused:name,disused:note,ways,url
way,450396601,München,,98,80335,Dachauer Straße,school,Grundschule Dachauer Straße,,,"POLYGON ((11.5569845 48.1519225, 11.5575145 48.1522193, 11.5578436 48.1523992, 11.5576473 48.1525555, 11.5579531 48.1527268, 11.5583593 48.1529436, 11.5587982 48.1531921, 11.5584237 48.1533564, 11.5583444 48.1532858, 11.5580881 48.1531407, 11.5580203 48.1532041, 11.5579966 48.1532224, 11.5579245 48.1532779, 11.5576219 48.1535249, 11.5575505 48.153576, 11.5570135 48.1532841, 11.5568086 48.1534523, 11.5564218 48.1532384, 11.5565468 48.1531339, 11.5565194 48.1531189, 11.5563295 48.1530175, 11.5562866 48.1529946, 11.5562842 48.1529966, 11.5562256 48.152966, 11.556014 48.1531446, 11.5557169 48.1529904, 11.5569845 48.1519225))",,,,,,,,https://gsdachauer.musin.de/,gs-dachauer-str-98@muenchen.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4528621938, 4639953302, 4639953318, 4639953296, 334326317, 334326322, 319987686, 2789169151, 2789169172, 2789169089, 2789169121, 4473184379, 2789169139, 4473184367, 4472876983, 4472876971, 4472877297, 4472877296, 4472876974, 4322460066, 4473185796, 4322460157, 4473184365, 4473185792, 4471506592, 4471506593, 4528621938]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,456607209,München,,96,80335,Dachauer Straße,school,Prof.-Otto-Speck-Schule,,,"POLYGON ((11.5586975 48.1521108, 11.5585972 48.1520582, 11.5582011 48.1518505, 11.5576488 48.1515622, 11.5574992 48.1514841, 11.5569845 48.1519225, 11.5575145 48.1522193, 11.557729 48.1523365, 11.5578436 48.1523992, 11.5576473 48.1525555, 11.5579531 48.1527268, 11.5580472 48.1526493, 11.5586975 48.1521108))",,,Landeshauptstadt München,,,,,https://www.profspeck.bayern,,,,,,,,,,,,,,,,,,,,,Professor-Otto-Speck-Schule – Förderzentrum für emotionale und soziale Entwicklung,,,public,,"Wird derzeit saniert, die Einrichtung ist derzeit in der Infanteriestraße untergebracht",,,,,,,,,,,,,,,,,,,,"[4528621927, 4639953313, 4639953298, 4528621926, 4528621941, 4528621938, 4639953302, 4639953305, 4639953318, 4639953296, 334326317, 4213118291, 4528621927]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,469085836,München,DE,9,81549,Aschauer Straße,school,Marieluise-Fleißer-Realschule,,,"POLYGON ((11.5999147 48.1072266, 11.6008172 48.1053581, 11.6020014 48.1056131, 11.60184 48.1059471, 11.6018184 48.1059919, 11.6010988 48.1074817, 11.600684 48.1073923, 11.5999147 48.1072266))",,,,,,,,,,,,,,,,,,,+49 89 60 66 57 16 35,sekretariat@mfrs-schule.de,+49 89 60 66 57 16 34,https://www.mfrs-schule.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4634922268, 3636402431, 4634922265, 9580263516, 1278537847, 9580267717, 4634922266, 4634922268]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,470052003,,,171,,Knorrstraße,school,Gymnasium München-Nord,,,"POLYGON ((11.5734682 48.200951, 11.5735915 48.2009193, 11.573586 48.2006939, 11.573413 48.2002356, 11.5728169 48.1991062, 11.5726357 48.1988343, 11.5724913 48.1986192, 11.5714145 48.1985884, 11.571358 48.1986014, 11.5712299 48.200731, 11.5719092 48.2007, 11.5732191 48.2006969, 11.5732046 48.2007457, 11.5730813 48.2007923, 11.5732933 48.2009467, 11.5734682 48.200951))",,,,,Q23786813,,,https://gym-muc-nord.de/home.html,,,,,,,,,900,de:Gymnasium München Nord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3473571078, 4642986925, 4642986924, 4642797044, 4642797043, 4642797036, 1184308653, 2534779201, 4642797046, 4642797045, 3473571080, 1184177089, 3473571084, 3473571076, 3473571077, 3473571078]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,473663381,,,,,,school,Adolf-Kolping-Berufsschule,,,"POLYGON ((11.5460439 48.1882942, 11.5461069 48.1894637, 11.5435756 48.1890801, 11.5435431 48.1883993, 11.543596 48.1883984, 11.5435915 48.1883233, 11.5436099 48.1883325, 11.5436307 48.1883392, 11.5436626 48.1883439, 11.5437028 48.1883495, 11.5437635 48.1883524, 11.5438359 48.1883508, 11.5460439 48.1882942))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4677341038, 4677341037, 4677341036, 4677341035, 4677341034, 4677341033, 4677341032, 4677341031, 4677341030, 4677341029, 4677341028, 4677341027, 4677341038]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,474050251,,,,,,school,Grundschule am Dom-Pedro-Platz,,,"POLYGON ((11.5337213 48.1588748, 11.5336161 48.1596887, 11.53479 48.159677, 11.5348329 48.1590534, 11.5337213 48.1588748))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2090524795, 4680730503, 2090524832, 2090524802, 2090524795]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,475958913,,,,,,school,Grund- und Mittelschule Zielstattstraße 74,,,"POLYGON ((11.5192851 48.1030875, 11.519305 48.1029717, 11.5193169 48.1029222, 11.519276 48.1029124, 11.5191357 48.1028787, 11.5192959 48.1020135, 11.519319 48.1020144, 11.5194081 48.102018, 11.5195631 48.1020242, 11.5196713 48.1020285, 11.5208434 48.1020755, 11.5212767 48.1020911, 11.5211739 48.1028984, 11.5213938 48.1029086, 11.5215083 48.1029139, 11.5217339 48.1029235, 11.5217003 48.1032287, 11.5216959 48.1032687, 11.5216813 48.1034012, 11.520638 48.1033276, 11.5202628 48.1033011, 11.5202758 48.103136, 11.5201592 48.1031303, 11.51937 48.1030917, 11.5192851 48.1030875))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1742140706, 3724820761, 2398799680, 7911844779, 4705798923, 1742140671, 7911844771, 4839684281, 4705798921, 7908886848, 4124660201, 4696370256, 4839684292, 7908083044, 7908083048, 4839684291, 7908893588, 7911870092, 4696370255, 7911844773, 4696370254, 4134301595, 7911870089, 7911870086, 1742140706]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,476175502,,,,,,school,Isar Grundschule / Privates Gymnasium Huber,,yes,"POLYGON ((11.5291079 48.094786, 11.5289017 48.0942047, 11.5289178 48.0942026, 11.5297802 48.0940904, 11.530613 48.093982, 11.5309399 48.094522, 11.5306411 48.0945764, 11.5296799 48.0947199, 11.5291079 48.094786))",,,Isar Gymnasium München gemeinnützige GmbH,yes,,,,https://www.schulverbund.de,,,,,,,,,,,,,,,,,,,,,,,1;2;3,private,,,,,,,,,,1-13,,,,,,,,,,,,"[4323803428, 4698177905, 6877724276, 9763426562, 6664932538, 3153790591, 2617368086, 2617368104, 4323803428]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,482564210,,,,,,school,Mittelschule an der Fernpaßstraße,,,"POLYGON ((11.5203988 48.1215442, 11.5202915 48.1214797, 11.5198061 48.1206901, 11.5209192 48.1204358, 11.5216461 48.1203176, 11.5222683 48.1202603, 11.5223622 48.1203194, 11.5224695 48.1212434, 11.5218687 48.1212971, 11.5205759 48.1215173, 11.5203988 48.1215442))",,,,,,,,https://www.msfernpass.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4753761618, 4753761617, 4753761616, 4753761615, 4753761614, 4753761613, 4753761612, 4753761611, 4753761610, 4753761609, 4753761618]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,497857786,München,DE,51a,80639,Nibelungenstraße,school,Käthe-Kollwitz-Gymnasium,,,"POLYGON ((11.5166223 48.1525823, 11.5167886 48.152704, 11.5169147 48.1530977, 11.518288 48.1529689, 11.5183631 48.152917, 11.5194628 48.1528096, 11.5195191 48.1524302, 11.5193796 48.1512617, 11.5192991 48.1512546, 11.5185133 48.1514908, 11.5179929 48.151752, 11.5166143 48.152543, 11.516517 48.1524805, 11.5159246 48.1520494, 11.5153295 48.1524499, 11.5158297 48.15284, 11.516 48.1528257, 11.5162843 48.152645, 11.5166223 48.1525823))",,,,,Q1398110,,,http://www.kkg.musin.de/,,,,,,,,,,de:Käthe-Kollwitz-Gymnasium München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4893608533, 4893608532, 4893608531, 4893608530, 2707665890, 4893608529, 4893608528, 4893608527, 4893608526, 4893608525, 4893608524, 4893608523, 693590219, 693590218, 4893608522, 4893608521, 4893607320, 4893607319, 4893608533]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,504632609,,,,,,school,Bildungscampus Freiham,,,"POLYGON ((11.4034134 48.1418359, 11.4070264 48.1423382, 11.4074725 48.1407868, 11.407438 48.1406957, 11.4039413 48.1401911, 11.4034134 48.1418359))",,,,,Q67123796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4947760219, 4947760218, 5615286887, 4947760217, 4947760216, 4947760219]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,508799595,,,,,,school,Berufliches Schulzentrum an der Nordhaide,,yes,"POLYGON ((11.5627482 48.2135468, 11.5643807 48.2136468, 11.5643204 48.2140849, 11.5642603 48.2145213, 11.5635869 48.21448, 11.5634405 48.2155403, 11.5624812 48.2154814, 11.5626449 48.2142951, 11.5627482 48.2135468))",,,LHM,,Q23786496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4980486129, 4980486128, 1999699139, 1999699137, 4980530295, 4980530294, 4980530293, 1999699130, 4980486129]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,509205191,München,,8,80335,Marsplatz,school,Städt. Bildungszentrum für Augenoptik und Optometrie,,,"POLYGON ((11.5469835 48.1475919, 11.5480155 48.1473909, 11.5476631 48.1465851, 11.5464866 48.146813, 11.5464777 48.1470561, 11.5467817 48.1471269, 11.5469835 48.1475919))",,,Landeshauptstadt München,,,,,https://www.bzao-muenchen.de/,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,,,,,,,,,,,,,,,,"[1906159558, 4984671221, 4984671225, 4984671223, 303795819, 303795816, 1906159558]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,optics and optometry,,,,,,
way,511516006,München,DE,12,80993,Dieselstraße,school,Grundschule an der Dieselstraße,survey,limited,"POLYGON ((11.5359212 48.186181, 11.5366655 48.1861292, 11.5366817 48.1862302, 11.5370822 48.1861959, 11.5370969 48.1863086, 11.5383279 48.1862083, 11.538348 48.1863004, 11.5391043 48.1862646, 11.5391526 48.1857711, 11.5391228 48.1853837, 11.5374604 48.1854804, 11.5367107 48.1853382, 11.5366463 48.1849305, 11.5357196 48.1849662, 11.5359212 48.186181))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1202909161, 1202909146, 1202909149, 5003288614, 5003288613, 1202909158, 1202909151, 1202909166, 1202909153, 5003288619, 5003288618, 5003288617, 5003288616, 5003288615, 1202909161]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,
way,520144967,,,,,,school,Mittelschule an der Situlistraße,,,"POLYGON ((11.6168504 48.1956176, 11.617126 48.1961565, 11.6178599 48.1960068, 11.6186663 48.1960148, 11.6187706 48.1952152, 11.6180605 48.1952339, 11.6178509 48.1952207, 11.6178212 48.1951689, 11.6177697 48.195079, 11.6174492 48.1948805, 11.6172118 48.1946736, 11.616472 48.1948274, 11.6164691 48.194828, 11.6168504 48.1956176))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,File:Mittelschule Situlistraße Freimann 01.jpg,,,,,,,,,,,,,,"[5070400936, 2970706033, 2825336302, 2825336202, 2825336001, 2825336002, 5070400941, 5070400925, 5070400940, 5070400939, 5070400938, 5070400926, 5070400937, 5070400936]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,540786246,,,,,,school,Grundschule am Amphionpark,,,"POLYGON ((11.5139052 48.1753639, 11.5138673 48.1751808, 11.5138678 48.1751426, 11.5138687 48.1750875, 11.5139194 48.174558, 11.5152995 48.1745849, 11.5154767 48.1747654, 11.5166702 48.1749527, 11.5166448 48.1753062, 11.5161408 48.175423, 11.5150492 48.175389, 11.5143652 48.1753675, 11.5139683 48.1753899, 11.5139052 48.1753639))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5231028121, 5231023220, 2012697610, 2012697572, 462241413, 5231023219, 462241440, 462241435, 462241432, 5231023218, 5231023217, 5231023216, 5231023215, 5231028121]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,541360852,München,DE,46,81673,Sankt-Veit-Straße,school,Grundschule an der St.-Veit-Straße 46,,yes,"POLYGON ((11.6419688 48.1212316, 11.6416512 48.1212939, 11.6407876 48.1214633, 11.6403929 48.1215335, 11.6403397 48.1215427, 11.64032 48.1215461, 11.6400692 48.1210574, 11.6409791 48.1208316, 11.6416492 48.1206691, 11.6417119 48.1206805, 11.6418398 48.1209549, 11.6419688 48.1212316))",,,Landeshauptstadt München,,,,,https://gsjb.musin.de/,,,,,,,,,,,+49 89 43576090,gs-st-veit-str-46@muenchen.de,+49 89 435760920,,,,,,,,,2022-09-13,1,public,,,,,,,,,,,,,,,,,,,,,,"[27149218, 10580218147, 10024671750, 10024671748, 10580218146, 835762830, 5234955700, 10024671749, 1931983767, 1931983772, 10238053944, 27149218]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,549699204,,,,,,school,Montessori Fachoberschule München,,,"POLYGON ((11.6109403 48.1952914, 11.6109764 48.1953219, 11.6110145 48.1953402, 11.6110556 48.195347, 11.6110927 48.1953457, 11.6114469 48.1952673, 11.6110925 48.1945551, 11.6106255 48.1946583, 11.6109403 48.1952914))",,,,,,,,https://mos-muenchen.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5309937433, 9789053020, 9789053019, 9789053021, 9789053018, 5309937436, 5309937435, 5309937434, 5309937433]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,559074157,,,,,,school,Sportplatz,,,"POLYGON ((11.4161171 48.1512149, 11.4166747 48.1513193, 11.416616 48.1514433, 11.4166649 48.1516032, 11.4165769 48.1519588, 11.4163372 48.1525331, 11.4157161 48.1524483, 11.4161171 48.1512149))",,,Grundschule an der Limesstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,"[5392726221, 5392725920, 5392725919, 5392725918, 5392725917, 5392726222, 5392726223, 5392726221]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,587890025,München,DE,5,,Hildegard-Hamm-Brücher-Straße,school,Realschule,,,"POLYGON ((11.4060333 48.1410628, 11.4060644 48.1409668, 11.406118 48.1408012, 11.4061527 48.1406939, 11.406202 48.1405415, 11.4064013 48.1405702, 11.4064069 48.1405531, 11.406562 48.1405755, 11.4065382 48.1406491, 11.4064719 48.1408541, 11.406448 48.1409279, 11.4063879 48.1411138, 11.4060333 48.1410628))",,,,,,,,,,,,,,,,,,,+49 89 23365100,realschule-freiham@muenchen.de,+49 89 23365107,https://www.rs-freiham.de/,,,,,,,,,2,,,,,,,,,,,,,,,,,4,,13,,,,"[5615286898, 5615286861, 5615286897, 10541885484, 10541885475, 10541885474, 10541885473, 10541885472, 10541885485, 5615286896, 5615286858, 5615286875, 5615286898]",,,,,,school,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,589660904,,,,,,school,Grundschule an der Ruth-Drexel-Straße,,,"POLYGON ((11.6323301 48.1635246, 11.6329735 48.1647994, 11.6318156 48.1650558, 11.6315934 48.1646161, 11.6311184 48.1646709, 11.6307473 48.1638547, 11.6323301 48.1635246))",,,LHM,,,,,http://www.gsknapp.musin.de,,,,,,,,,,,,,,,,,,,,,,,,,,"Die Schule übernimmt während der Sanierung die Schüler der Grundschule an der Knappertsbuschstraße daher die ""falsche"" Webseite",,,,,,,,,,,,,,,,,,,,"[5630793805, 10541914144, 10541914145, 5630793800, 5630793802, 5630793801, 5630793805]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,597839822,,,,,,school,Grundschule an der Jenaer Straße,,,"POLYGON ((11.5168209 48.1802073, 11.5174698 48.1802954, 11.5179756 48.1803597, 11.5182677 48.1795796, 11.5180823 48.1793875, 11.5176691 48.179464, 11.5170321 48.1797243, 11.51655 48.1798008, 11.5164566 48.1801679, 11.5168209 48.1802073))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[20206649, 336284256, 336284258, 4270038829, 336280169, 336280157, 336280159, 336280162, 5691095411, 20206649]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,597839823,München,,7,80992,Leipziger Straße,school,Mittelschule München Moosach,,,"POLYGON ((11.5189086 48.1788875, 11.5180141 48.1787854, 11.5182423 48.1779475, 11.5184262 48.1779689, 11.5185999 48.1779926, 11.5191629 48.1780704, 11.5189086 48.1788875))",,,Landeshauptstadt München,,,,,https://schulamt-muenchen.musin.de/index.php/mittelschulen/185-2218-mittelschule-an-der-leipziger-strasse-7,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,,,,,,,,,,,,,,,,"[5691095412, 5691095413, 5691095414, 1212440035, 1212438355, 5691095415, 5691095412]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,644922574,,,,,,school,,,,"POLYGON ((11.5092655 48.1264389, 11.5082515 48.1262202, 11.5075451 48.1261204, 11.5072709 48.1261658, 11.5070736 48.1266711, 11.5071348 48.1268868, 11.5082082 48.1269996, 11.5091068 48.1271016, 11.5092655 48.1264389))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2261445232, 4887819528, 4887819527, 2261445226, 4959537947, 6063791698, 6063791700, 6063791699, 2261445232]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,644922575,München,DE,5,80686,Droste-Hülshoff-Straße,school,Georg-Büchner-Realschule,,,"POLYGON ((11.5089186 48.1280904, 11.50875 48.1274812, 11.5083557 48.1275331, 11.5082082 48.1269996, 11.5091068 48.1271016, 11.5092655 48.1264389, 11.5095266 48.1266057, 11.5097943 48.1267293, 11.5102677 48.1269172, 11.510135 48.1270673, 11.5103072 48.1276431, 11.5103817 48.1278924, 11.5089186 48.1280904))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6063791703, 6063791702, 6063791701, 6063791700, 6063791699, 2261445232, 4887819529, 4887819530, 2261445246, 4887819531, 4891503119, 2261445261, 6063791703]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,698078854,München,DE,21,81829,Lehrer-Götz-Weg,school,Grundschule Lehrer-Götz-Weg München,survey,,"POLYGON ((11.6684746 48.1255447, 11.6687711 48.1261212, 11.6698465 48.1258889, 11.6698235 48.125836, 11.6698015 48.1257852, 11.6697005 48.1255526, 11.6696695 48.1254899, 11.6696346 48.1254722, 11.6696101 48.1254254, 11.6696253 48.1254006, 11.6695846 48.1253183, 11.6692934 48.1253385, 11.6691083 48.1253604, 11.6689547 48.1253997, 11.6688475 48.1254467, 11.6684746 48.1255447))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6555999107, 6555999106, 6555999104, 10946737097, 10946737096, 6555999103, 10946737095, 10946737094, 10946737093, 10946737092, 6555999102, 6555999101, 6555999100, 6555999099, 6555999098, 6555999107]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,702126551,,,,,,school,Grund- und Mittelschule an der Alfonsstraße,,,"POLYGON ((11.5431674 48.1511573, 11.5430904 48.1511878, 11.5429514 48.1512414, 11.5426087 48.1513748, 11.5425409 48.1514015, 11.5421855 48.1515343, 11.541893 48.1516507, 11.5418025 48.1516915, 11.5419836 48.1518517, 11.5432453 48.1525331, 11.544132 48.1517214, 11.5439097 48.1515963, 11.5438139 48.1515794, 11.5437748 48.1514791, 11.5431674 48.1511573))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1852212446, 1326975282, 1326540664, 1548054756, 1548054791, 1326540666, 1548054888, 6593546786, 6593546787, 2300979116, 335564611, 335564613, 1852212453, 1852212451, 1852212446]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,703946493,,,,,,school,,,,"POLYGON ((11.5630499 48.1448994, 11.5617638 48.1452797, 11.561922 48.1455231, 11.5621111 48.1454694, 11.5622517 48.1456889, 11.5623111 48.1457818, 11.5623852 48.1458966, 11.5622881 48.1459244, 11.562512 48.146272, 11.5625952 48.146402, 11.5627639 48.1463532, 11.5629775 48.1462936, 11.5627991 48.1460072, 11.5633251 48.1458672, 11.5635743 48.1458014, 11.5630499 48.1448994))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6610027068, 6610027069, 6610027070, 6610027071, 1224747234, 1224747682, 4946117186, 1224747687, 1224747461, 2470521838, 1224747626, 6610027072, 6610027073, 2567926259, 6610027074, 6610027068]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,715981504,München,DE,142,81673,Berg-am-Laim-Straße,school,Grundschule Berg-am-Laim,,,"POLYGON ((11.6298787 48.1282769, 11.6296387 48.1283503, 11.628833 48.1285754, 11.6283143 48.1287194, 11.6278596 48.1288299, 11.6278531 48.1288221, 11.6277038 48.128567, 11.6280543 48.1284756, 11.6281458 48.128453, 11.6280843 48.1283573, 11.6282139 48.1283211, 11.628559 48.1282349, 11.6294079 48.1280287, 11.629637 48.1279534, 11.6298391 48.1282193, 11.6298787 48.1282769))",,,,,,,,http://www.gsbal.musin.de,,,,,,,,,,,+49 89 462615330,gs-berg-am-laim-str-142@muenchen.de,+49 89 4626153348,,,,,,,,,,1,public,,,,,,,,,,,,,,,,,,,,,,"[832925229, 1014777501, 1014777573, 6728139783, 6728258487, 6728258496, 6728139782, 6728258486, 6728258489, 6728139779, 6728258492, 6728139778, 548119829, 548119827, 6728258490, 832925229]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
way,783165806,München,DE,90,80796,Karl-Theodor-Str.,school,"Städtische Ricarda-Huch-Realschule, Zweigstelle",,,"POLYGON ((11.5724151 48.1692125, 11.5728084 48.1691807, 11.5727547 48.1688846, 11.5723614 48.1689163, 11.5723959 48.1691064, 11.572414 48.1692062, 11.5724151 48.1692125))",,,,,,,,,,,,,,,,,,,+49 89 30799652,,+49 89 30799658,http://www.rica.musin.de,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,"[7313833006, 7313833007, 7313833008, 7313833009, 7313833013, 7335303957, 7313833006]",,,,,,school,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
way,795573890,München,DE,51,80807,Gertrud-Grunow-Straße,school,Sonderpädagogisches Förderzentrum München Nord-Ost (Haus 2),,,"POLYGON ((11.5917155 48.1853033, 11.591919 48.1855493, 11.5925012 48.1853458, 11.592632 48.1854932, 11.592909 48.1853894, 11.5929277 48.1854164, 11.593049 48.1853713, 11.5926424 48.1848865, 11.5921824 48.1850536, 11.5917155 48.1853033))",,,,,,,,https://www.sfz-muenchen-nordost.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7441209603, 7441209602, 7441209601, 7441209600, 7441209599, 7441209598, 7441209597, 4016812420, 76873818, 7441209603]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,795573891,,,9,,Bauhausplatz,school,Grundschule am Bauhausplatz,,,"POLYGON ((11.5908722 48.1855203, 11.591263 48.1855279, 11.591654 48.1853338, 11.5917155 48.1853033, 11.591919 48.1855493, 11.5925012 48.1853458, 11.592632 48.1854932, 11.592909 48.1853894, 11.5929277 48.1854164, 11.593049 48.1853713, 11.5935447 48.1860016, 11.5927571 48.1862859, 11.5927534 48.1862564, 11.5926833 48.1862634, 11.5915072 48.1863812, 11.5914783 48.1863841, 11.5914576 48.1862924, 11.5913379 48.1863066, 11.5908722 48.1855203))",,,,,,,,https://www.grundschulebauhausplatz.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[76873791, 76873797, 10119124432, 7441209603, 7441209602, 7441209601, 7441209600, 7441209599, 7441209598, 7441209597, 4890520180, 3712520353, 3206963931, 7459535791, 7459535792, 3206963951, 7441209596, 7441209595, 76873791]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,808705398,München,,31,81829,Lehrer-Wirth-Straße,school,Grund- und Mittelschule an der Lehrer-Wirth-Straße 31,,,"POLYGON ((11.6920979 48.1284393, 11.6921156 48.1269887, 11.6955358 48.1270133, 11.6955075 48.1280151, 11.6955197 48.1284527, 11.6920979 48.1284393))",,,Landeshauptstadt München,,,,,,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,none,,,,,,,,,,,,,,,,"[672344373, 672344378, 269031973, 269031974, 7562117593, 672344373]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
