element_type,osmid,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,source,geometry,access,amenity,fee,parking,toilets:wheelchair,wheelchair,cuisine,diet:vegan,diet:vegetarian,name,opening_hours,phone,tourism,website,maxheight,note,check_date:opening_hours,shop,brand,brand:wikidata,brand:wikipedia,operator,surveillance,capacity,level,contact:website,description,office,sport,wikidata,addr:inclusion,disused:amenity,disused:parking,capacity:disabled,park_ride,check_date,operator:wikidata,height,lit,addr:place,changing_table,covered,wheelchair:description:de,contact:email,contact:fax,contact:phone,source:addr,drive_through,operator:type,ref,contact:facebook,contact:instagram,wheelchair:description,contact:youtube,atm,type,artist_name,start_date,postal_code,material,colour,wikimedia_commons,historic,nodes,architect,building,building:colour,building:levels,building:material,heritage,heritage:operator,internet_access,internet_access:fee,internet_access:password,internet_access:ssid,old_name,ref:lda,roof:colour,roof:levels,roof:shape,short_name,wikipedia,year_of_construction,fax,email,layer,toilets,addr:housename,diet:kosher,roof:height,roof:material,disused:shop,location,indoor_seating,outdoor_seating,alt_name,payment:cash,payment:contactless,payment:credit_cards,payment:debit_cards,payment:edenred_ticket,payment:girocard,old_ref,heritage:website,lda:criteria,branch,payment:mastercard,payment:visa,stroller,addr:city:fa,atm:operator,nohousenumber,dog,elevator,diet:halal,self_checkout,disused:toilets,compressed_air,fuel:diesel,fuel:octane_91,fuel:octane_95,kiosk,building:levels:underground,smoking,takeaway,drink:club-mate,organic,roof:orientation,ele,ref:vatin,name:fa,name:ru,opening_hours:covid19,service,name:de,wholesale,payment:maestro,building:use,payment:cards,fascade:material,capacity:parent,capacity:women,fuel:octane_98,opening_hours:signed,url,payment:american_express,payment:apple_pay,payment:diners_club,payment:google_pay,payment:vpay,fuel:GTL_diesel,fuel:lpg,fuel:octane_100,owner,payment:coins,payment:notes,social_facility,origin,area,name:cs,name:sk,fuel:biodiesel,fuel:cng,fuel:e85,payment:v_pay,fixme,drink:coffee,building:part,fuel:e10,self_service,noaddress,building:architecture,contact:pinterest,roof:cover:material,air_conditioning,takeaway:covid19,culture,gay,lgbtq,disused,source:addr:housenumber,disused:building,access:covid19,delivery,fuel:HGV_diesel,heritage:ref,protection_status,source:building:levels,service:vehicle:car_repair,service:vehicle:oil_change,construction_date,min_height,craft,image,recycling:scrap_metal,recycling_type,second_hand,toilets:access,addr:floor,automated,addr:neighbourhood,noname,building:min_level,fuel:LH2,club,official_name,car_wash,abandoned:amenity,facebook,instagram,mobile,whatsapp,youtube,website:menu,social_facility:for,source:name,loc_name,community_centre,building:parts,zero_waste,construction,source:geometry,name:ja,name:en,name:signed,male,ref:shop:num,safety:hand_sanitizer:covid19,operator:legal,not:brand:wikidata,opening_date,sausage,ways,note:opening_hours,source:opening_hours,name:ko,name:es,name:fr,name:nl,name:tr
way,12207772,Berlin,DE,,,,Reinickendorf,,"POLYGON ((13.3280046 52.5688401, 13.3281223 52.5688237, 13.3282702 52.569232, 13.3282831 52.5692675, 13.3277131 52.5693438, 13.3275524 52.5689002, 13.3279076 52.5688527, 13.3280046 52.5688401))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10235939039, 3334223205, 10235939040, 3334223300, 3334223313, 3334223004, 3334222987, 10235939039]",,retail,,2,,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,12230778,Berlin,DE,,,,,,"POLYGON ((13.2952255 52.5779062, 13.2952928 52.5779365, 13.2955188 52.5777573, 13.2957185 52.5776005, 13.2959263 52.5774372, 13.2959225 52.5774353, 13.296093 52.5773015, 13.2965635 52.5776705, 13.2964818 52.5777346, 13.2964934 52.5777404, 13.296458 52.5777669, 13.2964458 52.5777612, 13.296327 52.5778569, 13.2962452 52.5779219, 13.2962107 52.5779489, 13.2962193 52.577956, 13.2961858 52.5779822, 13.2961753 52.5779762, 13.2960141 52.5781043, 13.2961312 52.5781592, 13.2960385 52.5782339, 13.2959144 52.5781761, 13.2956929 52.5783566, 13.2950481 52.5780535, 13.2952255 52.5779062))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[110777951, 110777517, 600776240, 5836421484, 110777520, 5832522935, 110777956, 110777958, 5832522937, 5832522936, 5832522938, 5832522939, 321659356, 321659355, 5832522940, 5832522941, 5832522942, 5832522943, 600796686, 600796688, 600796687, 600796690, 110777959, 110777962, 110777951]",,retail,,,,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,12268665,Berlin,DE,,,,Reinickendorf,,"POLYGON ((13.3286867 52.569092, 13.3288828 52.5690664, 13.3289506 52.5690573, 13.3289555 52.5690568, 13.3289703 52.5691007, 13.3289914 52.5691612, 13.3289396 52.5691679, 13.3286947 52.5692021, 13.3286674 52.5691376, 13.3287016 52.569133, 13.3286867 52.569092))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[111200056, 10029040187, 10029040184, 111200058, 10029040183, 111200059, 10029040179, 111200060, 10029040189, 10029040188, 111200056]",,retail,,,,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,12271141,Berlin,DE,150,13509,Holzhauser Straße,Borsigwalde,,"POLYGON ((13.3126141 52.5848601, 13.3129731 52.5847438, 13.3133914 52.5852289, 13.3130316 52.585344, 13.3126791 52.5849354, 13.3126141 52.5848601))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3280484656, 3280484646, 3280484714, 3280484729, 3280484672, 3280484656]",,retail,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,12271389,Berlin,DE,42,13509,Miraustraße,Borsigwalde,,"POLYGON ((13.3100488 52.5837607, 13.3106233 52.5832818, 13.3107339 52.5832462, 13.3112445 52.5838338, 13.3103473 52.5841196, 13.3102541 52.5840061, 13.3100694 52.5837872, 13.3100488 52.5837607))",,,,,,,,,,MFK Folien GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[111228923, 6872529759, 111228925, 111228926, 111228928, 6872529758, 6872529755, 111228923]",,retail,,2,,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,13455785,,,,,,,,"POLYGON ((13.4946162 52.627572, 13.4946625 52.6275526, 13.4946946 52.6275807, 13.4947854 52.6275427, 13.494884 52.6275013, 13.4948501 52.6274715, 13.4952204 52.6273163, 13.4950923 52.6272037, 13.4951588 52.6271758, 13.4950963 52.6271209, 13.4944238 52.6274029, 13.4946162 52.627572))",,,,,no,yes,,,,NORMA,Mo-Sa 07:00-21:00,,,,,,,supermarket,NORMA,Q450180,de:Norma (Supermarkt),,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,"[123709334, 2312968759, 2312968756, 2967204149, 123709335, 123709336, 123709339, 123709340, 123709341, 123709342, 123709347, 123709334]",,retail,,1,,,,,,,,,,darkred,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,13622879,,,,,,,,"POLYGON ((13.4961491 52.6350656, 13.4962544 52.6351278, 13.4963012 52.6350973, 13.4963305 52.635113, 13.4963428 52.6351045, 13.4963582 52.6350941, 13.4963309 52.6350787, 13.4963654 52.635057, 13.4963211 52.6350303, 13.496262 52.634996, 13.4961491 52.6350656))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,"[125400271, 125400273, 10748272729, 10748272730, 290535888, 10748272734, 10748272731, 125400275, 277910656, 125400283, 125400271]",,retail,brown,1,plaster,,,,,,,,,darkred,1,gabled,,,,,,,,,,3,roof_tiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,13622953,Berlin,,45-51,13125,Alt-Buch,,,"POLYGON ((13.4994229 52.6358697, 13.499449 52.6358084, 13.4994718 52.6357543, 13.4998632 52.6358291, 13.4998106 52.6359371, 13.4994229 52.6358697))",,,,,,,,,,Haus 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6581809729, 10919450436, 6581809724, 6581809727, 6581809726, 6581809729]",,retail,,2,,,,,,,,,,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,13623140,,,,,,,,"POLYGON ((13.4998315 52.6353577, 13.4998666 52.6352843, 13.4998731 52.6352711, 13.4998797 52.6352572, 13.4998638 52.6352544, 13.4998791 52.6352271, 13.4998931 52.6352295, 13.4999344 52.6351434, 13.5000735 52.6351684, 13.4999652 52.6353844, 13.4998315 52.6353577))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6581818167, 6581818148, 3081238388, 6581818166, 6581818165, 6581818164, 6581818163, 6581818162, 6581818161, 6581818160, 6581818167]",,retail,,2,,,,,,,,,,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,13623192,,,,,,,,"POLYGON ((13.4994725 52.6351822, 13.4995393 52.6350422, 13.4995197 52.6350391, 13.4994984 52.635035, 13.4995147 52.6350008, 13.4995557 52.635008, 13.4995883 52.6349394, 13.4997653 52.6349705, 13.499776 52.6349481, 13.4998655 52.6349638, 13.4998139 52.6350719, 13.4997432 52.6350595, 13.499719 52.6351102, 13.49974 52.6351139, 13.4997299 52.6351352, 13.4997089 52.6351316, 13.4996684 52.6352166, 13.4994906 52.6351854, 13.4994725 52.6351822))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6581818183, 6581818182, 281827765, 6581818181, 6581818180, 6581818179, 6581818178, 6581818177, 6581818176, 6581818175, 6581818174, 6581818173, 6581818172, 6581818171, 6581818170, 6581818169, 6581818168, 281975631, 6581818183]",,retail,,3,,,,,,,,,,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,13623421,Berlin,,51,13125,Alt-Buch,,,"POLYGON ((13.5011387 52.6366739, 13.5010047 52.636654, 13.5011468 52.6363241, 13.5012708 52.6363428, 13.5011387 52.6366739))",,,,,,,,,,Haus 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6581809719, 6581809718, 6581809717, 6581809716, 6581809719]",,retail,,1,,,,,,,,,,,,skillion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,13650706,Berlin,,,,,,,"POLYGON ((13.3723954 52.5102553, 13.3724165 52.5102766, 13.3724395 52.5102975, 13.3724656 52.5103182, 13.3724955 52.5103389, 13.3725405 52.5103649, 13.3725672 52.5103776, 13.3725943 52.5103895, 13.3726213 52.5104004, 13.3726511 52.5104111, 13.3726835 52.5104208, 13.3727185 52.5104301, 13.3727672 52.5104406, 13.3728131 52.5104481, 13.3728404 52.5104522, 13.3728683 52.5104558, 13.3729238 52.5104619, 13.3729933 52.5104665, 13.3730634 52.5104681, 13.3731334 52.5104676, 13.3732032 52.5104641, 13.3733 52.5104556, 13.3733464 52.5104484, 13.3733918 52.5104403, 13.3734408 52.5104309, 13.3734888 52.5104197, 13.3735858 52.5103922, 13.3736874 52.5103541, 13.3737337 52.5103328, 13.3737788 52.5103101, 13.3735729 52.510247, 13.3735297 52.5102342, 13.3734678 52.510175, 13.3734316 52.5101887, 13.3733933 52.5102014, 13.3733552 52.5102121, 13.3733142 52.510222, 13.3732727 52.5102301, 13.3732321 52.5102365, 13.3731896 52.5102416, 13.3731496 52.5102448, 13.3731605 52.5102999, 13.3731243 52.5103021, 13.3731299 52.5103622, 13.3731066 52.5103627, 13.3730838 52.5103629, 13.3730608 52.5103627, 13.3730379 52.5103623, 13.3730139 52.5103615, 13.37299 52.5103603, 13.3729661 52.5103588, 13.3729425 52.510357, 13.3729569 52.5102974, 13.3729216 52.5102942, 13.3729404 52.5102392, 13.372919 52.5102368, 13.372895 52.5102332, 13.3728733 52.5102288, 13.3728521 52.5102236, 13.3728332 52.5102184, 13.3728139 52.5102123, 13.3727949 52.510205, 13.3727775 52.5101974, 13.3727071 52.5102527, 13.3726931 52.5102452, 13.3726796 52.5102373, 13.3726554 52.5102214, 13.3726325 52.5102029, 13.3726134 52.5101836, 13.3726038 52.5101865, 13.3724028 52.5102529, 13.3723954 52.5102553))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,"[2021065548, 2021065554, 2021065560, 2021065568, 98802082, 2021065583, 2021065585, 2021065586, 2021065588, 2021065590, 2021065592, 98802083, 2021065594, 2021065595, 2021065597, 2021065599, 98802085, 2021065600, 2021065602, 2021065601, 98802087, 2021065598, 2021065596, 98802088, 2021065593, 2021065591, 2021065587, 2021065574, 2021065571, 98802089, 2021065544, 125688538, 2021065510, 2021065514, 2021065520, 2021065525, 2021065529, 2021065534, 2021065536, 2021065541, 125688556, 2021065561, 2021065562, 125688582, 2021065581, 2021065582, 2021065580, 2021065578, 2021065577, 2021065576, 2021065575, 125688609, 2021065559, 2021065558, 2021065540, 2021065537, 2021065535, 2021065533, 2021065530, 2021065527, 2021065526, 2021065522, 125688628, 2021065546, 2021065543, 2021065538, 2021065528, 2021065521, 2021065513, 125688705, 98802081, 2021065548]",,retail,,10,glass,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,13668752,,,,,,,,"POLYGON ((13.5029194 52.6366419, 13.5029838 52.6365562, 13.5026713 52.6364697, 13.5024947 52.6367046, 13.5026379 52.6367442, 13.502657 52.6367187, 13.5027965 52.6367573, 13.5028212 52.6367245, 13.5026845 52.6366866, 13.5027528 52.6365957, 13.5029194 52.6366419))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[125944326, 293669271, 125944330, 125944332, 125944334, 5730618382, 5730618383, 5730618384, 5730618385, 125944335, 125944326]",,retail,,1,,,,,,,,,,,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,13669042,,,,,,,,"POLYGON ((13.5051477 52.6367218, 13.5054658 52.6367577, 13.5059531 52.6363928, 13.5056662 52.6363557, 13.5056096 52.6363955, 13.5055615 52.6363723, 13.5055671 52.6363686, 13.5054541 52.6363178, 13.5054276 52.6363377, 13.5053736 52.63631, 13.5054076 52.6362183, 13.5050618 52.6361745, 13.504958 52.63649, 13.5051183 52.6365098, 13.5051477 52.6367218))",,,,,no,yes,,,,Mercedes-Benz,Mo-Fr 07:00-19:00; Sa 09:00-14:00,,,,,,,car,Mercedes-Benz,Q36008,en:Mercedes-Benz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[125949494, 125949495, 125949496, 125949497, 5730618404, 2313462607, 2313462596, 2313462585, 2313462669, 125949500, 125949501, 125949502, 125949503, 125949504, 125949494]",,retail,,1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,13677016,Berlin,DE,29,13125,Karower Chaussee,Buch,,"POLYGON ((13.4998123 52.6306318, 13.5000178 52.6310317, 13.5003462 52.6309687, 13.5001462 52.6305692, 13.4998123 52.6306318))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,"[126025137, 126025138, 126025139, 126025140, 126025137]",,retail,,2,,,,,,,,,,darkgrey,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,13686734,,,12,,Robert-Rössle-Straße,,,"POLYGON ((13.5024421 52.6279819, 13.5026244 52.6279344, 13.5027289 52.6279072, 13.5029035 52.6278618, 13.5029509 52.6279288, 13.5030507 52.6279028, 13.5028703 52.6276475, 13.5027633 52.6276753, 13.5028267 52.627765, 13.5026582 52.6278088, 13.5025552 52.6278356, 13.5023724 52.6278832, 13.5024421 52.6279819))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[126122581, 5951875867, 5951875868, 126122583, 126122585, 126122587, 126122588, 126122589, 126122591, 5951875869, 5951875870, 126122593, 126122581]",,retail,,1,,,,,,,,,,,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,13687338,,,,,,,,"POLYGON ((13.5009907 52.626905, 13.5011285 52.6270264, 13.5012598 52.6271421, 13.5014302 52.6270709, 13.5013006 52.6269567, 13.5011611 52.6268337, 13.5009907 52.626905))",,,,,,,,,,Torhaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[126131576, 134747119, 126131578, 126131579, 581188886, 126131580, 126131576]",,retail,,1,,,,,,,,,,,2,mansard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,13689109,,,A15,,Robert-Rössle-Straße,,,"POLYGON ((13.5032182 52.6275991, 13.5034689 52.6278241, 13.5037194 52.6277212, 13.5036358 52.6276462, 13.5037832 52.6275856, 13.5036904 52.6275023, 13.5034741 52.6275912, 13.5033998 52.6275245, 13.5032182 52.6275991))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[126164726, 126164727, 126164728, 126164730, 126164731, 126164732, 126164734, 126164735, 126164726]",,retail,,1,,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,13742205,,,,,,,,"POLYGON ((13.4960329 52.6258224, 13.4958386 52.6256508, 13.4961055 52.6255394, 13.4962998 52.625711, 13.4961053 52.6257922, 13.4960329 52.6258224))",,,,,,,,,,Elektro-Menzel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[127294054, 127294055, 127294056, 127294057, 4318560930, 127294054]",,retail,,1,,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,13761047,,,,,,,,"POLYGON ((13.3744906 52.5075776, 13.3745365 52.5075683, 13.3745453 52.5075835, 13.3750915 52.5074738, 13.3748331 52.5070046, 13.3742892 52.5071154, 13.3742975 52.5071307, 13.3742516 52.5071397, 13.3742491 52.5071367, 13.3742451 52.5071336, 13.3742409 52.5071315, 13.3742361 52.5071298, 13.3742305 52.5071287, 13.374225 52.5071283, 13.3742194 52.5071284, 13.3742143 52.5071293, 13.3742085 52.507131, 13.3742036 52.5071332, 13.3741998 52.5071359, 13.374197 52.5071388, 13.3741952 52.5071418, 13.3741944 52.5071448, 13.3741945 52.507148, 13.3741954 52.5071512, 13.3741799 52.5071543, 13.374172 52.507139, 13.3741483 52.5071437, 13.374077 52.5071571, 13.3743322 52.5076277, 13.3744054 52.5076114, 13.3744274 52.5076073, 13.3744191 52.507592, 13.3744344 52.5075889, 13.3744365 52.5075915, 13.3744393 52.5075938, 13.3744426 52.5075959, 13.3744464 52.5075976, 13.3744506 52.5075989, 13.374455 52.5075997, 13.3744597 52.5076002, 13.3744644 52.5076002, 13.374469 52.5075997, 13.3744735 52.5075988, 13.3744777 52.5075975, 13.3744814 52.5075958, 13.3744847 52.5075937, 13.3744875 52.5075914, 13.3744895 52.5075888, 13.3744909 52.5075861, 13.3744916 52.5075833, 13.3744915 52.5075804, 13.3744906 52.5075776))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q119719767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2766047582, 2766047580, 2766047585, 127694805, 127694833, 2021065241, 2021065247, 2021065257, 2021065253, 2021065251, 2021065249, 2021065246, 2021065244, 2021065242, 2021065243, 2021065245, 2021065248, 2021065250, 2021065252, 2021065254, 2021065258, 2021065259, 2021065260, 2021065261, 2021065262, 2021065255, 247849156, 127694904, 127694770, 247849155, 2766047622, 2766047591, 2766047588, 2766047590, 2766047594, 2766047596, 2766047598, 2766047600, 2766047603, 2766047605, 2766047607, 2766047609, 2766047601, 2766047599, 2766047597, 2766047595, 2766047593, 2766047589, 2766047587, 2766047586, 2766047584, 2766047582]",,retail,,8,,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,13762195,,,,,,,,"POLYGON ((13.373319 52.5077396, 13.3733919 52.5077469, 13.3733868 52.5077726, 13.3734564 52.5078039, 13.3740634 52.5076811, 13.3741523 52.5076638, 13.3738942 52.5071941, 13.3738086 52.5072129, 13.3729019 52.5073968, 13.3729221 52.5074755, 13.3729839 52.5074747, 13.37301 52.5075541, 13.3729553 52.5075677, 13.3729932 52.5076139, 13.3730333 52.5076462, 13.3730805 52.5076752, 13.3732985 52.5077761, 13.373319 52.5077396))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[127715487, 7077866643, 127715490, 127715494, 247849161, 127715499, 127715501, 247849160, 127715504, 127715508, 127715509, 7077866642, 127715518, 2020514842, 2020514846, 127715545, 127715535, 127715487]",,retail,,12,,,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,13790950,Berlin,DE,9-23,14059,Königin-Elisabeth-Straße,Westend,https://shop.zweirad-stadler.de/Berlin-Charlottenburg/,"POLYGON ((13.2775104 52.5116186, 13.277408 52.5121935, 13.2792301 52.5123137, 13.2793275 52.5117385, 13.2775104 52.5116186))",,,,,yes,yes,,,,Zweirad-Center Stadler,Mo-Th 10:00-20:00; Fr-Sa 10:00-20:00,+4930 3030670,,http://www.zweirad-stadler.de/,,,,bicycle,Zweirad-Center Stadler,Q27225809,de:Zweirad-Center Stadler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[128355990, 128355994, 128355998, 128356002, 128355990]",,retail,,1,,,,,,,,,,,0,flat,,,,+4930 30306737,berlin@zweirad-stadler.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
