element_type,osmid,amenity,name,religion,wheelchair,geometry,denomination,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,contact:phone,contact:website,operator,website,note,addr:housename,service_times,wheelchair:description,source,contact:email,description,name:ru,opening_hours,place_of_worship,start_date,name:de,name:en,check_date,level,name:fa,email,phone,fax,construction,wikidata,wikipedia,addr:inclusion,alt_name,contact:facebook,contact:fax,toilets:wheelchair,name:ar,name:ku,colour,man_made,contact:email_1,protestant,tourism,historic,church,name:bs,name:pt,short_name,contact:mobile,addr:unit,books,shop,name:tr,inscription,material,subject:wikidata,subject:wikipedia,network,internet_access,opening_hours:covid19,height,contact:deezer,contact:instagram,contact:spotify,contact:youtube,nodes,building,building:architecture,deanery,diocese,heritage,heritage:operator,heritage:website,parish,ref:lda,seamark:landmark:category,seamark:landmark:conspicuity,seamark:landmark:function,seamark:type,building:levels,roof:colour,roof:material,roof:orientation,roof:shape,ref,architect,building:colour,building:material,loc_name:de,loc_name:lb,min_height,roof:height,loc_name,tower:type,image,building:min_level,architect:wikidata,architect:wikipedia,bldam:criteria,operator:type,ref:bldam,year_of_construction,lda:criteria,name:etymology,name:etymology:wikidata,building:roof:height,building:roof:orientation,fee,name:he,name:it,name:nl,name:pl,name:uk,name:zh,alt_name:es,name:es,name:fr,name:sv,wikimedia_commons,internet_access:fee,source:building:levels,contact:tumblr,building:use,old_name,organisation,lda:inscription_date,url,fixme,construction_year,operator:description,roof:levels,opening_date,nohousenumber,toilets,toilets:access,member_of,check_date:opening_hours,heritage:description,air_conditioning,ele,addr:place,name:vi,preservation,smoking,name:af,name:be,name:cs,name:eu,name:hu,name:ko,name:no,name:ro,name:sk,official_name,subdenomination,name:ja,addr:district,date,survey:date,protect_class,building:facade:material,building:part,old_name:1957-1994,lit,noname,name:sr-Latn,description:de,name:et,reconstruction_date,layer,location,landuse,name:signed,ways,type
way,367460463,place_of_worship,Kapelle,christian,,"POLYGON ((13.3508261 52.4331366, 13.3507045 52.433026, 13.3507146 52.4329866, 13.3507455 52.4329743, 13.3508104 52.4329762, 13.3508305 52.4329966, 13.3508816 52.4330433, 13.3509354 52.4330925, 13.3508261 52.4331366))",protestant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3713810552, 3713810544, 3713810541, 3713810539, 3713810540, 3713810542, 3713810546, 3713810548, 3713810552]",chapel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,368207487,place_of_worship,,none,,"POLYGON ((13.2924631 52.4734708, 13.2924325 52.4734183, 13.2923151 52.4734438, 13.2923222 52.473456, 13.292305 52.4734598, 13.2923047 52.4734799, 13.2923238 52.473492, 13.2923411 52.4734883, 13.2923457 52.4734962, 13.2924631 52.4734708))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3720581684, 3720581680, 3720581681, 3720581682, 3720581683, 3720581685, 3720581687, 3720581686, 3720581688, 3720581684]",chapel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
way,369726934,place_of_worship,Golgatha-Kirche,christian,no,"POLYGON ((13.390416 52.5290824, 13.3904517 52.5290497, 13.3904592 52.5290533, 13.3905597 52.5289616, 13.3905406 52.5289542, 13.3906071 52.5288948, 13.3906168 52.5288987, 13.3906369 52.5288802, 13.3907862 52.5289392, 13.3908101 52.528949, 13.3907605 52.5289946, 13.3909069 52.5290534, 13.3909594 52.529008, 13.3910225 52.5290336, 13.3909232 52.5291255, 13.390827 52.5292137, 13.3907781 52.5291945, 13.3907635 52.5292072, 13.3907717 52.5292109, 13.3907594 52.5292215, 13.3906906 52.5291939, 13.3905614 52.5291415, 13.390416 52.5290824))",protestant,Berlin,DE,6,10115,Borsigstraße,Mitte,,https://gemeinde-am-weinberg.de/veranstaltungsort/golgathakirche/,Evangelische Kirchengemeinde am Weinberg - Berlin-Mitte,,,,,,,,,,,,1898,,,,,,,,,,Q11722061,de:Golgatha-Kirche (Berlin),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3734959669, 3734959641, 3734959647, 3734959558, 3734959550, 3734959499, 3734959501, 3734959486, 3734959533, 3734959538, 3734959593, 3734959648, 3734959607, 3734959628, 3734959705, 3734959781, 3734959762, 3734959773, 3734959779, 3734959789, 3734959761, 3734959722, 3734959669]",church,neo-gothic,Kirchenkreis Berlin Stadtmitte,Evangelische Kirche Berlin-Brandenburg-schlesische Oberlausitz,4,lda,https://denkmaldatenbank.berlin.de/daobj.php?obj_dok_nr=09080455,Kirchengemeinde am Weinberg,09080455,,,,,,,,,,,Max Spitta,,,,,,,,,,,Q97565,de:Max Spitta,,,,,Baudenkmal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,378441387,place_of_worship,,christian,,"POLYGON ((13.4820293 52.5590184, 13.4821136 52.5590241, 13.4821189 52.5589951, 13.4821432 52.5589967, 13.4821666 52.5588696, 13.4821382 52.5588676, 13.482142 52.5588473, 13.4821483 52.5588478, 13.4821496 52.5588407, 13.4820687 52.5588352, 13.4820677 52.558841, 13.4820743 52.5588415, 13.4820705 52.5588625, 13.4820408 52.5588605, 13.4820263 52.5589391, 13.4819918 52.5589368, 13.4819926 52.5589324, 13.4819826 52.5589317, 13.4819758 52.5589684, 13.481987 52.5589692, 13.481988 52.558964, 13.4820207 52.5589662, 13.4820167 52.5589885, 13.4820346 52.5589897, 13.4820293 52.5590184))",protestant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3818493490, 3818493491, 5352986152, 5352986153, 3818493667, 5352986149, 5352986145, 5352986144, 5352986150, 5352986151, 5352986146, 5352986147, 5352986148, 3818493666, 5352986143, 5352986141, 5352986138, 5352986139, 5352986137, 5352986136, 5352986140, 5352986142, 5352986155, 5352986154, 3818493490]",chapel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,378441390,place_of_worship,,christian,,"POLYGON ((13.4787853 52.5577536, 13.4787395 52.5577504, 13.4787376 52.5577607, 13.4785835 52.5577498, 13.4785854 52.5577402, 13.4785318 52.5577364, 13.4785103 52.5578489, 13.4785667 52.5578529, 13.4785683 52.5578444, 13.478717 52.557855, 13.4787154 52.5578633, 13.4787636 52.5578667, 13.4787853 52.5577536))",protestant,Berlin,DE,9,13088,Piesporter Straße,Weißensee,,,,,,,,,Geoportal Berlin / Hauskoordinaten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3818493652, 5352539324, 5352539325, 5352539323, 5352539322, 3818493651, 2913742817, 5352538620, 5352539321, 5352538619, 5352538618, 3818493653, 3818493652]",chapel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,378954275,place_of_worship,Tabeakirche,christian,,"POLYGON ((13.4718153 52.4662231, 13.4718545 52.4662446, 13.4719017 52.4662128, 13.4718625 52.4661912, 13.4718153 52.4662231))",protestant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tower,,,,,,,,,,,,,,,,,,,,,,,,,,"[3823208179, 3823208180, 460201332, 3823208178, 3823208179]",tower,,,,,,,,,,,,,,,,,,,,,,,,,,,bell_tower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,380864191,place_of_worship,Kirche Zum Heiligen Sava,christian,,"POLYGON ((13.3964775 52.5411943, 13.3964784 52.5411924, 13.3964818 52.5411881, 13.3965006 52.5411931, 13.3965189 52.5411678, 13.3964931 52.5411455, 13.3964727 52.5411469, 13.3964715 52.5411401, 13.3964915 52.5411392, 13.3965096 52.5411141, 13.3964976 52.5411046, 13.3965066 52.5411006, 13.3965187 52.5411108, 13.3965628 52.5411076, 13.3965813 52.5410823, 13.3965629 52.5410771, 13.3965657 52.5410726, 13.3965675 52.5410708, 13.3969623 52.5411776, 13.3971209 52.5412209, 13.3971179 52.5412252, 13.3971222 52.5412262, 13.3971192 52.5412304, 13.3971277 52.5412328, 13.3970471 52.5413393, 13.3970385 52.5413369, 13.3970353 52.5413411, 13.397031 52.5413399, 13.3970282 52.5413435, 13.3964775 52.5411943))",serbian_orthodox,,,,,,,,,,,,,,,,,,,,,1891,,,,,,,,,,Q1456843,de:Kirche Hl. Sava (Berlin),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3924082949, 3924082947, 3924082945, 3924082948, 3924082934, 3924082921, 3924082922, 3924082918, 3924082916, 3924082903, 3924082892, 3924082887, 3924082898, 3924082895, 3924082878, 3924082874, 3924082870, 3924082869, 3924082941, 3924082973, 3924082977, 3924082979, 3924082980, 3924082981, 3924083031, 3924083029, 3924083035, 7972853086, 3924083036, 3924082949]",church,,,,4,lda,https://denkmaldatenbank.berlin.de/daobj.php?obj_dok_nr=09030423,,09030423,,,,,5,,,,,,August Friedrich Wilhelm Orth; Werner Weber,,,,,,,,,,,,,,,,,Baudenkmal,,,,,,,,,,,,,,,,,,,,,Friedenskirche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crkva svetog Save Srpskog,,,,,,,,,
way,384934396,place_of_worship,Theodor-Fliedner-Heim,christian,no,"POLYGON ((13.6052427 52.4842492, 13.6051676 52.4841394, 13.6052865 52.4841091, 13.6053383 52.4841849, 13.605396 52.4841708, 13.6054193 52.4842043, 13.6055528 52.4841705, 13.6056039 52.4842453, 13.6052913 52.4843297, 13.6052374 52.4842508, 13.6052427 52.4842492))",protestant,,,,,,,,http://www.kirche-mahlsdorf.de/standort/theodor-fliedner-heim,,,,,,,,,,,,,1936..1937,,,,,,,,,,Q15111446,de:Theodor-Fliedner-Heim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3882882951, 3882882907, 3882882898, 4926804142, 4926804144, 4926804143, 4926804141, 3882882948, 3882883075, 3882882953, 3882882951]",religious,,,,4,lda,https://denkmaldatenbank.berlin.de/daobj.php?obj_dok_nr=09045369,,09045369,,,,,,,,,,,Otto Risse,,,,,,,,,,,,,,,,,Baudenkmal,,,,,,,,,,,,,,,,File:Mahlsdorf Schrobsdorffstraße 35-36 Gemeindehaus.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Evangelische Kirchengemeinde Mahlsdorf,,,,,,,,
way,386767971,place_of_worship,Linh Thuu Pagode,buddhist,,"POLYGON ((13.2117237 52.5290913, 13.2116331 52.5288551, 13.2116241 52.5288563, 13.2115861 52.5287574, 13.2118861 52.5287148, 13.2119249 52.5288159, 13.2119121 52.5288177, 13.2120019 52.5290517, 13.2117237 52.5290913))",,,,,,,,,,Buddhistische Vietnamesische Gemeinde in Berlin e.V.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3901168499, 5729089958, 5729089959, 1327867057, 1327867077, 5729089961, 5729089960, 3901168498, 3901168499]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,386889226,place_of_worship,Erlöserkirche,christian,,"POLYGON ((13.3937337 52.5303267, 13.3937559 52.5302955, 13.3937616 52.5302968, 13.393765 52.5302911, 13.3937466 52.5302863, 13.393738 52.5302783, 13.3936904 52.5302655, 13.3936784 52.5302671, 13.3936524 52.5302591, 13.3936482 52.530265, 13.3936537 52.530266, 13.3936312 52.5302946, 13.3935574 52.5302735, 13.39361 52.5302088, 13.393692 52.5301136, 13.3936999 52.530105, 13.3939489 52.5301787, 13.3938142 52.5303499, 13.3937337 52.5303267))",united_methodist,Berlin,DE,5,10115,Schröderstraße,Mitte,,,,https://www.berlin.de/adressen/religioese-gemeinschaft/evangelischmethodistische-kirche-erloeserkirche-berlinmitte-4f143bc6b4fc475f0b614400.html,,,,,,,,,,,,,,,,,,,,,Q13816382,de:Erlöserkirche (Berlin-Mitte),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3902454805, 3902454787, 3902454788, 3902454785, 3902454783, 3902454780, 3902454772, 3902454774, 3902454769, 3902454771, 3902454773, 3902454786, 3902454778, 3902454759, 3902454732, 3902454731, 3902454752, 3902454813, 3902454805]",church,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,387515175,place_of_worship,Stadtmission Gemeinde Britz,christian,yes,"POLYGON ((13.4530134 52.4450023, 13.4530068 52.4449663, 13.4529027 52.4449744, 13.4529315 52.4450977, 13.4532063 52.4450774, 13.4531899 52.4449888, 13.4530134 52.4450023))",protestant,Berlin,DE,73,12359,Malchiner Straße,Britz,+49 30 6013062,http://www.berliner-stadtmission.de/berliner-stadtmission-gemeinde-britz,Berliner Stadtmission,,,,,,,fingerhut@berliner-stadtmission.de,,,,,,,,,,,,,,,,,,,,+49 30 66625782,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3908034843, 3908034811, 3908034821, 3908034919, 3908034906, 3908034832, 3908034843]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,387648874,place_of_worship,Hephatha-Kirche,christian,,"POLYGON ((13.4461594 52.4418625, 13.4461188 52.4418165, 13.4462315 52.4417795, 13.446143 52.4416793, 13.4461211 52.4416865, 13.4460689 52.4416274, 13.446232 52.4415739, 13.4462568 52.441602, 13.4462705 52.4415975, 13.4462668 52.4415934, 13.4463269 52.4415737, 13.446339 52.4415874, 13.4463512 52.4416011, 13.4462905 52.441621, 13.4462851 52.4416149, 13.4462718 52.4416193, 13.4464092 52.4417749, 13.446413 52.4417792, 13.4462727 52.4418253, 13.4461976 52.4418499, 13.4461843 52.4418543, 13.4461594 52.4418625))",protestant,Berlin,DE,130-136,12359,Fritz-Reuter-Allee,Britz,,,Evangelische Hephatha-Kirchengemeinde,,,,,,,,,,,,,,,,,,,,,,Q14541469,de:Hephatha-Kirche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3908991550, 3908991544, 3908991538, 3908991516, 3908991518, 3908991506, 3908991494, 3908991499, 3908991498, 3908991496, 3908991495, 7829798165, 3908991497, 3908991503, 3908991500, 3908991502, 7829798135, 3908991537, 7829798166, 6468138580, 4722782317, 3908991550]",church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,409862057,place_of_worship,Russische Orthodoxe Kirche,christian,,"POLYGON ((13.5629296 52.5399017, 13.5631596 52.5399016, 13.5631595 52.5397659, 13.5629291 52.5397659, 13.5629291 52.5398215, 13.5629008 52.5398215, 13.5629008 52.5398471, 13.5629295 52.5398471, 13.5629296 52.5399017))",orthodox,,,,,,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4117329014, 4117329013, 4117329011, 4117329012, 5015310794, 5015310792, 5015310791, 5015310793, 4117329014]",church,,,,,,,,,,,,,,,,,,,,,wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,419230744,place_of_worship,,christian,,"POLYGON ((13.3465773 52.5539556, 13.3466665 52.5539038, 13.3467792 52.5539769, 13.3467569 52.5539885, 13.3467688 52.5539968, 13.3467698 52.5540128, 13.3467495 52.5540237, 13.346721 52.5540229, 13.3467113 52.5540162, 13.3466891 52.5540276, 13.3465773 52.5539556))",protestant,,,,,,,,,Paul Gerhardt Stift Soziales gGmbH,,,,,,Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4193443760, 4193443750, 4193443763, 4193443766, 4193443770, 4193443775, 4193443779, 4193443778, 4193443777, 4193443781, 4193443760]",church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,448887193,place_of_worship,St. Bartholomäuskirche,christian,no,"POLYGON ((13.4243948 52.5274935, 13.4244062 52.5275004, 13.424419 52.5274925, 13.4244076 52.5274856, 13.424452 52.5274585, 13.4244645 52.5274661, 13.4244786 52.5274574, 13.4244661 52.5274499, 13.4245122 52.5274217, 13.4245242 52.527429, 13.4245355 52.5274221, 13.4245235 52.5274148, 13.4245695 52.5273867, 13.4245824 52.5273946, 13.4245947 52.5273871, 13.4245818 52.5273792, 13.4246291 52.5273503, 13.4246419 52.5273581, 13.4246538 52.5273509, 13.4246409 52.5273431, 13.4246927 52.5273114, 13.4247224 52.5273102, 13.4247212 52.5272992, 13.4246932 52.5273004, 13.4246301 52.5272622, 13.4246537 52.5272478, 13.4246665 52.52724, 13.424691 52.5272416, 13.4246928 52.5272313, 13.4246739 52.52723, 13.4246744 52.5272127, 13.424691 52.5272087, 13.4246855 52.5272003, 13.424668 52.5272045, 13.4246477 52.5271925, 13.4246543 52.5271806, 13.4246389 52.5271774, 13.4246332 52.5271878, 13.4246021 52.5271897, 13.4246026 52.5271788, 13.4245855 52.5271786, 13.424585 52.5271905, 13.4245731 52.5271978, 13.4245506 52.5272116, 13.4244866 52.5271728, 13.4244877 52.5271571, 13.4244715 52.5271567, 13.4244705 52.5271716, 13.424417 52.5272042, 13.4244034 52.527196, 13.4243912 52.5272035, 13.4244048 52.5272117, 13.424358 52.5272403, 13.4243428 52.5272311, 13.4243322 52.5272376, 13.4243474 52.5272468, 13.4243 52.5272757, 13.4242849 52.5272666, 13.4242735 52.5272735, 13.4242887 52.5272827, 13.4242426 52.5273108, 13.4242266 52.5273011, 13.4242137 52.5273089, 13.4242298 52.5273187, 13.4241839 52.5273467, 13.4241676 52.5273368, 13.424154 52.5273451, 13.4241703 52.527355, 13.4241265 52.5273817, 13.4241099 52.5273717, 13.4240984 52.5273787, 13.4241126 52.5273873, 13.4240572 52.5274237, 13.4241353 52.5274699, 13.4241253 52.5274757, 13.424147 52.5274905, 13.4241823 52.5275113, 13.4242025 52.5275245, 13.4242161 52.5275166, 13.4242882 52.5275592, 13.4243368 52.5275286, 13.4243478 52.5275353, 13.4243621 52.5275266, 13.4243513 52.5275201, 13.4243948 52.5274935))",protestant,Berlin,DE,1,10249,Friedenstraße,Friedrichshain,,,,,none of the heights is validated yet,,,,,,,,,,,,,,,,,,,,Q1540726,de:St.-Bartholomäus-Kirche (Berlin),,,,,,,,#c38490,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2749684377, 2749684382, 2749684375, 2749684374, 2749684367, 2749684370, 2749684365, 2749684359, 2749684346, 2749684351, 2749684348, 2749684343, 2749684329, 2749684334, 2749684330, 2749684326, 2749684313, 2749684321, 2749684314, 2749684308, 2749684304, 2749684301, 2749684293, 2749684294, 4127794106, 7922616570, 4127794104, 4127794105, 4127794103, 4127794102, 4127794101, 4127794099, 4127794097, 4127794098, 4127794096, 4127794092, 4127794089, 4127794093, 4127794094, 4127794091, 4127794090, 4127794095, 7922616571, 4127794100, 2749684198, 2749684192, 2749684191, 2749684197, 2749684221, 2749684210, 2749684218, 2749684230, 2749684263, 2749684255, 2749684257, 2749684266, 2749684280, 2749684274, 2749684277, 2749684284, 2749684302, 2749684296, 2749684300, 2749684306, 2749684311, 2749684307, 2749684309, 2749684320, 2749684327, 2749684324, 2749684325, 2749684331, 2749684332, 2749684368, 2749684371, 4127639366, 4127639361, 2749684408, 2749684393, 2749684410, 2749684404, 2749684411, 2749684403, 2749684395, 2749684377]",church,,,,,,,,,,,,,,,,,,,,,brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,459170503,place_of_worship,,christian,,"POLYGON ((13.1563166 52.5625237, 13.1561396 52.5624613, 13.1561539 52.562345, 13.1562688 52.5623103, 13.1564229 52.5623433, 13.1564272 52.5624261, 13.1564671 52.56244, 13.1564714 52.562434, 13.1564836 52.5624379, 13.15643 52.5624916, 13.1563166 52.5625237))",,,,,,,,,,,https://www.pgdiakonie.de/evangelisches-waldkrankenhaus-spandau/seelsorge-und-gottesdienste/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4550823211, 4550823210, 4550823209, 4550823208, 4550823207, 4550823206, 4550823205, 4550823204, 4550823203, 4550823202, 4550823211]",church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,474111581,place_of_worship,St. Marienkirche,christian,no,"POLYGON ((13.4069886 52.5203986, 13.4069843 52.5204444, 13.4069693 52.5204445, 13.4069691 52.5204532, 13.406954 52.5204603, 13.4068792 52.5204577, 13.406864 52.5204483, 13.4068528 52.5204564, 13.4066416 52.5204455, 13.406635 52.5204939, 13.4066215 52.5206111, 13.406618 52.5206593, 13.4068254 52.520669, 13.406834 52.5206757, 13.4068485 52.5206652, 13.4069472 52.5206699, 13.4069464 52.5206843, 13.4069655 52.5206848, 13.4069662 52.5206708, 13.4070648 52.5206743, 13.4070632 52.5206883, 13.4070816 52.520689, 13.407082 52.5206747, 13.4071814 52.5206789, 13.4071801 52.5206945, 13.4071978 52.5206944, 13.4071987 52.5206799, 13.4072977 52.5206843, 13.4072963 52.5206995, 13.4073145 52.5206996, 13.4073158 52.5206854, 13.4074134 52.5206902, 13.4074123 52.5207042, 13.4074307 52.5207044, 13.4074321 52.5206906, 13.4075317 52.5206949, 13.4075392 52.5207123, 13.407547 52.5207118, 13.4075559 52.52071, 13.4075662 52.5207062, 13.4075719 52.5207023, 13.4075741 52.5206977, 13.4076816 52.5207018, 13.4076814 52.5207063, 13.407693 52.5207066, 13.4076923 52.5206958, 13.4077046 52.5206957, 13.4077047 52.5206813, 13.407691 52.5206812, 13.4076915 52.5206694, 13.4077025 52.5206695, 13.407704 52.5206554, 13.4077451 52.5206531, 13.4077533 52.5206644, 13.4077697 52.5206586, 13.4077579 52.5206473, 13.4077832 52.5206283, 13.4078045 52.5206348, 13.4078132 52.5206232, 13.4077898 52.5206179, 13.4077938 52.520593, 13.4078168 52.5205907, 13.4078131 52.5205802, 13.4077893 52.5205836, 13.4077688 52.5205626, 13.4077839 52.5205518, 13.4077703 52.5205443, 13.4077553 52.5205555, 13.4077186 52.5205484, 13.4077194 52.5205334, 13.4077005 52.520533, 13.407699 52.5205471, 13.4076598 52.5205456, 13.4076611 52.5205284, 13.4076698 52.5205286, 13.407671 52.520512, 13.4076543 52.5205115, 13.4076558 52.5204971, 13.4075826 52.5204925, 13.4075879 52.5204798, 13.4075714 52.5204749, 13.4075595 52.5204917, 13.407461 52.520487, 13.4074632 52.5204685, 13.4074519 52.5204682, 13.4074574 52.5204214, 13.4074668 52.5204166, 13.4074595 52.5204118, 13.4074496 52.5204169, 13.4073482 52.5204117, 13.4073484 52.5204059, 13.4073333 52.5204055, 13.4073332 52.5204107, 13.4072305 52.5204056, 13.4072307 52.5203994, 13.4072172 52.5203996, 13.407217 52.5204051, 13.4071131 52.5203993, 13.4071138 52.5203934, 13.4070989 52.5203931, 13.4070982 52.5203991, 13.4069971 52.5203937, 13.4069891 52.5203876, 13.4069804 52.5203927, 13.4069886 52.5203986))",protestant,Berlin,DE,8,10178,Karl-Liebknecht-Straße,Mitte,,https://marienkirche-berlin.de,,,Multiple start-dates due to restorations. See Wikipedia,,,,,,,Церковь Св. Марии,"PH,Mo-Su 10:00-16:00",,~1270,,Saint Mary's Church,,,,,,,,Q679101,de:Marienkirche (Berlin-Mitte),,,,,,,,,,,,attraction,,,,,,,,,,,,,,,,,,,,,,,"[2268162581, 6525300974, 6525300973, 6525302157, 2268162623, 1246605875, 1246605873, 2268162620, 258497350, 2393767661, 2393767678, 258497351, 2268162667, 2268162672, 2268162665, 2268162666, 2268162678, 2268162679, 2268162668, 2268162671, 2268162682, 2268162684, 2268162673, 2268162674, 2268162686, 2268162688, 2268162675, 2268162680, 2268162692, 2268162693, 2268162681, 2268162683, 2268162696, 2268162700, 2268162685, 2268162687, 2268162706, 6525300969, 2268162713, 6525300971, 6525300970, 6525300972, 6525300968, 6525300617, 6525300616, 6525300615, 2268162691, 6525300614, 6525300965, 6525300966, 6525300967, 258497342, 1246605874, 2268162664, 2268162663, 258497343, 1246605877, 258497344, 1246605876, 258497345, 2268162661, 2268162660, 2268162658, 2268162659, 2268162657, 2268162641, 2268162636, 2268162656, 2268162639, 2268162635, 2268162634, 2268162637, 258497346, 6525300611, 6525300609, 6525300608, 6525300610, 6525300612, 6525300613, 2268162627, 2268162626, 2268162629, 2268162628, 6525300719, 6525300720, 2393767657, 6525300716, 6525300717, 6525300718, 2393767656, 6525300713, 6525300714, 6525300715, 6525302166, 6525302164, 6525302165, 2393767655, 6525302163, 6525302161, 6525302162, 2393767654, 6525302160, 6525302158, 6525302159, 2268162581]",church,gothic,Kirchenkreis Berlin Stadtmitte,Evangelische Kirche Berlin-Brandenburg-schlesische Oberlausitz,4,lda,https://denkmaldatenbank.berlin.de/daobj.php?obj_dok_nr=09011280,,"09011280,T",,,,,,,brick,,,,,,brick,,,,,,,,,,,,,,,Baudenkmal,,,,,,,,,Kościół Mariacki w Berlinie,,,,,,,Category:St. Marienkirche (Berlin-Mitte),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berliini Maria kirik,1663..1666;1893..1895;1969..1970,,,,,,
