element_type,osmid,amenity,brand,brand:wikidata,brand:wikipedia,opening_hours,wheelchair,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,name,man_made,surveillance,operator,railway,access,parking,atm,wheelchair:description,capacity,fee,source,barrier,note,tourism,check_date,material,operator:wikidata,operator:wikipedia,postal_code,ref,name:signed,check_date:opening_hours,cuisine,diet:vegan,diet:vegetarian,takeaway,contact:website,office,addr:inclusion,description,survey:date,disused:shop,dispensing,phone,shop,website,internet_access,disused:amenity,outdoor_seating,smoking,addr:housename,craft,note:de,opening_hours:signed,url,toilets:wheelchair,contact:phone,ref:vatin,social_facility,contact:mobile,wikidata,wikipedia,leisure,source:addr,air_conditioning,indoor_seating,opening_hours:kitchen,toilets,drive_through,contact:email,contact:fax,healthcare,healthcare:speciality,historic,fixme,wikimedia_commons,start_date,operator:type,park_ride,short_name,building,height,layer,min_height,roof:colour,roof:height,roof:material,roof:shape,nodes,building:levels,brothel:saunaclub,email,roof:levels,building:material,building:colour,heritage,heritage:operator,lda:criteria,ref:lda,alt_name,architect,architect:wikidata,architect:wikipedia,building:architecture,name:en,name:fr,nohousenumber,old_name,image,heritage:website,branch,kids_area,internet_access:fee,building:min_level,construction_date,internet_access:operator,fax,sport,post_office:brand,post_office:brand:wikidata,post_office:type,compressed_air,fuel:GTL_diesel,fuel:HGV_diesel,fuel:biogas,fuel:cng,fuel:diesel,fuel:octane_100,fuel:octane_91,fuel:octane_95,building:cladding,automated,opening_hours:self_service,self_service,official_name,railway:ref,railway:signal_box,club,religion,cafe,service:bicycle:pump,service:bicycle:repair,service:bicycle:retail,research_institution,atm:operator,payment:bancomat,payment:coins,payment:girocard,payment:maestro,payment:mastercard,payment:notes,payment:visa,heritage:operator:short,mapillary,source:name,source:url,denomination,payment:credit_cards,payment:debit_cards,heritage:ref,year_of_construction,opening_hours:covid19,building:use,building:levels:underground,service:vehicle:car_parts,service:vehicle:car_repair,service:vehicle:diagnostics,service:vehicle:oil_change,facebook,ele,asb,telecom,noaddress,internet_access:ssid,payment:cash,website2,disused:brand,disused:contact:website,service,contact:facebook,contact:instagram,contact:twitter,drink:club-mate,owner,pumping_station,onkz,opening_hours:url,climbing:boulder,indoor,political_party:abbreviation,political_party:name,government,ref:bufa,addr:place,access:covid19,delivery:covid19,drive_through:covid19,car_wash,fuel:adblue,fuel:e10,fuel:lpg,fuel:octane_102,fuel:octane_98,fuel:e85,name:de,repair,gambling,note:noaddress,source:geometry,source:noaddress,opening_hours:office,was:office,roof:orientation,culture,payment:dkv,payment:uta,mobile,fuel:charcoal,fuel:e5,fuel:heating_oil,fuel:wood,diet:halal,diet:kosher,payment:american_express,was:building,frequency,power,substation,voltage,microbrewery,product,building:roof,roof:direction,drink:beer,drink:liquor,drink:wine,studio,fascade:colour,second_hand,disused:name,service_times,origin,payment:cards,computer:parts,computer:repair,computer:sales,wholesale,construction,crematorium,protection_title,source:shape,subject:wikidata,subject:wikipedia,truck_wash,community_centre,name:ja,elevator,elevator:access,service:vehicle:body_repair,service:vehicle:painting,name_alt,int_name,member_of,delivery,substance,building:part,climbing:bolted,climbing:length,climbing:sport,outdoor,waterway,not:name,building:facade:material,max_level,min_level,socket,socket:schuko,toilets:access,payment:others,sausage,noname,source:toilets:wheelchair,heritage:since,roof,trade,type,ways,building:roof:shape,building:parts,loc_name,construction:office
way,13759929,,,,,,,"POLYGON ((13.3720983 52.5087749, 13.3721183 52.5087721, 13.372207 52.50876, 13.3722782 52.50875, 13.3723047 52.5087464, 13.3725982 52.5087062, 13.3726563 52.5086982, 13.372754 52.5086848, 13.3728908 52.5086661, 13.3729132 52.508663, 13.3730478 52.5086446, 13.3730653 52.5086422, 13.3730432 52.5087516, 13.3730045 52.5089436, 13.3729907 52.5089926, 13.3726727 52.5089593, 13.372612 52.5089545, 13.3725198 52.5089474, 13.3723271 52.5089328, 13.3722624 52.508928, 13.3722303 52.5089255, 13.3720583 52.5089184, 13.372083 52.5088259, 13.3720907 52.5088017, 13.3720983 52.5087749))",,,,,,,Mercedes-Benz-Zentrale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,flat,"[127675043, 3106118194, 3106118189, 3106118183, 3106118182, 3106118154, 3106118137, 3106118132, 3106097813, 3106097812, 3106097810, 127675059, 3106118184, 3106118329, 127675080, 3106118358, 3106118350, 3106118330, 3106118308, 3106118306, 3106118303, 127675089, 3106118227, 3106118205, 127675043]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,13759935,,,,,,,"POLYGON ((13.3756561 52.5085514, 13.3755748 52.5085693, 13.3755794 52.5085787, 13.3755484 52.5085859, 13.3755442 52.508577, 13.3754692 52.5085922, 13.3753426 52.5083776, 13.3751178 52.5084865, 13.3753986 52.508621, 13.3753491 52.5086602, 13.3753656 52.5086679, 13.3753432 52.5086877, 13.3753262 52.5086802, 13.3752756 52.5087228, 13.374972 52.508584, 13.3750087 52.5085545, 13.3749943 52.5085475, 13.374957 52.5085769, 13.374891 52.5085467, 13.3749138 52.5085276, 13.3749087 52.5085257, 13.3749031 52.5085302, 13.3748972 52.5085271, 13.3751209 52.5083457, 13.3754737 52.5082738, 13.3754762 52.5082784, 13.3754675 52.5082803, 13.3754692 52.5082834, 13.3755059 52.5082759, 13.3755323 52.5083244, 13.3754764 52.5083358, 13.3754824 52.5083464, 13.375538 52.5083353, 13.3756561 52.5085514))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,flat,"[2258395139, 2258395140, 2258395142, 2258395143, 2258395141, 2258395144, 2258395137, 2258395138, 2258395146, 2258395150, 2258395151, 2258395154, 2258395153, 2258395158, 2766047849, 2766047842, 2766047838, 2766047844, 2766047836, 2766047827, 2766047825, 2766047829, 127675243, 635315621, 127675255, 2766047768, 2766047772, 2766047773, 2766047766, 2766047783, 2766047793, 2766047798, 2766047791, 2258395139]",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,13760714,,,,,,limited,"POLYGON ((13.3732205 52.5090108, 13.37352 52.5090335, 13.3738483 52.5090593, 13.3739223 52.5090647, 13.3740757 52.5090772, 13.3741872 52.5085496, 13.3741422 52.5085285, 13.3740935 52.5085066, 13.3737492 52.5085541, 13.3733022 52.5086158, 13.3732205 52.5090108))",Berlin,,,,,,,,,,,,,,Wheelchair users are not allowed in room 9 and 10 due to evacuation rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,flat,"[127687282, 882059765, 882059282, 1877576988, 127687289, 127687295, 10177841823, 127687299, 641826484, 127687303, 127687282]",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,13761046,,,,,,,"POLYGON ((13.374568 52.5077192, 13.3745666 52.5077173, 13.3745648 52.5077156, 13.3745627 52.507714, 13.3745604 52.5077125, 13.3745578 52.5077113, 13.374555 52.5077101, 13.374552 52.5077092, 13.3745488 52.5077086, 13.3745456 52.5077081, 13.3745423 52.5077078, 13.3745389 52.5077078, 13.3745356 52.507708, 13.3745323 52.5077084, 13.3745291 52.5077091, 13.3745261 52.50771, 13.3745233 52.507711, 13.3745206 52.5077123, 13.3745182 52.5077137, 13.3745161 52.5077153, 13.3745143 52.507717, 13.3745128 52.5077188, 13.3745117 52.5077207, 13.3745109 52.5077227, 13.3745105 52.5077247, 13.3745104 52.5077268, 13.3745108 52.5077288, 13.3745115 52.5077308, 13.3744964 52.5077339, 13.3744884 52.5077183, 13.3744653 52.507723, 13.3743975 52.507736, 13.3746108 52.5081336, 13.3746506 52.5082056, 13.3746825 52.508199, 13.3749305 52.5081483, 13.3750267 52.5081279, 13.3754097 52.5080518, 13.3751512 52.5075823, 13.3746063 52.5076948, 13.3746141 52.5077101, 13.374568 52.5077192))",Berlin,DE,2,10785,Linkstraße,Tiergarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q119719767,,,,,,,,,,,,,,,,,,,,commercial,,,,,,glass,flat,"[2766047667, 2766047659, 2766047655, 2766047651, 2766047647, 2766047644, 2766047642, 2766047638, 2766047636, 2766047633, 2766047631, 2766047630, 2766047632, 2766047634, 2766047635, 2766047637, 2766047641, 2766047646, 2766047649, 2766047653, 2766047657, 2766047660, 2766047669, 2766047671, 2766047672, 2766047674, 2766047676, 2766047678, 2766047680, 2766047663, 247849154, 127694757, 127694688, 2020514876, 2021065274, 821572988, 882092970, 127694716, 127694740, 2021065269, 2766047639, 2766047667]",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,14147077,,,,,,,"POLYGON ((13.4948216 52.635322, 13.4949627 52.6354189, 13.4950251 52.6354595, 13.4955363 52.6351646, 13.4954982 52.6351395, 13.4954185 52.6350866, 13.4953917 52.6351008, 13.4953556 52.6351202, 13.4953044 52.6350793, 13.4952496 52.6351071, 13.4951391 52.635162, 13.4950428 52.6352106, 13.4948932 52.6352852, 13.4948216 52.635322))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,7,,,grey,,,flat,"[135046321, 3080631529, 135046323, 135046324, 290536329, 277908606, 2330815224, 135046326, 277908605, 277908603, 2330815249, 10221736178, 2330815244, 135046321]",3,,,,plaster,orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,14147174,,,,,,,"POLYGON ((13.4955218 52.6350397, 13.4955611 52.6350651, 13.4955417 52.6350762, 13.4955715 52.6350955, 13.4955893 52.6350853, 13.4956432 52.6351201, 13.49581 52.635025, 13.4958319 52.6350125, 13.4957089 52.634933, 13.4956759 52.6349518, 13.4955218 52.6350397))",Berlin,,3,13125,Wiltbergstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,12,,,darkred,,roof_tiles,hipped,"[135047108, 5732333499, 5732333498, 5732333501, 5732333500, 135047109, 3079610524, 135047111, 135047113, 3079610525, 135047108]",3,,,2,plaster,moccasin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,14147262,,,,,,,"POLYGON ((13.4960811 52.6345656, 13.4960762 52.634562, 13.4960665 52.6345545, 13.4960708 52.6345526, 13.4960468 52.6345348, 13.4960422 52.634537, 13.4960305 52.6345286, 13.4959735 52.634487, 13.4959306 52.6344558, 13.4959263 52.6344526, 13.4959212 52.6344488, 13.4958874 52.6344238, 13.4958775 52.6344166, 13.4958401 52.6343893, 13.4958302 52.6343822, 13.4957935 52.6343554, 13.4957837 52.6343482, 13.4957448 52.6343199, 13.495735 52.6343127, 13.4957251 52.6343057, 13.4957045 52.6342906, 13.4956984 52.6342861, 13.4956886 52.6342789, 13.4956515 52.6342519, 13.4956417 52.6342448, 13.4956033 52.6342168, 13.4955934 52.6342096, 13.4955465 52.6341756, 13.4955366 52.6341683, 13.4954788 52.6341261, 13.4953653 52.6341834, 13.4953232 52.6342046, 13.4951294 52.6343024, 13.4945922 52.6345736, 13.4945316 52.6346041, 13.4944769 52.6346318, 13.4944932 52.6346437, 13.4945589 52.6346897, 13.4946194 52.6347338, 13.49464 52.6347484, 13.4945714 52.6347825, 13.4947234 52.6348934, 13.4944347 52.6350391, 13.4944525 52.635052, 13.4944945 52.6350827, 13.4945683 52.6351365, 13.4945623 52.6351395, 13.4947182 52.6352521, 13.4947242 52.6352491, 13.4947206 52.6352464, 13.4947333 52.63524, 13.494749 52.635232, 13.4947526 52.6352347, 13.4947873 52.6352173, 13.4948442 52.6351887, 13.4948502 52.6351856, 13.494907 52.635157, 13.4949131 52.6351539, 13.4949094 52.6351512, 13.4949378 52.6351369, 13.4949416 52.6351396, 13.4949476 52.6351366, 13.4950044 52.6351079, 13.4950104 52.6351049, 13.4950673 52.6350763, 13.4950733 52.6350732, 13.4951301 52.6350446, 13.4951362 52.6350416, 13.4951929 52.6350129, 13.4951995 52.6350096, 13.4951998 52.6350097, 13.4952095 52.6350048, 13.4952192 52.6349998, 13.495219 52.6349997, 13.4952269 52.6349958, 13.4952232 52.6349931, 13.4952361 52.6349866, 13.4952517 52.6349787, 13.4952555 52.6349814, 13.4952615 52.6349784, 13.4953183 52.6349498, 13.4953244 52.6349467, 13.4953813 52.634918, 13.4953873 52.634915, 13.4954441 52.6348864, 13.4954501 52.6348833, 13.4955069 52.6348547, 13.495513 52.6348516, 13.4955697 52.634823, 13.4955758 52.63482, 13.4956327 52.6347915, 13.4956387 52.6347884, 13.495635 52.6347857, 13.4956483 52.634779, 13.4956634 52.6347714, 13.495667 52.6347741, 13.4957008 52.6347571, 13.4957577 52.6347284, 13.4957638 52.6347254, 13.4958269 52.6346936, 13.4958329 52.6346906, 13.4958897 52.6346619, 13.4958958 52.6346589, 13.4959429 52.6346351, 13.4959476 52.6346387, 13.4960168 52.634604, 13.4960121 52.6346003, 13.4960811 52.6345656))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,0,,,,,,flat,"[135048212, 3112850945, 3112850941, 3112850938, 3112850930, 3112850931, 3112849927, 3112849923, 289017069, 3112849920, 3112849917, 3112849913, 3112849909, 3112849905, 3112849901, 3112849897, 3112849894, 3112849891, 3112849888, 3112849887, 3112849884, 3112849882, 3112849879, 3112849876, 3112849873, 3112849869, 3112849866, 3112849860, 3112849857, 135048214, 3112849863, 3112849865, 3112849886, 3112850952, 275931454, 135048216, 3112850988, 3112851002, 3112851015, 3112851023, 3112851028, 135048217, 135048218, 3112851198, 3112851205, 3112851218, 3112851221, 135048219, 3112851446, 3112851445, 3112851444, 3112851442, 3112851443, 3112851439, 3112851435, 3112851433, 3112851429, 3112851227, 3112851225, 3112851220, 3112851222, 3112851219, 3112851211, 3112851209, 3112851204, 3112851202, 3112851197, 3112851195, 3112851190, 3112851187, 3112851188, 3112851185, 3112851184, 3112851183, 3112851182, 3112851181, 3112851178, 3112851176, 3112851177, 3112851175, 3112851168, 3112851166, 3112851161, 3112851159, 3112851154, 3112851152, 3112851147, 3112851145, 3112851141, 3112851139, 3112851134, 3112851132, 3112851130, 3112851027, 3112851025, 3112851026, 3112851020, 3112851014, 3112851012, 3112851007, 3112851004, 3112850998, 3112850995, 3112850985, 3112850987, 3112850973, 3079610526, 135048212]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,14147299,,,,,,,"POLYGON ((13.4936388 52.6358927, 13.4936765 52.6358691, 13.4937366 52.6358329, 13.4938163 52.6357854, 13.4939192 52.6357255, 13.4940057 52.6356736, 13.4940731 52.6356643, 13.4940918 52.6356219, 13.4941887 52.6355635, 13.4942499 52.6355252, 13.4936245 52.6351364, 13.493456 52.6352381, 13.4935023 52.6352693, 13.4930379 52.6355485, 13.4930855 52.6355773, 13.4931396 52.6356111, 13.4931539 52.6355996, 13.493498 52.635811, 13.4934851 52.6358182, 13.4936388 52.6358927))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,7,,,grey,,,flat,"[135048582, 3080631527, 3080631531, 97877441, 3080631836, 276856267, 276856265, 276856266, 3080631532, 135048584, 135048586, 2313240296, 2313240303, 135048587, 4439754405, 5732356080, 5732356081, 5732356083, 5732356082, 135048582]",3,,,,plaster,orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,14147444,,,,,,,"POLYGON ((13.4943541 52.6355898, 13.494143 52.6357161, 13.4941747 52.6357543, 13.4944735 52.6356644, 13.4943541 52.6355898))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,7,,,grey,,,flat,"[135051271, 135051272, 135051273, 135051274, 135051271]",3,,,,plaster,orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,14582095,,,,,,,"POLYGON ((13.3789231 52.5105229, 13.378826 52.5105173, 13.3788236 52.5105319, 13.3788022 52.5105305, 13.3787807 52.510658, 13.3788015 52.5106593, 13.3787991 52.5106736, 13.3785643 52.5106589, 13.3785432 52.5107841, 13.3788756 52.5108049, 13.3788908 52.5107144, 13.3789231 52.5105229))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,flat,"[2289490664, 143709619, 2268027690, 2268027688, 2268027693, 2268027695, 143709627, 143709584, 143709588, 143709593, 4865863964, 2289490664]",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,14582098,,,,,,,"POLYGON ((13.3780377 52.5104694, 13.3782213 52.5104808, 13.3781953 52.5106355, 13.3780099 52.5106239, 13.3779882 52.5107486, 13.3785432 52.5107841, 13.3785643 52.5106589, 13.3783799 52.5106474, 13.3784062 52.5104911, 13.3785914 52.5105026, 13.3786126 52.5103772, 13.37852 52.510371, 13.3783353 52.5103604, 13.3780588 52.5103445, 13.3780377 52.5104694))",,,,,,,Mossepalais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1433259,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,flat,"[143709639, 143709644, 143709654, 143709661, 143709670, 143709588, 143709584, 143709691, 143709696, 143709608, 143709603, 1397070400, 1552566649, 143709721, 143709639]",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,18505170,,,,,,,"POLYGON ((13.4860466 52.6381703, 13.4860551 52.6380816, 13.486775 52.638107, 13.4867739 52.6381182, 13.4868175 52.6381197, 13.4868097 52.6382009, 13.4864754 52.6381891, 13.4864678 52.6382684, 13.4863213 52.6382632, 13.4863273 52.6381999, 13.4862933 52.6381987, 13.4862952 52.6381791, 13.4860466 52.6381703))",Berlin,DE,14 D,13125,Am Sandhaus,Buch,,,,,,,,,,,,Geoportal Berlin / Hauskoordinaten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,skillion,"[190926270, 190926271, 190926272, 5888273389, 5888273390, 190926273, 5888273387, 5888273388, 5888273386, 5888273385, 5888273184, 5888273183, 190926270]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,18507168,,,,,,,"POLYGON ((13.4909519 52.6289759, 13.4908491 52.6288848, 13.4910005 52.6288218, 13.4909867 52.6288096, 13.4910046 52.6288021, 13.4910303 52.6287914, 13.4910437 52.6288033, 13.4911441 52.6287615, 13.4912474 52.628853, 13.4909519 52.6289759))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,4,,,black,,tar_paper,flat,"[190947430, 190947436, 3088405637, 3088405636, 2967205195, 3088405634, 3088405635, 190947434, 190947432, 190947430]",1,,,,plaster,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,18649831,,,,,,,"POLYGON ((13.3472239 52.5006143, 13.347164 52.500433, 13.3472016 52.5004286, 13.3471942 52.5004052, 13.3473983 52.5003807, 13.3474291 52.5003815, 13.3476738 52.5003867, 13.3478601 52.5003907, 13.3478553 52.5004705, 13.3478737 52.5004712, 13.3478694 52.5005412, 13.3478681 52.500563, 13.3478589 52.5005703, 13.3478477 52.5005768, 13.3478347 52.5005819, 13.3478203 52.5005853, 13.3478051 52.5005869, 13.3477897 52.5005866, 13.3477747 52.5005846, 13.3477606 52.5005808, 13.3477481 52.5005754, 13.3477373 52.5005687, 13.3477299 52.5005548, 13.3474607 52.5005865, 13.3472239 52.5006143))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,flat,"[1073553976, 3826455785, 1073553819, 3826455778, 192447754, 3826455769, 3826455772, 3826455773, 3826455803, 3826455805, 3826455818, 3826455828, 3826455832, 3826455836, 3826455841, 3826455843, 3826455847, 3826455846, 3826455842, 3826455839, 3826455835, 3826455830, 3826455823, 3826455845, 1073553976]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,18771789,,,,,,,"POLYGON ((13.5068854 52.5132925, 13.5068903 52.5132824, 13.5063194 52.5131783, 13.506291 52.513236, 13.5047071 52.5129471, 13.5046858 52.5129905, 13.5046662 52.5130302, 13.5046459 52.5130714, 13.5046248 52.5131144, 13.5046154 52.5131334, 13.5053476 52.5132669, 13.5053219 52.5133192, 13.5053013 52.513361, 13.5052722 52.5134201, 13.5066948 52.5136795, 13.5067478 52.5135719, 13.5067781 52.5135102, 13.506799 52.5134678, 13.5068162 52.513433, 13.5068393 52.5133859, 13.5068854 52.5132925))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,"[3961889958, 3961889957, 193842070, 193842071, 193842072, 653541422, 653541424, 551616003, 3961861754, 193842073, 193842074, 3961889962, 653553841, 55205531, 193842066, 653553862, 653529954, 653541427, 55203982, 193842067, 3961889958]",2,,,,,,4,lda,Baudenkmal,"09040190,T",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
