element_type,osmid,access,barrier,name,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,amenity,contact:phone,operator,website,wheelchair,contact:email,contact:website,opening_hours,smoking,contact:facebook,contact:instagram,contact:linkedin,contact:twitter,contact:xing,contact:youtube,name:en,phone,wikidata,wikipedia,internet_access,internet_access:fee,not:name,old_name,operator:type,start_date,source,alt_name,name:de,short_name,short_name:en,alt_name_1,short_name:de,toilets:wheelchair,url,name:zh,addr:housename,addr:room,description,note,isced:level,image,internet_access:ssid,email,nodes,description:en,landuse,old_name:2009--2021-09-30,building,building:levels,operator:wikidata,roof:shape,type,operator:wikipedia,heritage,heritage:operator,heritage:website,roof:levels,roof:colour,denomination,religion,wikimedia_commons,building:name,ref:lda,contact:fax,name:cs,building:architecture,building:cladding,building:facade:colour,branch,ref,campus,ways,name:etymology:wikidata,lda:criteria
way,792353691,,,"Lateinamerika-Institut, Zentrale Universitätsverwaltung","POLYGON ((13.3094966 52.4681444, 13.3094966 52.4679418, 13.3097145 52.467809, 13.3097701 52.4677999, 13.309844 52.4678021, 13.3100116 52.4678184, 13.3102687 52.4679954, 13.3103827 52.4680722, 13.3111202 52.468563, 13.3108418 52.4686803, 13.310095 52.4686787, 13.3100934 52.4686286, 13.3100867 52.4684083, 13.3099352 52.4681852, 13.309852 52.4681542, 13.3097287 52.4681444, 13.3094966 52.4681444))",,,,,,,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7405870567, 7409107999, 7409107998, 7409107997, 7409107996, 7409107995, 6580319702, 6580319701, 7409107994, 7405870564, 3946979789, 3946979779, 7405870565, 7405870566, 7405870557, 7405870558, 7405870567]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,808112396,,,,"POLYGON ((13.3058532 52.4591582, 13.3058941 52.4591333, 13.307071 52.4593318, 13.308023 52.4597588, 13.3080563 52.4597771, 13.3080673 52.4598072, 13.3077177 52.4599581, 13.3077248 52.460144, 13.3071693 52.4601674, 13.307157 52.4603918, 13.3063247 52.4603932, 13.3062127 52.4601604, 13.3060472 52.4598597, 13.3059285 52.4595979, 13.3058663 52.4593655, 13.305852 52.4592537, 13.3058532 52.4591582))",,,,,,,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[413331555, 7556762862, 7556762861, 7556762860, 7556762872, 7556762871, 7556762870, 7556762869, 7556762868, 7556762867, 7556762866, 7556762865, 7556762864, 7556762863, 432487841, 413331556, 413331555]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,835478707,,,TU Berlin - Campus Dahlem,"POLYGON ((13.2985335 52.4572425, 13.2983569 52.4569548, 13.298275 52.4567251, 13.2975712 52.4563746, 13.2980523 52.45636, 13.2985271 52.4560394, 13.2984403 52.4557071, 13.2986557 52.4555487, 13.2987109 52.455508, 13.299116 52.4552066, 13.2991715 52.4552268, 13.2993977 52.4554391, 13.29935 52.4556195, 13.2993883 52.4556224, 13.29938 52.4556986, 13.2993389 52.4556959, 13.2992001 52.4565726, 13.3002123 52.4566456, 13.3002708 52.456695, 13.3005306 52.4568018, 13.3005879 52.4568299, 13.299541 52.4577894, 13.2995387 52.4576923, 13.2995195 52.4576269, 13.2994276 52.4574762, 13.2992683 52.4573622, 13.2990751 52.4572855, 13.2988803 52.4572464, 13.2987284 52.4572344, 13.2985414 52.4572498, 13.2985335 52.4572425))",,,,,,,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[314250071, 1628947889, 1628947887, 1628947884, 6513463449, 1628947882, 1628947878, 2932531957, 2932531956, 9170221470, 2932531953, 6027984739, 9170221441, 9170221444, 9170221443, 9170221442, 689828368, 7798330989, 9170221503, 9170221498, 7798331009, 1315432354, 1315432355, 1315432356, 1315432357, 1315432359, 1315432361, 1315432363, 1315432365, 1315432367, 314250071]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,878359762,,,"Institut für Meteorologie, FU Berlin","POLYGON ((13.3104353 52.4587547, 13.3107538 52.458623, 13.3104298 52.4583328, 13.3109122 52.4581286, 13.3109803 52.4581004, 13.3111682 52.4580236, 13.3114587 52.4579119, 13.3108495 52.4573565, 13.3098172 52.4577591, 13.3104161 52.4583244, 13.3103929 52.4583427, 13.3101066 52.4584547, 13.3104353 52.4587547))",,,,,,,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8171495956, 8171495963, 8171495953, 2297930540, 2297930528, 638521446, 8222392095, 8222392094, 8222392092, 8222392096, 8266968880, 8171495959, 8171495956]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,878359763,,,Institut für Theaterwissenschaft,"POLYGON ((13.3072494 52.4591935, 13.307264 52.4592054, 13.3072985 52.4592234, 13.3075099 52.4593113, 13.3076945 52.4593919, 13.3078955 52.4594848, 13.3080002 52.4595317, 13.3081433 52.4595986, 13.3081694 52.4596058, 13.3082009 52.4596079, 13.3082335 52.4596047, 13.3083645 52.4595546, 13.3085938 52.4594654, 13.3087849 52.4593886, 13.3088562 52.4593601, 13.3082471 52.4587892, 13.3078508 52.4589403, 13.3075474 52.4586573, 13.3071529 52.4588133, 13.307244 52.4591779, 13.3072494 52.4591935))",,,,,,,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8171495961, 8171495957, 8171495949, 8171495954, 8171495948, 8171495951, 8171495947, 8171495946, 8171495964, 8171495955, 8171495962, 8171495952, 8171495958, 8171495950, 8171495960, 8171354565, 8171354566, 8171354562, 8171354564, 7556764096, 8171495961]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,884024778,,,Business School Berlin,"POLYGON ((13.3286455 52.4391205, 13.329353 52.4393021, 13.3297822 52.4387036, 13.3290353 52.4385159, 13.3286455 52.4391205))",,,,,,,university,,,http://www.businessschool-berlin-potsdam.de/,limited,,,,,,,,,,,,,Q1017599,de:BSP Business & Law School Berlin,,,,,,,,,,BSP,,,,yes,,,,,,,,,,,"[8221447483, 8221447482, 8221447481, 2119275707, 8221447483]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,887655171,,,,"POLYGON ((13.2970546 52.4536064, 13.2971321 52.4536343, 13.2971658 52.4536493, 13.2971963 52.453668, 13.2972214 52.4536999, 13.2972531 52.4537496, 13.2972724 52.4537756, 13.2972963 52.4537941, 13.2973214 52.453804, 13.2973594 52.453815, 13.2973886 52.453819, 13.2981024 52.4532974, 13.2976986 52.4529584, 13.2970546 52.4536064))",,,,,,,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8252906140, 8252919721, 8252919718, 8252919717, 8252919722, 8252919723, 8252919724, 8252897916, 8252919719, 8252919720, 8252906139, 8252906138, 7554401412, 8252906140]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,887666652,,,,"POLYGON ((13.2965861 52.4525161, 13.2968667 52.4527035, 13.2972569 52.4525505, 13.2970524 52.4523513, 13.2970315 52.4523366, 13.2970068 52.4523304, 13.2969802 52.4523289, 13.296953 52.4523333, 13.2965861 52.4525161))",,,,,,,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8252969973, 7554401435, 8252969974, 8252969983, 8252969977, 8252969980, 8252969972, 8252969982, 8252969973]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,887666653,,,,"POLYGON ((13.2974796 52.4525296, 13.2976736 52.452718, 13.2984109 52.4524262, 13.2982119 52.4522422, 13.2974796 52.4525296))",,,,,,,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8252969979, 8252969976, 8252969981, 8252969971, 8252969979]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,887668839,,,,"POLYGON ((13.2964317 52.4506543, 13.2959872 52.4510617, 13.2964553 52.4515087, 13.2970693 52.4512659, 13.2964317 52.4506543))",,,,,,,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7554401093, 8252965700, 8252965699, 8252965701, 7554401093]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,887668840,,,"Freie Universität Berlin, DFG-Graduiertenkolleg 2638","POLYGON ((13.3010985 52.456237, 13.3007331 52.4563766, 13.3004814 52.4564787, 13.3003159 52.4563221, 13.3001535 52.4561677, 13.300777 52.455927, 13.3007929 52.4559427, 13.3010985 52.456237))",,,,,,,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8252965695, 8252965698, 8252965702, 9170221426, 2932531967, 6027984734, 9170221451, 8252965695]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,887670391,,,,"POLYGON ((13.294579 52.4618158, 13.295139 52.4617192, 13.2951591 52.4617202, 13.2951777 52.4617277, 13.2951854 52.4617423, 13.2951971 52.461853, 13.2952089 52.4619479, 13.295221 52.4620112, 13.2952327 52.4620518, 13.2952443 52.4620809, 13.2949845 52.4621218, 13.2947499 52.4622332, 13.294555 52.4619453, 13.2946396 52.4619325, 13.294579 52.4618158))",,,,,,,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8253027688, 8253027703, 8253027679, 8253027700, 8253027693, 8253027698, 8253027690, 8253027696, 8253027686, 8253027680, 7560770303, 8253027683, 8253027692, 7560770304, 8253027688]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,887671238,,,,"POLYGON ((13.2875578 52.4601263, 13.2883531 52.4601029, 13.2883337 52.4599461, 13.2883296 52.4598338, 13.2883296 52.4597071, 13.2883185 52.4595186, 13.2886779 52.4592663, 13.2885891 52.4592172, 13.2887333 52.4591138, 13.2886725 52.4588488, 13.288614 52.4585851, 13.2882249 52.4586168, 13.2881429 52.4585962, 13.2877348 52.4586289, 13.2878089 52.4590216, 13.2873997 52.4590481, 13.2875578 52.4601263))",,,,,,,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[241890880, 8253027701, 8253027694, 8253027684, 8253027691, 8253027682, 8253027681, 8253027702, 8253027699, 8253027697, 8253027704, 8253027689, 8253027695, 8253027685, 335848046, 335848047, 241890880]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,999576280,,,,"POLYGON ((13.3576962 52.4904568, 13.3577076 52.4907629, 13.3576194 52.4907818, 13.357619 52.4908263, 13.3569123 52.4908464, 13.3569083 52.4907408, 13.3568919 52.4904385, 13.356909 52.4903545, 13.3569339 52.490358, 13.3576962 52.4904568))",,,,,,,university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[721749892, 4754043540, 10128645804, 4754043541, 3092557655, 2808315062, 10128645803, 2808315061, 6753119810, 721749892]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1101392238,,,IRIS Adlershof,"POLYGON ((13.5318777 52.4331748, 13.5310271 52.4337232, 13.5319132 52.4342325, 13.5327664 52.4336914, 13.5318777 52.4331748))",,,,,,,university,,,https://www.iris-adlershof.de/,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10079189119, 10079189120, 1976653179, 1976653177, 10079189119]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1114830768,,,Medical School Berlin,"POLYGON ((13.3286455 52.4391205, 13.3278518 52.4389112, 13.3282123 52.4383043, 13.3290353 52.4385159, 13.3286455 52.4391205))",,,,,,,university,,,https://www.medicalschool-berlin.de/hochschule/,,,,,,,,,,,,,,,,,,,,,,,,,MSB,,,,,,,,,,,,,,,"[8221447483, 10196494531, 10196494530, 2119275707, 8221447483]",,,,,,Q1916267,,,MSB_Medical_School_Berlin,,,,,,,,,,,,,,,,,,Siemens Villa,,,
relation,1273140,,,Technische Universität Berlin,"MULTIPOLYGON (((13.315092 52.457039, 13.3161876 52.4565962, 13.3162784 52.4566796, 13.3169225 52.4572715, 13.3159604 52.4576603, 13.3157123 52.4574324, 13.3155788 52.4574863, 13.315092 52.457039)), ((13.3202848 52.5132052, 13.3206195 52.5131007, 13.3206635 52.5130834, 13.3207123 52.5130541, 13.3207311 52.5130248, 13.3207321 52.5130003, 13.3207188 52.5129726, 13.3206663 52.5129068, 13.3205987 52.5127972, 13.320579 52.5127725, 13.3205327 52.5127453, 13.3204732 52.5127341, 13.319801 52.5126905, 13.319785 52.5127795, 13.3197585 52.5129265, 13.3191667 52.5128894, 13.3191289 52.5131095, 13.3194082 52.5131289, 13.3193603 52.5134151, 13.3197595 52.5133363, 13.3200252 52.5132738, 13.3202848 52.5132052)), ((13.3217604 52.5185935, 13.3209509 52.518995, 13.3211037 52.5191127, 13.32117 52.5191607, 13.3212136 52.5191944, 13.3214428 52.5193704, 13.3216228 52.5195068, 13.3213764 52.5196264, 13.3212779 52.5196721, 13.321188 52.5197146, 13.3212712 52.5198363, 13.3213498 52.5199385, 13.3213889 52.519996, 13.3212575 52.52006, 13.3210084 52.5201779, 13.3208465 52.5202552, 13.3207551 52.5203001, 13.3209621 52.5204608, 13.3212435 52.5206762, 13.3214113 52.5207562, 13.321639 52.5208548, 13.3217162 52.5208303, 13.3218601 52.5207859, 13.3222616 52.5206663, 13.322547 52.5205805, 13.3225517 52.520554, 13.3226405 52.5201829, 13.322667 52.5200614, 13.3226861 52.5199878, 13.3227412 52.5197591, 13.3227277 52.5197625, 13.3226953 52.5197224, 13.3226738 52.519698, 13.3225273 52.5195228, 13.3225086 52.5195004, 13.3224616 52.5194441, 13.3223729 52.5193371, 13.3222882 52.5192339, 13.3222547 52.5191935, 13.3221979 52.5191251, 13.3221761 52.5190981, 13.3221017 52.5190075, 13.3219548 52.518831, 13.3218741 52.5187332, 13.3217604 52.5185935)), ((13.3217933 52.5145684, 13.3217929 52.514563, 13.321806 52.5144868, 13.3218197 52.5144075, 13.3218282 52.5143583, 13.3217021 52.5143497, 13.3205601 52.5142716, 13.3205377 52.5143473, 13.3205011 52.514373, 13.3205143 52.5146042, 13.3207407 52.5148854, 13.3217933 52.5145684)), ((13.3234967 52.5171154, 13.3240688 52.5169384, 13.3237179 52.5165159, 13.3233825 52.516117, 13.3233744 52.5161085, 13.3228227 52.5162911, 13.3234967 52.5171154)), ((13.327052 52.51074, 13.3266604 52.5102435, 13.3269123 52.5101639, 13.3267736 52.5100005, 13.326737 52.510011, 13.3267181 52.5099899, 13.3266984 52.5099674, 13.3266784 52.5099733, 13.32664 52.5099265, 13.3266953 52.5099086, 13.3266694 52.509877, 13.3265072 52.509684, 13.3264904 52.5096808, 13.3264662 52.5096536, 13.3264755 52.5096369, 13.3264851 52.5096341, 13.3264767 52.5096249, 13.326471 52.5096163, 13.3263427 52.5094594, 13.3263251 52.5094415, 13.3263102 52.5094459, 13.3262065 52.5093269, 13.3261735 52.5092514, 13.3259721 52.5093678, 13.3256297 52.5096056, 13.3252963 52.5098959, 13.3250507 52.5101692, 13.3249125 52.5102145, 13.3248967 52.5102456, 13.3249114 52.5102618, 13.3248753 52.5102731, 13.3248377 52.5102856, 13.324815 52.5102573, 13.3243232 52.5106029, 13.3238233 52.5109523, 13.3237708 52.5109821, 13.3236738 52.5110496, 13.3236801 52.5110567, 13.3236456 52.5110828, 13.3235459 52.5111405, 13.323268 52.5113232, 13.3232574 52.5113164, 13.3230834 52.5114387, 13.3233034 52.5115659, 13.3226421 52.5119088, 13.3227877 52.512014, 13.3233395 52.5124145, 13.3252119 52.5125371, 13.3256261 52.5125642, 13.3268115 52.5126347, 13.3279867 52.5127035, 13.3301872 52.5128428, 13.3303335 52.5125802, 13.3304206 52.5124907, 13.3304693 52.5124407, 13.330631 52.5123329, 13.3306616 52.5123125, 13.3308099 52.5122483, 13.3309732 52.5121376, 13.3308905 52.5120073, 13.3308858 52.5119998, 13.3308817 52.5119934, 13.330866 52.5119686, 13.3308163 52.5118925, 13.3307293 52.5117671, 13.3302314 52.5110793, 13.330077 52.5108636, 13.329846 52.5105532, 13.3294266 52.5100012, 13.3294019 52.5100089, 13.3289778 52.5101402, 13.3289298 52.5100902, 13.3288874 52.5101385, 13.3288621 52.5101798, 13.3272862 52.5106657, 13.327052 52.51074)), ((13.3281344 52.5143566, 13.3287395 52.5140858, 13.3295967 52.51378, 13.3296757 52.5137393, 13.3297373 52.5136967, 13.3297665 52.5136578, 13.3297667 52.5136207, 13.3297522 52.5135907, 13.3297332 52.51357, 13.3297093 52.5135557, 13.327826 52.5134293, 13.3266917 52.5133561, 13.3265038 52.5133439, 13.3261724 52.5133223, 13.3256345 52.5132864, 13.324418 52.5132083, 13.324311 52.513201, 13.3241815 52.5131933, 13.32408 52.5131808, 13.3240279 52.5131702, 13.3239383 52.5131499, 13.323856 52.5131256, 13.3238015 52.5130995, 13.3234314 52.513078, 13.3234082 52.513216, 13.3231835 52.5132007, 13.3229539 52.5131851, 13.3229382 52.5132828, 13.3228905 52.5135745, 13.3228709 52.5136949, 13.3227299 52.5144738, 13.3227222 52.5145284, 13.3228996 52.5146905, 13.3242007 52.5162578, 13.3242905 52.5162193, 13.324298 52.5161806, 13.3243175 52.5160795, 13.3243204 52.5160618, 13.3248454 52.516098, 13.324868 52.5160995, 13.3258036 52.5161639, 13.3258506 52.516194, 13.3259719 52.5161132, 13.3262346 52.5159323, 13.3263185 52.5158746, 13.3265861 52.515682, 13.326638 52.5156447, 13.3268658 52.5154808, 13.3270248 52.5153258, 13.3270338 52.5153163, 13.3274171 52.5149335, 13.3276779 52.5147263, 13.3276068 52.5146871, 13.327839 52.5145269, 13.3281344 52.5143566)), ((13.3311755 52.5118567, 13.3313706 52.5121319, 13.3322008 52.51193, 13.3328311 52.5117889, 13.3337882 52.5115771, 13.3340509 52.5115149, 13.3343382 52.5114493, 13.3342573 52.511313, 13.3341123 52.5112158, 13.3339155 52.511097, 13.3337009 52.5109795, 13.3334407 52.5108587, 13.3331903 52.5107557, 13.3330035 52.5106881, 13.3327176 52.5105986, 13.3324885 52.5105379, 13.3322454 52.5104799, 13.3318023 52.5103989, 13.3318345 52.5103645, 13.3316775 52.5103067, 13.331585 52.5103094, 13.3314984 52.5103005, 13.3314064 52.5102766, 13.3314358 52.5102698, 13.3313718 52.5102535, 13.3311403 52.5101949, 13.3308351 52.5098007, 13.3306184 52.509864, 13.3300535 52.510025, 13.3299867 52.5100441, 13.3299098 52.5100661, 13.3300658 52.5102841, 13.3306117 52.5110444, 13.3307112 52.5111802, 13.3308755 52.5114067, 13.3311755 52.5118567)), ((13.336449 52.5120755, 13.336565 52.5120202, 13.3364926 52.5119786, 13.3364858 52.5119443, 13.3364789 52.5119099, 13.3364601 52.5117538, 13.3363842 52.5115975, 13.3363191 52.5114879, 13.3364122 52.5114669, 13.3365375 52.5114387, 13.3365115 52.5113937, 13.3364042 52.5114185, 13.336302 52.5114433, 13.336308 52.5114544, 13.3355217 52.5116329, 13.3355114 52.5116463, 13.3354418 52.5116599, 13.3353672 52.5116758, 13.3350932 52.5117341, 13.3349688 52.5117844, 13.3341772 52.5119292, 13.3332481 52.512123, 13.3329005 52.5122122, 13.3327157 52.5122938, 13.3326763 52.5123483, 13.332642 52.5123772, 13.3326457 52.5124134, 13.3325672 52.5124301, 13.3325505 52.5124376, 13.3325371 52.5124472, 13.3325285 52.5124567, 13.3325232 52.5124671, 13.3325213 52.51248, 13.3325244 52.5124928, 13.3325319 52.5125046, 13.3325437 52.5125151, 13.3325598 52.512524, 13.3325789 52.5125304, 13.3326005 52.5125339, 13.3326228 52.5125341, 13.3326806 52.5125236, 13.3327443 52.5125497, 13.3329541 52.5125588, 13.3329696 52.5125715, 13.3331646 52.5126003, 13.3332443 52.5126354, 13.3332841 52.5126427, 13.3334098 52.5126396, 13.3337614 52.5126545, 13.3342593 52.5126421, 13.3346623 52.5125981, 13.3348762 52.5125626, 13.3349937 52.5125243, 13.3353144 52.5124682, 13.3354418 52.5124724, 13.3358053 52.5123806, 13.336046 52.5122849, 13.336449 52.5120755)))",,,,,,,university,,,,,,,,,,,,,,,,,Q51985,,,,,,,,,TU Berlin,,,,,,,,,,,,,,,,,"[[[5986033801, 5986033800, 8222990805, 5986033799, 5986033798, 5986033797, 5986033796, 5986033801], [281764078, 2747929710, 2747929709, 2747929707, 2747929705, 2747929700, 2747929694, 2747929683, 2747929682, 2337964370, 2337964369, 2040407983, 10856642394, 10856642395, 281764070, 10856642393, 2748032821, 2040407986, 10856642396, 10856642397, 281764069, 281764068, 281764067, 313020937, 281764066, 6411606264, 6411606263, 313020939, 10292915902, 3816665484, 10292915901, 313020940, 10292915900, 3816662548, 10292915899, 313020941, 10292915898, 3816662546, 10292915897, 313020943, 281764087, 6411606262, 281764086, 6411606261, 6411606260, 281764085, 6411606265, 6411606259, 281764084, 281764083, 281764082, 6411606281, 6411606280, 6411606279, 281764081, 281764080, 281764079, 281764078], [2141417883, 5835892927, 5835892926, 6329139079, 1440831307, 2141417872, 3639049559, 2141417877, 1102612177, 932304753, 1102611902, 2141417883], [2065208368, 2065208367, 2513403023, 2065208365, 3788539069, 2065208366, 2065208368], [1196579397, 1196579405, 3804638180, 4782539936, 4782539935, 4782539925, 4782539926, 4782539927, 1196579398, 4782539933, 4782539932, 4782539934, 1757437087, 1757437091, 1757437099, 512436463, 4782539931, 4782539930, 1196579395, 3804638184, 3804638188, 1196579397], [990184738, 617003918, 1214929572, 9318119669, 1608423634, 1048793024, 1048791479, 6703085053, 616290755, 6703085042, 5349493031, 5349493044, 5349493045, 3724856636, 5349476827, 5349476826, 5349476825, 5349476620, 616290766, 616290770, 1714451264, 7532638639, 1038522323, 1038522608, 990184758, 617009991, 990184704, 990184725, 1714451211, 616165190, 1039765244, 616165188, 616290726, 1608452360, 1039764987, 616290719, 1039765089, 1214929579, 616290703, 4028148393, 616290702, 1039765003, 1039764905, 990184760, 990184738], [3763474767, 3763474773, 3763474771, 10921227579, 10921227578, 3788959231, 3788959232, 10921227577, 10921227576, 3788959230, 3355043959, 1195521927, 3354184079, 3788959233, 2847829207, 364309952, 766605868, 3788959234, 1363248028, 3788959235, 364309955, 388582569, 9901424882, 2847865000, 364309957, 3355043983, 364309960, 3355043981, 364309961, 3355043965, 290001050, 738405646, 10567876502, 3763541363, 364309964, 1023960759, 1836538758, 3763485671, 5335567130, 5335567797, 3763541371, 3763541372, 3639905033, 5313850767, 3763473748, 5313850766, 5313850765, 3763473751, 3763474758, 5335594222, 3763474760, 3763474762, 3763474764, 3763474766, 3763474767], [3205929189, 281787663, 251105933, 3643456202, 26704449, 3643448786, 251105932, 251105931, 324757353, 9784659968, 9781056809, 9784659967, 9780981031, 3369118062, 3369118063, 3369118064, 3369118061, 3369118042, 3369118059, 400912817, 3369118058, 643370054, 3369118057, 5913258501, 5912238770, 3369118066], [3369118066, 3369118068, 3369118067, 10090377471, 10090377470, 3407707824, 10090377468, 10090377469, 10090377467, 10090377466, 3407707825, 10090377463, 10090377462, 10090377461, 10090377460, 3415517127, 5913437021, 3203126158, 313007007, 10090377401, 10090377402, 3203126662, 3203126160, 272365306, 1350487116, 254694288, 1836538658, 1836538662, 1836538663, 2130603483, 2130603469, 1836538664, 1836538661, 3220151619, 254694286, 1836538710, 2086373620, 1836538721, 2130603540, 3643413608, 2130603548, 9847644375, 254695164, 254695165, 254695166, 254695167, 281787665, 3369315309, 3205782637, 1837647517, 3205929189], [315053484, 2816131214, 5781653513, 5781653512, 5781653511, 5781653503, 3231676712, 3231676711, 5781642834, 6242715246, 6242715247, 6242715245, 3231676710, 6242715240, 3228997398, 6242715239, 3228997395, 2756867512, 3229000841, 3229000838, 3229000839, 3229000837, 3229000836, 6242715241, 6976530789, 6242715242, 6242715243, 3779310094, 3779302558, 6976530791, 3779302559, 3779324205, 3779302557, 2816131206, 3897866648, 315053484]]]",,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,"[634256702, 270675907, 204128041, 196167025, 103627716, 85409959, 116904495, 11634640, 314546449, 270684464]",,
relation,1470068,,,,"POLYGON ((13.2952192 52.4613357, 13.295252 52.4614146, 13.2953109 52.461406, 13.2952968 52.4612575, 13.2952367 52.461256, 13.2952146 52.461004, 13.2952232 52.4610037, 13.2952192 52.4609553, 13.2950399 52.4609611, 13.2950064 52.4608868, 13.2943094 52.4609935, 13.2942764 52.460909, 13.294367 52.4608955, 13.2943067 52.4607513, 13.2934709 52.4608775, 13.2935298 52.4610244, 13.2935837 52.4610162, 13.2937315 52.4613807, 13.2936919 52.4613865, 13.2937024 52.4614145, 13.2937441 52.4614086, 13.2937716 52.4614694, 13.2936786 52.4614841, 13.2937357 52.4616247, 13.2952156 52.4613974, 13.2951905 52.4613393, 13.2952192 52.4613357), (13.2941168 52.4613553, 13.2939318 52.4613844, 13.2938657 52.4612277, 13.2940536 52.4611992, 13.2941168 52.4613553), (13.2936247 52.4610101, 13.2942685 52.4609158, 13.2943351 52.4610785, 13.2936952 52.4611803, 13.2936247 52.4610101), (13.2946078 52.4611128, 13.2947928 52.4610851, 13.2948558 52.4612413, 13.2946762 52.4612696, 13.2946078 52.4611128))",Berlin,DE,20,14195,Koserstraße,Dahlem,university,,Freie Universität Berlin,,,,,,,,,,,,,,,,,,,,,,,Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,"[[[1197435467, 1197440142, 1197436081, 1197438830, 1197441250, 1197437483, 1197437559, 1197439870, 1197435677, 1197438464, 1197439547, 1197435068, 1197436736, 1197439362, 1197434635, 1197437894, 1197440187, 6514676297, 6514676298, 1197436164, 1197438903, 1197433843, 1197438705, 1197441109, 1197437399, 1197439723, 1197435467], [1197440387, 1197438520, 1197440909, 1197437209, 1197440387], [1197435808, 1197440427, 1197436483, 1197439167, 1197435808], [1197437750, 1197435262, 1197438226, 1197440533, 1197437750]]]",,,,yes,,,,multipolygon,,,,,,,,,,,,,,,,,,,,"[103716475, 103716391, 103716159, 103716082]",,
