element_type,osmid,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,wheelchair,access,source,contact:website,name,addr:housename,amenity,note,opening_hours,check_date,height,min_height,tourism,capacity,nodes,building,building:levels,roof:levels,building:shape,leisure,postal_code,roof:colour,roof:shape,sport,website,wikidata,wikimedia_commons,wikipedia,operator,roof:material,short_name,wheelchair:description,community_centre,phone,contact:phone,heritage,heritage:operator,internet_access,internet_access:fee,lda:criteria,ref:isil,ref:lda,toilets:wheelchair,building:colour,addr:inclusion,contact:email,contact:fax,fee,name:en,name:nl,alt_name,building:material,brand,brand:wikidata,office,social_facility,social_facility:for,name:de,source:addr,start_date,government,alt_name:es,construction:tourism,name:fr,name:ru,old_name,community_centre:for,roof:height,year_of_construction,building:facade:material,email,image,opening_hours:signed,architect,architect:wikidata,operator:wikidata,operator:wikipedia,ref,building:use,building:name,theatre:genre,description,smoking,nohousenumber,check_date:opening_hours,noname,building:min_level,denomination,religion,healthcare,facebook,fax,max_age,min_age,museum,name:fa,operator:type,fixme,layer,source:height,disused:building,contact:facebook,disused:information,disused:name,disused:tourism,disused:amenity,disused:community_centre:for,instagram,changing_table,drinking_water,noaddress,unisex,wheelchair:step_height,building:architecture,castle_type,heritage:website,historic,roof:orientation,emergency,name:es,name:he,name:it,description:de,ways,type,official_name,not:historic,not:name,blind:description:de,name:prefix,townhall:type
way,23462698,"POLYGON ((13.3506768 52.4842392, 13.3501353 52.4839742, 13.350165 52.4839516, 13.3501601 52.4839496, 13.3502174 52.483906, 13.3502506 52.4838813, 13.3502796 52.4838957, 13.3503139 52.4838685, 13.3506382 52.4840271, 13.3506033 52.4840536, 13.350636 52.4840698, 13.3507715 52.483967, 13.3507855 52.4839737, 13.3508279 52.4839385, 13.3508994 52.4839737, 13.3509504 52.4839987, 13.3509056 52.4840329, 13.350931 52.4840452, 13.3507487 52.4841843, 13.3506768 52.4842392))",Berlin,DE,40,10827,Hauptstraße,Schöneberg,yes,,,https://www.berlin.de/stadtbibliothek-tempelhof-schoeneberg/bibliotheken/mittelpunktbibliothek-schoeneberg/,Theodor-Heuss-Bibliothek,,library,,Mo-Fr 10:00-19:00; Sa 11:00-16:00,,,,,,"[3858738901, 3858738714, 3858738706, 3858738705, 3858738694, 3858738689, 3858738692, 3858738683, 3858738743, 3858738858, 3858738866, 3858738709, 3858738713, 3858738703, 6326882093, 3858738725, 3858738745, 3858738750, 4682876583, 3858738901]",civic,2,,,,,#a1a7a5,flat,,,Q28681428,,,,,,,,,+49 30 902774574,,,wlan,,,DE-B704,,,#6e4e47,,,+49 30 902772814,,,,Mittelpunktbibliothek Schöneberg,brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23462699,"POLYGON ((13.3498913 52.4837496, 13.3498237 52.4837181, 13.3498087 52.48373, 13.3498131 52.4837322, 13.3498043 52.4837386, 13.3497954 52.483734, 13.349796 52.4837325, 13.3497926 52.4837317, 13.3497857 52.4837362, 13.3498318 52.4837583, 13.3496106 52.4839305, 13.3494572 52.4838571, 13.3494885 52.4838327, 13.349427 52.4838034, 13.349403 52.4838221, 13.3491798 52.4837157, 13.3492293 52.4836768, 13.3492353 52.4836797, 13.3492544 52.4836646, 13.349249 52.4836621, 13.3493004 52.4836213, 13.3495264 52.4837272, 13.349497 52.4837506, 13.3495139 52.4837586, 13.3495248 52.4837512, 13.3495463 52.4837628, 13.3495375 52.4837697, 13.3495575 52.4837792, 13.3496781 52.4836852, 13.3497303 52.4837101, 13.3497373 52.4837046, 13.3497294 52.4837008, 13.3498986 52.4835701, 13.3498074 52.4835259, 13.3498363 52.4835037, 13.3498539 52.4835123, 13.3499472 52.4834415, 13.3498924 52.4834146, 13.3498937 52.483412, 13.3498173 52.4833722, 13.3498149 52.4833679, 13.3498163 52.4833644, 13.3498183 52.4833628, 13.3497981 52.4833522, 13.3497961 52.4833475, 13.349798 52.4833432, 13.3498146 52.4833314, 13.3498124 52.4833288, 13.3498445 52.4833062, 13.349849 52.483307, 13.3498788 52.4832857, 13.3499062 52.4832998, 13.349933 52.4832806, 13.3499939 52.4833122, 13.3500173 52.4832954, 13.3501077 52.4833424, 13.3500849 52.4833588, 13.3501384 52.4833866, 13.3503251 52.4834836, 13.3501554 52.4836051, 13.350054 52.4835522, 13.3500157 52.4835547, 13.3500011 52.4835674, 13.3500252 52.4835796, 13.3500267 52.4835844, 13.3499648 52.4836338, 13.3500099 52.4836548, 13.3498913 52.4837496))",,,,,,,,,,,,,,,,,,,,,"[3858738427, 3858738417, 3858738420, 3858738422, 3858738426, 3858738424, 3858738423, 3858738421, 3858738425, 3858738433, 3858738702, 3858738681, 3858738671, 3858738660, 3858738668, 3858738416, 3858738402, 3858738404, 3858738400, 3858738399, 3858738392, 3858738419, 3858738428, 3858738434, 3858738429, 3858738435, 3858738439, 3858738448, 3858738405, 3858738415, 3858738412, 3858738408, 3858738381, 3858738368, 3858738365, 3858738367, 3858738358, 3858738357, 3858738056, 3858738052, 3858738051, 3858738048, 3858738047, 3858738043, 3858738042, 3858738038, 3858738031, 3858738030, 3858738018, 3858738019, 3858738012, 3858738015, 3858738011, 3858738022, 3858738014, 3858738037, 3858738045, 6326882092, 3858738361, 3858738389, 3858738375, 3858738376, 3858738380, 3858738384, 3858738385, 3858738394, 3858738398, 3858738427]",civic,3,1,,,,,,,,,,,,,,,,,,4,lda,,,Baudenkmal,,09066527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23540467,"POLYGON ((13.463822 52.4695792, 13.4645513 52.4699625, 13.4645551 52.4699598, 13.4645998 52.4699833, 13.4646029 52.4699842, 13.4646061 52.4699848, 13.4646096 52.4699851, 13.4646133 52.469985, 13.4646165 52.4699845, 13.4646197 52.4699836, 13.4646227 52.4699824, 13.4646253 52.4699808, 13.4647142 52.469918, 13.4647477 52.4699357, 13.4649357 52.4698029, 13.4651875 52.4696251, 13.4651349 52.4695974, 13.4651705 52.4695722, 13.4651419 52.4695572, 13.4651472 52.4695535, 13.465142 52.4695508, 13.4651015 52.4695794, 13.4648488 52.4694465, 13.464737 52.4695255, 13.4647258 52.4695334, 13.4645487 52.4696584, 13.4646978 52.4697367, 13.4647035 52.4697327, 13.464715 52.4697388, 13.4645775 52.4698359, 13.4645694 52.4698316, 13.4645672 52.4698332, 13.4640992 52.4695872, 13.4643064 52.4694408, 13.4642776 52.4694257, 13.4642883 52.4694181, 13.4641589 52.4693502, 13.4639046 52.4695297, 13.4638576 52.469505, 13.463853 52.4695083, 13.4638586 52.4695112, 13.4638336 52.4695289, 13.4638752 52.4695507, 13.4638345 52.4695795, 13.4638271 52.4695756, 13.463822 52.4695792))",Berlin,DE,282,12057,Sonnenallee,Neukölln,yes,,,,Agentur für Arbeit Berlin Süd,,job_centre,,"Mo,Tu 08:00-13:00; We,Fr 08:00-12:30; Th 08:00-18:00",,,,,,"[254907502, 2277913520, 2277913519, 2277913522, 2277913524, 2277913526, 2277913528, 2277913527, 2277913525, 2277913523, 2277913521, 254907503, 2277913517, 2277913518, 7294162636, 254907504, 2277913512, 2277913508, 2277913507, 2277913506, 2277913505, 2277913510, 254907506, 2277913500, 2277913503, 254907507, 254907508, 2277913513, 2277913514, 2277913516, 2277913515, 254907509, 254907510, 254907511, 2277913496, 2277913495, 254907512, 2277913502, 2277913497, 2277913498, 2277913499, 2277913501, 2277913504, 2277913511, 2277913509, 254907502]",civic,7,0,,,,,flat,,,,,,,,,,,,,,,,,,,,,white,,,,,,,,,Agentur für Arbeit,Q1478016,employment_agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23695810,"POLYGON ((13.544993 52.5228988, 13.5451774 52.5228981, 13.5451765 52.5223023, 13.5449936 52.5223004, 13.544993 52.5228988))",,,,,,,,,,,,,,,,,,,,,"[256583750, 256583751, 1816400125, 10201051001, 256583750]",civic,3,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23950190,"POLYGON ((13.5712188 52.4016117, 13.5712347 52.4015776, 13.5711672 52.4015658, 13.5711575 52.4015865, 13.5711518 52.4015986, 13.5709556 52.4015604, 13.5706372 52.4014978, 13.5706421 52.4014898, 13.5706452 52.4014849, 13.5706496 52.4014742, 13.5706392 52.4014628, 13.5706208 52.4014558, 13.5706016 52.4014546, 13.5705805 52.4014581, 13.5705698 52.4014681, 13.5705633 52.4014839, 13.5702273 52.4014185, 13.5701993 52.401413, 13.5701454 52.4015255, 13.5712428 52.4017383, 13.5712989 52.4017492, 13.5712461 52.4018628, 13.5712134 52.4018577, 13.5711616 52.4019693, 13.5713566 52.4020024, 13.5714948 52.4016865, 13.5715033 52.4016671, 13.5712188 52.4016117))",Berlin,,33,12526,Dahmestraße,,,,,,Heim im Kiez,,social_facility,,,,,,,,"[8891156384, 8891156385, 8891156386, 8891156383, 8891156387, 8891156399, 8891156397, 8891156389, 8891156390, 8891156391, 8891156392, 8891156393, 8891156394, 8891156395, 8891156396, 8891156398, 8891156382, 259626545, 259626546, 8891156388, 259626547, 2469690612, 2469690599, 259626548, 259626549, 8891156381, 259626550, 8891156384]",civic,2,,,,,,hipped,,,,,,Unionhilfswerk Soziale Dienste gemeinnützige GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,shelter,homeless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24030135,"POLYGON ((13.5742415 52.4145964, 13.5745716 52.4142421, 13.574382 52.4141764, 13.574052 52.4145307, 13.5742415 52.4145964))",Berlin,,56-58,12527,Wassersportallee,,,,,,Gemeinschaftsunterkunft Wassersportallee,,social_facility,,,,,,,,"[2352095459, 260603608, 260603609, 2352095457, 2352095459]",civic,,,,,,,,,,,,,CJD Berlin-Brandenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,shelter,refugee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24042988,"POLYGON ((13.4741047 52.4817344, 13.4742729 52.4816236, 13.4738778 52.4814001, 13.4741719 52.4812063, 13.4740061 52.4811125, 13.4736921 52.4813193, 13.4737563 52.4813557, 13.473608 52.4814534, 13.4741047 52.4817344))",,,,,,,,,,,,,,,,,,,,,"[260744701, 260744702, 260744703, 260744704, 260744705, 3599133137, 260744706, 3599133141, 260744701]",civic,3,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24042993,"POLYGON ((13.4743525 52.4815499, 13.4745084 52.4814461, 13.4743784 52.4813737, 13.4742225 52.4814775, 13.4743525 52.4815499))",,,,,,,,,,,,,,,,,,,,,"[260744749, 260744750, 260744751, 260744752, 260744749]",civic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24045952,"POLYGON ((13.3581505 52.5084548, 13.3580868 52.5083344, 13.3579771 52.5081271, 13.357175 52.5082844, 13.3573484 52.508612, 13.3581505 52.5084548))",Berlin,DE,"12,14,16",10785,Hiroshimastraße,Tiergarten,yes,,,,Vertretung des Landes Nordrhein-Westfalen beim Bund,,,,,,,,,,"[260772870, 437552753, 260772871, 260772872, 260772873, 260772870]",civic,,,,,,,,,https://www.mbem.nrw/de/lv-bund,Q2519138,,,,,,Der Eingang ist ohne Hindernisse zu erreichen. Der Aufzug ist befahrbar (Bedienelemente gut erreichbar). In jedem Stock befindet sich je eine nicht höhenverstellbare behindertengerechte Toilette. Die WC-Türen gehen nach außen ziemlich schwer auf.,,,,,,,,,,,yes,,,,,,Representative Office of North Rhine-Westphalia,,Landesvertretung Nordrhein-Westfalen,,,,,,,Vertretung des Landes Nordrhein-Westfalen beim Bund,Geoportal Berlin / Hauskoordinaten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24052143,"POLYGON ((13.5055336 52.5042762, 13.5055913 52.5044313, 13.5054227 52.5044546, 13.5053266 52.5041966, 13.5054953 52.5041734, 13.5055336 52.5042762))",,,,,,,,,,,,,,,,,,,,,"[260876555, 260876556, 260876557, 260876559, 6156546032, 260876555]",civic,1,0,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24154974,"POLYGON ((13.5501163 52.4390839, 13.5502166 52.4389825, 13.5499432 52.4388836, 13.549951 52.4388756, 13.5498947 52.4388552, 13.5499031 52.4388465, 13.5498604 52.438831, 13.549852 52.4388397, 13.5497923 52.4388182, 13.5497845 52.4388262, 13.549521 52.4387308, 13.5494288 52.4388305, 13.5496898 52.4389274, 13.5496825 52.4389348, 13.5498358 52.4389917, 13.5498431 52.4389844, 13.5499274 52.4390156, 13.5499613 52.4390275, 13.5501163 52.4390839))",,,,,,,,,,,Kulturzentrum Alte Schule,,community_centre,,,,,,,,"[3155349746, 1978624793, 4191230447, 4191230446, 4191230445, 4191230444, 4191230442, 4191230443, 4191230440, 4191230441, 261657680, 261657681, 4191230449, 4191230450, 4191230453, 4191230451, 1978624307, 1978624308, 3155349746]",civic,2,1,,,,,gabled,,,,,,,,,,cultural_centre,,,4,lda,,,Baudenkmal,,09045282,,,,,,,,,,,,,,,,,,1892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24247731,"POLYGON ((13.3882493 52.5131415, 13.388307 52.513145, 13.3883707 52.5131488, 13.3884574 52.5131541, 13.3884438 52.5132415, 13.3883585 52.5132363, 13.3883474 52.5132356, 13.388304 52.5134998, 13.3883336 52.5135016, 13.3883987 52.5135055, 13.3883838 52.5135928, 13.3883182 52.5135887, 13.388238 52.5135836, 13.38771 52.5135504, 13.3877066 52.5135689, 13.3876874 52.5136727, 13.3878109 52.5136806, 13.3880691 52.5136972, 13.3882186 52.5137068, 13.3885482 52.5137279, 13.388832 52.5137461, 13.3891758 52.5137681, 13.3891981 52.5136332, 13.3892303 52.5134387, 13.3892544 52.5132929, 13.389277 52.5131563, 13.3892888 52.5130848, 13.3891802 52.5130776, 13.3889568 52.5130628, 13.3885409 52.5130352, 13.3883265 52.513021, 13.3882696 52.5130172, 13.3882528 52.5131203, 13.3882493 52.5131415))",,,,,,,,,,,,,,,,,,,,,"[4185833510, 4683353418, 4185833512, 3792738026, 3792738034, 4185833524, 262529661, 262529662, 4185833559, 3792738015, 3792738028, 4185833565, 4683353419, 367942402, 3792738024, 3792738032, 542892010, 542892009, 3792738025, 542892011, 542892012, 262529615, 535092067, 535092068, 535092070, 535092071, 262529614, 542892776, 542892777, 542892778, 3792738018, 367942407, 3792738022, 4185833510]",civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24264054,"POLYGON ((13.4563683 52.5173992, 13.4563083 52.5173385, 13.4562885 52.5173458, 13.4562364 52.5172931, 13.456256 52.5172859, 13.4562277 52.5172573, 13.4562083 52.5172645, 13.4559353 52.5169883, 13.4559498 52.5169829, 13.4558113 52.5168427, 13.4557965 52.5168481, 13.4555883 52.5169247, 13.4560278 52.5173694, 13.4560442 52.5173634, 13.4561032 52.5174231, 13.4560856 52.5174296, 13.4561389 52.5174835, 13.4563683 52.5173992))",,,,,,,,,,,,,,,,,,,,,"[262698959, 5747573895, 5747573892, 5747573893, 5747573894, 4612258956, 4612258958, 4612258954, 4612258953, 4612258952, 262698960, 262698961, 5747573897, 5747573899, 5747573898, 5747573896, 262698962, 262698959]",civic,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24314976,"POLYGON ((13.3879606 52.5241588, 13.388235 52.5241786, 13.3882243 52.5242342, 13.3894249 52.5243029, 13.3894934 52.523922, 13.3895704 52.5239256, 13.3896255 52.5235973, 13.388772 52.5235402, 13.3887649 52.5235957, 13.3883202 52.5235709, 13.3883043 52.5236616, 13.3882927 52.5237281, 13.3880316 52.5237144, 13.3879981 52.5239064, 13.3879705 52.5239136, 13.3879669 52.5239321, 13.3879631 52.5239523, 13.3879879 52.5239672, 13.3879606 52.5241588))",,,,,,,,,,,,,,,,,,,,,"[263577231, 263577232, 263577233, 263577234, 263577235, 263577236, 263577237, 263577238, 263577239, 263577240, 7072838947, 263577241, 263577242, 4330822540, 4330822539, 4330822541, 4330822538, 4330822537, 263577231]",civic,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24921078,"POLYGON ((13.7154194 52.4315863, 13.7153226 52.4312587, 13.7155288 52.431235, 13.7155697 52.4313704, 13.7155946 52.4313678, 13.7156545 52.4314574, 13.7157224 52.4314505, 13.7157195 52.4314419, 13.7158251 52.4314304, 13.7158277 52.4314379, 13.7158937 52.4314315, 13.7158991 52.4313346, 13.715922 52.431332, 13.7158846 52.4311968, 13.716093 52.4311752, 13.7161575 52.4313995, 13.7161639 52.4314218, 13.7161871 52.4315024, 13.7159173 52.4315313, 13.7159195 52.431545, 13.7156937 52.4315698, 13.7156894 52.4315567, 13.7154194 52.4315863))",,,,,,,,,,,,,,,,,,,,,"[270793597, 270793598, 270906207, 270906208, 5355399472, 5355399473, 5355399441, 5355399442, 5355399444, 5355399443, 5355399470, 5355399471, 270906209, 270906210, 270793599, 5355399453, 5355399460, 270793600, 5355399466, 5355399469, 5355399468, 5355399467, 270793597]",civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24929289,"POLYGON ((13.7164373 52.4311937, 13.7166414 52.4311718, 13.7166872 52.43133, 13.7168237 52.4313153, 13.7168213 52.4313071, 13.7169241 52.431296, 13.7169262 52.4313034, 13.7170602 52.431289, 13.7170145 52.4311311, 13.7172234 52.4311086, 13.7172683 52.4312639, 13.7172747 52.4312858, 13.7172982 52.4313672, 13.7170144 52.4313977, 13.7170179 52.4314098, 13.7169539 52.4314169, 13.7169122 52.4314212, 13.7168612 52.4314265, 13.7167922 52.4314341, 13.7167888 52.4314222, 13.7165121 52.431452, 13.7164887 52.4313712, 13.7164823 52.4313493, 13.7164373 52.4311937))",,,,,,,,,,,,,,,,,,,,,"[270906249, 270906250, 270906251, 5355399445, 5355399446, 5355399448, 5355399447, 270906252, 270906253, 270906254, 5355399449, 5355399452, 270906255, 5355399463, 5355399461, 7296699770, 7296699767, 7296699771, 5355399462, 5355399464, 270906256, 5355399457, 5355399456, 270906249]",civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25260498,"POLYGON ((13.3649969 52.5433598, 13.3649924 52.5433575, 13.364998 52.5433547, 13.3651362 52.5434522, 13.3651323 52.5434535, 13.3651199 52.5434451, 13.365097 52.5434575, 13.3650741 52.5434699, 13.3650879 52.5434784, 13.3647056 52.5436955, 13.3647012 52.5436932, 13.3646285 52.5437347, 13.3652669 52.5441562, 13.3651167 52.5442409, 13.3650708 52.5442141, 13.3650663 52.5442164, 13.3650403 52.5441992, 13.3644604 52.5438142, 13.3644657 52.5438113, 13.3643662 52.5437472, 13.3644166 52.5437185, 13.3644241 52.5437208, 13.3644925 52.5436836, 13.3644866 52.5436797, 13.3645166 52.5436622, 13.3645365 52.5436736, 13.3645715 52.543654, 13.3646065 52.5436344, 13.3645586 52.5436015, 13.364856 52.5434338, 13.3649416 52.5433855, 13.3649464 52.5433885, 13.3649716 52.5433741, 13.3649969 52.5433598))",,,,,,,,,,,,,,,,,,,,,"[4197857681, 4197857680, 4197857679, 4197857691, 4197857692, 4197857689, 301791731, 4197857693, 4197857694, 4197857716, 4197857713, 4197857720, 275260258, 275260257, 4197857759, 4197857760, 10733652577, 4197857732, 4197857731, 275260263, 1287796296, 1287795845, 1287796366, 1287795949, 1287796203, 4197857710, 313369231, 4197857707, 4197857703, 9982474673, 4197857684, 4197857687, 4197857682, 4197857681]",civic,6,0,,,,,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25450164,"POLYGON ((13.5289353 52.5086858, 13.528935 52.508648, 13.5289125 52.5086483, 13.5289151 52.508244, 13.5293993 52.5082442, 13.5294006 52.5086507, 13.5293849 52.5086507, 13.5293827 52.5086869, 13.5293737 52.5089044, 13.5289342 52.5089031, 13.5289353 52.5086858))",Berlin,DE,60,10315,Alt-Friedrichsfelde,Friedrichsfelde,,,,,Haus 17,17,,,,,,,,,"[277348024, 5465015659, 5465015660, 277348015, 277348017, 5465015658, 5465015657, 277348018, 473143858, 473143864, 277348024]",civic,2,,,,,gray,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25626371,"POLYGON ((13.3884602 52.5245055, 13.3884978 52.524505, 13.3885335 52.5245046, 13.388532 52.5244781, 13.3885402 52.524478, 13.3885442 52.5246478, 13.3885454 52.524697, 13.3885467 52.5247478, 13.3885423 52.5248268, 13.3885394 52.5248789, 13.3885372 52.5249199, 13.388383 52.5249117, 13.3881047 52.5248969, 13.3877232 52.5248767, 13.3877241 52.5248712, 13.3877674 52.524874, 13.3877743 52.5248322, 13.3877305 52.5248292, 13.3877478 52.5247241, 13.3877688 52.5245963, 13.3877866 52.5244883, 13.3883925 52.52448, 13.388459 52.5244791, 13.3884602 52.5245055))",Berlin,DE,108,10117,Friedrichstraße,Mitte,,,,,Bundesministerium für Gesundheit Dienstsitz Berlin,,,,,,,,,,"[4246571742, 10776227460, 4246571741, 4246571732, 4246571731, 4246571749, 4246571760, 4246571766, 4246571768, 4246571776, 2671055164, 8712481000, 8712480997, 333136593, 4246571775, 279303229, 4246571771, 4246571770, 3259778329, 3259778328, 279303269, 612447359, 4246571733, 4246571742]",civic,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,government,,,,,,ministry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25652320,"POLYGON ((13.3672844 52.5073467, 13.3674959 52.507304, 13.3675155 52.5073001, 13.3679597 52.5072104, 13.3679802 52.5072063, 13.3681929 52.5071634, 13.3681262 52.5070409, 13.3681191 52.5070279, 13.3679712 52.5067564, 13.3679638 52.5067429, 13.3678898 52.5066072, 13.3676914 52.5066472, 13.3676666 52.5066522, 13.3672224 52.5067419, 13.3671985 52.5067467, 13.3669813 52.5067905, 13.3670527 52.5069215, 13.3670599 52.5069347, 13.3672069 52.5072046, 13.3672139 52.5072173, 13.3672844 52.5073467))",Berlin,DE,50,10785,Potsdamer Straße,Tiergarten,yes,,,,Neue Nationalgalerie,,,,,,10,7.5,,,"[279632798, 3093178771, 3093178768, 3093178744, 3093178742, 279632799, 3093178602, 3093178600, 3093178564, 3093178559, 279632800, 3093178551, 3093178552, 3093178557, 3093178558, 279632801, 3093178579, 3093178582, 3093178734, 3093178743, 279632798]",civic,1,0,,,,black,flat,,https://www.smb.museum/museen-einrichtungen/neue-nationalgalerie/home.html,Q32659772,,,,tar_paper,,,,+49 30 266424242,,4,lda,,,Baudenkmal,,09050310,,black,,,,,,,,metal,,,,,,,,1968,,Nueva_Galeria_Nacional,museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,26247891,"POLYGON ((13.3323377 52.5083278, 13.3321425 52.5083828, 13.3320929 52.5083254, 13.3318756 52.5080429, 13.33181 52.5079559, 13.3318289 52.5079492, 13.3319956 52.5078963, 13.3320264 52.5079328, 13.3320332 52.5079313, 13.332125 52.5080513, 13.3321361 52.5080475, 13.3321853 52.5081114, 13.3322568 52.5082019, 13.3322441 52.5082055, 13.3323377 52.5083278))",Berlin,,2,10623,Jebensstraße,,limited,,,,Museum für Fotografie,,,,"Tu-We,Fr-Su 11:00-19:00; Th 11:00-20:00",,,,museum,,"[287449486, 287449516, 412367107, 412367106, 287449488, 3228997183, 287449517, 3228997181, 3228997180, 3228997190, 3228997189, 840468124, 3228997200, 3228997201, 287449486]",civic,4,2,,,,,gabled,,https://www.smb.museum/museen-einrichtungen/museum-fuer-fotografie/home/,Q564747,,de:Museum für Fotografie (Berlin),Staatliche Museen Berlin,,,"Rampe, Aufzug, kein explizites Rolli-WC",,+49 30 266 424242,,,,,,,,,,,,,,yes,Museum of Photography,,,,,,,,,Museum für Fotografie,,,,,,Musée de la photographie,Музей фотографии,Kasino des Offizierskorps der Landwehr-Inspektion Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,26443495,"POLYGON ((13.3832384 52.5151434, 13.3834913 52.5151593, 13.3838241 52.5151803, 13.3841657 52.5152019, 13.3843049 52.5152107, 13.3843238 52.5150996, 13.3832573 52.5150323, 13.3832384 52.5151434))",,,,,,,,,,,,,,,,,,,,,"[289773145, 542684479, 542685003, 542685007, 289773147, 289773149, 289773151, 289773145]",civic,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
