element_type,osmid,barrier,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,amenity,email,fax,name,phone,school,website,wheelchair,wikidata,wikipedia,contact:fax,contact:phone,contact:website,contact:email,note,grades,entrance,source,operator,school:de,isced:level,name:etymology:wikidata,old_name,operator:type,toilets:wheelchair,addr:inclusion,check_date,opening_hours,level,ref,name:en,wheelchair:description,short_name,source_ref,lastcheck,addr:housename,alt_name,description,name:de,check_date:opening_hours,office,capacity,fee,fixme,historic,image,name:ru,start_date,surveillance,website:ru,contact:facebook,name:sv,name:zh,denomination,religion,school:DE,healthcare,craft,height,nodes,postal_code,leisure,name:etymology:wikipedia,building,building:colour,building:material,roof:colour,roof:material,building:levels,name:signed,roof:levels,polling_station,roof:shape,official_name,layer,heritage,heritage:operator,lda:criteria,ref:lda,proposed:name,heritage:website,noname,max_age,min_age,type,url,note:de,name:ja,language:de,language:en,after_school,institution:support,landuse,name:start_date,phone:de,phone:en,institution:pedagogy,lunch,fence_type,website:operator,designation,wikimedia_commons,preschool,contact:instagram,contact:email_1,opening_hours:office,sport,name:fr,ref:AEFE,brand,language:gr,vocational,boundary,protect_class,pedagogy,loc_name,source:outline,language:it,network,network:short,name:etymology,language:pt,survey:date,operator:short,year,language:fr,temporary,old_name:1860,old_name:1942,old_name:1960,old_name:1993-2012,old_name:2,ways
way,296141625,,"POLYGON ((13.6048995 52.4386317, 13.6057325 52.4386151, 13.6062821 52.438606, 13.6062858 52.4389414, 13.6063059 52.4392424, 13.6063396 52.439599, 13.6057087 52.4396132, 13.6057038 52.4396469, 13.6055319 52.4396499, 13.6048847 52.4396646, 13.60487 52.4391017, 13.604407 52.4391057, 13.6036589 52.4391121, 13.6036555 52.4390629, 13.6036267 52.4386501, 13.6048995 52.4386317))",Berlin,DE,54-56,12559,Alfred-Randt-Straße,Köpenick,school,,,Müggelschlößchen-Schule,,,https://www.ms-schule.de/,,,,,,,,,,,,Land Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2999416634, 2999416633, 2999320902, 2999410919, 2999410920, 2999320904, 2999320905, 3609927528, 3609927527, 2999320906, 2999320907, 3762486021, 2999320908, 9452600449, 3609927514, 2999416634]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,298495492,,"POLYGON ((13.4406395 52.4694139, 13.4409414 52.4694384, 13.4409897 52.4692134, 13.4409994 52.4691683, 13.4400771 52.4690792, 13.4395868 52.4689931, 13.4392581 52.4689355, 13.4392193 52.4691113, 13.4392796 52.4691749, 13.4393408 52.4691794, 13.4393759 52.4692091, 13.4394201 52.4692119, 13.4394109 52.4692388, 13.4393567 52.4694953, 13.4394028 52.4694993, 13.4394459 52.4695031, 13.4396646 52.4695221, 13.4403325 52.4695796, 13.4403818 52.4695846, 13.4405951 52.4696032, 13.4406205 52.4694952, 13.4406395 52.4694139))",Berlin,DE,134-137,,Emser Straße,Neukölln,school,,,Albrecht-Dürer-Gymnasium,,,,no,Q80446245,,+49 30 221994343,+49 30 221994310,http://www.albrecht-duerer-gymnasium.de/,email@albrecht-duerer-gymnasium.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,,,,,,,,,,,,,,,,,,"[2215103918, 2215103919, 7618615288, 3024202733, 3238410404, 4469900159, 2219211031, 4469900162, 4469900166, 4469900167, 4469900174, 4469900175, 4314579491, 4469901195, 4469901196, 3238410491, 3238410496, 3238410505, 3238410507, 3238410514, 3238410490, 2215103918]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,299786584,,"POLYGON ((13.135774 52.5351948, 13.1356276 52.53526, 13.1355097 52.5352679, 13.1353903 52.5352911, 13.1344889 52.5354797, 13.1344412 52.5354922, 13.1344076 52.5355073, 13.1343389 52.5355415, 13.1342557 52.5355725, 13.1341736 52.5355958, 13.1340887 52.5356143, 13.1337904 52.5356625, 13.1336784 52.5356604, 13.1336226 52.5356521, 13.1335823 52.5356469, 13.1335313 52.5356539, 13.1334907 52.5356638, 13.1334478 52.5356842, 13.1334016 52.5357148, 13.1333565 52.5357512, 13.1333243 52.5357899, 13.1332526 52.5358937, 13.1330067 52.5365354, 13.1315408 52.5363062, 13.132011 52.5351833, 13.1320341 52.5351631, 13.1325023 52.5351926, 13.1328435 52.5351775, 13.1331226 52.5351517, 13.1334681 52.5350916, 13.1337918 52.535014, 13.1340949 52.5349118, 13.1343463 52.5348124, 13.1345599 52.5347108, 13.1348163 52.5345664, 13.1350936 52.534675, 13.135774 52.5351948))",Berlin,,431/437,13591,Brunsbütteler Damm,,school,,,Schule am Staakener Kleeblatt,,,http://www.sekundarschule-staaken.schule-berlin.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3038450936, 9983361103, 9983361104, 3038450938, 9983361112, 9983361106, 9983361107, 9983361109, 9983361108, 9983361111, 9983361110, 3038450940, 9983361117, 9983361116, 9983361115, 9983361113, 9983361114, 9983361118, 9983361120, 9983361119, 9983361121, 3038450941, 3038450944, 3038450942, 3038450937, 9983361099, 3038450935, 9983361098, 3038450934, 9983361097, 3038450933, 9983361095, 9983361096, 9983361094, 3038447929, 3038447931, 3038450936]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,300422971,,"POLYGON ((13.510323 52.4142714, 13.5107843 52.4138489, 13.511437 52.4132527, 13.5099791 52.4128151, 13.5094418 52.4133091, 13.5089843 52.4131396, 13.5085615 52.4135521, 13.510323 52.4142714))",,,,,,,school,,,Michael-Ende-Grundschule,,,http://www.meg.cidsnet.de,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3045148537, 5810591889, 3045148538, 6357856360, 6357856361, 6357856362, 6357856363, 3045148537]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,300757795,,"POLYGON ((13.5087834 52.404007, 13.5081561 52.4037648, 13.5081153 52.4037742, 13.5070902 52.4047766, 13.5067958 52.4050644, 13.5066903 52.4051675, 13.5066984 52.4051898, 13.5069762 52.4052964, 13.5079816 52.4056822, 13.5082061 52.4054605, 13.5083419 52.4053277, 13.5083943 52.4054279, 13.508749 52.4055621, 13.5088334 52.4055941, 13.5095297 52.4049166, 13.5090813 52.4047442, 13.5090208 52.4047209, 13.5094795 52.4042742, 13.5087834 52.404007))",,,,,,,school,sekretariat@hag-berlin.net,+4930 609718 10,Hannah-Arendt- Gymnasium,+4930 609718 0,,http://www.hag-berlin.net/,,Q1575764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8488702077, 10772575140, 10772575141, 10772575158, 10772575159, 10772575142, 10772575143, 10772575156, 2018024799, 10772575144, 2018024796, 10772575155, 1995644931, 2018024798, 3048641215, 8488702063, 8488702076, 8488702075, 8488702077]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,300837200,,"POLYGON ((13.4456621 52.5109173, 13.4455398 52.5106872, 13.4454735 52.5105584, 13.4453793 52.5103784, 13.4453277 52.5102858, 13.4454511 52.5101934, 13.4454663 52.5101823, 13.4456742 52.5100295, 13.4456852 52.5100215, 13.4458092 52.5099295, 13.4459177 52.5099849, 13.4461568 52.510107, 13.4463288 52.509979, 13.446639 52.5097506, 13.4466948 52.5097784, 13.4467453 52.509806, 13.4470971 52.5099815, 13.4472484 52.5100595, 13.4472855 52.5101584, 13.4469195 52.5106084, 13.4469061 52.5106249, 13.4466917 52.5105577, 13.4461671 52.5107306, 13.4456621 52.5109173))",Berlin,DE,11,10243,Helsingforser Straße,Friedrichshain,school,,,Dathe-Oberschule,,,,no,,,,+49 30 2936063,http://www.dathe-gymnasium.de,,,,,,Land Berlin,,,,,,,,,,,,,,,,,,5. Gymnasium Friedrichshain-Kreuzberg,Dathe-Gymnasium,,,,,,,,,,,,,,,,,,,,,,"[3517811015, 3517811002, 3517793791, 297312680, 297312014, 6493322831, 10665098528, 10665098530, 6493322830, 297312679, 10665098539, 408745714, 297313811, 297313808, 5845964855, 408744854, 408744853, 3049301751, 5914666643, 5914666641, 1874514288, 1874514286, 1874514276, 3517811015]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,301595370,,"POLYGON ((13.3949718 52.5460897, 13.3937208 52.5457103, 13.3935945 52.5456718, 13.3935149 52.5456477, 13.3930688 52.546244, 13.3930045 52.546227, 13.3928982 52.546365, 13.3926552 52.5466804, 13.3930582 52.5467945, 13.3931206 52.5467279, 13.3934365 52.5468171, 13.3936091 52.5469988, 13.3935408 52.5470229, 13.3935354 52.5470274, 13.3935546 52.5470468, 13.3934248 52.5470407, 13.3930896 52.5470251, 13.3929882 52.547072, 13.3929755 52.5470781, 13.3929676 52.547137, 13.3929197 52.5471344, 13.3929054 52.5472284, 13.3929141 52.5472289, 13.3929549 52.547231, 13.3929637 52.5472315, 13.3930122 52.5472341, 13.3930209 52.5472346, 13.3930695 52.5472372, 13.3930783 52.5472377, 13.3931488 52.5472414, 13.3931575 52.5472419, 13.3932063 52.5472445, 13.3932149 52.547245, 13.3932633 52.5472476, 13.3932719 52.547248, 13.3933208 52.5472506, 13.3933295 52.5472511, 13.393378 52.5472537, 13.3933866 52.5472542, 13.3934571 52.5472579, 13.3934659 52.5472585, 13.3935146 52.547261, 13.3935233 52.5472615, 13.3935718 52.5472641, 13.3935808 52.5472646, 13.3940546 52.5472876, 13.3944673 52.5467542, 13.3944793 52.5467388, 13.394501 52.5467077, 13.3949718 52.5460897))",,,,,,,school,,,Heinrich-Seidel-Grundschule,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Primary school,,,,,,,,,,,,,,,,,,,,,,"[10779468926, 500061559, 6455067814, 3941528036, 3941528496, 3056600110, 10776081801, 3056600111, 3941528640, 3941528591, 3941528648, 3941529326, 3941529342, 3941529350, 3941529469, 3941529465, 3941529345, 3941529487, 3941529496, 3941529123, 3941529121, 3941529513, 3941529515, 3941529521, 3941529523, 3941529534, 3941529535, 3941529539, 3941529542, 3941529551, 3941529552, 3941529556, 3941529659, 3941529666, 3941529667, 3941529672, 3941529673, 3941529679, 3941529680, 3941529685, 3941529687, 3941529694, 3941529695, 3941529698, 3941529700, 3941529600, 3941528606, 10779468927, 6437109500, 10779468926]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303145395,,"POLYGON ((13.4026378 52.4889324, 13.4026435 52.4890715, 13.4026483 52.489194, 13.4026515 52.4892689, 13.4024956 52.4892855, 13.4022949 52.4893063, 13.4022352 52.4893127, 13.4021724 52.4893191, 13.4021203 52.4893246, 13.4019409 52.4893436, 13.4019288 52.4893447, 13.4018534 52.4893525, 13.4018358 52.4893546, 13.4016685 52.4893719, 13.4014893 52.4893909, 13.4014181 52.4893982, 13.4013967 52.4894006, 13.4013262 52.489408, 13.4012816 52.4894124, 13.4011246 52.4894283, 13.4011226 52.4893622, 13.4011189 52.4892671, 13.4011175 52.4892375, 13.4011132 52.4891267, 13.4011123 52.4890992, 13.4011065 52.4889533, 13.4019561 52.4889417, 13.4026378 52.4889324))",Berlin,DE,64,,Bergmannstraße,,school,,,Ferdinand-Freiligrath-Schule,,,https://www.ferdinand-freiligrath-schule.de/,,,,,+49 30 50585611,,,,,,,,,,,,,,,,,,02K10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3074643650, 3074544684, 3074615759, 3074618551, 3074639046, 3074638877, 3074639050, 3074617468, 3074618947, 3074617473, 3074617474, 3074617360, 3074617747, 3074643352, 3074638444, 3074617752, 3074617370, 3074617483, 3074618559, 3074617755, 3074617476, 3074617348, 3074638745, 3074642851, 3074644337, 3074643468, 9735799962, 3074643650]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303591062,,"POLYGON ((13.3233259 52.4851921, 13.3232814 52.4851925, 13.3232816 52.4852008, 13.3232669 52.485201, 13.3232665 52.4851895, 13.3232189 52.48519, 13.3232187 52.4851846, 13.3230786 52.485186, 13.3230789 52.4851973, 13.3229462 52.4851987, 13.3229446 52.4851413, 13.3229428 52.4850756, 13.3229423 52.4850591, 13.3231477 52.485057, 13.3231467 52.4850224, 13.3232567 52.4850212, 13.3233443 52.4850203, 13.3234594 52.4850191, 13.3234604 52.4850553, 13.3235962 52.4850539, 13.3236558 52.4850533, 13.3236567 52.4850874, 13.3236598 52.4851975, 13.3234922 52.4851992, 13.3234918 52.4851847, 13.3233884 52.4851857, 13.3233886 52.4851897, 13.3233403 52.4851901, 13.3233406 52.4852011, 13.3233261 52.4852012, 13.3233259 52.4851921))",Berlin,DE,116,10715,Wilhelmsaue,,school,,,Comenius-Schule,,,,no,,,,,http://www.schule-comenius.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3079807168, 3079807268, 3079810252, 3079808470, 2968494734, 3079811041, 3079807561, 3079807167, 3079810251, 3079810155, 3079811935, 3079799955, 3079807560, 3079810356, 3079808160, 3079808554, 3079809671, 3079809670, 3079810357, 3079808358, 3079808751, 3079810359, 3079807953, 3079808662, 3079810250, 3079807362, 3079808864, 3079808166, 3079808471, 3079810363, 3079807168]",,,,school,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,304102695,,"POLYGON ((13.3112707 52.5189094, 13.3109626 52.518905, 13.3109706 52.51873, 13.3109555 52.5187306, 13.3109599 52.518652, 13.3110405 52.5186455, 13.3110635 52.5186837, 13.3110228 52.5186907, 13.3110237 52.5187875, 13.3110157 52.5187876, 13.3110148 52.5188496, 13.311044 52.5188501, 13.3110431 52.5188711, 13.3110573 52.5188797, 13.3112714 52.5188824, 13.3112707 52.5189094))",Berlin,DE,31,10587,Alt-Lietzow,Charlottenburg,school,,,Erste Aktivschule Charlottenburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3086199587, 3086199588, 3086199589, 3086199590, 3086199591, 3086199592, 3086199593, 3086199594, 3086199595, 1102544408, 1102543927, 3086199586, 3086199585, 1102543971, 1102543979, 3086199587]",,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,304841288,,"POLYGON ((13.496086 52.5171086, 13.4959803 52.5167456, 13.4960624 52.5167396, 13.4959744 52.5163861, 13.4954118 52.516443, 13.4953854 52.5163293, 13.4939107 52.5164729, 13.4941391 52.5173096, 13.496086 52.5171086))",Berlin,DE,19,10365,Atzpodienstraße,Lichtenberg,school,,,Grundschule auf dem lichten Berg,,,,,,,,,http://gs-lichtenberg-berlin.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3400273480, 3888616841, 3888616836, 3094324891, 3094324892, 3094324893, 3094324896, 248437700, 3400273480]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,305190239,,"POLYGON ((13.3163044 52.5162931, 13.3161397 52.5163507, 13.3158998 52.5164355, 13.3149738 52.516763, 13.3147742 52.5168039, 13.3150599 52.5163778, 13.315003 52.5163638, 13.3149253 52.5163441, 13.314771 52.5163067, 13.3141842 52.5161657, 13.3142293 52.5160974, 13.3142778 52.5160328, 13.3150413 52.5162171, 13.3150952 52.5162301, 13.3151507 52.5162431, 13.3149429 52.5154491, 13.3149171 52.5154345, 13.314901 52.5154151, 13.314862 52.5153655, 13.3154273 52.5151944, 13.3154302 52.5151935, 13.3155241 52.5153013, 13.3153429 52.5153544, 13.3154298 52.5154643, 13.3156111 52.5154112, 13.3157501 52.5155865, 13.3158154 52.5156691, 13.3157823 52.5156788, 13.3159197 52.5158525, 13.315952 52.5158431, 13.3161017 52.5160344, 13.3160684 52.5160434, 13.3162039 52.5162133, 13.3162362 52.5162043, 13.3163044 52.5162931))",Berlin,DE,36,10587,Cauerstraße,Charlottenburg-Wilmersdorf,school,,,Ludwig-Cauer-Grundschule,,,http://www.cauerschule.de/,,Q79394905,de:Ludwig-Cauer-Grundschule,+49 30 902925707,+49 30 90292570 0,http://www.cauerschule.de/,cauerschule@t-online.de,Geprüft am 28. Dez 2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[299457288, 299457287, 299456634, 6896150262, 1315120081, 3071844214, 9788210417, 1315120057, 1102574968, 3098691407, 3070527363, 3070527365, 9788163616, 9788210418, 3070715829, 3096558871, 3159171200, 3159171204, 3098684260, 3104460846, 3098684262, 3098684259, 3098684258, 1315120113, 3098684261, 3097773786, 3097773788, 3097773789, 3097773804, 3097773803, 3097773810, 3097773811, 3097773819, 3097773816, 299457288]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,306687125,,"POLYGON ((13.4476666 52.5591555, 13.4461212 52.5584797, 13.4475773 52.5574456, 13.4489543 52.5581808, 13.4482207 52.5587902, 13.4481378 52.5587532, 13.4476666 52.5591555))",Berlin,DE,60,13086,Gustav-Adolf-Straße,Weißensee,school,,,Integrierte Sekundarschule Hagenbeck,,,https://www.hagenbeck-schule.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3116587591, 270055832, 2927092293, 270055829, 3116931412, 3116931411, 3116587591]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,307357526,,"POLYGON ((13.3440076 52.4699335, 13.3440023 52.4699895, 13.3439882 52.470105, 13.3446215 52.4701337, 13.344585 52.4704741, 13.3451212 52.4703904, 13.3456959 52.4703048, 13.345802 52.469551, 13.3454924 52.4695355, 13.345402 52.469531, 13.344777 52.4695024, 13.3443466 52.4694831, 13.344105 52.4694713, 13.3440585 52.4695011, 13.3440422 52.4696515, 13.3440401 52.4696619, 13.3440337 52.4697299, 13.3440247 52.4698001, 13.3440076 52.4699335))",Berlin,DE,63,12157,Rubensstraße,Schöneberg,school,,,Friedenauer Gemeinschaftsschule (Haus Peter),,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1146238156, 1262909911, 1262909913, 3124673842, 1262909918, 1262909917, 1262909915, 1262909919, 6384961333, 1715804039, 1146238134, 1146238142, 3989333513, 1146238159, 3159002937, 3159002940, 3159002946, 3159002948, 1146238156]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,308020734,fence,"POLYGON ((13.4105537 52.4190031, 13.4109936 52.4189512, 13.41142 52.4182485, 13.411372 52.4182371, 13.4113987 52.4181936, 13.4113672 52.4181864, 13.4112076 52.4181484, 13.4111302 52.4182589, 13.4109296 52.4181991, 13.4107292 52.4185157, 13.4105697 52.4187675, 13.4105008 52.4188762, 13.4105537 52.4190031))",,,,,,,school,,,Schule am Sandsteinweg (Hort),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3133050335, 3133050334, 10225143068, 10225143067, 3133050327, 6769781953, 3133050325, 3133050329, 3133050326, 3133050330, 6769738903, 3133050333, 3133050335]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,311675658,,"POLYGON ((13.4377537 52.4475451, 13.4377266 52.4475708, 13.4376609 52.4478421, 13.4375934 52.4481329, 13.4375622 52.4482888, 13.4378189 52.4483096, 13.438085 52.448276, 13.4386169 52.4481509, 13.437954 52.4475484, 13.4379061 52.4475302, 13.4378383 52.4475217, 13.4377997 52.4475267, 13.4377537 52.4475451))",Berlin,DE,37,12359,Backbergstraße,,school,,,Fritz-Karsen-Schule,,,,,,,+49 30 60900-115,+49 30 60900-10,,sekretariat@fritz-karsen.de,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1428065094, 645116014, 645115981, 645116007, 645116011, 10267104126, 3173881409, 645116019, 645116015, 10267104127, 1428065092, 1428065093, 1428065094]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,312054418,,"POLYGON ((13.3436539 52.5572793, 13.3436597 52.5572756, 13.3437925 52.5571997, 13.3440264 52.557353, 13.3438867 52.5574314, 13.3438487 52.5574066, 13.343844 52.5574082, 13.343839 52.5574095, 13.3438336 52.55741, 13.3438282 52.55741, 13.3438228 52.5574092, 13.3438178 52.5574079, 13.3438134 52.5574059, 13.3438096 52.5574035, 13.3438067 52.5574007, 13.3438048 52.5573975, 13.343804 52.5573942, 13.3438042 52.5573909, 13.3438055 52.5573877, 13.3438079 52.5573847, 13.3438111 52.557382, 13.3436539 52.5572793))",,,,13349,,,school,,,Lessing-Gymnasium,,,,,,,,,,,,,,Geoportal Berlin / Hausumringe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3178668363, 3178668361, 293417346, 293417335, 3178668455, 3178668435, 3178668438, 3178668440, 3178668442, 3178668441, 3178668439, 3178668437, 3178668434, 3178668431, 3178668430, 3178668426, 3178668423, 3178668420, 3178668415, 3178668413, 3178668412, 3178668363]",,,,yes,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,312413280,fence,"POLYGON ((13.3028511 52.4712783, 13.3028307 52.4711374, 13.302811 52.4709568, 13.3027918 52.4707804, 13.3027732 52.4706088, 13.3027528 52.4704213, 13.3027343 52.4702509, 13.3027141 52.4700655, 13.3026938 52.4698788, 13.3026319 52.4693094, 13.3034379 52.4692736, 13.3036143 52.4690645, 13.3053694 52.4688872, 13.3059966 52.4691911, 13.3058093 52.4692789, 13.3055407 52.4693972, 13.3053965 52.4694673, 13.3052934 52.4695278, 13.3051147 52.4696496, 13.3049114 52.4698075, 13.3047094 52.4699649, 13.3044938 52.4701274, 13.3041834 52.4703631, 13.3039326 52.4705526, 13.3028511 52.4712783))",Berlin,DE,57,14199,Dillenburger Straße,Wilmersdorf,school,gruener-lernort@gartenarbeitsschule-ilse-demme.de,,Gartenarbeitsschule Ilse Demme Charlottenburg-Wilmersdorf,,educational_garden,,,,,,+49 30 516 54858,http://www.gartenarbeitsschule.de/,,,,,,,,,,,,,,,"Mo-Th 07:00-15:00; Fr 07:00-13:00; PH,Sa,Su off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[325091927, 7784244894, 7784244896, 7784244899, 7784244900, 7784244902, 7784244905, 7784244906, 7784244908, 3182716698, 3182716697, 3182716699, 3182716700, 3182716696, 3946980164, 3946980222, 3946980253, 3182716702, 3946980299, 3182716694, 3946980395, 3182716701, 3182716695, 3182887729, 325091927]",,garden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,313491980,,"POLYGON ((13.435389 52.60408, 13.4353366 52.6039724, 13.4351188 52.6039261, 13.4348383 52.603106, 13.4341471 52.6032463, 13.4344333 52.603791, 13.434271 52.6038797, 13.4341578 52.6039021, 13.4331076 52.6041106, 13.4333923 52.6046682, 13.4334492 52.6047797, 13.4335704 52.6047553, 13.433725 52.6050573, 13.433801 52.6052019, 13.4354263 52.6049669, 13.4352824 52.6044874, 13.435528 52.6044267, 13.4354324 52.6041867, 13.435389 52.60408))",,,,,,,school,,,Jeanne-Barez Grundschule,,,https://jeaba.edupage.org/,no,,,,,,,Schulteil: gelbe Schule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9028169999, 3194868565, 9532234873, 3194868561, 3194868562, 3194868563, 3194868564, 10976399400, 3194868566, 5059736722, 3194868572, 3194868570, 3194868574, 9028169998, 7886211750, 7886211749, 7886211748, 7886211747, 9028169999]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,313491981,,"POLYGON ((13.3899483 52.618317, 13.390033 52.6181749, 13.3897142 52.6181083, 13.3897956 52.61794, 13.3899498 52.6176051, 13.3883928 52.6174031, 13.388327 52.6175505, 13.3885655 52.6176058, 13.3885427 52.6176468, 13.388682 52.6176805, 13.3885929 52.6178274, 13.3886216 52.6178341, 13.3885876 52.6178869, 13.3885817 52.6178845, 13.3885725 52.6178986, 13.3885971 52.6179043, 13.388515 52.6180292, 13.3895797 52.6182485, 13.3899483 52.618317))",,,,,,,school,Platanengrundschule@web.de,+4930 47411973,Platanen-Grundschule,+4930 9131120,,http://www.platanengrundschule.cidsnet.de/,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3194868582, 3194868581, 3194868580, 3504433102, 3194868576, 3194868575, 9937568166, 9937568165, 3194868577, 3194868578, 9937568160, 9937568161, 9937568162, 9937568164, 9937568163, 9937568159, 3194868579, 2982405345, 3194868582]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,314044958,,"POLYGON ((13.5820239 52.4564456, 13.5819862 52.4563154, 13.581957 52.4563189, 13.5819012 52.4561265, 13.5819217 52.4561243, 13.5819089 52.4560801, 13.5818893 52.4560822, 13.5818666 52.4560037, 13.5819007 52.4560002, 13.581892 52.4559668, 13.5818264 52.455974, 13.5817703 52.4557959, 13.5816672 52.4558066, 13.5812708 52.4558474, 13.5811182 52.4558631, 13.5811279 52.4559362, 13.581047 52.4559408, 13.580817 52.4559536, 13.5807108 52.4559593, 13.5807236 52.4560526, 13.5807332 52.4561338, 13.580711 52.4561337, 13.580716 52.4561828, 13.5807404 52.4561823, 13.5807667 52.4563612, 13.5808601 52.4563556, 13.5810092 52.4563468, 13.5811422 52.4563399, 13.5815767 52.4563176, 13.581598 52.4563976, 13.5816255 52.4565083, 13.5820069 52.4564673, 13.5820239 52.4564456))",Berlin,DE,2-3,12555,Borgmannstraße,Köpenick,school,,,Hauptmann von Köpenick Grundschule,,,,,,,,,http://hvkschule.de/,,,,,,,,,Q62071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3200794318, 6276007090, 2390430613, 2390430665, 2390430664, 2390430662, 2390430663, 2265749236, 10724425882, 10724425883, 10724425884, 1247338341, 1791382283, 10724425859, 1247338071, 3866573240, 10724425862, 1791382291, 3200794315, 1247338038, 3866573245, 3866573246, 3866573250, 9553396984, 1247338383, 2265749242, 2265749241, 10724423561, 3200794316, 1247338287, 1247337947, 10724425879, 3200794318]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
