element_type,osmid,geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,amenity,name,operator,website,wheelchair,check_date:opening_hours,community_centre,community_centre:for,contact:phone,contact:website,description,opening_hours,fax,health_facility:type,lgbtq,phone,provided_for:homosexual,check_date,opening_hours:signed,operator:type,club,sport,disused,short_name,wikidata,access,alt_name,contact:email,contact:email_1,contact:name,fee,identity,indoor,interaction,internet_access,internet_access:fee,mode_of_organisation:decision_making,mode_of_organisation:hierarchy_chef,mode_of_organisation:members,mode_of_organisation:ownership_structure,mode_of_organisation:purpose,mode_of_organisation:scale_of_activity,mode_of_organisation:self_managed,owner,payment:cash,payment:donations,production_input:knowledge:free_licence,production_input:knowledge:p2p_licence,production_input:knowledge:public_domain,production_input:money:crowdfunding,production_input:money:gift,production_input:natural_recources:democratic,production_input:natural_recources:fair,production_input:natural_recources:regional,production_input:natural_resources:sustainable,production_input:supply_chain:fair,production_input:work:ilo_standards,provides,smoking,smoking:outside,source,start_date,wheelchair:description,drink:coffee,second_hand,note,level,toilets:wheelchair,contact:twitter,leisure,contact:fax,email,barrier,culture,contact:facebook,image,name:de,name:en,addr:housename,gay:women,gay,lgbtq:men,wikipedia,office,fetish:bdsm,fetish:bears,fetish:leather,fetish:rubber,fetish:sneakers,fetish:uniform,max_age,min_age,network,contact:phone:booking,opening_hours:covid19,description:de,is_in:city,is_in:country,is_in:country_code,name:fr,name:ro,education,facebook,instagram,twitter,youtube,religion,name:ar,fixme,changing_table,toilets,denomination,addr:floor,description:target_group,contact:instagram,contact:telegram,room,wheelchair:description:de,noname,opening_hours:url,operator:wikidata,wikimedia_commons,craft,height,shop,wheelchair:ramp,description:en,service:bicycle:diy,service:bicycle:repair,operator:short,social_facility:for,currency:EUR,currency:others,language:de,name:etymology:wikidata,brand,brand:wikidata,function,name:pl,name:et,nodes,building,building:colour,roof:shape,building:levels,heritage,heritage:operator,lda:criteria,ref:lda,roof:levels,designation,postal_code,roof:colour,heritage:website,roof:height,building:part,official_name,amenity:old,name:old,building:use,building:levels:underground,queer,addr:inclusion,TMC:cid_58:tabcd_1:Class,TMC:cid_58:tabcd_1:LCLversion,TMC:cid_58:tabcd_1:LocationCode,building:material,old_name,addr:unit,source:height,architect,heritage:description,protect_class,roof:material,landuse,building:name,building:number,military,addr:place,contact:mobile,contact:webcam,social_facility,protection_title,toilets:unisex,name:ja,proposed,loc_name,nohousenumber,addr:district,addr:state,addr:subdistrict,area,ways,type
way,538866618,"POLYGON ((13.5037531 52.5748937, 13.5037185 52.5747389, 13.5037575 52.5747361, 13.5037519 52.574692, 13.5037395 52.574691, 13.5035224 52.5746773, 13.5035382 52.574585, 13.5037553 52.5745987, 13.5037525 52.5746151, 13.5039304 52.5746261, 13.5039463 52.5746984, 13.5039176 52.5747, 13.5039335 52.5747696, 13.5039518 52.574851, 13.5038902 52.574857, 13.5038963 52.5748804, 13.5037531 52.5748937))",Berlin,DE,1A,13059,Egon-Erwin-Kisch-Straße,Neu-Hohenschönhausen,community_centre,Jugendclub Mikado,Kietz für Kids e.V.,,,,youth_centre,juvenile,,,,,,,,,,,,,,,,,,,"Jugendfreizeiteinrichtung ""Mikado""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1877439255, 1877439235, 1877439233, 5215272088, 1877439223, 1877456302, 5215272089, 1877456292, 1877439209, 1877439210, 1877439225, 1877439227, 1900959522, 1877439249, 1877439250, 1877439253, 1877439255]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,541474069,"POLYGON ((13.3419699 52.5239309, 13.3419514 52.5238781, 13.3419423 52.5238523, 13.3420423 52.5238392, 13.3420395 52.5238288, 13.342047 52.5238277, 13.3420813 52.5239254, 13.3419729 52.5239396, 13.3419699 52.5239309))",Berlin,DE,32,10555,Essener Straße,Moabit,community_centre,EVM Treff Moabit,EVM Berlin eG,,,2022-10-05,meeting_room,tenants,,https://www.evmberlin.de/evm-treffs/,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zugang über Stromstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1364311079, 2379167645, 5235950807, 5235950806, 5235950805, 5235950804, 1364311131, 1364310880, 1364311079]",,,,1,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,548183107,"POLYGON ((13.56743 52.4451338, 13.5680705 52.4450026, 13.5681163 52.4450139, 13.5682048 52.4451291, 13.5677923 52.445216, 13.5674983 52.4452749, 13.56743 52.4451338))",Berlin,DE,181,12557,Oberspreestraße,Köpenick,community_centre,DLRG Ausbildungszentrum,Deutsche Lebens-Rettungs-Gesellschaft Bezirk Treptow-Koepenick,https://treptow-koepenick.dlrg.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[597621910, 5296027925, 5296027924, 5296027923, 681294517, 597621908, 597621910]",,,,,,,,,,,,,,,,,,,,,,,,,,,Technische Jugendfreizeit- u. Bildungsgesellschaft,,,,,,,,,,,,,,,,,,,,,,,,,,
way,549824819,"POLYGON ((13.486084 52.4645793, 13.4860699 52.4645673, 13.485972 52.4644839, 13.4860869 52.4644228, 13.4861373 52.464396, 13.4863681 52.4642778, 13.4864803 52.4643797, 13.4863957 52.4644222, 13.4862255 52.4645081, 13.4862035 52.464519, 13.486084 52.4645793))",Berlin,DE,28,12437,Baumschulenstraße,Baumschulenweg,community_centre,Familienzentrum RumBa,Gefa gGmbh,,,,family_centre,family;child;juvenile,,,,Mo-Fr 15:00-20:00; Sa 13:00-18:00,,,,,,,,,,,,KJFE RumBa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://de-de.facebook.com/familienzentrumrumba/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3459442637, 8042100230, 3979325625, 3459442416, 3979325623, 3459442449, 3459442639, 3459442415, 3459442480, 3459438684, 3459442637]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,588141600,"POLYGON ((13.2584196 52.4943746, 13.2585118 52.4944459, 13.2586537 52.4943779, 13.2586822 52.4943642, 13.2585901 52.4942929, 13.2584196 52.4943746))",Berlin,DE,,14055,Verlängerte Alte Allee,Westend,community_centre,Schützengilden Berlin Korporation von 1433 und Charlottenburg 1903 e.V.,,,,,club_home,,,,,,,,,,,,,,sport,shooting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5617594590, 5617594591, 5617608140, 5617594592, 5617594593, 5617594590]",yes,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,590392806,"POLYGON ((13.5474708 52.4563075, 13.5475563 52.4565162, 13.5474909 52.4565255, 13.5474085 52.4563168, 13.5474708 52.4563075))",Berlin,DE,212,12459,An der Wuhlheide,Oberschöneweide,community_centre,Schwimm-Club Ostend 1910,,,,,club_home,,,http://www.sco1910.de/,,,,,,,,,,,sport,swimming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5636890997, 5636890999, 5636891000, 5636891001, 5636890997]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,598600237,"POLYGON ((13.4487898 52.4722416, 13.4489298 52.4721134, 13.4488329 52.4720741, 13.4487591 52.4721417, 13.448651 52.4720979, 13.4485847 52.4721585, 13.4487898 52.4722416))",Berlin,DE,5,12055,Drorystraße,Neukölln,community_centre,Kinderpavillon am Droryplatz,"Bezirksamt Neukölln, Jugendamt Region Nord-Ost",,,,youth_centre,child,,http://www.droryplatz.de/,,May-Oct 12:00-19:00; Nov-Apr 12:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5697032788, 5697032786, 5697032787, 5856642710, 5856642709, 5697032789, 5697032788]",yes,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,608925458,"POLYGON ((13.6068697 52.5408852, 13.6067703 52.5408777, 13.606794 52.5407529, 13.6068696 52.5407159, 13.6071652 52.5407369, 13.6071526 52.5407985, 13.6069184 52.5407815, 13.6068872 52.5407976, 13.6068697 52.5408852))",Berlin,DE,14,12627,Hellersdorfer Promenade,Hellersdorf,community_centre,Buntes Haus,Roter Baum e.V.,,,,family_centre,family,,https://www.roter-baum-berlin.de/de/buntes-haus/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[366406176, 366406174, 366406171, 366406170, 5768075458, 5768075457, 5768075464, 5768075465, 366406176]",civic,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,610007414,"POLYGON ((13.5025843 52.4987081, 13.5027508 52.4986788, 13.5026446 52.4984551, 13.5024782 52.4984844, 13.502572 52.498682, 13.5025843 52.4987081))",,,,,,,community_centre,KULTschule Soziokulturelles Stadtteilzentrum Lichtenberg Mitte,,,limited,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[510916271, 5777480261, 5777480260, 510916281, 510916287, 510916271]",civic,,gabled,2,,,,,0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,610007415,"POLYGON ((13.502572 52.498682, 13.5022829 52.4987329, 13.5023158 52.4988022, 13.5026048 52.4987513, 13.5025843 52.4987081, 13.502572 52.498682))",Berlin,,43,10319,Sewanstraße,,community_centre,KULTschule Soziokulturelles Stadtteilzentrum Lichtenberg-Mitte,,,limited,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[510916287, 5777480263, 510916269, 5777480262, 510916271, 510916287]",civic,,gabled,1,,,,,0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,
way,629492520,"POLYGON ((13.405057 52.5036012, 13.4045915 52.5037283, 13.4042655 52.5033298, 13.4047472 52.5031889, 13.405057 52.5036012))",,,,,,,community_centre,Kleine Ritterburg,Nestwärme e.V.,https://www.kinderfreizeit-ritterburg.de/,,,youth_centre,child,,,,Tu-Fr 12:00-19:00; Sa 10:00-16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[10725158354, 10725158351, 5942872151, 7624535488, 10725158354]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,642060350,"POLYGON ((13.6040249 52.5440931, 13.6044462 52.5441276, 13.6044565 52.5440813, 13.6045498 52.5440889, 13.6046124 52.5438061, 13.6040977 52.5437639, 13.6040249 52.5440931))",,,,,,,community_centre,Hella,,,,,girl;woman,youth_centre,,https://www.hella-klub.de,,"Mo,Fr 13:00-20:00; Tu-Th,Sa-Su 13:00-19:00",,,,+49 30 9918143,,,,,,,,,,,,hella-klub@kilele-berlin.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5767556440, 6045457634, 6045457633, 6045457632, 5767556442, 5767556441, 5767556440]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,651676569,"POLYGON ((13.461884 52.4686173, 13.4624233 52.4688998, 13.462701 52.4688758, 13.4629033 52.4688731, 13.463173 52.4688927, 13.4631856 52.4688056, 13.4632177 52.4684169, 13.4627687 52.4681315, 13.461884 52.4686173))",Berlin,DE,5,12057,Grenzallee,Neukölln,community_centre,JKW Grenzallee,Bezirksamt Neukölln von Berlin,http://www.grenzallee.com/,,,youth_centre,,,,"Jugend-, Kultur- und Werkzentrum",,,,,+49-30-68056333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[263578375, 263578378, 2820273560, 6110589354, 6110589353, 263578379, 263578377, 263578376, 263578375]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,656143858,"POLYGON ((13.4170271 52.5099368, 13.4167959 52.5096523, 13.4168562 52.5096359, 13.4168237 52.5095909, 13.4176983 52.5093674, 13.4179437 52.5097127, 13.4170271 52.5099368))",,,,,,,community_centre,Kinderzentrum Ottokar,"Kinderverein ""Ottokar"" e.V.",,,,youth_centre,child,+49 30 2754846,http://kinderverein-ottokar.de/,,,,,,,,,,,,,,,,,,kizottokar@kinderverein-ottokar.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6146831661, 6146831660, 6146831655, 6146831656, 6146831659, 6146831658, 6146831661]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,656167173,"POLYGON ((13.4690715 52.5247677, 13.4683894 52.5248749, 13.4684859 52.5250993, 13.4680554 52.5251678, 13.468321 52.5257561, 13.469426 52.5255774, 13.4694148 52.5255468, 13.4693662 52.5254395, 13.4690715 52.5247677))",,,,,,,community_centre,Familie im Zentrum,EJF gemeinnützige AG,,,,family_centre,family,,https://www.ejf.de/arbeitsbereiche/beratungsstellen/alle-einrichtungen/familie-im-zentrum-fiz.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6146982219, 6146982231, 6146982230, 6146982229, 6146982228, 6146982224, 6146982278, 6146982262, 6146982219]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,660442280,"POLYGON ((13.3353838 52.4212005, 13.3349774 52.4211012, 13.3348836 52.4212441, 13.3349694 52.4212651, 13.3351303 52.4213043, 13.33529 52.4213433, 13.3353838 52.4212005))",,,,,,,community_centre,Jugendzentrum Dr. Wolf,,https://www.kijudrwolf.de/,,,,juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6183459682, 6183459681, 6183459680, 3738336721, 3738336743, 6183459679, 6183459682]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,664420953,"POLYGON ((13.5948019 52.4291855, 13.5947187 52.4291053, 13.5948247 52.4286564, 13.594919 52.4286134, 13.595911 52.4287074, 13.5958288 52.4290587, 13.5953847 52.4290201, 13.5953354 52.4292307, 13.5948019 52.4291855))",,,,,,,community_centre,Kietz-Club Köpenick,Kinderring Berlin e.V.,,,,youth_centre,child,+49 30 6518094,http://www.kietzklub.de/,,,,,,,,,,,,,,,,,,kietzklubkoepenick@kinderring-berlin.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 30 64326976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6218779465, 6218779464, 6218779457, 296624524, 6218779463, 6218779462, 6218779461, 6218779460, 6218779465]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,670518814,"POLYGON ((13.3464065 52.4708654, 13.3458294 52.4709571, 13.3459033 52.4711378, 13.3463553 52.4712684, 13.3465233 52.4713045, 13.3465528 52.4712478, 13.346617 52.471135, 13.3465638 52.4711258, 13.3465617 52.4711113, 13.3465541 52.4710322, 13.3465293 52.4710319, 13.3465054 52.4710196, 13.3464572 52.4710261, 13.3464095 52.4709256, 13.3464334 52.4709201, 13.3464065 52.4708654))",Berlin,,13,12157,Vorarlberger Damm,,community_centre,Kinder- und Jugendzentrum VD 13,Nachbarschaftsheim Schöneberg e.V.,https://vd13.nbhs.de/,,,youth_centre,child;juvenile,,,,"Mo,We,Th,Fr 13:00-19:30; Tu 14:00-19:30",,,,+49 30 85604952,,,,,,,,,,,VD 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6274109759, 6279087500, 6279087499, 6279087498, 6274109756, 3159003328, 268917797, 3159003303, 6279087497, 6279087251, 6279087252, 6279087253, 6279087254, 6279087250, 6279087249, 6274109759]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,672754924,"POLYGON ((13.6036232 52.5150464, 13.6035877 52.5150571, 13.603638 52.5151273, 13.603475 52.5151673, 13.6034381 52.5151192, 13.6032537 52.5151714, 13.6031679 52.5151926, 13.6030995 52.5150902, 13.6032537 52.5150551, 13.6035725 52.5149701, 13.6036232 52.5150464))",,,,,,,community_centre,Katholisches Gemeindezentrum,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3149173731, 6300035532, 6300035533, 6300035534, 6300035535, 6300035536, 6300035537, 6300035548, 6300035547, 3149173705, 3149173731]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,690314011,"POLYGON ((13.5977856 52.5384184, 13.5978863 52.5384104, 13.5979355 52.5384268, 13.5980015 52.5384452, 13.5980674 52.5384616, 13.5979687 52.5388748, 13.5977295 52.5388556, 13.5976899 52.5388058, 13.5977856 52.5384184))",,,,,,,community_centre,Senfte 10,KIDS & CO g.e.V.,,,,youth_centre,child;juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5079266394, 5079266395, 5079266396, 5079266397, 5079266398, 5079266400, 5079266399, 6476430414, 5079266394]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,690314013,"POLYGON ((13.5940192 52.5379398, 13.594138 52.5379257, 13.5941669 52.5376928, 13.5943707 52.537701, 13.5944966 52.5377146, 13.5946947 52.5377433, 13.5947142 52.5377284, 13.594827 52.5374178, 13.5948497 52.5373561, 13.5948676 52.5372958, 13.59487 52.5372134, 13.5948546 52.5371363, 13.5948051 52.5369566, 13.5946156 52.5365979, 13.5946005 52.5365694, 13.5941255 52.5367269, 13.5941564 52.5367916, 13.594145 52.5368158, 13.5937272 52.5369091, 13.5937648 52.537091, 13.5938163 52.5370857, 13.5939094 52.5373603, 13.5938429 52.5373697, 13.5940192 52.5379398))",,,,,,,community_centre,BerufeHaus Sonneneck,KIDS & CO g.e.V.,,,,youth_centre,child;juvenile,,http://www.kids-und-co.de/berufehaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6476430423, 6476430422, 6476430421, 6476430420, 5929173981, 5929173982, 5929173983, 5929181185, 5929181186, 5929181187, 5929181188, 5929181189, 5929181190, 5929173974, 5929181191, 5929181192, 5929181193, 5929181194, 4185035020, 5077422595, 5077422594, 5077422593, 5077422596, 6476430423]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,699179947,"POLYGON ((13.4967997 52.6247194, 13.4966495 52.6247809, 13.4966288 52.6247966, 13.4966175 52.624813, 13.4966135 52.6248306, 13.4966166 52.6248473, 13.4971024 52.6252822, 13.4979299 52.6249423, 13.4978018 52.6248307, 13.4977482 52.6248263, 13.4976958 52.624775, 13.4977093 52.6247432, 13.4975014 52.6245605, 13.4974538 52.6245584, 13.4974082 52.624569, 13.4973436 52.6244988, 13.4967997 52.6247194))",,,,,,,community_centre,Sportjugendclub Buch,Gesellschaft für Sport und Jugendsozialarbeit gGmbH,,limited,,youth_centre,juvenile,+49 30 9497825,https://www.sjc-buch.de/,,Mo-Fr 13:00-20:00; Sa 14:00-19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6565662360, 6565662340, 6565662330, 6565662329, 6565662328, 6565662339, 6565662338, 6565662337, 6565662336, 6565662335, 6565662334, 6565662333, 6565662332, 6565662327, 6565662331, 6565662361, 6565662360]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,699293526,"POLYGON ((13.4316387 52.4794351, 13.4316627 52.4793662, 13.431806 52.4793848, 13.431782 52.4794536, 13.4316387 52.4794351))",Berlin,DE,4,12053,Am Sudhaus,Neukölln,community_centre,Infozentrale auf dem Vollgut,,,,,meeting_room,,,https://www.infozentrale.berlin/,Raum für Gemeinschaftsarbeit der angrenzenden Kieze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/infozentraleberlin/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,"[6566656982, 6566656983, 6566656984, 6566664085, 6566656982]",yes,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Natural Building Labs Berlin,,,,,,,,,,,,,,,,,,,,,,,
way,709240463,"POLYGON ((13.1815281 52.476825, 13.1815165 52.4768249, 13.1815165 52.4768056, 13.1815278 52.4768056, 13.1815286 52.4766367, 13.1815486 52.4766367, 13.1815719 52.4766368, 13.1815719 52.4766477, 13.1819144 52.4766483, 13.1819147 52.476575, 13.1815722 52.4765744, 13.1815288 52.4765743, 13.1813877 52.4765741, 13.1813863 52.476904, 13.1818452 52.4769046, 13.1818456 52.4768855, 13.1818459 52.4768256, 13.1817618 52.4768255, 13.1815281 52.476825))",Berlin,DE,57,14089,Kladower Damm,Gatow,community_centre,Umwelt-Bildungszentrum Berlin,UBB Umwelt-Bildungszentrum Berlin gGmbH,,yes,,environment_centre,,+49 30 200 96400,https://www.umwelt-bildungszentrum.de/,,,,,,,,,,,,,,UBB,,,,info@umwelt-bildungszentrum.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-08,,,,,,,,,,,,,https://www.facebook.com/Umwelt.Bildungszentrum.Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/umweltbildungszentrum_berlin/,,,,,,,,,,,,,,,,,,,,,,,,,,"[3807993520, 6665768006, 6665768005, 2338290095, 6665768008, 6665767988, 6665768007, 5281595202, 5281595201, 5281595200, 5281595199, 2338290092, 2338290091, 6665768010, 6665768011, 3807993522, 2854756276, 6665767987, 3807993520]",farm,,,,,,,,,,,,,,,,,,commercial,,,,,,,brick;wood,Bauerngut Havelmathen,,,,,,,,,,,,,,,,,,,,,,,,,,
way,745690262,"POLYGON ((13.4620525 52.4264823, 13.4621596 52.4264178, 13.4622667 52.4264839, 13.4621596 52.4265484, 13.4620525 52.4264823))",Berlin,DE,13A,12353,Löwensteinring,Gropiusstadt,community_centre,Selbsthilfe- und Stadtteilzentrum Neukölln-Süd,Selbsthilfe- und Stadtteilzentrum Neukölln-Süd e.V.,,,,village_hall,,,http://www.stzneukoelln.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[6979666578, 6979400957, 6979666577, 6979666576, 6979666578]",yes,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,749006745,"POLYGON ((13.208966 52.5451291, 13.2086787 52.545199, 13.2084258 52.5452607, 13.2084363 52.5452751, 13.2083066 52.5453111, 13.208661 52.5456498, 13.2089723 52.5455998, 13.2090234 52.5455488, 13.2091059 52.5455302, 13.2093593 52.5454804, 13.2096122 52.5454226, 13.209518 52.5452446, 13.2093739 52.5452792, 13.2091071 52.5453455, 13.2090567 52.5452688, 13.208966 52.5451291))",,,,,,,community_centre,,,,,,youth_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[323836730, 10225755924, 10225755930, 10225755929, 7004384138, 7004384137, 8274250920, 8274250919, 3885435952, 3885435955, 7004384135, 323836734, 1142777914, 7004384139, 1142777924, 323836730]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
