element_type,osmid,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,amenity,description,name,opening_hours,ref:isil,toilets:wheelchair,website,wheelchair,wheelchair:description,wikidata,geometry,contact:phone,check_date:opening_hours,contact:website,internet_access,internet_access:fee,internet_access:operator,wikipedia,addr:housename,contact:email,note,operator,wheelchair:description:de,phone,name:en,ref,email,changing_table,kids_area:indoor,toilets,toilets:access,level,alt_name,opening_hours:covid19,access,entrance,source,fax,service:copy,addr:place,layer,name:etymology:wikidata,contact:fax,air_conditioning,operator:type,operator:wikidata,operator:wikipedia,check_date,fixme,old_name,books:language:de,books:language:en,books:language:es,books:language:fr,books:language:ru,dog,indoor,language:de,language:en,language:others,name:it,smoking,wheelchair:description:en,wheelchair:description:eo,facebook,loc_name,min_age,name:fr,fee,tourism,books,name:de,description:de,short_name,image,start_date,nodes,building,roof:shape,building:levels,heritage,heritage:operator,lda:criteria,ref:lda,roof:levels,building:colour,building:material,roof:colour,survey:date,construction,wikimedia_commons,postal_code,heritage:website,short_name:en,roof:material,building:architecture,height,architect,building:min_level,min_height,name:ru,building:part,blind:description:de,alt_name_1,official_name,room,research_institution,addr:district,ways,architect:wikidata,name:es,name:he,name:ja,name:ko,name:pl,name:tr,name:zh,type
way,43101783,Berlin,,35,10178,Breite Straße,,library,,Ribbeck-Haus,,,,,,,Q936335,"POLYGON ((13.4040412 52.515729, 13.4039669 52.5157847, 13.4037523 52.5159475, 13.4035722 52.5158568, 13.4037204 52.5157476, 13.4038658 52.5156408, 13.4040412 52.515729))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[539995433, 539995490, 539995428, 539995427, 10599882511, 539995434, 539995433]",yes,,3,4,lda,Baudenkmal,09011239,,,,,,,,,,,,renaissance,22,,,,,,,,,,,,,,,,,,,,,
way,43101785,,,,,,,library,,ZEntral- und Landesbibliothek,,,,,,,,"POLYGON ((13.4040412 52.515729, 13.4041081 52.5156793, 13.4043274 52.5155138, 13.4043977 52.5154608, 13.4043805 52.5154511, 13.4042293 52.515374, 13.4040483 52.5155066, 13.4038658 52.5156408, 13.4040412 52.515729))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[539995433, 4945926912, 4945926913, 2045905056, 244523979, 539995489, 539995507, 539995434, 539995433]",yes,,3,4,lda,Baudenkmal,09011240,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,
way,43174774,Berlin,DE,1/3,10117,Geschwister-Scholl-Straße,Mitte,library,,Jacob-und-Wilhelm-Grimm-Zentrum,Mo-Fr 08:00-00:00; Sa-Su 10:00-22:00,DE-11,yes,https://www.grimm-zentrum.hu-berlin.de/,yes,,Q1525910,"POLYGON ((13.390285 52.5207258, 13.3903099 52.5205813, 13.3903493 52.5203528, 13.3903551 52.5203192, 13.3911108 52.5203675, 13.3917672 52.5204094, 13.3917534 52.5204891, 13.3917371 52.5205838, 13.391697 52.5208161, 13.3906058 52.5207463, 13.390285 52.5207258))",,,,wlan,no,,de:Jacob-und-Wilhelm-Grimm-Zentrum,,,,Universitätsbibliothek der Humboldt-Universität zu Berlin,,,,,ub.kontakt@ub.hu-berlin.de,,,,,,,,,,,,,,,,,yes,university,Q1407819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[540939123, 1812650811, 1588122188, 540939126, 1588122182, 540939771, 540939815, 1811293389, 540939775, 9954757777, 540939123]",yes,flat,11,,,,,,,,,,,Category:Jacob-und-Wilhelm-Grimm-Zentrum (Berlin),,,,,,,Max Dudler Architekten,1,1,Центр Братьев Гримм,,,,,,,,,,,,,,,,,
way,46767153,,,,,,,library,,Bibliothek,,,,,,,,"POLYGON ((13.2452326 52.5720552, 13.2453762 52.5719931, 13.2452751 52.5719067, 13.2453886 52.5718576, 13.2452966 52.571779, 13.2451675 52.5718348, 13.2450522 52.5717363, 13.2449482 52.5717813, 13.2450489 52.5718674, 13.2448885 52.5719367, 13.2449671 52.5720038, 13.2451035 52.5719448, 13.2452326 52.5720552))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[597668246, 597668302, 597668249, 597668303, 597668251, 597668250, 597668253, 597668252, 597668247, 597668248, 597668244, 597668245, 597668246]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,48233792,Berlin,DE,125,12629,Alte Hellersdorfer Straße,Hellersdorf,library,,"Mittelpunktbibliothek ""Ehm Welk""",,,,http://www.stb-mh.de/Bibliothek-Ehm-Welk.html,,,Q28681447,"POLYGON ((13.5913011 52.5464739, 13.5913304 52.5465526, 13.5916981 52.5465031, 13.5915317 52.5460443, 13.5914333 52.5460586, 13.5914355 52.5460632, 13.5914021 52.546067, 13.5913829 52.5460699, 13.5914823 52.5463343, 13.5913283 52.5463565, 13.5913678 52.5464641, 13.5913011 52.5464739))",,,,,,,,,,,,,+49 30 9989526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[613001788, 613001787, 613001784, 613001767, 9991372414, 9991372415, 613001768, 9991372413, 613001792, 613001790, 9991372412, 613001788]",yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,48957837,Berlin,DE,33,12359,Gutschmidtstraße,Britz,library,,Stadtbibliothek Neukölln - Margarete-Kubicka-Bibliothek,"Mo-Tu,Fr 13:00-19:00; We off; Th 08:30-16:00",,,,limited,,,"POLYGON ((13.4458146 52.4367336, 13.4458188 52.4366337, 13.4462292 52.4366403, 13.446225 52.4367402, 13.4458146 52.4367336))",+49 30 902391223,2022-09-13,https://www.berlin.de/stadtbibliothek-neukoelln/bibliotheken/margarete-kubicka-bibliothek/,,,,,,britz-sued@stadtbibliothek-neukoelln.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[621170673, 621170674, 621170679, 621170680, 621170673]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,48992634,Berlin,DE,8-12,12099,Götzstraße,Tempelhof,library,,Bezirkszentralbibliothek Eva-Maria-Buch-Haus,Mo-Fr 10:00-19:00; Sa 11:00-16:00; Su off,DE-B713,,https://www.berlin.de/stadtbibliothek-tempelhof-schoeneberg/bibliotheken/bezirkszentralbibliothek/,yes,,Q55153703,"POLYGON ((13.3882832 52.4636654, 13.3882154 52.4636126, 13.3882282 52.463589, 13.3881923 52.4635614, 13.3881031 52.4634927, 13.388032 52.4634983, 13.3879765 52.4635027, 13.3879632 52.4635303, 13.3879207 52.4635332, 13.3878579 52.4635075, 13.3877418 52.4635162, 13.3877172 52.4635103, 13.3877052 52.4635364, 13.3877737 52.4635913, 13.3876932 52.4637183, 13.3874793 52.4637371, 13.3874787 52.4637603, 13.3875005 52.4637973, 13.3876888 52.4638449, 13.3877132 52.4638788, 13.3877374 52.4638775, 13.3877625 52.4638865, 13.387773 52.4638874, 13.3876737 52.4640282, 13.3877023 52.4640515, 13.3877211 52.4640567, 13.3878264 52.4640826, 13.3879683 52.4640726, 13.3880141 52.4640068, 13.3879348 52.4639857, 13.3879588 52.4639473, 13.3879222 52.463937, 13.3879299 52.4639251, 13.3879522 52.4639229, 13.3879758 52.4639207, 13.3881042 52.4637433, 13.3882296 52.4637297, 13.3882427 52.4637293, 13.3882832 52.4636654))",,,,wlan,no,,,,,,Stadt Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[621773858, 2231716774, 2231716764, 5965706611, 621773824, 5965706610, 2231716744, 2231716753, 2231716754, 2231716746, 2231716750, 2231716747, 2231716755, 2231716766, 2231716813, 621773830, 2231716824, 2231716829, 621773865, 2231716842, 2231716839, 2231716846, 621773868, 621773871, 2231716869, 650378319, 621773877, 2231716875, 2231716865, 621773880, 1473374652, 1473372653, 9904395998, 9904395999, 2231716851, 2231716818, 2231716815, 621773861, 621773858]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,50279919,,,,,,,library,,"Freie Universität Berlin
Universitätsbliblothek",Mo-Fr 09:00-20:00,,,,,,,"POLYGON ((13.2781096 52.4479284, 13.277848 52.448049, 13.2777434 52.447964, 13.2780027 52.4478479, 13.2781096 52.4479284))",,,,,,,,,,,Universitätsbibliothek der Freien Universität Berlin,,,,,,,,,,,,,,,,,,,1,,,,university,Q2496344,de:Universitätsbibliothek der Freien Universität Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[638908703, 638908704, 638908705, 638908706, 638908703]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,61907910,,,,,,,library,,Manfred-Bofinger-Bibliothek im Gerard Philipe,"Mo, Th 13:00-19:00; Tu, Fr 11:00-17:00",,,https://www.berlin.de/stadtbibliothek-treptow-koepenick/bibliotheken/alt-treptow/,,,,"POLYGON ((13.4506134 52.4888623, 13.4506173 52.4888341, 13.4506359 52.4887023, 13.4506369 52.4886969, 13.4509083 52.4887113, 13.450885 52.488877, 13.4506134 52.4888623))",,,,,,,,,,,,,+49 30 53218166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3235739580, 3235739562, 3235739530, 3235739528, 3235739532, 3235739583, 3235739580]",,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,
way,77676093,Berlin,DE,5,14193,Auerbachstraße,Grunewald,library,,Berliner Blindenhörbücherei,"Mo-Th 09:30-12:30,13:00-15:00; Fr 09:30-12:30",,,,,,,"POLYGON ((13.2622764 52.4870598, 13.2622758 52.4870609, 13.2621868 52.487053, 13.2621968 52.4870107, 13.2621949 52.4870106, 13.2621972 52.4870006, 13.2622066 52.4870013, 13.2622173 52.4869558, 13.2622282 52.4869568, 13.2622278 52.4869578, 13.2622756 52.4869619, 13.262276 52.4869609, 13.2622867 52.4869618, 13.262281 52.4869864, 13.2624268 52.4869989, 13.2624095 52.4870724, 13.2624039 52.487072, 13.2623991 52.4870921, 13.2623462 52.4870875, 13.2623487 52.4870763, 13.262305 52.4870725, 13.2623075 52.4870625, 13.2622764 52.4870598))",+49 30 826 31 11,,https://bhb.absv.de/,,,,,,info@berliner-hoerbuecherei.de,,Berliner Blindenhörbücherei gemeinnützige GmbH,,,,,,,,,,,,,,,,,,,,,+49 30 92 37 41 01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3218955343, 3218958664, 3218958663, 3218958466, 3218955332, 3218955325, 3218957939, 3218895010, 3218957919, 3218935752, 3218935766, 3218935755, 3218935757, 3218957931, 3218895027, 3218958276, 3218955349, 3218958667, 3218958665, 3218955350, 3218958764, 3218955347, 3218955343]",public,,1,,,,,1,,,,,,,,,,,,,,,,,,Berliner Blindenhörbücherei gemeinnützige GmbH,,,,,,,,,,,,,,,
way,79995213,Berlin,DE,19 B,14163,Oertzenweg,Zehlendorf,library,Fachbereich Veterinärmedizin,Haus 6 (Bibliothek),Mo-Fr 08:00-18:00,,yes,http://www.vetmed.fu-berlin.de/bibliothek,yes,Keine Automatiktür am Eingang. Im Haus Aufzug vorhanden.,,"POLYGON ((13.2373523 52.4288043, 13.237237 52.4290207, 13.2378818 52.4291483, 13.2379971 52.428932, 13.2373523 52.4288043))",,,,,,,,,,,Freie Universität Berlin,,,,,,,,,,,Bibliothek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[933555498, 933555431, 933555326, 933555300, 933555498]",university,,,,,,,,,,,,,,,,,,,,,,,,,,Haus 6,,,,,,,,,,,,,,
way,102523700,Berlin,DE,39,13357,Badstraße,Gesundbrunnen,library,,Bibliothek am Luisenbad,Mo-Fr 10:00-19:30; Sa 10:00-14:00,DE-B788,,http://www.berlin.de/citybibliothek/bibliotheken/luisenbad/index.html,yes,2 rollstuhlgerechte WCs,Q23786640,"POLYGON ((13.3792333 52.5535601, 13.3792317 52.5535531, 13.379235 52.553544, 13.3792464 52.5535367, 13.37926 52.5535331, 13.3792698 52.5535336, 13.3792764 52.5535349, 13.3792821 52.5535332, 13.3792168 52.5534315, 13.3792127 52.5534325, 13.3792097 52.5534274, 13.3792134 52.5534262, 13.3792084 52.5534187, 13.3791976 52.5534099, 13.3791978 52.5534006, 13.37921 52.5533945, 13.3792257 52.5533934, 13.3792846 52.5533793, 13.3793524 52.5534858, 13.3793595 52.5534829, 13.3793765 52.5535069, 13.3794093 52.5535052, 13.3794411 52.5535059, 13.3794754 52.5535087, 13.379473 52.5535171, 13.3795173 52.5535241, 13.3795559 52.5535349, 13.3795764 52.5535138, 13.379615 52.5535288, 13.3796539 52.5535488, 13.379687 52.5535714, 13.3797146 52.5535991, 13.3797367 52.5536288, 13.3797517 52.5536645, 13.3797568 52.5537093, 13.3797414 52.5537562, 13.3797203 52.5537883, 13.3796866 52.5538212, 13.3796559 52.5538076, 13.3796404 52.5538188, 13.3796384 52.5538179, 13.3796164 52.5538316, 13.3795913 52.5538436, 13.3796007 52.5538521, 13.3795467 52.5538716, 13.3795371 52.5538605, 13.3795034 52.5538681, 13.3794473 52.5537852, 13.3794218 52.5537907, 13.3793987 52.5537844, 13.3793632 52.5537234, 13.3793438 52.5537298, 13.3793092 52.5536761, 13.3793072 52.5536766, 13.3792478 52.5535845, 13.3792498 52.553584, 13.3792333 52.5535601))",,2022-05-14,,wlan,,,,,,,,,+49-30-901845610;+49-30-901845610,,,,,,,,,,,,,Geoportal Berlin / Hausumringe,,,,,Q26821734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1184087076, 2722616452, 2722616449, 2722616446, 2722616440, 2722616442, 2722616443, 2722616441, 2722616400, 2722616401, 2722616399, 2722616398, 2722616395, 2722616391, 2722616390, 2722616387, 2722616386, 2722616377, 2722616417, 1184086963, 2722616424, 2722616422, 2722616423, 2722616426, 1184087391, 2722616436, 2722616444, 1184087103, 2722616437, 2722616450, 1184087017, 2722616468, 2722616479, 2722616482, 1184087279, 2722616494, 2722616498, 1184087152, 1184087362, 2722616502, 2722616501, 2722616505, 1184086969, 2722616507, 2722616510, 2722616508, 1184087121, 2722616497, 2722616499, 2722616496, 1184087350, 1184087298, 2722616485, 2722616486, 2722616462, 2722616460, 1184087076]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122072350,,,,,,,library,,Stefan-Heym-Bibliothek,"Tu,Th 11:00-18:00",,,,limited,,,"POLYGON ((13.5492227 52.4390864, 13.5497387 52.4392765, 13.549851 52.4391633, 13.5498365 52.4391579, 13.5497225 52.4391192, 13.5493346 52.4389735, 13.5492227 52.4390864))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1364897162, 1364896168, 1364896411, 1978624306, 1978624305, 1364897125, 1364897162]",civic,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,139631213,Berlin,DE,2,12555,Alter Markt,Köpenick,library,,Mittelpunktbibliothek,"Mo,Tu,Th,Fr 10:00-19:00, We 13:00-19:00, Sa 10:00-14:00; PH off",,yes,,yes,,Q28650367,"POLYGON ((13.5793625 52.4457935, 13.5793737 52.4457953, 13.5793999 52.4457344, 13.5794103 52.4457102, 13.5793721 52.445704, 13.5793617 52.4457281, 13.5792419 52.445709, 13.5792166 52.4457678, 13.5792376 52.4457711, 13.579214 52.4458261, 13.5788078 52.4457612, 13.5787954 52.4457901, 13.578739 52.4459212, 13.5792711 52.4460061, 13.5793409 52.4458436, 13.5793625 52.4457935))",,,https://www.voebb.de/aDISWeb/app?service=direct/0/Home/$DirectLink&sp=SPROD11&sp=Sisl243,,,,,,,,,,+49 30 902973415,,,mpb.k@sb-tk.de,,,,,,,,,,HiRes aerial imagery;knowledge,+49 30 902973435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1530424458, 1530424459, 5208882790, 1530424443, 585139605, 5207046313, 1530424425, 1530424452, 1530424454, 1530424464, 540808227, 6331546870, 540808234, 1540418542, 540808267, 1530424458]",public,many,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,183011718,Berlin,DE,55,14195,Garystraße,Dahlem,library,,"Bibliothek für Sozialwissenschaften und Osteuropastudien, Leihstelle",,,,,yes,,,"POLYGON ((13.2760381 52.4495549, 13.276303 52.4493087, 13.2761811 52.449257, 13.2759001 52.4494964, 13.2760381 52.4495549))",,,,,,,,,,,Freie Universität Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8194851371, 1933780458, 1933780464, 8194851370, 8194851371]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,194079588,,,,,,,library,,Zentral- und Landesbibliothek,,,,,,,,"POLYGON ((13.4048882 52.5157127, 13.4048345 52.5156867, 13.4048402 52.5156811, 13.4043977 52.5154608, 13.4043274 52.5155138, 13.4044594 52.5155825, 13.4042344 52.5157434, 13.4041081 52.5156793, 13.4040412 52.515729, 13.4039669 52.5157847, 13.4040232 52.5158133, 13.4044942 52.5160496, 13.4048882 52.5157127))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[539995493, 539995683, 3219258573, 2045905056, 4945926913, 4945926914, 4945926915, 4945926912, 539995433, 539995490, 2046946513, 539995491, 539995493]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,362827350,Berlin,DE,149,13353,Müllerstraße,Wedding,library,,Schiller-Bibliothek,Mo-Fr 10:00-19:30; Sa 10:00-14:00,DE-B718,yes,http://www.berlin.de/stadtbibliothek-mitte/bibliotheken/schiller-bibliothek-mit-hugojugendmedienetage/,yes,,Q23786107,"POLYGON ((13.357553 52.5467151, 13.3572563 52.5465289, 13.3570032 52.5463702, 13.357154 52.5462813, 13.3576804 52.5466115, 13.357644 52.5466329, 13.3576684 52.5466482, 13.3576361 52.5466673, 13.3576114 52.5466518, 13.357583 52.5466685, 13.3576067 52.5466834, 13.357553 52.5467151))",,2022-12-22,,wlan,no,hotsplots,,,,,http://voebb.de,,+49 30 9018-456 83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3670763923, 6221048177, 3670763924, 1270597252, 4254799532, 6221048175, 6221048176, 6221048173, 6221048171, 6221048172, 6221048174, 3670763923]",public,,3,,,,,,,,,,,,,,,,,,,,,,,,,Schiller-Bibliothek mit @hugo-Jugendmedienetage,,,,,,,,,,,,,
way,381241376,Berlin,DE,77,10825,Martin-Luther-Straße,Schöneberg,library,,Thomas-Dehler-Bibliothek,"Tu,Th 17:00-19:00; Sa 12:00-14:00; PH,Su,Mo off; We,Fr 15:00-19:00",,,,limited,,,"POLYGON ((13.3455024 52.4882171, 13.3455462 52.4881115, 13.3458233 52.4881544, 13.3458281 52.4881493, 13.3458486 52.4881526, 13.3458675 52.4881557, 13.3458554 52.4881836, 13.3460105 52.4882088, 13.3459623 52.4882777, 13.3458322 52.4882556, 13.3458273 52.4882673, 13.3455024 52.4882171))",+49 30 902776496,,https://www.berlin.de/stadtbibliothek-tempelhof-schoeneberg/bibliotheken/thomas-dehler-bibliothek/,,,,,,,,Freundeskreis der Thomas-Dehler-Bibliothek e.V.,,,,,,,,,,,,,,,,,,,,,+49 30 902776496,,private_non_profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3844742873, 3844742789, 3844742830, 3844742821, 4682876597, 3844742831, 3844742845, 3844742865, 3844742910, 3844742895, 3844742904, 3844742873]",civic,flat,1,,,,,0,white,plaster,grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,396710862,Berlin,DE,1,14163,Nentershäuser Platz,Zehlendorf,library,,Gottfried-Benn-Bibliothek,,DE-B712,no,,limited,,Q28681436,"POLYGON ((13.2552337 52.4321958, 13.2553321 52.431926, 13.255446 52.4319414, 13.2554562 52.4319134, 13.2556498 52.4319397, 13.2556368 52.4319753, 13.2556646 52.431979, 13.2556552 52.4320049, 13.2556457 52.432031, 13.2556179 52.4320272, 13.2555822 52.4321248, 13.2557511 52.4321476, 13.25571 52.4322604, 13.2552337 52.4321958))",+49 30 902 995458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1338010608, 1338010586, 1338010587, 1338010584, 1338010589, 3995393974, 3995393975, 9067705446, 3995393987, 3995393986, 1338010600, 1338010603, 1338010617, 1338010608]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,412968438,Berlin,DE,,13353,Luxemburger Straße,Wedding,library,,Campusbibliothek,"Mo,We,Fr 10:00-16:00; Tu,Th 10:00-18:00; PH off",DE-B768,,https://www.bht-berlin.de/bibliothek,yes,,,"POLYGON ((13.3549018 52.544804, 13.3549635 52.5448362, 13.355023 52.5448672, 13.3550103 52.5448762, 13.3550378 52.5448905, 13.3549802 52.5449313, 13.3549924 52.5449377, 13.3549767 52.5449488, 13.3550738 52.5449999, 13.3548986 52.5451243, 13.3550332 52.5451944, 13.3550081 52.5452122, 13.3549346 52.545265, 13.3549075 52.5452836, 13.3548678 52.5452629, 13.3548295 52.5452906, 13.3546763 52.5452131, 13.3546734 52.5451822, 13.3546866 52.5451728, 13.3546678 52.5451633, 13.3546485 52.5451536, 13.3546036 52.545131, 13.3547333 52.545039, 13.3546382 52.5449916, 13.3549018 52.544804))",,,,wlan,customers,,,,,,Berliner Hochschule für Technik,,+49 30 4504 2507,,E14,leihfr@bht-berlin.de,,,,,0,,,,,,,,,,,,,university,,,,,,,,,,,,room,,,,,,,,,,,,,,,,,,,,"[3844321511, 4149567382, 4142893337, 4142893338, 4142893340, 4142893344, 4142893345, 4142893347, 4142893355, 1277489846, 4142893384, 4149568314, 4130552697, 4142901397, 4142901394, 4142901395, 4197563103, 4197563098, 4142893382, 4197563096, 4197563095, 4142893380, 4142893368, 279973215, 3844321511]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,library,,,,,,,,,,,,
way,494273605,Berlin,,36-37,10178,Breite Straße,,library,,Alter Marstall,,,,,,,Q438105,"POLYGON ((13.403472 52.5161601, 13.4033498 52.5162495, 13.4033234 52.5162687, 13.40314 52.5161724, 13.4031662 52.5161533, 13.4032222 52.5161128, 13.4032998 52.5160565, 13.4032924 52.5160527, 13.4034448 52.5159414, 13.4034523 52.515945, 13.4034656 52.5159352, 13.4035722 52.5158568, 13.4037523 52.5159475, 13.4036142 52.5160516, 13.4035741 52.516032, 13.4034306 52.516139, 13.403472 52.5161601))",,,,,,,de:Alter Marstall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[539995426, 5410255876, 4860578951, 4860578952, 5410255877, 539995499, 5410255883, 5410255882, 5410255881, 5410255884, 539995500, 539995427, 539995428, 539995429, 4860578949, 4860578950, 539995426]",yes,,3,4,lda,Baudenkmal,09011238,,,,,,,,,,,,baroque,,,,,,,,,,,,,,,,,,,,,,
way,569067822,Berlin,DE,1,10178,Anna-Louisa-Karsch-Straße,Mitte,library,,Humboldt-Universität zu Berlin Universitätsbibliothek Zweigbibliothek Theologie,"Mo-Fr 09:00-20:00 || Mo-Fr 09:00-18:00 ""in der vorlesungsfreien Zeit""",DE-11-133,,,yes,,Q73146656,"POLYGON ((13.4011408 52.5212002, 13.4012367 52.5210938, 13.4012557 52.5210727, 13.4012588 52.5210692, 13.4013564 52.520961, 13.4015314 52.5210193, 13.4016009 52.5210425, 13.4015002 52.5211543, 13.4013854 52.5212818, 13.4012467 52.5212355, 13.4011408 52.5212002))",+49 30 2093-91800,,https://www.ub.hu-berlin.de/de/standorte/zwbtheologie,wlan,no,,,,theol@ub.hu-berlin.de,Zur Nutzung der Garderobenschränke bitte ein Vorhängeschloss mitbringen.,Universitätsbibliothek der Humboldt-Universität zu Berlin,,,Humboldt University of Berlin University Library Theology Branch Library,,,,,,,-1;0;1;2;3,,,,,,,yes,,,,,,university,Q1407819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2452353508, 5473650730, 538834822, 258496799, 258496793, 538835339, 258496886, 538834823, 2452353512, 2452353510, 2452353508]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,739645082,Berlin,DE,34-38,10243,Warschauer Straße,,library,,Bibliothek für Bildungsgeschichtliche Forschung,Mo-Fr 10:00-16:00,,,,,,Q856552,"POLYGON ((13.4480243 52.5053701, 13.4479733 52.505302, 13.4482343 52.5052249, 13.4482631 52.5052604, 13.4483395 52.5052374, 13.4483715 52.5052278, 13.4484004 52.5052641, 13.4484278 52.505255, 13.4484412 52.5052715, 13.4484993 52.5052539, 13.448254 52.5049388, 13.4481557 52.5049662, 13.4481934 52.5050113, 13.4481737 52.5050171, 13.44808 52.5050446, 13.4481256 52.5051024, 13.447889 52.5051716, 13.4477228 52.504961, 13.4477505 52.5049529, 13.4476889 52.5048721, 13.4474922 52.5049298, 13.4478243 52.5053594, 13.4480243 52.5053701))",+49 3029336012,,http://www.bbf.dipf.de,wlan,,,de:Bibliothek für Bildungsgeschichtliche Forschung,,,,Deutsches Institut für Internationale Pädagogische Forschung (DIPF),,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBF,,,"[1896457591, 1896457590, 1896457588, 6926943762, 6926943760, 6925470473, 6927064907, 6927064906, 6927064904, 6926943765, 6926943763, 6927064903, 6926943764, 6927064905, 356786775, 368026519, 368026518, 368026529, 6925470418, 6925445578, 1504564893, 386589861, 1896457591]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
way,854062274,,,,,,,library,,Schulbibliothek Bücherwagen,,,,,,,,"POLYGON ((13.3110957 52.4383059, 13.3110644 52.4383268, 13.3110113 52.4382972, 13.3109612 52.4382694, 13.3109925 52.4382485, 13.3110957 52.4383059))",,,,,,,,,,,Anna-Essinger-Gemeinischaftsschule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[7965013245, 7965013244, 7965013241, 7965013243, 7965013242, 7965013245]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
