element_type,osmid,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,amenity,contact:email,contact:phone,contact:website,name,operator,tourism,website,wheelchair,wheelchair:description,wikidata,geometry,cuisine,email,outdoor_seating,phone,smoking,opening_hours,addr:suburb,created_by,payment:credit_cards,blind:description:de,checkout,contact:fax,internet_access,opening_hours:breakfast,brand,brand:wikidata,diet:vegetarian,wheelchair:description:de,internet_access:fee,internet_access:operator,disused:amenity,fax,biergarten,toilets:wheelchair,description,old_name,indoor_seating,url,note,short_name,buffet,payment:coins,payment:contactless,payment:girocard,payment:notes,takeaway,diet:fish,diet:meat,website:menu,capacity,check_date,level,opening_hours:kitchen,delivery,was:name,contact:facebook,source,entrance,access:covid19,delivery:covid19,drive_through:covid19,opening_hours:covid19,takeaway:covid19,alt_name,check_date:opening_hours,diet:vegan,opening_hours:signed,organic,lunch,lunch:buffet,diet:organic,smoking:outside,award:michelin,brand:wikipedia,reservation:email,min_age,ref,start_date,lastcheck,parking,toilets:access,toilets:changing_table,toilets:fee,toilets:scheme,payment:cash,beer_garden,changing_table,changing_table:location,last_checked,delivery:partner,brewery,air_conditioning,contact:instagram,restaurant,disused:shop,payment:american_express,payment:mastercard,payment:visa,name:de,name:en,drive_in,drive_through,indoor,payment:cards,payment:cryptocurrencies,fixme,craft,bar,reservation,historic_name,payment:debit_cards,addr:state,designation,microbrewery,diet:halal,diet:kosher,contact:mobile,toilets,outdoor_seating:capacity,old_operator,old_website,yelp,access,source:capacity,check_date:diet:vegan,is_in,last_check,was:amenity,was:cuisine,was:operator,was:website,source:ref,operator:website,payment:electronic_purses,name:zh,diet:non-vegetarian,diet:nut_free,diet:pescetarian,branch,payment:maestro,name:--2022-10,internet_access:type,source:name,owner,addr:housename,drinks,diet:dairy_free,diet:gluten_free,diet:lactose_free,opening_hours:url,drink:whisky,drink:wine,internet_access:ssid,payment:visa_debit,payment:visa_electron,opening_days,name:--2016,name:2016-09-09--,stars,breakfast,drink,board_games,drink:club-mate,contact:url,addr:subdistrict,building,contact:wheelchair,payment:db_konzernausweis,operator:type,image,mobile,self_service,cocktails,layer,planned,currency:XBT,diet:chicken,diet:healthy,diet:lacto_vegetarian,diet:local,diet:mediterranean,diet:ovo_vegetarian,payment:lightning,payment:lightning_contactless,payment:onchain,survey:date,facebook,nodes,shop,building:levels,roof:levels,check_date:diet:vegetarian,note:opening_hours,roof:shape,source:roof:shape,opening_hours:restaurant,live_music,club,name:--2015-02,name:2015-06-13--2017,name:2018-01--2020-06,name:2020-07--,drink:coffee,castle_type,historic,wikipedia,stroller,roof:note,addr:place,official_name,ref:vatin,building:levels:underground,roof:material,loc_name,smoking:description:de,outdoor_seating:comfort,room,ways,type
way,42995661,Stuttgart,DE,49,70567,Sigmaringer Straße,restaurant,info@linde-stuttgart.de,+49 711 7199590,https://www.linde-stuttgart.de/,Gasthaus zur Linde,,,,no,,,"POLYGON ((9.1504096 48.7276336, 9.150473 48.7276757, 9.1504366 48.7276996, 9.1504546 48.7277116, 9.150504 48.7277445, 9.150644 48.7276529, 9.1505769 48.7276083, 9.1505131 48.7275659, 9.1504096 48.7276336))",german,,yes,,,"Mo-Sa 18:00-23:00; Su,PH off",,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"[538506773, 2886985527, 2886985528, 8966267880, 538506780, 538506781, 8966267881, 538506782, 538506773]",,,,,Schild mit Öffnungszeiten ist am Hintereingang.,gabled,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,
way,43035964,Stuttgart,DE,90,70567,Vaihinger Straße,restaurant,,,,Mediterraneo by Tsakiris,,,,limited,,,"POLYGON ((9.1400269 48.7278677, 9.1399735 48.7278263, 9.139859 48.7278735, 9.1398665 48.7279067, 9.1399679 48.727952, 9.1400353 48.7278925, 9.1400269 48.7278677))",,,,,,Mo-Sa 16:00-23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"[539139629, 539139608, 539139612, 539139634, 2880413536, 2880413528, 539139629]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,43035984,Stuttgart,DE,57,70567,Filderbahnstraße,restaurant,anno1897@gmx.de,+49 711 7072120,https://www.anno1897.de/,Anno 1897,,,,limited,,,"POLYGON ((9.1456928 48.729804, 9.1456719 48.7298002, 9.1456426 48.7298712, 9.1458435 48.7299074, 9.145891 48.7297925, 9.1458217 48.72978, 9.1458017 48.7297764, 9.1457804 48.7297729, 9.1457491 48.7297677, 9.1457438 48.7297779, 9.1457064 48.7297711, 9.1456928 48.729804))",,,yes,,,"Mo-Su,PH 11:00-01:00",,,,,,+49 711 7072121,,,,,yes,,,,,,,no,,,,,,,,,,,,,,,,,,,"Mo-Su,PH 11:00-23:00",,,anno1897,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"[539140239, 2020444028, 539140240, 539140243, 539140241, 2878825286, 6425945534, 6425954147, 2878825282, 2878825284, 2020444027, 539140239]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,43036006,Stuttgart,DE,76,70567,Vaihinger Straße,restaurant,info@anker-stuttgart.de,+49 711 161530,http://www.anker-stuttgart.de,Gasthof Anker,,hotel,,,,,"POLYGON ((9.1416627 48.7275503, 9.1416542 48.7275752, 9.1419065 48.7276124, 9.1419504 48.7274829, 9.141644 48.7274378, 9.1416086 48.7275424, 9.1416627 48.7275503))",regional,,,,,,,,,,,+49 711 710959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mo-Fr 12:00-13:00, 18:00-21:30; Sa off; Su off; PH off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 170 9620742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"[539139753, 2880408794, 539139754, 539139747, 539139748, 2880408788, 539139753]",,,,,,,,"Mo-Fr 12:00-13:00, 18:00-24:00; Sa off; Su off; PH off",,,,,,,,,,,,,,,,,,,,,,,
way,43041448,Stuttgart,DE,66,70563,Katzenbachstraße,restaurant,,,,Weinstube Unmüßig,,,http://www.weinstube-unmuessig.de/,no,,,"POLYGON ((9.1051475 48.7329092, 9.105277 48.7328935, 9.1052466 48.7327841, 9.1051171 48.7327998, 9.1051475 48.7329092))",regional,info@weinstube-unmuessig.de,yes,,,"Mo-Sa 17:30-23:00; PH,Su 11:30-14:30,17:30-22:00",,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,http://www.weinstube-unmuessig.de/PDF/Grosse%20Karte%202022.pdf,,,,,,,,,,,,,,,,2023-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"[539185935, 539185938, 539185937, 539185936, 539185935]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,43121899,Stuttgart,,12C,70569,Nobelstraße,restaurant,,,,Kantine Gourmet Compagnie,,,,,,,"POLYGON ((9.0990141 48.7415996, 9.0990295 48.7416088, 9.0990649 48.7416073, 9.099064 48.7415981, 9.0991161 48.7415963, 9.0991132 48.7415654, 9.0991818 48.7415624, 9.0992508 48.7415594, 9.0992955 48.7415577, 9.0992917 48.741519, 9.0993756 48.7415154, 9.0993485 48.741241, 9.0991919 48.7412477, 9.0989321 48.7412589, 9.0989588 48.741529, 9.0990046 48.741527, 9.0990053 48.7415342, 9.0990222 48.7415334, 9.0990243 48.7415545, 9.0990097 48.7415551, 9.0990141 48.7415996))",,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yahoo;local knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"[540259915, 7762312443, 540259917, 3658186940, 540259913, 540259920, 8553368475, 540259909, 540259872, 540259879, 540259882, 540259885, 7762310800, 540259887, 3658186939, 3658186938, 7762312447, 7762312446, 7762312445, 7762312444, 540259915]",,2,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,
way,43142115,Stuttgart,DE,49,70180,Mozartstraße,restaurant,,,,Wirtsstube Emilie,,,http://www.emilie-stuttgart.de/,limited,,,"POLYGON ((9.1751607 48.7666636, 9.1752898 48.766617, 9.1753199 48.7666518, 9.1752909 48.7666618, 9.1753171 48.7666888, 9.1753522 48.7666847, 9.175369 48.7667678, 9.1753144 48.7667736, 9.1753134 48.7667704, 9.1752564 48.7667762, 9.1752261 48.7667423, 9.1751607 48.7666636))",regional,,,,,"Mo-Th 18:00-24:00; Fr 18:00-01:00; Su 09:30-14:00,18:00-24:00",,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"[540452462, 540452454, 3135622124, 3135622127, 540452463, 540452455, 540452461, 8908306166, 8908306165, 540452466, 8908306158, 540452462]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,43156516,Stuttgart,DE,2,70439,Emerholz,restaurant,,,,Waldeck,,,,,,,"POLYGON ((9.1380379 48.8527272, 9.138189 48.8527504, 9.1383474 48.8523031, 9.1381963 48.8522799, 9.1380379 48.8527272))",,,yes,,,,Stammheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,,,,,,,,,,,,,,,,"[540626388, 540626393, 540626396, 540626397, 540626388]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,44081799,Stuttgart,DE,17,70199,Eierstraße,restaurant,,,,Patacon Obi in der Sakristei,,,https://patacon-obi.de/sakristei/,no,,,"POLYGON ((9.1615154 48.7624515, 9.1615576 48.7624648, 9.1616025 48.7624789, 9.1616625 48.7623959, 9.161574 48.7623681, 9.1615154 48.7624515))",african,patacon-obi@gmx.de,,+49 176 36399454,,Tu-Su 12:00-20:00,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"[560308423, 1628416196, 560308434, 560308436, 560308433, 560308423]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45336383,Stuttgart,DE,190,70195,Furtwänglerstraße,restaurant,,,,Reiterstüble,,,http://waldhof-stuttgart.de/reiterstueble_waldhof_gaststaette.htm,no,,,"POLYGON ((9.1372322 48.7867577, 9.1372941 48.7865619, 9.1368632 48.7865028, 9.1368013 48.7866986, 9.1372322 48.7867577))",german,reiterstueble.privat@kabelbw.de,yes,+49 711 8708810,outside,"Mo, Fr 11:30-14:30, 17:00-22:00; Tu, Th 11:30-14:30; Sa 11:30-22:00; Su 12:00-21:00",,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"[576235492, 576235505, 576235451, 576235462, 576235492]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45513108,Stuttgart,DE,97,70199,Gebelsbergstraße,restaurant,,,,Hupperts,,,http://www.hupperts-restaurant.de,no,,,"POLYGON ((9.1513597 48.761351, 9.1514595 48.7612794, 9.1515437 48.7613304, 9.1514833 48.7613875, 9.1514551 48.7614087, 9.1513597 48.761351))",,,,+49 711 640 64 67,,"Tu-Su 12:00-14:00,18:00+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"[579997303, 579997299, 579997307, 8931173231, 579997305, 579997303]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,45683776,Stuttgart,DE,25,70499,Solitudestraße,restaurant,,,,Gasthof Muckenstüble,,hotel,http://www.muckenstueble.de/,limited,,,"POLYGON ((9.0974251 48.8006267, 9.0974328 48.8007815, 9.0975661 48.8007786, 9.0975645 48.8007468, 9.0979277 48.8007389, 9.0979215 48.8006159, 9.0974251 48.8006267))",regional,,,+49 711 8600810,,,,,,,,,,,,,,,,,,,,,,Zum grünen Baum,,,,,,,,,,,,,,,,,,,,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"[582169174, 582169178, 1177111477, 582169177, 1177111098, 582169176, 582169174]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,47120891,Stuttgart,DE,113,70374,Obere Waiblinger Straße,restaurant,,+49 711 5204900,https://krehl-gastronomie.de/,Krehl's Linde,,hotel,,no,,,"POLYGON ((9.2317421 48.8067368, 9.2317927 48.8066517, 9.2320049 48.8067064, 9.2319544 48.8067914, 9.2318445 48.8067631, 9.2317829 48.8067473, 9.2317421 48.8067368))",,,,,,,Bad Cannstatt,,,,,,wlan,,,,,Stufen am Eingang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,3,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"[600741613, 600741614, 600741629, 600741615, 3575425577, 3575425575, 600741613]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,47120892,Stuttgart,DE,110,70374,Obere Waiblinger Straße,restaurant,,,,Meze Meza,,,https://mezemeze.de/,limited,,,"POLYGON ((9.2317338 48.8063605, 9.2318045 48.8062489, 9.2317991 48.8062477, 9.2316401 48.8062034, 9.2315522 48.8063423, 9.2316691 48.8063744, 9.2316613 48.8063867, 9.2317194 48.8064027, 9.2317443 48.8063633, 9.2317338 48.8063605))",greek,meze@mezemeze.de,,+49 711 20303980,,"Tu-Th 17:00-24:00; Fr-Sa 17:00-02:00; Su,PH 12:00-23:00; Mo off",Bad Cannstatt,,,,,,,,,,yes,,,,,,,no,,,,,,,,,,,,,,,,,,,"Tu-Th 17:00-23:00; Fr-Sa 17:00-23:00; Su,PH 12:00-21:00; Mo off",,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"[8788419747, 600741597, 8788419735, 600741598, 600741599, 8788419746, 8788419749, 8788419750, 8788419748, 8788419747]",,,,,,,,,Th;Fr;Sa,,,,,,,,,,,,,,,,,,,,,,
way,47403549,Stuttgart,DE,5,70435,Hirschsprungallee,restaurant,,,,Gaststätte Waldheim,,,,,,,"POLYGON ((9.1541985 48.8280588, 9.154161 48.828002, 9.1540683 48.8280286, 9.1540334 48.8279758, 9.1537254 48.828064, 9.1537074 48.8280367, 9.1536403 48.8280559, 9.1536284 48.8280379, 9.153525 48.8280675, 9.1535971 48.8281767, 9.1537274 48.8281393, 9.1537422 48.8281616, 9.1538017 48.8281446, 9.1538064 48.8281516, 9.1539693 48.8281049, 9.1539801 48.8281213, 9.1541985 48.8280588))",turkish;regional,,,,,Tu-Sa 17:00-22:00;Su 11:30-19:00;PH 11:30-19:00;Mo off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"[603380494, 2888314344, 2888314345, 603380482, 603380493, 603380477, 1591681500, 1591681476, 603380480, 603380491, 603380487, 603380489, 2888314343, 2888314342, 603380496, 603380505, 603380494]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,47749032,Stuttgart,DE,21,70469,Stuttgarter Straße,restaurant,,+49 711 82051690,,Wichtel,Feuerbacher Wichtel GmbH & Co KG,,https://www.wichtel.de/,yes,,,"POLYGON ((9.1658031 48.8105229, 9.1658009 48.810526, 9.1659931 48.8105848, 9.1660985 48.8104353, 9.1659062 48.8103766, 9.1659016 48.8103831, 9.1658031 48.8105229))",,,,,isolated,"Su-Th 11:00-24:00; Fr,Sa 11:00-01:00",Feuerbach,,,,,,,,Wichtel,,,Keine Behindertentoilette,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,yahoo,,,,,,,,,,,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,brewery,,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"[607459161, 9310574634, 607459200, 607459196, 9310574635, 607459163, 607459161]",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,49616495,Stuttgart,DE,190,70597,Rembrandtstraße,restaurant,,,,Harambe Afrika,,hostel,,no,,,"POLYGON ((9.1532503 48.7406803, 9.153399 48.7407885, 9.1533992 48.7408242, 9.1535362 48.7408845, 9.1536171 48.7408092, 9.1535865 48.7407953, 9.1536222 48.740765, 9.1535544 48.7407337, 9.1535588 48.7407214, 9.1534885 48.7406709, 9.1534638 48.7406902, 9.1533584 48.7406156, 9.1532503 48.7406803))",african,,,,,"Su-Th 16:00-01:00, Fr,Sa 16:00-02:00",,,,,,,,,,,,,,,,,,no,,,,http://www.harambe-afrika.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"[630959524, 1116847017, 1116847472, 630959527, 630959526, 1116845789, 1116847111, 2913211120, 2913211119, 1116846224, 1116846546, 630959525, 630959524]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,51165000,,,,,,restaurant,,,,Amazonica,,,,yes,,,"POLYGON ((9.2091121 48.8059067, 9.2092805 48.8058052, 9.2093272 48.8058402, 9.2094009 48.8057989, 9.2094375 48.8057784, 9.2099014 48.8055183, 9.2099518 48.8054866, 9.2099149 48.8054611, 9.2098645 48.8054929, 9.209857 48.805498, 9.2098364 48.8055087, 9.2098138 48.8055179, 9.2097839 48.805527, 9.2097515 48.8055334, 9.2097178 48.8055367, 9.2096837 48.8055368, 9.2096452 48.805533, 9.2096079 48.805525, 9.2095692 48.8055114, 9.2095346 48.8054931, 9.2095 48.8054683, 9.2094749 48.8054838, 9.2093826 48.8055407, 9.2093192 48.8054966, 9.2091474 48.8053749, 9.2090943 48.8053377, 9.2090056 48.8053921, 9.2090793 48.8054443, 9.2089942 48.8054964, 9.2091491 48.8056061, 9.2092281 48.8055577, 9.2093067 48.8056133, 9.209369 48.8056574, 9.2092706 48.8057177, 9.2091359 48.8058, 9.2091193 48.805788, 9.2090248 48.805845, 9.2091014 48.8058991, 9.2091121 48.8059067))",,,yes,,,Feb-Nov Mo-Su 10:00-17:30; Nov-Feb Mo-Su 10:00-16:00,,,,,,,,,,,yes,,,,,,,yes,,Wilhelma-Restaurant,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,"[652738853, 1578509970, 1578510001, 9216552932, 9216470854, 9209937489, 130145639, 2846360065, 9209937490, 1578509761, 2846365812, 9209937488, 1578509772, 2846365816, 2846365817, 1578509755, 2846365814, 355859006, 2846365810, 2846365809, 1578509751, 9211277432, 652738859, 9211257146, 9211257145, 652738861, 1578509742, 1578509745, 652738863, 1578509806, 1578509791, 4094951957, 652738865, 4094951959, 9216470866, 9216470867, 652738868, 9216470821, 652738853]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,52360360,Stuttgart,DE,12,70567,Voräcker,restaurant,,,,Kosta's Restaurant,,,https://www.kostas-restaurant.de/,limited,,,"POLYGON ((9.142075 48.7169552, 9.1420988 48.716872, 9.1419158 48.7168493, 9.1419219 48.7168278, 9.1418027 48.716813, 9.1417728 48.7169176, 9.142075 48.7169552))",greek,,,,,"Tu-Sa 11:30-14:30, 17:00-24:00; Su 11:00-24:00",,,,,,,,,,,yes,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,open,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"[666027129, 1211004023, 666027127, 1211004065, 666027125, 666027126, 666027129]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,53818879,Stuttgart,DE,66,70180,Neue Weinsteige,restaurant,,,,Besen66,,,https://www.besen66.de/,,,,"POLYGON ((9.1811027 48.7658401, 9.1809403 48.7657174, 9.1809456 48.7657149, 9.1809215 48.7656957, 9.1809658 48.7656732, 9.1809523 48.7656621, 9.1810115 48.7656308, 9.1812007 48.7657879, 9.1811027 48.7658401))",regional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"[759603393, 8893493695, 8893493694, 679403680, 8893493697, 8893493696, 679403679, 759603294, 759603393]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,59399668,Stuttgart,DE,96,70619,Tuttlinger Straße,restaurant,,,https://www.vecchioamore.de/,Vecchio Amore zum Schwanen,,,,,,,"POLYGON ((9.2207502 48.7489338, 9.2207679 48.7490018, 9.221033 48.748972, 9.2210154 48.7489039, 9.2207502 48.7489338))",italian,,,,,,,,,,,,,,,,,,,,,,,,,Weinstube zum Schwanen,,,,Zum Schwanen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"[736634279, 736634249, 736634294, 736634237, 736634279]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,60772909,Stuttgart,DE,36,70563,Katzenbachstraße,restaurant,,,,Sonne,,,,,,,"POLYGON ((9.1097843 48.732849, 9.1097636 48.73286, 9.1097611 48.7328756, 9.1097907 48.732892, 9.1097882 48.7329131, 9.1098093 48.7329315, 9.1098683 48.732949, 9.1098984 48.7328686, 9.1097843 48.732849))",,,yes,,,"Fr,Sa 12:00-03:00, Su 12:00-01:00, Su-Th 12:00-01:00",,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"[760636195, 7834527273, 7834527272, 760636781, 7834527271, 7834527270, 760636683, 760636297, 760636195]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,68566018,Stuttgart,DE,58,70199,Kelterstraße,restaurant,,,,Vereinsheim Gartenfreunde Heslach,,,,no,,,"POLYGON ((9.1587967 48.7569384, 9.158966 48.7568399, 9.1589048 48.7567942, 9.1587355 48.7568927, 9.1587967 48.7569384))",regional;balkan,,,,,Su-Fr 17:00-22:30,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"[824392257, 824392258, 824392259, 824392260, 824392257]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,71401963,Stuttgart,DE,109,70499,Köstlinstraße,restaurant,,+49 711 94592905,https://don-giovanni-restaurant-stuttgart.eatbu.com/,Don Giovanni im Trompetle,,,,yes,,,"POLYGON ((9.1154983 48.8084643, 9.1154468 48.8084751, 9.1154584 48.8084989, 9.1153238 48.8085273, 9.1154519 48.8087906, 9.1156611 48.8087465, 9.1155788 48.8085773, 9.1155557 48.8085822, 9.1154983 48.8084643))",italian,,,,,"Mo 11:30-14:30,17:30-22:30; Tu off; We-Th 11:30-14:30,17:30-22:30; Fr-Sa 11:30-14:30,17:30-23:00; Su 11:30-15:00,17:30-22:30",Weilimdorf,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,"[849583112, 1313258993, 1313259001, 849583119, 849583133, 849583097, 1313259002, 1313259006, 849583112]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
