element_type,osmid,created_by,geometry,amenity,name,wheelchair,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,website,barrier,wikidata,source,access,note,operator,url,level,email,phone,opening_hours,contact:email,contact:fax,contact:phone,nodes,building,building:levels,roof:levels,roof:shape,school,school:DE,fax,area,denomination,religion,wikipedia,roof:material,type,addr:suburb,old_name,alt_name,description,leisure,toilets:wheelchair,roof:colour,disused:shop,was:name,start_date,school:de,school_type,fixme,name:de,name:fr,ref:AEFE,contact:website,historic,image,building:name,isced:level,official_name,building:parts,short_name,designation,source:geometry,grades,layer,loc_name,ways
way,81113903,,"POLYGON ((9.0756875 48.7346694, 9.0760459 48.7344961, 9.0757827 48.7342592, 9.0754242 48.7344324, 9.0756875 48.7346694))",school,,,Stuttgart,DE,31,70569,Montanastraße,,,,,,,,,,,,,,,,"[945298440, 945298354, 945298415, 945298378, 945298440]",yes,,,,,,,,,,,,,Vaihingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,81113910,,"POLYGON ((9.0742352 48.7365034, 9.0741933 48.7366521, 9.0743065 48.7366818, 9.0745108 48.7367322, 9.0746425 48.7364829, 9.0748324 48.7365171, 9.074703 48.7368208, 9.0751163 48.7368915, 9.0752564 48.7366104, 9.0752185 48.7365955, 9.075304 48.7364105, 9.0752461 48.7363939, 9.0752727 48.7363445, 9.0753354 48.7363472, 9.0753825 48.7361756, 9.0754256 48.7359882, 9.0754367 48.7358769, 9.0751544 48.7358536, 9.0749634 48.736283, 9.0747484 48.7362547, 9.0748329 48.7359867, 9.0744856 48.7359069, 9.07431 48.736261, 9.0742352 48.7365034))",school,Patch Elementary School,,,,,,,https://www.dodea.edu/PatchES/index.cfm,,,,,,,,,,,,,,,"[945298521, 945298345, 945298463, 10693897474, 10693897473, 10693897472, 10693897471, 10693897470, 10693897469, 10693897468, 945298350, 945298511, 945298374, 945298359, 945298363, 945298528, 945298390, 945298371, 945298451, 945298404, 945298499, 945298509, 945298373, 945298521]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,84594906,,"POLYGON ((9.1750357 48.7614483, 9.1751417 48.7612948, 9.1749194 48.7612282, 9.1749224 48.7612249, 9.1748132 48.7611859, 9.1748099 48.7611785, 9.1748037 48.7611707, 9.1747961 48.7611653, 9.1747877 48.7611621, 9.174778 48.7611592, 9.174765 48.7611566, 9.1747512 48.7611568, 9.1747399 48.7611582, 9.1746322 48.761116, 9.1746275 48.7611197, 9.1744279 48.7610218, 9.1742783 48.7611572, 9.1744879 48.7612575, 9.1745884 48.7612962, 9.1745858 48.7612989, 9.1747053 48.7613434, 9.174707 48.7613416, 9.1747861 48.7613708, 9.1748745 48.7613999, 9.1750309 48.761447, 9.1750357 48.7614483))",school,Kaufmännische Schule Stuttgart-Süd,,Stuttgart,DE,37,70180,Zellerstraße,,,,,,,,,,,,,,,,"[3008661470, 3008661472, 3008661466, 3008661462, 926747940, 8912152044, 8912152042, 8912152040, 8912152038, 8912152039, 8912152041, 8912152043, 982817209, 8912152049, 982817210, 926747302, 926747615, 8912152048, 982817208, 8912152046, 8912152045, 8912152047, 926746581, 982817199, 982817222, 3008661470]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,84595096,,"POLYGON ((9.17655 48.7615786, 9.1766957 48.761599, 9.1766579 48.7617124, 9.1766203 48.7618346, 9.1761006 48.7617612, 9.1761226 48.7616921, 9.1761752 48.7615261, 9.1763207 48.7615465, 9.1762853 48.7616566, 9.1765153 48.7616889, 9.17655 48.7615786))",school,Lehenschule,,Stuttgart,DE,91,70180,Römerstraße,,,,,,,,,,,,,,,,"[3008661471, 926802847, 3131985546, 982823217, 982823224, 3015792229, 926802044, 3008661469, 3008661474, 3008661475, 3008661471]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,91615115,,"POLYGON ((9.1552932 48.7121384, 9.1576938 48.7122576, 9.1577777 48.7116601, 9.1572069 48.7114985, 9.1566148 48.7114165, 9.1562277 48.7113182, 9.1555985 48.711101, 9.1546478 48.7108822, 9.1545575 48.7114952, 9.1554072 48.7115579, 9.1552932 48.7121384))",school,Fasanenhofschule,no,Stuttgart,,15,70565,Markus-Schleicher-Straße,https://fasanenhofschule-stuttgart.com/,,,,,,,,,,,,,,,"[1064451181, 1064451270, 1064451449, 9749799161, 9749799162, 9749799164, 9749799163, 1064451513, 1064451105, 1064451150, 1064451181]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,91677959,,"POLYGON ((9.1106023 48.7466033, 9.1107436 48.7465723, 9.1107733 48.7465592, 9.1107201 48.7465037, 9.1107403 48.7464919, 9.1106866 48.7464425, 9.1107069 48.7464279, 9.1106527 48.7463763, 9.1106758 48.7463664, 9.110623 48.7463142, 9.1106466 48.7463009, 9.1105863 48.7462422, 9.1105614 48.7462462, 9.1105232 48.7461984, 9.1106089 48.7461593, 9.1105194 48.7460633, 9.1104813 48.7460736, 9.1104648 48.7460584, 9.1104149 48.746063, 9.11038 48.7460689, 9.1103461 48.7460785, 9.1103141 48.7460953, 9.110349 48.7461261, 9.1102487 48.7461745, 9.1103739 48.7462978, 9.110437 48.7462819, 9.1104653 48.7463388, 9.1104323 48.7463444, 9.110429 48.7464447, 9.1104483 48.7465136, 9.1104629 48.7465611, 9.1105595 48.7465412, 9.1106023 48.7466033))",school,Pfaffenwaldschule,,Stuttgart,DE,1,70569,An der Betteleiche,https://www.pfaffenwaldschule.de/,,,,,,,,,,,,,,,"[1065425829, 8826003348, 1065426033, 8826003347, 8826003346, 8826003345, 8826003344, 8826003343, 8826003342, 8826003341, 8826003340, 1065427136, 1065426688, 1065427228, 1065426527, 1065426445, 1065427551, 1065426263, 1065427635, 1065426741, 1065427084, 1065427432, 1065427178, 1065425887, 1065427476, 1065427603, 1065426624, 1065427647, 1065426952, 1065427586, 1065427370, 1065426126, 1065425829]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,93792275,,"POLYGON ((9.2109773 48.7468649, 9.2116057 48.7472698, 9.212075 48.7474557, 9.2123684 48.7475623, 9.2126507 48.747362, 9.2129569 48.7471061, 9.2118436 48.7462654, 9.2109773 48.7468649))",school,Deutsch-Französische Grundschule,,Stuttgart,DE,22,70619,Silberwaldstraße,http://www.dfgs-stuttgart.de,,,Ministère des Affaires Etrangères et Européennes,,,,,,,,,direction.ecoles.stuttgart@googlemail.com,,,"[1089282270, 1089281087, 1089282736, 1459347107, 1459347102, 1089279784, 1089281598, 1089282270]",,,,,,,,,,,,,,,,,,,,,,,,,,,Deutsch-Französische Grundschule,École élémentaire franco-allemande de Stuttgart- Sillenburch,025O20,,,,,,,,,,,,,,
way,93889378,,"POLYGON ((9.2818025 48.7751902, 9.2817849 48.7751139, 9.2817121 48.7751212, 9.2817059 48.7750944, 9.281751 48.7750899, 9.2817309 48.7750028, 9.2814516 48.7750307, 9.2814388 48.7749752, 9.2811854 48.7750005, 9.2812052 48.7750862, 9.2811591 48.7750908, 9.2811793 48.7751784, 9.2814017 48.7751562, 9.2814225 48.7752461, 9.2815544 48.7752329, 9.2815503 48.7752154, 9.2818025 48.7751902))",school,Grundschule Uhlbach,,Stuttgart,DE,10,70329,Luise-Benger-Straße,,,,,,,,,,,,,,,,"[1091446234, 1091448969, 1091446265, 1091446622, 1091445291, 1091449187, 1091444847, 1091446716, 1091447191, 1091444716, 1091448864, 1091447534, 1091445696, 1091445248, 1091447230, 1091446033, 1091446234]",school,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,94162985,,"POLYGON ((9.2216389 48.7563204, 9.2217074 48.7564712, 9.2220412 48.7564014, 9.2219975 48.7563107, 9.2222144 48.7562653, 9.2221168 48.7560624, 9.2218854 48.7561107, 9.2218766 48.7560924, 9.2218607 48.7560957, 9.22182 48.7560111, 9.2216828 48.7560398, 9.2217234 48.7561244, 9.2216615 48.7561374, 9.2217012 48.7562199, 9.221492 48.7562586, 9.2214384 48.756144, 9.2212976 48.7561726, 9.2212824 48.7561399, 9.2209552 48.7562084, 9.2209747 48.7562491, 9.2209554 48.7562532, 9.2210457 48.7564409, 9.2216389 48.7563204))",school,Tiefenbachschule,,Stuttgart,,66 A,70329,Tiefenbachstraße,https://www.tiefenbachschule.de/,,,,,,,,,,,,,,,"[1094522327, 1094520478, 1094523137, 1094523754, 1094518337, 1094520603, 1094523949, 1094519394, 1094520875, 1094519514, 1094518600, 1094521849, 1094521651, 1094520185, 1094518077, 1094523523, 1094520239, 1094521168, 1094524145, 1094519896, 1094520274, 1094519276, 1094522327]",school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,94170442,,"POLYGON ((9.1855417 48.7505599, 9.1853824 48.750483, 9.1852124 48.7504008, 9.1850194 48.7505744, 9.1851102 48.7506183, 9.1853497 48.750734, 9.1854015 48.7506874, 9.1854535 48.7507125, 9.1853889 48.7507705, 9.1862497 48.7511865, 9.1865523 48.750894, 9.1864516 48.750848, 9.186242 48.7510466, 9.1858762 48.7508698, 9.1859059 48.7508431, 9.1858222 48.7508026, 9.1859436 48.7506962, 9.185984 48.7507371, 9.1860033 48.7507315, 9.1860804 48.75077, 9.1861045 48.7507455, 9.1861243 48.7507209, 9.1861404 48.7506946, 9.1861525 48.7506679, 9.186005 48.7506376, 9.1859904 48.7506323, 9.1859239 48.7506046, 9.185643 48.7504688, 9.1855417 48.7505599))",school,Waldschule Degerloch,yes,Stuttgart,DE,1,70597,Georgiiweg,https://waldschule-degerloch.de/,,Q1408105,,,,Verein zur Förderung der Waldschule Degerloch e.V.,,,,+49 711 80 66 97 0,,,,,"[1094572604, 2799460639, 1094570644, 1094569172, 2377346557, 1094569773, 1094571351, 1094571191, 1094572658, 1094571907, 1094569468, 1094569214, 1094570992, 1094570374, 1094571705, 1094569940, 9917611069, 1094571483, 9917611068, 9917611067, 9917611063, 9917611064, 9917611062, 9917611066, 9917611065, 1094570963, 1094572283, 1094572033, 1094572604]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,94397797,,"POLYGON ((9.2319279 48.7480456, 9.2322383 48.7482, 9.2322781 48.7481652, 9.2324651 48.7482583, 9.2323517 48.7483574, 9.2324691 48.7484158, 9.2323272 48.7485398, 9.2325431 48.7486472, 9.2327462 48.7484697, 9.2327176 48.7484555, 9.2329642 48.74824, 9.2328581 48.7481872, 9.2327529 48.7482792, 9.2326746 48.7482403, 9.2327411 48.7481822, 9.23237 48.7479975, 9.2323035 48.7480556, 9.2320568 48.7479329, 9.2319279 48.7480456))",school,Birken-Realschule,,Stuttgart,DE,14,70619,Bruno-Frank-Straße,,,,,,,,,,,+49-711-444897,,,,,"[1096564926, 1096565364, 1096564720, 1096565697, 1096565514, 1096564909, 1096564374, 1096565231, 1096565841, 1096566061, 1096564578, 1096564809, 1096565418, 1096564760, 1096564386, 1096564872, 1096564671, 1096565115, 1096564926]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95415899,,"POLYGON ((9.1729145 48.7537825, 9.1730843 48.7537002, 9.1732709 48.7535328, 9.1734701 48.7533496, 9.1728822 48.7530203, 9.1726002 48.7530083, 9.1724753 48.7531581, 9.1724417 48.753283, 9.1725188 48.7534773, 9.1726718 48.7536281, 9.1729145 48.7537825))",school,Karl-Schubert-Schule,,,,,,,,,Q56477200,,,,,,,,,,,,,"[1106391862, 1106391992, 1106391079, 1106391678, 1106392241, 1106391657, 1106392228, 1106391307, 1106391870, 1106390962, 1106391862]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95739854,,"POLYGON ((9.1633182 48.741838, 9.1631103 48.7411163, 9.1636467 48.7410978, 9.1636588 48.7409439, 9.1637232 48.7409209, 9.1637298 48.7406211, 9.1653939 48.7406369, 9.1658441 48.7411119, 9.1656001 48.7414444, 9.1653918 48.7416747, 9.1653104 48.7420213, 9.1633182 48.741838))",school,Wilhelms-Gymnasium,limited,Stuttgart,,80,70597,Albstraße,http://www.wilhelms-gymnasium.de/,,Q1290464,,,,,,,,,,,,,"[1109728769, 1109727701, 2533855549, 2533855550, 1109728202, 1109728734, 1109727889, 1109728304, 461862311, 461862310, 1109728253, 1109728769]",,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,
way,95739911,,"POLYGON ((9.1633604 48.7425777, 9.1632832 48.7425272, 9.1631538 48.742613, 9.1631935 48.7426389, 9.1630284 48.7427484, 9.1631935 48.7428566, 9.1633604 48.742746, 9.1638267 48.7430517, 9.1637802 48.7430825, 9.1640245 48.7432427, 9.1642007 48.7431259, 9.1634453 48.7426306, 9.1633604 48.7425777))",school,Albschule Degerloch,,Stuttgart,DE,61,70597,Wurmlinger Straße,https://www.albschule-degerloch.de/,,,,,,,,,,,,,,,"[1109728456, 1109728239, 1109727798, 1109727961, 1109728008, 1109727715, 1109728530, 1109728370, 1109728862, 1109728756, 1109728637, 1109728854, 1109728456]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,95740051,,"POLYGON ((9.162594 48.7425137, 9.1639748 48.7433356, 9.1652637 48.7427825, 9.1653922 48.742453, 9.1653104 48.7420213, 9.1633182 48.741838, 9.1633262 48.7419202, 9.162594 48.7425137))",school,Fritz-Leonhardt-Realschule,,Stuttgart,DE,63,70597,Wurmlinger Straße,,,,,,,,,,,,,,,,"[1109727990, 1109728098, 1109728674, 1109727833, 1109728253, 1109728769, 2533855551, 1109727990]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,100305713,,"POLYGON ((9.1707166 48.8340063, 9.1706625 48.8338789, 9.1707385 48.8338646, 9.1707006 48.8337883, 9.1710041 48.8337278, 9.1709986 48.8337165, 9.1712341 48.8336719, 9.1712162 48.8336363, 9.1712142 48.8336278, 9.1712212 48.8336212, 9.1712359 48.833621, 9.1712469 48.833627, 9.1713021 48.8336162, 9.1712344 48.8334669, 9.1718405 48.8333434, 9.1718942 48.8334581, 9.1718492 48.833462, 9.1718841 48.8335321, 9.1717359 48.8335588, 9.1717091 48.833497, 9.171425 48.833548, 9.1714485 48.8335932, 9.1714548 48.8335917, 9.1715288 48.8337568, 9.1715095 48.83376, 9.1715195 48.8337847, 9.1714337 48.8338007, 9.171422 48.8337763, 9.1711619 48.8338271, 9.1711721 48.8338517, 9.1710707 48.8338695, 9.1710991 48.8339352, 9.1707166 48.8340063))",school,Rosenschule,,,,38,,Markgröninger Straße,,,,,,,,,,,,,,,,"[1159483904, 1159484278, 1159484231, 1159483881, 1159483869, 1159483750, 1159483996, 1159484110, 1626984216, 1626984212, 1626984211, 1626984214, 1159484237, 1159483819, 1159483759, 1159484149, 1159484138, 1159483965, 1159483969, 1159483945, 1159483790, 1626984203, 1626984202, 1159483743, 1159484003, 1159483802, 1159484284, 1159484238, 1159483711, 1159483832, 1159483900, 1159483886, 1159483904]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.rosenschule-zuffenhausen.de,,,,,,,,,,,,,
way,100464356,,"POLYGON ((9.2261257 48.8429419, 9.2261731 48.8429656, 9.2266863 48.8432225, 9.2266353 48.8432631, 9.2267024 48.8432949, 9.2267963 48.843219, 9.2268067 48.8432098, 9.2268579 48.8431643, 9.2268409 48.8431554, 9.2267644 48.8431156, 9.226782 48.843101, 9.2267347 48.8430764, 9.2267172 48.843091, 9.2263885 48.8429136, 9.2263449 48.8429383, 9.2262383 48.8428783, 9.2261257 48.8429419))",school,Herbert-Hoover-Schule,,Stuttgart,,43,70378,Aalstraße,,,,,,,,,,,,,,,,"[1161419027, 3223566398, 1161419143, 1161419105, 1161419219, 1161419213, 3223566407, 1161419053, 3223566410, 1607961049, 1607961045, 1607961028, 1161419223, 1161419144, 1607961005, 1161419109, 1161419027]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103915451,,"POLYGON ((9.1216317 48.8170049, 9.121797 48.8170029, 9.1217956 48.8169498, 9.1217934 48.8168711, 9.1215266 48.8168742, 9.1215314 48.8170465, 9.1216328 48.8170453, 9.1216317 48.8170049))",school,Reisach Schule,,,,,,,,,,,,,,,,,,,,,,"[1199454956, 1199454467, 1199455672, 1199455095, 1199455213, 1199454297, 1199455225, 1199454956]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103915514,,"POLYGON ((9.1211246 48.8172029, 9.1210661 48.8172034, 9.1210673 48.8172602, 9.1212676 48.8172584, 9.121267 48.8172287, 9.1214026 48.8172275, 9.1213998 48.8170939, 9.1211223 48.8170964, 9.1211246 48.8172029))",school,Reisach Schule,,,,,,,,,,,,,,,,,,,,,,"[1199454799, 1199455049, 1199453913, 1199455697, 1199455626, 1199454075, 1199455379, 1199455518, 1199454799]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108046116,,"POLYGON ((9.2247152 48.8037447, 9.2247129 48.8037443, 9.2247104 48.80375, 9.2247259 48.8037529, 9.2247267 48.803751, 9.2248077 48.8037661, 9.2248065 48.8037691, 9.2248689 48.8037807, 9.2248701 48.8037779, 9.2249516 48.8037931, 9.2249505 48.8037955, 9.2249638 48.803798, 9.2249665 48.8037917, 9.224963 48.803791, 9.2249936 48.80372, 9.2249977 48.8037208, 9.2250008 48.8037134, 9.2249963 48.8037126, 9.2250633 48.8035571, 9.2250664 48.8035577, 9.2250694 48.8035505, 9.2250658 48.8035498, 9.2250945 48.8034832, 9.225098 48.8034839, 9.2251022 48.8034743, 9.2250911 48.8034723, 9.2250903 48.8034742, 9.2250057 48.8034584, 9.2250087 48.8034515, 9.2249468 48.8034399, 9.224944 48.8034463, 9.224864 48.8034313, 9.2248649 48.8034294, 9.2248496 48.8034265, 9.2248466 48.8034335, 9.2248491 48.803434, 9.224816 48.8035106, 9.2248198 48.8035113, 9.2247533 48.8036655, 9.2247496 48.8036648, 9.2247152 48.8037447))",school,Martin-Luther-Schule,no,Stuttgart,DE,57,70372,Martin-Luther-Straße,,,,,,,,,,,,,,,,"[1240369823, 8873251186, 8873251184, 8873251185, 8873251187, 8873251179, 8873251177, 8873251176, 8873251178, 8873251183, 8873251182, 8873251180, 8873251181, 1240369720, 8873251161, 8873251155, 8873251154, 8873251160, 8873251159, 8873251157, 8873251156, 8873251158, 8873251175, 8873251174, 1240369759, 8873251172, 8873251173, 8873251170, 8873251152, 8873251153, 8873251171, 8873251169, 8873251166, 8873251167, 8873251168, 1240369891, 8873251164, 8873251163, 8873251162, 8873251165, 1240369823]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109330177,,"POLYGON ((9.1684487 48.7780615, 9.1684547 48.7780534, 9.1684111 48.7780391, 9.1683377 48.778015, 9.1682599 48.7779894, 9.1682501 48.7780023, 9.1682173 48.7780456, 9.1682035 48.7780411, 9.1681664 48.7780902, 9.1683402 48.7781473, 9.1683458 48.7781399, 9.1683806 48.7781514, 9.1684487 48.7780615))",school,Institut français Stuttgart,no,Stuttgart,DE,51,70174,Schloßstraße,,,Q366882,,,,,http://www.institutfrancais.de/stuttgart/,,,,,,,,"[690520317, 3337853540, 1352415071, 8907852223, 1251902239, 8907852230, 6404913836, 6404913837, 1251901980, 6404913838, 6404913839, 690520320, 690520317]",yes,,,,,,,,,,de:Institut français Stuttgart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109483961,,"POLYGON ((9.1695722 48.7770721, 9.1698328 48.7769008, 9.1696599 48.7767844, 9.1696098 48.7768155, 9.1695218 48.7768707, 9.169396 48.7769528, 9.1694641 48.7769989, 9.1694616 48.7770007, 9.1695017 48.7770271, 9.1695045 48.7770255, 9.1695722 48.7770721))",school,Johannes-Brenz-Schule,,Stuttgart,DE,11,70174,Hohe Straße,http://www.jbs-stuttgart.de/,,,,,,Evangelische Schulstiftung,,,,,,,,,"[1253191813, 1253191679, 1253191756, 3330902142, 1253191682, 1253191875, 8907655770, 8907655768, 8907655767, 8907655769, 1253191813]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,111282389,,"POLYGON ((9.1675526 48.8266242, 9.1677695 48.8267148, 9.1675596 48.8269327, 9.1675496 48.8269285, 9.1675402 48.8269383, 9.1674975 48.8269205, 9.1675069 48.8269107, 9.1673427 48.8268421, 9.167398 48.8267847, 9.1674067 48.8267884, 9.1675038 48.8266876, 9.1674951 48.8266839, 9.1675526 48.8266242))",school,Griechisches Lyzeum Stuttgart,,Stuttgart,DE,9,70435,Schwieberdinger Straße,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,"[1268246039, 1268246064, 1268246053, 4427066992, 4427066993, 4427066991, 4427066990, 1268246102, 1268246070, 1268246037, 1268246091, 1268246058, 1268246039]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,111712493,,"POLYGON ((9.079749 48.7491213, 9.0801036 48.7492189, 9.0801755 48.749246, 9.080425 48.7493866, 9.0806429 48.7494478, 9.0806873 48.7494906, 9.080884 48.7495207, 9.0810392 48.7491089, 9.0812344 48.7486527, 9.0805603 48.7485322, 9.0798019 48.748351, 9.0795751 48.7487351, 9.079749 48.7491213))",school,Steinbachschule,no,Stuttgart,,2,70569,Büsnauer Platz,https://www.steinbachschule.de/,,,,,,,,,,,,,,,"[1272120720, 1272120719, 4597211075, 1272120683, 1272120709, 1272120663, 1272120674, 1272120700, 1272120686, 1272120661, 1272120734, 1272120688, 1272120720]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,118083958,,"POLYGON ((9.208789 48.8109722, 9.2086488 48.8111188, 9.2093107 48.8113933, 9.2094509 48.8112467, 9.208789 48.8109722))",school,,,Stuttgart,DE,8,70376,Auf der Altenburg,,,,,,,,,,,,,,,,"[1328838163, 1328837763, 1328838092, 1328837846, 1328838163]",school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,120141327,,"POLYGON ((9.1988411 48.7672005, 9.1988091 48.7671502, 9.1988831 48.7671297, 9.1989077 48.7671229, 9.1988967 48.7671058, 9.1988738 48.76707, 9.199011 48.7670319, 9.1990731 48.7670147, 9.1990649 48.7670019, 9.1991243 48.7669853, 9.1991522 48.7669772, 9.1991574 48.766985, 9.1991621 48.7669919, 9.1992014 48.766981, 9.199223 48.7670147, 9.1992312 48.7670124, 9.1992386 48.767024, 9.1992454 48.7670346, 9.1992373 48.7670368, 9.1992594 48.7670713, 9.1992747 48.7670954, 9.1990875 48.767147, 9.1990795 48.7671343, 9.1989397 48.7671731, 9.1988411 48.7672005))",school,Merz Internat,,Stuttgart,DE,125,70186,Gänsheidestraße,https://www.merz-schule.de/,,,,,,,,,,+497112103435,,,,,"[1347781250, 7156392634, 7156392645, 7156392635, 7156392644, 7156392636, 8891073238, 1347781265, 1347781106, 8891073239, 1347781271, 7156392642, 1347781078, 1347781170, 1347781248, 1347781323, 7156392643, 1347781151, 1347781225, 8891073236, 1347781305, 7156392638, 7156392637, 8891073234, 1347781250]",,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,120860999,,"POLYGON ((9.0924759 48.8022044, 9.0924795 48.802178, 9.0924818 48.8021559, 9.0924894 48.8020878, 9.093059 48.8021407, 9.0931161 48.8017127, 9.0937388 48.8017254, 9.0942281 48.8017617, 9.0961751 48.8019028, 9.0964525 48.8021205, 9.0964082 48.8025755, 9.0931164 48.8025706, 9.0931958 48.8022607, 9.0924759 48.8022044))",school,Gemeinschaftsschule Weilimdorf,,Stuttgart,,81,70499,Engelbergstraße,https://www.gmsweilimdorf.de/,fence,,,,,,,,,,,,,,"[1354123318, 1202461006, 1202461024, 1354123305, 1354123310, 1354123299, 1354123300, 1354123301, 1354123302, 1354123306, 1354123342, 1354123341, 1354123322, 1354123318]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122387060,,"POLYGON ((9.2174261 48.8073108, 9.217555 48.8073353, 9.2175534 48.8073384, 9.2179903 48.8074209, 9.217994 48.8074111, 9.2180721 48.807421, 9.2180469 48.8075032, 9.2182128 48.8075239, 9.2182206 48.8074953, 9.2183216 48.8071483, 9.218104 48.8071209, 9.2180918 48.8071596, 9.2180457 48.8071531, 9.2180222 48.80723, 9.2180698 48.8072369, 9.2180642 48.8072573, 9.2176212 48.8071713, 9.2176197 48.8071741, 9.2174965 48.8071499, 9.2174261 48.8073108))",school,Johannes-Kepler-Gymnasium,,Stuttgart,DE,8,70372,Daimlerstraße,http://www.jkg-stuttgart.de/,,Q1697093,,,,,,,,,,,,,"[1367779677, 8872632233, 8872632234, 1367779707, 8872632232, 1367779698, 1367779694, 1367779695, 4197803569, 1367779711, 1367779678, 1367779715, 1367779713, 8872632238, 8872632237, 1367779686, 8872632236, 8872632235, 1367779712, 1367779677]",yes,,,,,,,,,,de:Johannes-Kepler-Gymnasium Bad Cannstatt,,,,,,,,,,,,,,,,,,,,building,Stuttgart Johannes-Kepler-Gymnasium.jpg,,,,,,,,,,,
way,122586051,,"POLYGON ((9.2127983 48.7923062, 9.2127903 48.7923406, 9.2124848 48.7922974, 9.2124997 48.7922517, 9.2123965 48.7922371, 9.2123059 48.7925147, 9.2124091 48.7925293, 9.2124646 48.7923591, 9.2129264 48.7924214, 9.2131761 48.7925615, 9.2132258 48.7925198, 9.2129533 48.7923737, 9.2129616 48.7923297, 9.2130739 48.7919924, 9.2129106 48.7919688, 9.2127983 48.7923062))",school,Johann-Friedrich-von-Cotta-Schule,,Stuttgart,DE,165,70190,Sickstraße,,,,,,,,,,,,,,,,"[1369412986, 1832046036, 1832046091, 1369412983, 1369412971, 1369413022, 1369413025, 1832046040, 1832046080, 1832046095, 1832046078, 1832046070, 1369412991, 1369412933, 1369412927, 1369412986]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123201421,,"POLYGON ((9.237449 48.8044877, 9.2372168 48.8043002, 9.2373215 48.804244, 9.2374445 48.8043433, 9.2374852 48.8043215, 9.237729 48.8045184, 9.2376337 48.8045696, 9.2376205 48.8045589, 9.237455 48.8046478, 9.23748 48.804668, 9.2371806 48.8048288, 9.2370523 48.8047252, 9.236996 48.8047555, 9.2368292 48.8046208, 9.2366288 48.8047285, 9.2364036 48.8045466, 9.2367485 48.8043613, 9.2371222 48.8046632, 9.237449 48.8044877))",school,Eichendorffschule,,Stuttgart,,57,70374,Ebitzweg,https://www.eido-schule.de/,,,,,,,,,,+49 711 216 57110,,,,,"[1374644898, 1374644982, 1374644914, 1374644918, 1374644936, 1374644954, 1374644962, 1374644947, 1374644952, 1374644931, 1374644979, 1374644903, 1374644980, 1374644916, 319627237, 1374644966, 1374644964, 1374644963, 1374644898]",school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123769976,,"POLYGON ((9.2007417 48.7830486, 9.2004746 48.7828316, 9.2003467 48.7829, 9.2006138 48.783117, 9.2007417 48.7830486))",school,Therapeuticum Raphaelhaus,,Stuttgart,DE,15,70188,Heubergstraße,https://www.raphaelhaus-stuttgart.de/,,,,,,,,,,,,,,,"[1379179524, 1379179506, 1379179521, 1379179526, 1379179524]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raphaelhaus,0-3,,,,,,,,,
