element_type,osmid,amenity,denomination,name,religion,wheelchair,geometry,website,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,opening_hours,source,entrance,tourism,contact:website,level,old_name,service_times,office,operator,wikidata,wikipedia,denomination:de,short_name,toilets:wheelchair,check_date,access,addr:suburb,club,note,description,start_date,network,url,alt_name,contact:phone,name:source,official_name,official_name:source,fee,historic,nodes,building,building:material,height,roof:material,roof:orientation,roof:shape,email,fax,phone,architect,building:architecture,image,roof:colour,building:levels,ref,roof:direction,source:roof:shape,architect:1811-1944,architect:1955-,former:location,name:-1808,name:1811-,wikimedia_commons,building:start_date,roof:levels,name:signed,contact:email,denomination:wikipedia,name:en,building:colour,consecrationname,roof:height,source:addr,name:de,wheelchair:description,ele,year_of_construction,place_of_worship,architect:wikidata,name:ro,source:geometry,building:name,deanery,diocese,name:etymology:wikidata,air_conditioning,internet_access,loc_name,note:height,FIXME,inside,ways,payment:cards,payment:credit_cards,payment:debit_cards,type
way,120601405,place_of_worship,new_apostolic,Neuapostolische Kirche,christian,yes,"POLYGON ((9.1591298 48.8084079, 9.1593165 48.8082968, 9.1593739 48.8083389, 9.1593932 48.808353, 9.1593384 48.8083855, 9.1593345 48.8083827, 9.1593065 48.8083993, 9.1594568 48.8085093, 9.1592825 48.8086126, 9.159277 48.8086085, 9.1592806 48.8086064, 9.1592123 48.8085564, 9.1592097 48.808558, 9.1592046 48.8085543, 9.1592447 48.8085305, 9.159113 48.8084341, 9.1591385 48.808419, 9.159123 48.8084077, 9.1591266 48.8084055, 9.1591298 48.8084079))",,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1351879436, 1351879427, 9310318324, 1351879430, 1351879435, 1351879442, 1351879448, 1351879447, 1351879450, 9310318362, 9310318359, 9310318360, 9310318361, 1351879446, 1351879444, 1351879438, 1351879437, 9310318363, 9310318364, 1351879436]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,121272572,place_of_worship,reformed,Evangelisch-Reformierte Gemeinde Stuttgart,christian,,"POLYGON ((9.1958365 48.7779162, 9.1956101 48.7779667, 9.1956424 48.7780294, 9.1958687 48.7779789, 9.1958365 48.7779162))",https://stuttgart.reformiert.de/,Stuttgart,DE,17/1,70184,Heidehofstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1358157892, 1358158370, 1358157981, 1358158603, 1358157892]",church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kirchsaal Heidehofstraße,Synodalverband XI,Evangelisch-reformierte Kirche,,,,,,,,,,,,
way,121288643,place_of_worship,lutheran,Ludwig-Hofacker-Kirche,christian,limited,"POLYGON ((9.1876451 48.7698624, 9.1876054 48.7698424, 9.187448 48.7697627, 9.1873762 48.7697265, 9.1872726 48.7698165, 9.1875406 48.7699521, 9.1876451 48.7698624))",,Stuttgart,DE,12,70184,Dobelstraße,,,,,,,,,,,Q107501905,,,,,,,,,,,,,,,,,,,,,"[1358236178, 8896037271, 8896037254, 1358236301, 281964548, 281964546, 1358236178]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122720100,place_of_worship,catholic,Hl. Geist,christian,,"POLYGON ((9.2144445 48.7879913, 9.2143824 48.788012, 9.2143158 48.7879961, 9.2143098 48.7880066, 9.2142979 48.7880107, 9.214251 48.7880001, 9.2142446 48.7879912, 9.2143096 48.7878675, 9.2142872 48.7878618, 9.2143387 48.7877639, 9.2143338 48.7877582, 9.2143438 48.7877405, 9.2143528 48.7877361, 9.2143935 48.7877451, 9.2144151 48.7877073, 9.2145445 48.78774, 9.2145094 48.7878027, 9.2145419 48.787811, 9.2144836 48.7879204, 9.2144445 48.7879913))",,Stuttgart,DE,1,70188,Boslerstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1370497886, 1370497891, 1370497889, 1370497894, 6479223567, 6479223568, 1370497888, 6479223572, 1370497853, 1370497851, 6479223566, 6479223565, 1370497846, 1370497847, 1370497843, 1370497848, 1370497856, 1370497870, 1370497872, 1370497886]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122720258,place_of_worship,protestant,Lutherhaus,christian,,"POLYGON ((9.2142445 48.787445, 9.2143655 48.7872215, 9.2142783 48.787201, 9.2141584 48.7871931, 9.2140877 48.7873376, 9.2140538 48.7873309, 9.21404 48.7873611, 9.214073 48.7873676, 9.2140567 48.7874009, 9.2142445 48.787445))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1370497820, 1370497772, 1370497769, 1370497765, 1370497792, 1370497790, 1370497797, 1370497799, 1370497808, 1370497820]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,123272625,place_of_worship,,Khaled Ben El-Walid,muslim,,"POLYGON ((9.2235599 48.8131554, 9.2237885 48.8129086, 9.2237266 48.8128838, 9.2236648 48.812859, 9.2235835 48.8129468, 9.2234349 48.8131073, 9.223487 48.8131282, 9.2234677 48.813149, 9.2234803 48.8131541, 9.2234918 48.8131587, 9.2235125 48.8131364, 9.2235599 48.8131554))",,Stuttgart,DE,2-6,70372,Viaduktstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1375297495, 1375297489, 3929788817, 1375297487, 3929788818, 1375297494, 8874857615, 8874857616, 3929788823, 8874857617, 8874857618, 1375297495]",yes,,12,,,gabled,,,,,,,,2,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
way,124025325,place_of_worship,roman_catholic,St. Josef,christian,yes,"POLYGON ((9.1570764 48.758772, 9.1572003 48.7588475, 9.157235 48.7588229, 9.1572564 48.7588364, 9.1573492 48.7588328, 9.1574152 48.7587846, 9.1574143 48.7587627, 9.1574496 48.7587382, 9.1574497 48.7587298, 9.1574485 48.7586789, 9.1573134 48.7585995, 9.1571685 48.7586032, 9.1571212 48.7586378, 9.1571234 48.7586607, 9.1570699 48.7587005, 9.1570764 48.758772))",http://www.st.josefheslach.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1381501673, 1381501519, 1381501671, 1381501687, 1175556481, 1175557056, 1175556726, 6481607930, 1175556417, 1381501764, 1381501544, 1381501771, 2983610235, 2983610236, 1381501784, 1381501673]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,124825732,place_of_worship,roman_catholic,St. Barbara,christian,no,"POLYGON ((9.2285293 48.8378076, 9.2281964 48.8377227, 9.2281262 48.8378376, 9.228478 48.8379272, 9.2284918 48.8379085, 9.2285857 48.8379354, 9.2286299 48.8379245, 9.2286555 48.8378856, 9.2286401 48.837871, 9.2286784 48.8378292, 9.2285407 48.8377949, 9.2285293 48.8378076))",,Stuttgart,,6,70378,Wolfgangstraße,,,,,,,,,,,Q107501927,,,,,,,,,,,,,,,,,,,,,"[1388122143, 1388122084, 1388122162, 1388122199, 1388122188, 1562840826, 1388122205, 1562840825, 1388122173, 1388122163, 1388122139, 1388122143]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,126108446,place_of_worship,protestant,Andreaskirche,christian,no,"POLYGON ((9.268709 48.7644074, 9.2688779 48.7644346, 9.2688835 48.7644194, 9.2689628 48.7644322, 9.2690655 48.7641543, 9.2689787 48.7641404, 9.2689639 48.7641805, 9.2688025 48.7641545, 9.268709 48.7644074))",,Stuttgart,DE,5,70329,Heidelbeerstraße,,,,,,,,,,,Q107501852,,,,,,,,,,,1927,,,,,,,,,,"[1398901393, 1398901398, 1398901392, 1398901396, 1398901331, 6238748455, 6238748456, 1398901298, 1398901393]",church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,130886649,place_of_worship,evangelical,hoffnung stuttgart e. v.,christian,,"POLYGON ((9.1577757 48.7733979, 9.1578199 48.7735098, 9.1578473 48.7735179, 9.1579169 48.7735054, 9.1579852 48.773493, 9.1579615 48.7734359, 9.1579539 48.7734177, 9.1579157 48.7734246, 9.1578908 48.7733647, 9.1577865 48.7733826, 9.1577757 48.7733979))",https://stuttgart.hoffnungdeutschland.de/,Stuttgart,DE,18/1,70176,Vogelsangstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1440505019, 1440505005, 8900654024, 2919079215, 1440505017, 308068913, 1440504984, 1440504999, 1440505022, 8900654023, 1440505019]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,132070517,place_of_worship,protestant,Martinskirche,christian,,"POLYGON ((9.2155761 48.7015003, 9.2156063 48.7015038, 9.2156 48.7015293, 9.2156021 48.7015361, 9.2156092 48.7015414, 9.2156162 48.7015439, 9.2156236 48.7015446, 9.2156313 48.7015431, 9.2156387 48.7015385, 9.2156433 48.7015339, 9.215646 48.701523, 9.2156666 48.7015252, 9.2156655 48.7015297, 9.2158981 48.7015548, 9.215889 48.7015913, 9.215995 48.7016027, 9.2160071 48.7015537, 9.2160386 48.7015573, 9.2160449 48.7015662, 9.2160548 48.7015628, 9.2160485 48.7015538, 9.2160787 48.701541, 9.2160879 48.7015491, 9.2160972 48.7015445, 9.2160879 48.7015369, 9.2160928 48.7015123, 9.2161054 48.7015063, 9.2160992 48.7015003, 9.2160884 48.7015055, 9.2160652 48.7014867, 9.2160765 48.7014804, 9.216069 48.7014741, 9.2160585 48.7014806, 9.2160286 48.7014774, 9.2160307 48.7014688, 9.2160187 48.7014675, 9.2160165 48.7014762, 9.2159911 48.7014734, 9.2159932 48.7014646, 9.2159815 48.7014634, 9.2159793 48.7014723, 9.2159445 48.7014685, 9.2159478 48.7014552, 9.215692 48.7014277, 9.2156901 48.7014354, 9.2156676 48.701433, 9.2156709 48.7014199, 9.2156688 48.7014141, 9.2156606 48.7014092, 9.2156533 48.7014067, 9.2156437 48.7014057, 9.2156372 48.7014072, 9.2156303 48.7014108, 9.2156265 48.7014151, 9.2156179 48.7014419, 9.215592 48.7014389, 9.2155761 48.7015003))",,Stuttgart,DE,5,70599,Mönchhof,,,,,,,,,,,Q1905708,,,,,,,,,,,,,,,,,,,,,"[1453565161, 1453565162, 1453565166, 6479226293, 6479226291, 6479226289, 6479226288, 6479226290, 6479226292, 1453565168, 6479226319, 6479226318, 1453565165, 1453565169, 1453565172, 1453565174, 1453565170, 1453565171, 6479226295, 6479226294, 1455855995, 6479226305, 6479226297, 6479226296, 6479226303, 6479226302, 6479226299, 6479226298, 6479226304, 1455855993, 6479226300, 6479226301, 1453565157, 6479226310, 6479226306, 6479226307, 6479226311, 6479226312, 6479226308, 6479226309, 6479226313, 1453565156, 1453565155, 6479226317, 6479226314, 6479226315, 6479226316, 6479226287, 6479226084, 6479226083, 6479226082, 6479226285, 6479226286, 1453565151, 1453565153, 1453565152, 1453565161]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,132220821,place_of_worship,,Walpurgiskirche,christian,,"POLYGON ((9.230827 48.8439765, 9.2306682 48.8440135, 9.2306993 48.84408, 9.2308361 48.8441383, 9.2308656 48.8441665, 9.2308602 48.8442618, 9.2309315 48.8442631, 9.2309367 48.844247, 9.2309383 48.8441781, 9.2310015 48.8441788, 9.2310088 48.8441535, 9.231056 48.8441135, 9.2309004 48.8440535, 9.2309165 48.8440376, 9.2308387 48.8440059, 9.230827 48.8439765))",,Stuttgart,DE,20,70378,Walpurgisstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1454981751, 1454981753, 1454981640, 1454981611, 1454981730, 1454981670, 1454981706, 1913977285, 1454981682, 1454981772, 1454981708, 1454981735, 1454981659, 1454981676, 1454981637, 1454981751]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,132220836,place_of_worship,,,christian,,"POLYGON ((9.2310015 48.8441788, 9.2310417 48.8441792, 9.2310401 48.8442481, 9.2309367 48.844247, 9.2309383 48.8441781, 9.2310015 48.8441788))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1454981772, 1454981599, 1454981752, 1913977285, 1454981682, 1454981772]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,132702953,place_of_worship,catholic,St. Rupert,christian,,"POLYGON ((9.2051339 48.8128463, 9.2051968 48.8128158, 9.2051858 48.8128074, 9.2052501 48.8127753, 9.2051867 48.8127352, 9.205251 48.8126896, 9.2053179 48.8127295, 9.2053398 48.8127219, 9.2053712 48.8127177, 9.2054014 48.81272, 9.2054311 48.8127285, 9.2054865 48.8127606, 9.2054825 48.8127632, 9.20548 48.8127614, 9.2054619 48.8127729, 9.2054798 48.8128005, 9.2054864 48.8128284, 9.205494 48.8129798, 9.2054087 48.8129789, 9.2054081 48.8129831, 9.2053611 48.8129772, 9.2053626 48.8129734, 9.2053283 48.8129676, 9.205319 48.8129832, 9.2052279 48.8129599, 9.2052369 48.8129468, 9.2052037 48.8129368, 9.2052005 48.8129401, 9.2051579 48.8129246, 9.2051606 48.8129218, 9.205083 48.8128826, 9.2051445 48.8128533, 9.2051339 48.8128463))",,Stuttgart,DE,11,70376,Koblenzer Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1459791209, 6611987709, 6611976968, 1459791190, 1459791171, 1459791259, 1459791238, 1459791220, 6611987712, 6611987711, 1459791178, 6611987713, 6611987714, 1459791174, 1459791195, 6611976961, 2590665840, 1569312931, 6611976964, 6611976962, 6611976963, 1459791232, 1459791226, 2590665856, 2590665849, 1459791234, 1459791207, 6611976965, 6611976966, 6611976967, 1459791196, 6611987710, 1459791209]",church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,133256040,place_of_worship,protestant,Lutherkirche,christian,yes,"POLYGON ((9.1609534 48.810732, 9.1609333 48.8107633, 9.1609224 48.8107604, 9.160892 48.8108104, 9.1608915 48.8108146, 9.1608879 48.8108182, 9.1608824 48.8108206, 9.160874 48.8108225, 9.1608654 48.8108225, 9.1608554 48.810821, 9.1607984 48.8108849, 9.1607907 48.8108883, 9.1607814 48.8108898, 9.1607729 48.8108897, 9.1606805 48.8108618, 9.1606739 48.8108583, 9.1606692 48.8108541, 9.1606677 48.8108482, 9.1606677 48.8108369, 9.1606838 48.8108113, 9.160711 48.8108179, 9.160785 48.810689, 9.1609534 48.810732))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1466684173, 9338010905, 9338010906, 1466684172, 9338010911, 9338010907, 9338010908, 9338010909, 9338010910, 1466684176, 1466684175, 9338010914, 9338010915, 9338010916, 1466684174, 9338010913, 9338010917, 9338010912, 1466684168, 9337984491, 9337984490, 1466684171, 1466684173]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135863403,place_of_worship,salvation_army,Heilsarmee Vorposten Bad Cannstatt,christian,,"POLYGON ((9.2147736 48.8064304, 9.2148515 48.806332, 9.2149611 48.8063693, 9.2148908 48.8064595, 9.214796 48.8064273, 9.2147894 48.8064358, 9.2147876 48.8064351, 9.2147736 48.8064304))",https://www.heilsarmee.de/stuttgartbadcannstatt/,Stuttgart,DE,29,70372,Brunnenstraße,,,,,,,,,,,,,,Heilsarmee,,,,,,,,,,,,,,,,,,"[1491288995, 1491288910, 1491288959, 1491288947, 8870673475, 8870673474, 8870673448, 1491288995]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,136305994,place_of_worship,lutheran,Christus-Kirche,christian,,"POLYGON ((9.2188692 48.8064566, 9.2188748 48.8064391, 9.2188696 48.8064343, 9.2188615 48.806433, 9.2188558 48.8064338, 9.2188665 48.8064037, 9.2188725 48.8064065, 9.2188791 48.8064076, 9.2188863 48.8064038, 9.2188904 48.8063911, 9.2188848 48.8063903, 9.2188864 48.8063853, 9.2188913 48.806386, 9.2188935 48.8063793, 9.218905 48.8063809, 9.2189035 48.8063854, 9.2189296 48.8063891, 9.2189312 48.8063841, 9.2189451 48.806386, 9.2189436 48.8063906, 9.2189721 48.8063946, 9.2189737 48.8063895, 9.2189866 48.8063913, 9.2189852 48.8063958, 9.219008 48.8063991, 9.2190096 48.8063943, 9.2190237 48.8063963, 9.2190224 48.8064006, 9.2190465 48.806404, 9.2190481 48.8063992, 9.2190617 48.8064011, 9.2190603 48.8064053, 9.2190909 48.8064096, 9.2190925 48.8064047, 9.2191027 48.8064061, 9.2191011 48.806411, 9.219111 48.8064088, 9.2191274 48.8064109, 9.2191311 48.8064152, 9.2191497 48.8064178, 9.2191316 48.8064735, 9.2191975 48.8064827, 9.2191825 48.8065292, 9.2190603 48.806512, 9.2190689 48.8064855, 9.219035 48.8064808, 9.2190337 48.8064847, 9.2190214 48.8064829, 9.2190224 48.8064797, 9.2189981 48.8064762, 9.2189967 48.8064803, 9.218983 48.8064783, 9.2189841 48.806475, 9.218958 48.8064714, 9.218957 48.8064747, 9.2189467 48.8064732, 9.2189476 48.8064706, 9.2189185 48.8064665, 9.2189173 48.80647, 9.2189065 48.8064685, 9.2189074 48.8064656, 9.2188796 48.8064617, 9.2188783 48.8064658, 9.2188683 48.8064644, 9.2188693 48.8064613, 9.2188633 48.8064604, 9.2188648 48.806456, 9.2188692 48.8064566))",,Stuttgart,DE,17,70372,Daimlerstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1495425494, 6481607235, 6481607314, 6481607210, 6481607212, 6481607211, 6481607209, 6481607313, 6481607234, 1495425720, 6481607214, 6481607213, 6481607322, 6481607321, 6481607320, 6481607236, 6481607230, 6481607216, 6481607215, 6481607229, 6481607224, 6481607218, 6481607217, 6481607223, 6481607332, 6481607220, 6481607219, 6481607331, 6481607228, 6481607222, 6481607221, 6481607227, 6481607226, 6481607319, 6481607318, 6481607225, 6481607316, 6481607315, 6481607317, 1495425656, 1495425457, 1495425472, 1495425906, 1495425875, 1495425862, 6481607334, 6481607323, 6481607324, 6481607333, 6481607232, 6481607325, 6481607326, 6481607231, 6481607335, 6481607327, 6481607328, 6481607336, 6481607337, 6481607329, 6481607330, 6481607338, 6481607237, 6481607339, 6481607340, 6481607341, 6481607342, 6481607233, 1495425494]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137685423,place_of_worship,methodist,Friedenskirche,christian,,"POLYGON ((9.2203136 48.8088358, 9.2203805 48.8086818, 9.2204277 48.8086907, 9.2205727 48.808718, 9.2205058 48.808872, 9.2203136 48.8088358))",,Stuttgart,DE,17,70372,Mergentheimer Straße,,,,,,,,,,Evangelisch-methodistische Kirche,,,,,,,,,,,,,,,,,,,,,,"[1509957354, 1509957716, 4327921993, 1509957124, 1509957156, 1509957354]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,139313662,place_of_worship,catholic,Heilig Kreuz,christian,yes,"POLYGON ((9.243359 48.8156181, 9.2437702 48.8156297, 9.2436291 48.8158859, 9.2435549 48.8158037, 9.2435287 48.8157744, 9.243359 48.8156181))",,Stuttgart,DE,11,70374,Windröschenweg,,,,,,,,,,,Q1594975,,,,,,,,,,,,,,,,,,,,,"[1527337232, 1527337206, 1527337414, 1527337369, 1527337362, 1527337232]",church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,139454175,place_of_worship,protestant,evang. Sommerrainkirche,christian,yes,"POLYGON ((9.2441984 48.8180021, 9.2444047 48.818006, 9.2444449 48.8179462, 9.2444882 48.8178817, 9.2443521 48.8177997, 9.244333 48.8177882, 9.2442766 48.8178111, 9.2441647 48.8178566, 9.2441984 48.8180021))",https://www.ev-ki-stu.de/gemeinden/bad-cannstatt/sommerain/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1528810742, 1528810743, 2549624235, 1528810729, 1528810716, 1528810713, 1528810720, 1528810728, 1528810742]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,139454198,place_of_worship,,,jewish,,"POLYGON ((9.2412228 48.8210187, 9.2412352 48.8208522, 9.2411114 48.8208482, 9.2411088 48.8208831, 9.241101 48.820978, 9.2410983 48.8210146, 9.2412228 48.8210187))",,Stuttgart,DE,23,70374,Ziegelbrennerstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1528811306, 1528811293, 1528811292, 2573486896, 2573486893, 1528811305, 1528811306]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,140785559,place_of_worship,protestant,Stephanuskirche,christian,,"POLYGON ((9.2336364 48.8125267, 9.2337396 48.8124936, 9.2337057 48.8124477, 9.2333069 48.8125759, 9.2333409 48.8126217, 9.2333937 48.8126047, 9.2335763 48.812851, 9.233819 48.812773, 9.2336364 48.8125267))",,Stuttgart,DE,77,70374,Burckhardtstraße,,http://www.stephanusgemeinde-badcannstatt.de/cms/startseite/unsere-kirchengemeinde/,,,,,,,,,Q107501944,,,,,,,Bad Cannstatt,,,,,,,,,,,,,,"[1541614618, 1541614595, 1541614547, 1541614623, 1541614668, 1541614648, 1541614822, 1541614780, 1541614618]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,141778743,place_of_worship,catholic,,christian,,"POLYGON ((9.2206912 48.8345027, 9.2207385 48.8344623, 9.2206692 48.8344272, 9.2206219 48.8344676, 9.2206912 48.8345027))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1551875674, 1551875672, 1551875671, 1551875673, 1551875674]",chapel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,143062321,place_of_worship,new_apostolic,Neuapostolische Kirche,christian,,"POLYGON ((9.222285 48.8232217, 9.2225242 48.8231367, 9.2225156 48.8231262, 9.2225573 48.8231114, 9.2225024 48.8230443, 9.2224633 48.8230582, 9.2224531 48.8230456, 9.2222112 48.8231316, 9.222285 48.8232217))",,Stuttgart,DE,81,70376,Austraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1565494784, 1565494732, 1565494711, 1565494708, 1565494652, 1565494662, 1565494655, 1565494714, 1565494784]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,143100957,place_of_worship,roman_catholic,St. Ottilia,christian,,"POLYGON ((9.2197356 48.8212239, 9.219859 48.821187, 9.2198643 48.8211969, 9.2198861 48.821203, 9.2199059 48.8212011, 9.2199276 48.8211919, 9.2199298 48.8211782, 9.2198346 48.8210434, 9.2194944 48.821141, 9.2195004 48.8211517, 9.2194843 48.821159, 9.2194762 48.8211678, 9.2194712 48.8211827, 9.2194746 48.8211996, 9.2194856 48.8212127, 9.2195024 48.82122, 9.2195182 48.8212239, 9.2195317 48.8212242, 9.2195484 48.8212231, 9.2195522 48.8212293, 9.2195754 48.8212228, 9.2196018 48.8212622, 9.2197356 48.8212239))",,,,,,,,,,,,,,,,,Q116944521,,,,,,,,,,,,,,,,,,,,,"[1565962709, 1565962693, 1565962702, 1565962705, 1565962704, 1565962701, 1565962692, 1565962675, 1565962689, 1565962690, 6146699304, 1565962694, 6146699303, 1565962707, 6146699302, 6146699301, 6146699300, 6146699299, 1565962710, 1565962712, 1565962711, 3458650109, 1565962709]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,144530886,place_of_worship,jehovahs_witness,Königreichssaal,christian,,"POLYGON ((9.2190222 48.8091939, 9.2192313 48.8090711, 9.219126 48.8089883, 9.2190204 48.8090507, 9.2189951 48.8090311, 9.2188889 48.8090936, 9.2190222 48.8091939))",,Stuttgart,DE,21,70372,Schmidener Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1580794763, 1580794760, 1580794756, 1580794759, 1580794758, 1580794761, 1580794763]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,145064490,place_of_worship,protestant,Johanneskirche,christian,yes,"POLYGON ((9.1597462 48.847995, 9.1599906 48.8480042, 9.1599886 48.8480344, 9.1600109 48.8480349, 9.1600113 48.8480247, 9.1600228 48.8480249, 9.1600224 48.8480352, 9.1600427 48.8480356, 9.160043 48.8480263, 9.160055 48.8480265, 9.1600547 48.8480359, 9.16008 48.8480362, 9.1600862 48.8480275, 9.1600963 48.8480307, 9.1600901 48.8480382, 9.1601144 48.8480532, 9.160126 48.8480499, 9.160129 48.8480552, 9.1601181 48.8480585, 9.1601172 48.84808, 9.1601286 48.8480854, 9.160123 48.8480899, 9.1601119 48.8480852, 9.16009 48.8481001, 9.1600954 48.8481077, 9.1600869 48.8481111, 9.1600803 48.8481028, 9.1600727 48.8481019, 9.1600708 48.8481202, 9.1600558 48.84812, 9.1600545 48.8481527, 9.1599756 48.8481507, 9.1599765 48.8481379, 9.1597426 48.8481321, 9.1597462 48.847995))",,Stuttgart,DE,4,70439,Korntaler Straße,,,,,,,,,,,,,,,,,,Stammheim,,,,,,,,,,,,,,"[1585210712, 1585210716, 1585210721, 1585210735, 5157374071, 5157374072, 5157374077, 5157374078, 5157374073, 5157374074, 5157374079, 1585210762, 5157374075, 5157374076, 5157374155, 5157374157, 5157374156, 5157374158, 5157374159, 5157374161, 5157374162, 5157374164, 5157374163, 5157374165, 5157374167, 5157374168, 5157374166, 1585210792, 1585210798, 1585210799, 1585210818, 3477350099, 1585210816, 3839980744, 1585210712]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,145064701,place_of_worship,,,christian,,"POLYGON ((9.1599666 48.846612, 9.1599574 48.8466122, 9.1598906 48.8466136, 9.1598915 48.8466325, 9.159882 48.8466327, 9.1598818 48.8466285, 9.1598428 48.8466294, 9.159843 48.8466339, 9.1598317 48.8466342, 9.1598308 48.8466157, 9.159761 48.8466172, 9.1597503 48.8464019, 9.1597481 48.8463575, 9.1597475 48.8463457, 9.1598112 48.8463443, 9.1598108 48.8463359, 9.1598211 48.8463357, 9.1598215 48.8463439, 9.1598782 48.8463427, 9.1598778 48.8463334, 9.1598894 48.8463331, 9.1598899 48.8463429, 9.1599532 48.8463415, 9.1599664 48.8466078, 9.1599666 48.846612))",,Stuttgart,DE,18,70439,Melchiorstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1585210530, 8864430778, 8864430764, 8864430762, 8864430760, 8864430758, 8864430759, 8864430761, 8864430763, 8864430765, 1585210531, 1585210506, 1585210505, 1585210492, 8864430772, 8864430769, 8864430768, 8864430771, 8864430770, 8864430767, 8864430766, 1585210491, 8864430776, 1585210529, 1585210530]",church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
