element_type,osmid,man_made,geometry,amenity,automated,name,self_service,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,check_date,note,old_name,opening_hours,operator,start_date,tourism,wheelchair,access,cuisine,phone,website,email,fax,office,description,layer,source,smoking,brand,brand:wikidata,building,shop,fixme,alt_name,addr:unit,wikidata,wikipedia,nodes,building:levels,outdoor_seating,roof:shape,roof:colour,roof:levels,brand:wikipedia,check_date:opening_hours,loc_name,payment:account_cards,toilets:wheelchair,height,roof:material,craft,building:colour,contact:website,ref,atm,disused:shop,source:geometry,short_name,parking_space,wheelchair:description:de,official_name,building:material,building:name,wheelchair:description,building:levels:underground,owner,phone:mobile,contact:email,contact:fax,contact:phone,leisure,nohousenumber,rental,frequency,location,power,voltage,architect,heritage,url,building:min_level,fuel:diesel,fuel:e10,fuel:octane_95,fuel:octane_98,payment:credit_cards,building:part,construction:start_date,branch,noaddress,name:official,image,ways,type,opening_date,fee,wikimedia_commons,second_hand
way,898037991,,"POLYGON ((9.1700632 48.8146804, 9.1703295 48.8149325, 9.1705209 48.8148451, 9.170622 48.814941, 9.1706461 48.81493, 9.1704637 48.814672, 9.1704558 48.8146628, 9.1704447 48.8146551, 9.170431 48.8146494, 9.1704157 48.8146462, 9.1701273 48.8146119, 9.1701069 48.8146102, 9.1700866 48.8146129, 9.1700688 48.8146197, 9.1700552 48.8146299, 9.1700474 48.8146425, 9.1700462 48.8146561, 9.1700516 48.8146692, 9.1700632 48.8146804))",,,Bosch IT-Campus - Fe701,,Stuttgart,DE,4,70469,Borsigstraße,Feuerbach,2015-10-21,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[3800107147, 3800107156, 8345880048, 8345880049, 8345881892, 3800107143, 8345881893, 8345881894, 8345881895, 3800107139, 3800107137, 8345881896, 8345881897, 8345881898, 8345881899, 3800107140, 8345881900, 8345881901, 3800107147]",7,,flat,,,,,,,,,,,,,Fe 701,,,,Bosch Fe701,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,910438544,,"POLYGON ((9.1650629 48.8156301, 9.1652273 48.8155042, 9.1651013 48.8154217, 9.1650708 48.8154028, 9.1650399 48.8153836, 9.1650133 48.8153676, 9.1649775 48.8153478, 9.1649445 48.8153304, 9.1649003 48.8153092, 9.164862 48.8152915, 9.1647992 48.8152662, 9.1647143 48.8152336, 9.1646285 48.8152026, 9.1644969 48.8153013, 9.1650629 48.8156301))",,,Bosch - Fe210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[8453503019, 8453503020, 9421102965, 9421102971, 9421102966, 9421102972, 9421102967, 9418439251, 9421102968, 8819662408, 9418439252, 9421102970, 8453503018, 8453503023, 8453503019]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,910438545,,"POLYGON ((9.1636475 48.8158517, 9.1637886 48.8159379, 9.1637728 48.8159488, 9.1638339 48.8159857, 9.1638479 48.815974, 9.1638591 48.8159797, 9.164112 48.8157903, 9.1639605 48.8157036, 9.1643276 48.8154337, 9.1642624 48.8153961, 9.1636475 48.8158517))",,,Bosch - Fe246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[608630851, 9418439256, 9418439254, 9418439253, 9418439255, 8453503024, 8453503025, 9418439262, 9418439263, 608630858, 608630851]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,910438547,,"POLYGON ((9.1630496 48.8206423, 9.1638494 48.8207641, 9.1638963 48.8206286, 9.1639234 48.8205488, 9.1637565 48.820523, 9.1637436 48.8205594, 9.1637778 48.8205646, 9.163763 48.820606, 9.163246 48.8205261, 9.1632732 48.8204498, 9.1631244 48.8204268, 9.1630956 48.8205075, 9.1630496 48.8206423))",,,Bosch - Fe600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[8453503030, 8453503031, 8453503032, 3131129920, 9421004336, 9421004335, 9421004337, 9421004338, 8453503033, 8453503034, 8453503035, 8453503046, 8453503030]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,935746765,,"POLYGON ((9.2248044 48.7782926, 9.2249667 48.7783944, 9.2250426 48.7783418, 9.2249813 48.7783034, 9.2250337 48.7782671, 9.224884 48.7781732, 9.2249099 48.7781553, 9.2247738 48.7780623, 9.2246818 48.7781131, 9.2246589 48.7780987, 9.2246071 48.7781346, 9.2248303 48.7782746, 9.2248044 48.7782926))",,,Marienburg - Raum für Veranstaltungen,,Stuttgart,DE,4,70327,"Im Abelsberg, Gewann",,,,,,Kai Werner Dautel,,,,,,+49 711 933 489 37,https://marienburg-stuttgart.de,,,,"Über den Dächern von Stuttgart befindet sich die Marienburg, am Südhang des Gablenbergs, mit weitem Blick über das Neckartal. Die exklusive Lage umgeben von Wiesen, Wäldern und Weinbergen, in einem Landschaftsschutzgebiet, lässt Sie fast vergessen, dass S",,,outside,,,commercial,,,,,,,"[8671288453, 8671288452, 8671288445, 8671288444, 8671288451, 8671288443, 8671288442, 8671288446, 8671288447, 8671288450, 8671288448, 8671288449, 8671288453]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://marienburg-stuttgart.de/img/titel_marienburg_l.jpg,,,,,,
way,943154936,,"POLYGON ((9.0953472 48.7310329, 9.0953483 48.7309468, 9.0952766 48.7309464, 9.0952756 48.7310235, 9.0952755 48.7310325, 9.0953472 48.7310329))",car_wash,yes,Aral Autowäsche,no,,,156,,Hauptstraße,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[8733181183, 8733181180, 8733181181, 506780951, 8733181182, 8733181183]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,962959573,,"POLYGON ((9.1637951 48.7750957, 9.1638987 48.7751279, 9.1639007 48.7751251, 9.1639732 48.7751477, 9.1640308 48.7750673, 9.1641121 48.7749539, 9.1641292 48.77493, 9.1640609 48.7749087, 9.1640636 48.7749049, 9.163956 48.7748714, 9.1638288 48.7750489, 9.1637951 48.7750957))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[8907655379, 8907655396, 8907655395, 268510212, 308351902, 308351889, 268510210, 8907655398, 8907655397, 1256493204, 1256493321, 8907655379]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,964524444,,"POLYGON ((9.1890816 48.7940146, 9.1896217 48.7939993, 9.1896188 48.7938432, 9.1890787 48.7938658, 9.1890816 48.7940146))",,,Longus GmbH,,Stuttgart,,31,70191,Nordbahnhofstraße,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[8921693384, 8921693385, 8921693386, 8921693387, 8921693384]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,972382885,,"POLYGON ((9.1488558 48.7565954, 9.1488702 48.7565834, 9.1490564 48.7565724, 9.1490571 48.7565779, 9.1490579 48.7565835, 9.1488558 48.7565954))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[2970744069, 2970744067, 2970744066, 8999686537, 8999686538, 2970744069]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,984430604,,"POLYGON ((9.1738024 48.8169053, 9.1742023 48.8167216, 9.1740978 48.8166229, 9.1738815 48.8167222, 9.1738422 48.8166851, 9.1736692 48.8165217, 9.1734855 48.8166061, 9.1738024 48.8169053))",,,Mahle,,,,40,,Kruppstraße,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[9101705628, 7429356381, 9101705629, 9101705630, 9975259134, 9101705631, 9101705632, 9101705628]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1006131580,,"POLYGON ((9.137235 48.7744354, 9.1371613 48.7746068, 9.1372941 48.7746316, 9.137296 48.7746273, 9.1372874 48.7746257, 9.1373498 48.7744805, 9.1373129 48.7744736, 9.1373224 48.7744515, 9.137235 48.7744354))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[2941175556, 9282908675, 9282908674, 9282908673, 9282908672, 9282908671, 9282908670, 9282908669, 2941175556]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1059887307,,"POLYGON ((9.1903894 48.8082387, 9.1906737 48.8080161, 9.1906871 48.808002, 9.1906925 48.8079816, 9.1906898 48.8079666, 9.1905771 48.8076796, 9.1905637 48.8076566, 9.1905342 48.8076487, 9.190502 48.8076487, 9.1904685 48.8076557, 9.1903894 48.8076734, 9.1902687 48.8077061, 9.1901118 48.8077608, 9.1900246 48.8077988, 9.189983 48.8078235, 9.1899562 48.8078553, 9.1899428 48.8078942, 9.1899414 48.8079278, 9.1899616 48.8079719, 9.1900031 48.8080232, 9.1900662 48.8080832, 9.1902566 48.808236, 9.1902794 48.8082475, 9.1902941 48.8082537, 9.1903143 48.8082563, 9.1903384 48.8082546, 9.1903625 48.8082501, 9.1903894 48.8082387))",,,LEO Business Campus Stuttgart Haus L,,,,,,,,,,,,,,,,,,,https://leo-stuttgart.com/,,,,,,,,,,commercial,,,,,,,"[9737830987, 9737830986, 9737830985, 9737830984, 9737830983, 9737830982, 9737830981, 9737830980, 9737830979, 9737830978, 9737830977, 9737830976, 9737830975, 9737830974, 9737830973, 9737830972, 9737830971, 9737830970, 9737830961, 9737830969, 9737830968, 9737830967, 9737830966, 9737830965, 9737830964, 9737830963, 9737830962, 9737830987]",5,,flat,,,,,,,,,,,,,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1081574811,,"POLYGON ((9.2035724 48.7117542, 9.2039895 48.7115029, 9.2040337 48.7115348, 9.2039365 48.7119339, 9.2038681 48.7119737, 9.2035724 48.7117542))",,,Steinbeis GmbH & Co. KG für Technologietransfer,,Stuttgart,DE,8,70599,Adornostraße,,,,,,Steinbeis GmbH & Co. KG für Technologietransfer,,,,,,+49 711 1839-5,https://www.steinbeis.de/,,,,,,,,,,commercial,,,,,,,"[9913038866, 9913038865, 9913038864, 9913038863, 9913038862, 9913038866]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1116040979,,"POLYGON ((9.1545407 48.8321829, 9.1544472 48.8320866, 9.1544091 48.8321027, 9.1542722 48.8319619, 9.1543137 48.8319444, 9.1542179 48.8318459, 9.1545555 48.8317037, 9.154656 48.831807, 9.154431 48.8319018, 9.1545605 48.8320349, 9.1547827 48.8319413, 9.1548791 48.8320404, 9.1546687 48.832129, 9.1545407 48.8321829))",,,,,Stuttgart,DE,9,70435,Lorenzstraße,,,,,,,,,,,,,,,,,,,Maps4BW,,,,commercial,,,,,,,"[10207650900, 10207650901, 10207650902, 10207650903, 10207650904, 10207650905, 10207650906, 10207650907, 10207650908, 10207650909, 10207650910, 10207650911, 603322899, 10207650900]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,422837,,"POLYGON ((9.0988419 48.8239154, 9.0988456 48.8238692, 9.0987501 48.8238659, 9.0987706 48.8236057, 9.0982296 48.8235872, 9.0982017 48.8239401, 9.0983009 48.8239435, 9.0982802 48.8242062, 9.0988176 48.8242245, 9.0988419 48.8239154), (9.0984318 48.8237219, 9.0985556 48.8237272, 9.0985738 48.8237406, 9.098568 48.8238228, 9.0985483 48.8238345, 9.0984231 48.8238311, 9.0984064 48.8238173, 9.0984108 48.8237338, 9.0984318 48.8237219), (9.0984828 48.8240808, 9.098487 48.8239974, 9.0985076 48.8239832, 9.0986266 48.823989, 9.0986457 48.8240027, 9.0986407 48.8240857, 9.0986222 48.824096, 9.0985008 48.8240925, 9.0984828 48.8240808))",,,Proberaumzentrum Stuttgart,,Stuttgart,DE,10,70499,Holderäckerstraße,,,,,,,,,,,,,,,,,,,,isolated,,,commercial,,,,,,,"[[[659915457, 9878823827, 659915458, 9878823826, 659915454, 9878823825, 9878823824, 659915455, 659915457], [659915471, 659915473, 9878823828, 9878823829, 659915469, 9878823830, 659915470, 9878823831, 659915471], [659915472, 659915481, 1416609307, 659915464, 659915462, 659915463, 659915452, 659915456, 1416609352, 659915472]]]",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[51696261, 51696265, 51696259]",multipolygon,,,,
relation,1548379,,"POLYGON ((9.1766042 48.7846156, 9.1765335 48.7845922, 9.1765352 48.78459, 9.176494 48.7845764, 9.176223 48.7849319, 9.1762932 48.7849552, 9.1762856 48.7849652, 9.1762609 48.7849571, 9.1762501 48.7849568, 9.1762414 48.7849587, 9.176233 48.7849628, 9.1762283 48.784968, 9.1762266 48.7849753, 9.1762281 48.7849837, 9.176236 48.7849895, 9.176702 48.7851429, 9.1767253 48.7851123, 9.1767399 48.7851171, 9.1767279 48.7851329, 9.1767284 48.7851386, 9.1767321 48.7851447, 9.1767398 48.7851499, 9.1767488 48.785153, 9.1767574 48.7851532, 9.1767673 48.7851514, 9.176777 48.7851469, 9.177116 48.7846954, 9.1770429 48.7846696, 9.1769611 48.7846435, 9.176925 48.7846306, 9.1769185 48.7846391, 9.1769134 48.7846458, 9.176883 48.7846357, 9.1768615 48.7846639, 9.1767576 48.7846295, 9.1767559 48.7846318, 9.1767096 48.7846147, 9.1766254 48.7845878, 9.1766042 48.7846156), (9.1764809 48.7849264, 9.1766896 48.7846465, 9.1769097 48.7847178, 9.1767009 48.7849976, 9.1764809 48.7849264))",,,Ledererbau,,,,,,,,,,,,,1996,,,,,,,,,,,,,,,,commercial,,,,,Q116701950,,"[[[1250545510, 3372269651, 9270062318, 9270062317, 3372269650, 1250545248, 1250544850, 1250545433, 1250545424, 9270062306, 9270062307, 9270062308, 9270062309, 9270062310, 9270062311, 1250545071, 1250545665, 1250545286, 1250544920, 1250545500, 9270062305, 9270062303, 9270062301, 9270062300, 9270062302, 9270062304, 1250545120, 3372269643, 9270062312, 3372269653, 9270062313, 9270062314, 9270062315, 3372269654, 3372269655, 3372269652, 9270062316, 7145645847, 1250545510], [1250545361, 1250545013, 1250545623, 1250545245, 1250545361]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[109179378, 109179389]",multipolygon,,,,
relation,2236169,,"POLYGON ((9.1835818 48.7874548, 9.183614 48.7874418, 9.1832811 48.7870683, 9.1832541 48.7870786, 9.1825651 48.7873428, 9.1826261 48.7878396, 9.1835818 48.7874548), (9.1832614 48.787442, 9.1829492 48.7875666, 9.1827952 48.7873992, 9.1831074 48.7872745, 9.1832614 48.787442))",,,Haus 4,,Stuttgart,DE,8,70173,Am Hauptbahnhof,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[[[1790178608, 5228876444, 1790178531, 1790178507, 5228876445, 1790178516, 1790178608], [1790178514, 1790178530, 1790178561, 1790178527, 1790178514]]]",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[167639274, 167639303]",multipolygon,,,,
relation,2236170,,"POLYGON ((9.1811083 48.7884456, 9.1823694 48.7879422, 9.1821924 48.7877478, 9.1820509 48.7875924, 9.1820214 48.78756, 9.1809785 48.7879763, 9.1811083 48.7884456), (9.1816126 48.7880353, 9.1816424 48.7880677, 9.1817313 48.7880322, 9.1817526 48.7880553, 9.1814082 48.7881928, 9.1812463 48.7880168, 9.1815907 48.7878793, 9.1817015 48.7879998, 9.1816126 48.7880353), (9.181764 48.7880191, 9.1818005 48.7880046, 9.1817707 48.7879722, 9.1817342 48.7879867, 9.1816234 48.7878663, 9.1819739 48.7877264, 9.1820847 48.7878469, 9.181999 48.787881, 9.1820288 48.7879134, 9.1821145 48.7878793, 9.1821357 48.7879024, 9.1817853 48.7880423, 9.181764 48.7880191))",,,Haus 3,,Stuttgart,DE,11,70173,Am Hauptbahnhof,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[[[1790178557, 1790178623, 1790178829, 1790178621, 4208678378, 3516895818, 1790178557], [1790178659, 1790178617, 1790178614, 1790178618, 1790178615, 1790178610, 1790178598, 1790178611, 1790178624, 1790178622, 1790178645, 1790178653, 1790178659], [1790178613, 1790178641, 1790178657, 1790178662, 1790178655, 1790178661, 1790178674, 1790178649, 1790178613]]]",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[167639265, 167639300, 167639305]",multipolygon,,,,
relation,2263063,,"POLYGON ((9.1788031 48.7812373, 9.1789156 48.7811924, 9.1791366 48.7811043, 9.1790849 48.7810497, 9.179041 48.7810033, 9.1784427 48.7803955, 9.1778752 48.7806286, 9.1785403 48.7813421, 9.1788031 48.7812373), (9.1784085 48.780556, 9.1785601 48.7807207, 9.1783195 48.7808169, 9.1781678 48.7806521, 9.1784085 48.780556), (9.1784513 48.7809587, 9.1786834 48.7808653, 9.1788447 48.7810394, 9.1786127 48.7811327, 9.1784513 48.7809587))",,,Bülow Carré,,,,,,,,,,,,,,,,,,,,,,,,,http://www.buelow-ag.de/projektevermietung/buelow-carre/daten-fakten.html,,,,commercial,,,,,,,"[[[1811864930, 1811864932, 4179676318, 4179676317, 1202530970, 3190229425, 3892593334, 1202530967, 1811864930], [1811864923, 1811864925, 1811864938, 1811864935, 1811864923], [1811864928, 1811864943, 1811864940, 1811864921, 1811864928]]]",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[170028346, 170028347, 170028345]",multipolygon,,,,
