element_type,osmid,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,cuisine,diet:kosher,name,phone,website,wheelchair,geometry,microbrewery,addr:country,addr:suburb,contact:email,contact:phone,contact:website,opening_hours,source,source:date,wheelchair:description,operator,smoking,toilets:wheelchair,email,fax,indoor_seating,outdoor_seating,website:menu,diet:vegan,diet:vegetarian,check_date:opening_hours,opening_hours:signed,old_name,diet:non-vegetarian,payment:cash,payment:ec,biergarten,contact:fax,gay,level,opening_hours:kitchen,payment:american_express,payment:girocard,payment:visa,reservation,toilets,toilets:access,takeaway,delivery,description,name:ko,capacity,fixme,name:de,old_name:it,removed:cuisine,strapline,internet_access,man_made,contact:mobile,check_date,payment:mastercard,alt_name,cafe,cuisine:crossover,note,contact:facebook,kids_area,rooms,tourism,smoking:outside,check_date:diet:vegetarian,payment:credit_cards,payment:debit_cards,diet:halal,dog,payment:cards,service:electricity,drink:club-mate,delivery:covid19,opening_hours:covid19,takeaway:covid19,bar,drive_through:covid19,brand,brand:wikidata,short_name,name:zh,access,brand:wikipedia,addr:housename,loc_name,payment:cheque,payment:cryptocurrencies,payment:electronic_purses,payment:wire_transfer,start_date,branch,brand:contact:facebook,brand:contact:website,brand:start_date,brand:strapline,breakfast,cocktails,drive_through,happy_hours,happy_hours:note,happy_hours:url,menu:url,opening_hours:note,opening_hours:url,website:reservation,contact:instagram,operator:type,mobile,air_conditioning,url,name:en,entrance,payment:coins,payment:maestro,cuisine:de,addr:floor,survey:date,building,diet:meat,internet,operator:wikidata,stars,payment:diners_club,payment:discover_card,payment:jcb,diet:lacto_vegetarian,check_date:currency:XBT,currency:XBT,diet:dairy_free,diet:lactose_free,payment:lightning,payment:lightning_contactless,payment:onchain,access:covid19,food,internet_access:fee,restaurant,drink:coffee,wikidata,diet:gluten_free,diet:pescetarian,kitchen_hours,source:note,changing_table,sustenance,payment:account_cards,internet_access:operator,opening_hours:breakfast,payment:v_pay,surveillance,brewery,diet:raw,payment:notes,payment:visa_debit,payment:visa_electron,shop,delivery:partner,payment:apple_pay,payment:google_pay,self_service,name:ja,wheelchair:description:en,ele,contact:foursquare,contact:pinterest,contact:tripadvisor,contact:twitter,contact:yelp,contact:youtube,diet:ayurvedic,layer,disused:name:en,description:access,description:access:en,ref:vatin,currency:EUR,currency:USD,diet:mediterranean,diet:nut_free,payment:contactless,description:en,operator:alt_name,name:ar,organic,note:de,lunch,contact:whatsapp,dinner,outdoor_seating:capacity,nodes,building:levels,roof:levels,roof:shape,diet:healthy,wheelchair:description:de,building:part,indoor,room,breakfast:brunch,weather_protection
node,8827866255,,,,,restaurant,steak_house;turkish,,Saff-et,,,yes,POINT (8.6890606 50.114956),,,,info@saffetrestaurant.de,+49 69 426 07868,https://saffetrestaurant.de/,Mo-Su 10:00-22:00,,,,Saff-et GmbH,,,,,,,,,yes,,,,,no,,,,,,,,,,,,,yes,,Orientalisches Restaurant,,,,,,,,,,,,,,,,,https://www.facebook.com/SAFF-ET-114772346889330,,,,,,,,only,no,yes,ask,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/saffet.de/,business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8847618162,Frankfurt am Main,347,60320,Eschersheimer Landstraße,restaurant,indian,,Curry's Garden,+49 69 90470670,https://www.currysgarden.de/,,POINT (8.6684459 50.1422339),,,,,,,"Mo-Su 11:00-14:30,17:30-23:00",,,,,,,currysgarden@yahoo.com,,,,https://www.currysgarden.de/backend/assets/pdf/menu/320_menu_menuPDF.pdf,,yes,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8855785249,,,,,restaurant,,,Feuer & Flamme,,,,POINT (8.6898529 50.1450192),,,,,,,"Mo-Th 07:30-13:30, Fr 07:30-13:00",,,,Feuerwehr Frankfurt am Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Öffentlich nutzbare Kantine der Feuerwehr Frankfurt am Main,,,,,,,,,,,,,,,
node,8878095791,Frankfurt am Main,20,60528,Lyoner Straße,restaurant,italian;pizza;steak_house,,Fratellis,+49 69 97691229,https://www.fratellis-downtown.de/,yes,POINT (8.6249628 50.0823706),,,,,,,Mo-We 11:30-23:00; Th-Sa 11:30-24:00,,,,,,,,,yes,yes,,no,yes,,,,,,,,,,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,same,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,
node,8900993336,Frankfurt am Main,156,60385,Berger Straße,restaurant,fish,,Meeresrausch,+49 69 711 641 11,https://meeresrausch-frankfurt.de/,,POINT (8.7044391 50.124318),,,,,,,"PH,Mo-Su 11:00-22:00",,,,,,,,,,,https://meeresrausch-frankfurt.de/speisekarte/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8911777639,,,,,restaurant,,,Elaine's Restaurant,+49 69 348687342,http://elaines.world/,,POINT (8.6656347 50.1174538),,,,,,,"Mo-We 17:00-23:00, Th-Su 17:00-24:00",,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8927361600,,,,,restaurant,pizza,,Isoletta,,,,POINT (8.6501395 50.1055795),,,,,,,"Mo-Fr 12:00-16:00,17:30-22:00; Sa 17:00-22:00",,,,,,,,,yes,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8975765617,,,,,restaurant,burger,,Kiwis,,,,POINT (8.6787418 50.1146714),,,,,,,Mo-We 11:00-01:00; Th 11:00-02:00; Fr-Sa 11:00-03:00; Su 15:00-00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9022930808,,,,,restaurant,pizza,,Pizzeria La Bella,,,,POINT (8.6827615 50.1153776),,,,,+49 69 2977977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9022930809,,,,,restaurant,,,Happy Green,,,,POINT (8.682937 50.11521),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9026901800,,,,,restaurant,japanese,,Fukuro Sushi & Ramen,+496971164641,https://www.fukurosushi.de,,POINT (8.6492981 50.1207895),,,,,,,"Mo-Sa 12:00-15:00,17:00-21:30; Su 16:00-21:30",,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9043719076,Frankfurt am Main,45,60385,Saalburgstraße,restaurant,pizza,,Primo Amore,+49 69 40 353 943,,,POINT (8.7065939 50.1270041),,,,,,,Tu-Su 11:00-23:00; Mo off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9043754016,Frankfurt am Main,17,60316,Martin-Luther-Straße,restaurant,mexican,,Fonda De Santiago,,,,POINT (8.6973806 50.1253428),,,,,,,We-Fr 18:00-22:00; Sa 13:00-22:00; Su 16:00-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9074648905,,,,,restaurant,japanese;ramen,,Sushi Love,,,,POINT (8.6613892 50.1094936),,,,,,https://sushi-love-frankfurt.de/,"Mo-Fr 11:00-14:30,17:00-22:30; Sa 17:00-22:30; PH,Su 13:00-22:30",,,,,,,,,,,,,,,,MySushi / Yaomi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9156178339,Frankfurt am Main,52,60389,Im Prüfling,restaurant,indian,,Mirch Masala,+49 69 79350707,https://mirchmasala-frankfurt.de/,,POINT (8.7083023 50.1302026),,,,,,,"Mo-Fr 11:00-14:30,17:00-22:30; PH,Sa,Su 14:00-22:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9168415904,Frankfurt am Main,4a8,60528,Jugenheimer Straße,restaurant,sushi,,Niki Sushi,+49 69 67739030,https://www.niki-sushi.de/,,POINT (8.6386869 50.0839541),,,,,,,"Mo-Fr 11:00-14:30, 17:30–21:30; Sa 17:30–21:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9178007848,Frankfurt am Main,7,60549,Amelia-Mary-Earhart-Straße,restaurant,italian,,the italian,+496978803199,https://www.the-italian-frankfurt.de,,POINT (8.5942041 50.0549211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9208686694,Frankfurt am Main,17,60313,Börsenstraße,restaurant,chinese,,Madame Mei,,,no,POINT (8.6764413 50.1158434),,,,sakura.madamemei@gmail.com,+49 69 21007992,https://www.madamemeifrankfurt.com,Mo-Su 11:30-23:00,,,,,,,,,,yes,,,,,,,,,,,,,0,,,,,,yes,customers,yes,yes,,,,,,,,,,,,,,,,,,https://www.facebook.com/1848841222049863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant_madame_mei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9219172523,Frankfurt am Main,18,60311,Großer Hirschgraben,restaurant,pizza,,PIZZA RUND & BUNT,,,,POINT (8.6778591 50.1110107),,DE,,,+49 69 95015508,https://www.rund-und-bunt.de/,"Su 15:00-22:00; Mo-We 11:30-14:00, 17:00-23:00; Th-Fr 11:30-14:30, 17:00-00:00; Sa 17:00-00:00",,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9230473184,Frankfurt am Main,160a,60314,Hanauer Landstraße,restaurant,hawaiian;bowl,,Kahuna Poké Bros,,https://kahunapokebros.com/,,POINT (8.7173815 50.1131173),,,,,,,"Mo-Fr 11:45-21:00; Sa,Su 12:30-21:00; PH 13:00-21:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://facebook.com/kahunapokebros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://instagram.com/kahunapokebros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9241039092,,,,,restaurant,,,Spice thai,,,,POINT (8.5430771 50.1063398),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9241067916,,,,,restaurant,,,BALKAN Restaurant,,,,POINT (8.5425192 50.1068404),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9266245245,,,,,restaurant,indian,,Tandoori Garden,+49 6109 6986003,https://tandoorigarden.de/,,POINT (8.7442567 50.1451372),,,,,,,"Tu-Fr 11:00-14:00,17:00-23:00; Sa,Su 15:00-23:00; Mo off",,,,,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9290797908,Frankfurt am Main,85,60316,Berger Straße,restaurant,vietnamese,,Pho Ha Noi,,,,POINT (8.699567 50.122262),,,,,,,"Mo,We,Th 12:00-15:00,17:00-22:00; Fr,Sa 12:00-23:00; Su 13:00-22:00; Tu off",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9338134718,,,60329,,restaurant,,,TRINITII Mosel,,https://www.trinitii.de/,,POINT (8.6681921 50.1069906),,,,,,,Mo-Fr 11:30-15:00,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9338135018,,21,60311,Neue Rothofstraße,restaurant,,,Restaurant H´ugo´s Frankfurt,+49 69 27279480,http://www.hugos-frankfurt.de/,,POINT (8.6726751 50.113865),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H´ugo´s Frankfurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9338135617,Frankfurt am Main,107a,60594,Gerbermühlstraße,restaurant,,,PIZZA RUND & BUNT,+49 69 63001948,http://www.rund-und-bunt.de/,,POINT (8.7229247 50.1058922),,,,,,,"Su-We 11:45-22:00, Th-Sa 11:45-22:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9338206774,Frankfurt am Main,2,60311,Ziegelgasse,restaurant,german,,Zum Alten Frankfurter,+49 69 282132,,limited,POINT (8.6821995 50.1121155),,,,,,,"PH,Mo-Sa 11:00-23:00",,,,,,,,,,,,,,,,,,,,,,,0,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9338206776,,,,,restaurant,burger;steak_house;tapas,,my Frankfurt,,,yes,POINT (8.6818966 50.1125756),,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,yes,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9373421252,Frankfurt am Main,1-7,60329,Düsseldorfer Straße,restaurant,sushi,,GO by Steffen Henssler Frankfurt,+49 69 348680692,https://www.gobysteffenhenssler.com/de,,POINT (8.6618443 50.1086629),,DE,,,,,Mo-Su 17:00-21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9384299633,,,,,restaurant,indian,,Indian Curry King,+49 69 36006865,http://indiancurryking.de,,POINT (8.5474703 50.0992773),,,,,,,11:00-22:00; Sa 16:00-22:00; Su 12:00-22:00,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9385818767,,,,,restaurant,,,Papay,,,,POINT (8.6898644 50.1137068),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9385818769,,,,,restaurant,,,Emir‘ Et Grill,,,,POINT (8.6893228 50.1135263),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9398433341,,,,,restaurant,,,Fischhaus Prinz,+49 69 381598,http://fischhaus-prinz.de/,,POINT (8.6041425 50.0916572),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9516578176,Frankfurt am Main,10,60311,Kleiner Hirschgraben,restaurant,,,Vevay Kitchen,+49 69 90758619,https://vevay-cafe.de/start/vevay-kitchen/,,POINT (8.6784596 50.1121576),,,,,,,Mo-Sa 10:00-22:00; Su 10:00-17:00,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9522882318,Frankfurt am Main,44,60329,Kaiserstraße,restaurant,asian,,beets&roots,,https://www.beetsandroots.de/,,POINT (8.6698846 50.1089311),,,,,,,Mo-Fr 11:30-20:00; Sa 11:30-16:00,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9522882417,,,60325,,restaurant,,,STADTSALAT,,https://stadtsalat.de/,,POINT (8.6633256 50.1177272),,,,,,,Mo-Fr 11:30-20:15; Sa-Su 12:30-20:15,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9562733925,,275,,Eschersheimer Landstrn,restaurant,,,Vegins,,,,POINT (8.6706647 50.1373408),,,,,,,"Tu-Fr 10:30-15:00, 17:00-22:00; Sa, Su 17:00-22:00; Su 10:00-14:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vegan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9578982398,Frankfurt am Main,120,60433,Berkersheimer Weg,restaurant,,,FV09-Gaststätte bei Massi,+49 162-9271148,https://www.fv09-gaststaette.de,,POINT (8.6605408 50.1629969),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9612103898,,,,,restaurant,korean,,Koban,,,,POINT (8.6038494 50.081209),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9628517217,,,60327,,restaurant,breakfast,,MOMI,,http://www.instagram.com/momifrankfurt,,POINT (8.6582524 50.1011762),,,,,,,We-Su 10:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9688106626,,,,,restaurant,,,Leib & Wohl,+49 6109 376000,http://www.restaurant-leibundwohl.de/,,POINT (8.7472432 50.1597),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
