element_type,osmid,geometry,amenity,brothel:eros_center,name,ref,toilets:wheelchair,addr:city,addr:housenumber,addr:postcode,addr:street,opening_hours,level,addr:country,phone,shop,website,wheelchair,fixme,source,contact:email,contact:phone,contact:website,office,short_name,wikidata,wikipedia,building,building:levels,building:use,man_made,description,historic,power,nodes,alt_name,height,layer,note,smoking,start_date,addr:housename,building:cladding,building:facade:material,building:levels:underground,roof:shape,wikimedia_commons,building:roof,tourism,nohousenumber,brand,brand:wikidata,brand:wikipedia,email,fax,internet_access,rooms,old_name,building:part,operator,official_name,roof:levels,building:colour,roof:colour,building:material,operator:wikidata,operator:wikipedia,telecom,brothel:saunaclub,name:shs,wheelchair:description,opening_hours:signed,area,noname,emergency,toilets,compressed_air,fuel:cng,fuel:diesel,fuel:e10,fuel:lpg,fuel:octane_95,fuel:octane_98,source:geometry,automated,self_service,year_of_construction,architect,heritage,heritage:operator,internet_access:fee,name:he,seamark:landmark:conspicuity,seamark:landmark:name,seamark:type,disused:amenity,disused:name,outdoor_seating,healthcare,second_hand,roof:orientation,generator:method,generator:output:hot_water,generator:source,architect:wikidata,building:architecture,building:min_level,noaddress,check_date,disused:shop,source:outline,craft,type,ways,addr:suburb,defibrillator:location
way,11527233,"POLYGON ((8.664573 50.1113957, 8.6645012 50.1113672, 8.664137 50.1117445, 8.6642506 50.1117895, 8.6643144 50.1117234, 8.6643954 50.1117556, 8.6643646 50.1117875, 8.6644854 50.1118354, 8.6646634 50.1116513, 8.6647213 50.1115911, 8.6648169 50.1114917, 8.6649071 50.1113986, 8.6648081 50.1113593, 8.6647868 50.1113814, 8.6647412 50.1113633, 8.6647963 50.1113063, 8.6646973 50.111267, 8.664573 50.1113957))",,,FBC Hochhaus,,,Frankfurt am Main,46,60325,Mainzer Landstraße,,,DE,,,,,,,,,,,FBC,Q555113,de:Frankfurter Büro Center,commercial,40,,,,,,"[665267768, 665267769, 102750652, 665267783, 665267777, 665267778, 665267781, 665267782, 665267779, 2704743428, 665267789, 665267774, 665267772, 665267776, 665267771, 665267775, 665267770, 665267768]",,142,,,,1981,,,,,flat,,,,,,,,,,,,,,,Frankfurter Büro Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,11527438,"POLYGON ((8.670897 50.1091636, 8.6708284 50.109275, 8.6707979 50.1093244, 8.6707573 50.1093902, 8.6707327 50.1094193, 8.6707067 50.1094493, 8.6707251 50.1094541, 8.6706923 50.1095063, 8.6706728 50.1094991, 8.6706463 50.1095405, 8.6705764 50.1096541, 8.670721 50.1096906, 8.6707387 50.1096617, 8.6707541 50.1096676, 8.6707372 50.1096942, 8.6708484 50.1097234, 8.6708603 50.1097045, 8.6710712 50.1097801, 8.671163 50.109674, 8.6711089 50.1096543, 8.6711227 50.1096308, 8.6711584 50.1096401, 8.6711793 50.1096067, 8.6712005 50.1095727, 8.6712208 50.109579, 8.6712199 50.1095801, 8.6712394 50.1095856, 8.671477 50.1093109, 8.6711523 50.1092301, 8.670897 50.1091636))",,,Gallileo Hochhaus,,,,,,,,,,,,,,,,,,,,,Q449607,en:Gallileo (skyscraper),commercial,,,,,,,"[757415324, 1850099904, 1850099931, 9844197705, 1850099941, 1850099947, 757415206, 9844197704, 9844197703, 2398357772, 757415425, 1850100030, 1850100020, 1850100025, 1850100033, 1850100058, 1850100038, 757415369, 757415647, 1850100014, 757415745, 757415560, 2398357694, 1850099994, 9844197701, 9844197702, 757415772, 757415461, 2398357692, 757415324]",,136,,,,,,,,,,Category:Gallileo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,22986002,"POLYGON ((8.6363244 50.081223, 8.6360726 50.0815853, 8.6358122 50.0813207, 8.6357913 50.0812994, 8.6363244 50.081223))",,,,,,Frankfurt am Main,43e,60528,Hahnstraße,,,DE,,,,,,,,,,,,,,commercial,10,,,,,,"[247791201, 247791202, 4011283049, 247791203, 247791201]",,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,22986037,"POLYGON ((8.6350353 50.0830196, 8.6349635 50.0830367, 8.6349449 50.0830362, 8.6345615 50.0836056, 8.6344691 50.0836811, 8.6343399 50.0837209, 8.6342519 50.0838498, 8.6342277 50.0838479, 8.634352 50.0832933, 8.634558 50.0833098, 8.634626 50.0832057, 8.6346514 50.0832059, 8.6346827 50.083158, 8.6346574 50.0831578, 8.6348032 50.0829346, 8.6344349 50.0829016, 8.6344615 50.0827716, 8.6348661 50.0828116, 8.6349714 50.0826573, 8.6350136 50.0826579, 8.6350435 50.082614, 8.6350013 50.0826134, 8.6351551 50.0823879, 8.6347605 50.0823551, 8.6347945 50.0822239, 8.6352447 50.0822658, 8.635353 50.0821049, 8.6353965 50.0821069, 8.6354292 50.0820583, 8.6353857 50.0820563, 8.635534 50.0818359, 8.6351098 50.0817959, 8.6351415 50.0816737, 8.6355477 50.0817133, 8.6356277 50.081683, 8.6357529 50.0816847, 8.6358294 50.0817164, 8.635882 50.0817823, 8.6358816 50.0818292, 8.6358377 50.0818879, 8.6357896 50.0819142, 8.6357281 50.0819299, 8.6356796 50.0819327, 8.6354731 50.0822763, 8.6354971 50.0823128, 8.6355041 50.0823472, 8.6354885 50.082399, 8.6354346 50.082449, 8.6353952 50.0824674, 8.6353159 50.0824842, 8.6351021 50.0828214, 8.6351345 50.0828667, 8.6351394 50.0829182, 8.6351051 50.0829772, 8.6350353 50.0830196))",,,,,,Frankfurt am Main,43,60528,Hahnstraße,,,DE,,,,,,,,,,,,,,commercial,6,,,,,,"[247791569, 247791570, 247791571, 293219826, 293219827, 293219828, 1211955499, 1211955289, 293219831, 293219832, 1211955167, 1211953577, 1211954363, 1211955308, 247791573, 247791574, 247791575, 247791576, 1211955108, 1211954521, 1211955086, 1211955852, 247791577, 247791578, 247791579, 247791580, 1211955621, 1211955232, 1211955595, 1211953750, 247791581, 247791582, 247791537, 247791538, 247791539, 247791540, 247791541, 247791542, 247791543, 247791544, 247791545, 247791546, 247791547, 247791548, 247791549, 247791550, 247791551, 247791552, 247791553, 247791554, 247791555, 247791556, 247791558, 247791559, 247791569]",,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,22986177,"POLYGON ((8.6338827 50.0829953, 8.6337884 50.0829861, 8.633803 50.0829241, 8.6337078 50.0829148, 8.6336588 50.0831227, 8.6335569 50.0831128, 8.633452 50.0835584, 8.6335557 50.0835685, 8.6335453 50.0836128, 8.6336384 50.0836218, 8.6336847 50.0834253, 8.6337792 50.0834345, 8.6338827 50.0829953))",,,,,,Frankfurt am Main,31-35,60528,Hahnstraße,,,DE,,,,,,,,,,,,,,commercial,14,,,,,,"[247792642, 247792644, 247792646, 247792648, 247792650, 247792652, 247792654, 247792656, 247792658, 247792660, 247792662, 247792665, 247792642]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,22986179,"POLYGON ((8.633322 50.0838463, 8.6336664 50.0838785, 8.6336456 50.0839702, 8.6337287 50.083978, 8.6336193 50.08446, 8.633531 50.0844517, 8.6335201 50.0844997, 8.6331781 50.0844677, 8.633212 50.0843184, 8.6334343 50.0843392, 8.6334978 50.0840595, 8.6332783 50.084039, 8.633322 50.0838463))",,,,,,Frankfurt am Main,25,60528,Hahnstraße,,,DE,,,,,,,,,,,,,,commercial,7,,,,,,"[247792667, 247792669, 247792671, 247792673, 247792675, 247792677, 247792679, 247792681, 247792683, 247792685, 247792687, 247792689, 247792667]",,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,22986181,"POLYGON ((8.6339441 50.0839114, 8.6342568 50.0839317, 8.6343888 50.0840505, 8.6340057 50.0845339, 8.6338028 50.0845195, 8.6338935 50.0843916, 8.6339978 50.0843984, 8.6340108 50.0843394, 8.6339827 50.0843369, 8.6340034 50.0842428, 8.6340315 50.0842453, 8.6340726 50.0840582, 8.6339723 50.0840501, 8.6339441 50.0839114))",,,,,,,145,,Goldsteinstraße,,,,,,,,,,,,,,,,,commercial,4,,,,,,"[247792692, 247792693, 247792694, 247792695, 247792696, 247792698, 247792701, 1211953540, 1211954809, 1211955241, 1211955250, 247792703, 247792705, 247792692]",,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,22986183,"POLYGON ((8.6314732 50.0830849, 8.6312821 50.0830705, 8.6311547 50.0835515, 8.6310385 50.0835419, 8.6303675 50.0829743, 8.6303263 50.0831475, 8.6306599 50.0834289, 8.6306374 50.0835251, 8.6302663 50.083489, 8.6302476 50.0836092, 8.6308792 50.0836716, 8.6308528 50.0837378, 8.630868 50.0837997, 8.6309089 50.0838358, 8.6309249 50.0838481, 8.6309992 50.0838713, 8.6308998 50.0843307, 8.6310909 50.0843356, 8.6311434 50.0841215, 8.6312296 50.0841239, 8.6314995 50.0843596, 8.6317619 50.0843572, 8.6312109 50.0838834, 8.6312259 50.0837992, 8.6319418 50.0838618, 8.6318893 50.0837463, 8.6313271 50.0836934, 8.6314732 50.0830849))",,,Astropark,,,Frankfurt am Main,9,60528,Lyoner Straße,,,DE,,,,,,,,,,,,,,commercial,8,,,,,,"[247792741, 247792742, 247792743, 247792744, 247792745, 247792746, 247792747, 247792748, 247792749, 247792763, 247792764, 1211953739, 1211953910, 2706947295, 247792765, 247792766, 247792780, 247792781, 247792782, 247792783, 247792784, 247792786, 247792787, 247792788, 247792789, 247792790, 247792791, 247792741]",Astro Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,22986184,"POLYGON ((8.6303563 50.0824604, 8.6298871 50.0824167, 8.6296652 50.083398, 8.6298295 50.0834133, 8.6299849 50.082726, 8.6300468 50.0827317, 8.6300556 50.0826928, 8.6300136 50.0826889, 8.6300197 50.0826617, 8.6302585 50.082684, 8.6302802 50.0825882, 8.6303264 50.0825925, 8.6303563 50.0824604))",,,,,,Frankfurt am Main,11;11a,60528,Lyoner Straße,,,DE,,,,,,,,,,,,,,commercial,11,,,,,,"[247792792, 247792795, 247792796, 247792797, 247792798, 247792799, 1211953771, 1211954551, 247792800, 247792801, 247792802, 247792803, 247792792]",,,,,,,,,,,flat,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,22986219,"POLYGON ((8.6297709 50.0783954, 8.6293936 50.0783566, 8.6293699 50.0784515, 8.6292361 50.0784378, 8.6291751 50.0786824, 8.6293092 50.0786962, 8.629256 50.078909, 8.6291211 50.0788951, 8.6290609 50.0791363, 8.6292052 50.0791512, 8.6291818 50.0792447, 8.6295715 50.0792848, 8.6295976 50.0791802, 8.6297389 50.0791948, 8.6297997 50.0789513, 8.6296572 50.0789366, 8.6297068 50.0787379, 8.6298416 50.0787518, 8.6299018 50.0785107, 8.6297461 50.0784947, 8.6297709 50.0783954))",,,SIEMENS,,,Frankfurt am Main,27,60528,Lyoner Straße,,,,,,,,,,,,,,,,,commercial,6,,,,,,"[247793053, 247793054, 247793055, 247793056, 247793057, 247793058, 247793059, 247793060, 247793061, 247793062, 247793063, 247793064, 247793065, 247793066, 247793067, 247793068, 247793069, 247793070, 247793071, 247793072, 247793053]",,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,22986220,"POLYGON ((8.6295089 50.0798237, 8.629183 50.07979, 8.6292361 50.0795782, 8.6293451 50.0795894, 8.6293506 50.0795671, 8.6294391 50.0795763, 8.6295195 50.0795846, 8.6295104 50.0796208, 8.6295585 50.0796257, 8.6295089 50.0798237))",,,,,,Frankfurt am Main,5,60528,Herriotstraße,,,DE,,,,,,,,,,,,,,commercial,7,,,,,,"[247793073, 247793074, 247793075, 1211953633, 1211954482, 2547548268, 1211955069, 1211954281, 247793076, 247793073]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,22986235,"POLYGON ((8.6221474 50.0828513, 8.622231 50.0825483, 8.6221808 50.082358, 8.6221157 50.082198, 8.6222841 50.0821698, 8.6223492 50.0823298, 8.6225502 50.0822948, 8.6226136 50.0819615, 8.6228305 50.0819818, 8.6227509 50.0823189, 8.6228689 50.0826348, 8.6226652 50.0826633, 8.6226134 50.0824966, 8.6224399 50.0825242, 8.6223605 50.0828728, 8.6221474 50.0828513))",,,Eurohaus,,,Frankfurt am Main,24-26,60528,Lyoner Straße,,,DE,,,,,,,,,,,,,,commercial,14,,,,,,"[247793166, 247793167, 247793168, 1211955184, 1211955503, 1211954924, 247793169, 247793170, 247793171, 247793172, 247793173, 247793174, 247793175, 247793176, 247793177, 247793166]",,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23915969,"POLYGON ((8.6491877 50.1112962, 8.6498713 50.111373, 8.6498642 50.1113965, 8.6500342 50.1114139, 8.6499645 50.1116702, 8.6499816 50.1116719, 8.6499884 50.1116726, 8.6499166 50.1119127, 8.6498996 50.111911, 8.6498297 50.1121666, 8.6496611 50.1121479, 8.6496543 50.1121715, 8.648969 50.1120946, 8.6491877 50.1112962))",,,Forum,,,,,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[98139988, 9879642373, 9879642372, 9879642380, 9879642381, 9879642378, 672383120, 672383199, 9879642382, 9879642383, 9879642374, 9879642375, 98139989, 98139988]",,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,23916048,"POLYGON ((8.6472485 50.1131453, 8.6474471 50.1131663, 8.6474076 50.1133204, 8.647402 50.1133415, 8.6484257 50.1132753, 8.6484286 50.1133125, 8.648441 50.1133451, 8.6484678 50.1133661, 8.6485295 50.1133932, 8.6486066 50.1134225, 8.648687 50.1134404, 8.6472844 50.1135216, 8.6471498 50.1135294, 8.6472014 50.1133286, 8.6472485 50.1131453))",,,Amphitrion,,,Frankfurt am Main,7,60486,Theodor-Heuss-Allee,,,DE,,,,,,,,,,,,,,commercial,13,,,,,,"[259224987, 259224988, 1497903238, 259224990, 259224985, 5325555637, 5325555638, 5325555639, 5325555641, 5325555640, 259224986, 5939552003, 259224989, 5325555232, 259224987]",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24853838,"POLYGON ((8.5893395 50.0989611, 8.5892055 50.0993353, 8.5891232 50.0993231, 8.5890449 50.0993116, 8.5891695 50.098964, 8.5888993 50.0989685, 8.5886712 50.0989724, 8.5884194 50.0989766, 8.5881769 50.0997825, 8.5884748 50.0998183, 8.5888119 50.099813, 8.589091 50.0998382, 8.5897518 50.0998314, 8.5897881 50.0997295, 8.5898554 50.0997314, 8.5901345 50.0989478, 8.5893395 50.0989611))",,,,,,Frankfurt am Main,681,65933,Mainzer Landstraße,,,DE,,,,,,,,,,,,,,commercial,,,,,,,"[1144336031, 1144336572, 1685780051, 1144336206, 1144336377, 7343450772, 9665328377, 270050453, 1144336544, 1144336810, 1144336230, 1144336649, 270050451, 1144335976, 1144336416, 270050450, 1144336031]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24853840,"POLYGON ((8.5924143 50.0984156, 8.5923121 50.0986746, 8.5918313 50.0986817, 8.5918322 50.098418, 8.5924143 50.0984156))",,,,,,Frankfurt am Main,26,65933,Ernst-Wiss-Straße,,,,,,,,,,,,,,,,,commercial,1,,,,,,"[1716602860, 270050492, 270050489, 1716602862, 1716602860]",,4,,,,,,,,,flat,,,,,,,,,,,,,,,,,white,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24853841,"POLYGON ((8.5905845 50.0990331, 8.5905652 50.0995587, 8.5918309 50.0995778, 8.5918502 50.0990522, 8.5905845 50.0990331))",,,,,,Frankfurt am Main,633,65933,Mainzer Landstraße,,,,,,,,,,,,,,,,,commercial,2,,,,,,"[270050606, 270050607, 270050608, 270050609, 270050606]",,,,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25604149,"POLYGON ((8.5759115 50.1312032, 8.5757986 50.1315513, 8.5752572 50.1314791, 8.5753701 50.131131, 8.5759115 50.1312032))",,,Mobis Parts Europe N.V. Zweigniederlassung Deutschland,,,Frankfurt am Main,51,65936,Wilhelm-Fay-Straße,,,,,,,,,,,,,,,,,commercial,4,,,,,,"[279078808, 279078805, 279078806, 279078807, 279078808]",,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25922645,"POLYGON ((8.5798579 50.1292553, 8.5799331 50.1292881, 8.5799118 50.1293082, 8.5799851 50.1293401, 8.5800069 50.1293195, 8.5805084 50.1295377, 8.5805514 50.1294971, 8.580591 50.1295144, 8.5806151 50.1294916, 8.5805755 50.1294743, 8.5806132 50.1294387, 8.5804338 50.1293607, 8.5805501 50.1292508, 8.5804466 50.1291452, 8.5802877 50.1292954, 8.5801046 50.1292158, 8.5803156 50.1290165, 8.5802171 50.128916, 8.5798579 50.1292553))",,,Digital Factory,,,Frankfurt am Main,11,65936,Adolph-Prior-Straße,,,,,,,,,,,,,,,,,commercial,,,,,,,"[282771035, 282771036, 282771037, 282771038, 282771039, 282771040, 2030378930, 2030378932, 2030378929, 2030378927, 282771041, 282771042, 2030378925, 282771044, 282771045, 282771046, 2030378923, 282771049, 282771035]",,,,,,,Central Park,,,,,,,,,,,,,,,,Central Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,26490087,"POLYGON ((8.6550426 50.108444, 8.6550017 50.1088167, 8.655009 50.1088171, 8.6549894 50.108998, 8.6551745 50.1090062, 8.6551973 50.1088262, 8.6552358 50.1085238, 8.6552999 50.1085273, 8.6553967 50.1084933, 8.6554922 50.1083914, 8.6554962 50.1083875, 8.6553211 50.1083182, 8.655281 50.1083613, 8.6550426 50.108444))",,,,,,Frankfurt am Main,2,60327,Osloer Straße,,,DE,,,,,,,,,,,,,,commercial,6,,,,,,"[1163663570, 9885744896, 9885744895, 1163663104, 1163662317, 9885744893, 290330488, 1163662602, 290330489, 290330490, 9885744898, 290330491, 9885744897, 1163663570]",,,,,,,,,,,flat,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,26538008,"POLYGON ((8.6229557 50.0786029, 8.6232933 50.0786369, 8.623305 50.0785966, 8.6233506 50.0783953, 8.6232551 50.0783864, 8.6231384 50.0783743, 8.6231463 50.0783421, 8.6231264 50.0783515, 8.623111 50.0783381, 8.623103 50.0783707, 8.6230147 50.0783618, 8.6229557 50.0786029))",,,,,,,34,,Lyoner Straße,,,,,,,,,,,,,,,,,commercial,,,,,,,"[290865265, 290865266, 2895726553, 290865267, 2895726548, 2895726546, 2895726537, 2895726540, 2895726536, 2895726545, 290865268, 290865265]",,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,26781449,"POLYGON ((8.6228739 50.0813221, 8.6235777 50.0813827, 8.6235004 50.0817297, 8.622788 50.0816691, 8.6228739 50.0813221))",,,,,,Frankfurt am Main,28,60528,Lyoner Straße,,,DE,,,,,,,,,,,,,,commercial,5,,,,,,"[293759075, 293759076, 293759079, 293759080, 293759075]",,,,,,,,,,,flat,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,26781463,"POLYGON ((8.6225458 50.0810123, 8.6233806 50.0810811, 8.6234055 50.0809569, 8.6231317 50.0809344, 8.6231395 50.0808955, 8.6230023 50.0808842, 8.6229957 50.0809172, 8.6225718 50.0808823, 8.6225458 50.0810123))",,,Ly30,,,Frankfurt am Main,30,60528,Lyoner Straße,,,DE,,,,,,,,,,,,,,commercial,,,,,,,"[293759308, 293759309, 293759310, 293759311, 293759312, 293759313, 293759314, 293759315, 293759308]",,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,26781469,"POLYGON ((8.6234952 50.0803289, 8.6234439 50.080533, 8.6229055 50.0804773, 8.6229568 50.0802732, 8.6233794 50.0803169, 8.6234952 50.0803289))",,,,,,,32,,Lyoner Straße,,,,,,,,,,,,,,,,,commercial,14,,,,,,"[293759384, 293759386, 293759387, 293759388, 2888999502, 293759384]",,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,26781484,"POLYGON ((8.6230658 50.0798061, 8.6236041 50.0798618, 8.6235614 50.0800316, 8.6234539 50.0800205, 8.6230232 50.0799759, 8.6230658 50.0798061))",,,,,,,32,,Lyoner Straße,,,,,,,,,,,,,,,,,commercial,14,,,,,,"[293759503, 293759504, 293759505, 2889000801, 293759506, 293759503]",,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,27867148,"POLYGON ((8.5927093 50.0526011, 8.592708 50.0525881, 8.5927061 50.0525692, 8.5927049 50.0525567, 8.5927028 50.0525367, 8.5926998 50.0525067, 8.5926986 50.0524942, 8.5926963 50.0524715, 8.5926852 50.0523618, 8.5929558 50.0523505, 8.5930374 50.0523472, 8.5931374 50.052343, 8.5931856 50.052341, 8.5931741 50.0522268, 8.593252 50.0522235, 8.5932579 50.0522821, 8.5932242 50.0522835, 8.5932298 50.0523392, 8.5932913 50.0523366, 8.593308 50.0523359, 8.5933214 50.0524683, 8.5933226 50.0524808, 8.5933277 50.0525308, 8.5933289 50.0525433, 8.5933314 50.0525683, 8.5933327 50.0525808, 8.593334 50.0525933, 8.5933352 50.0526058, 8.5933359 50.0526124, 8.5933378 50.0526309, 8.593339 50.0526434, 8.5933403 50.0526559, 8.5933415 50.0526684, 8.5933428 50.0526809, 8.5933441 50.0526934, 8.5933453 50.0527059, 8.5933466 50.0527184, 8.5933469 50.0527211, 8.5933478 50.0527309, 8.5933325 50.0527315, 8.5932466 50.0527351, 8.5932313 50.0527357, 8.5931454 50.0527393, 8.59313 50.05274, 8.5930441 50.0527435, 8.5930288 50.0527442, 8.5929429 50.0527477, 8.5929275 50.0527484, 8.5928416 50.052752, 8.5928263 50.0527526, 8.5927404 50.0527562, 8.592725 50.0527568, 8.5927241 50.052747, 8.5927238 50.0527443, 8.5927229 50.0527351, 8.5927216 50.0527158, 8.5927187 50.0526943, 8.5927187 50.0526936, 8.5927175 50.0526818, 8.5927178 50.0526707, 8.5927142 50.0526496, 8.5927131 50.0526388, 8.5927124 50.0526317, 8.5927117 50.0526247, 8.5927111 50.0526192, 8.5927101 50.0526088, 8.5927099 50.0526072, 8.5927093 50.0526011))",,,146 Skyline PTS Gebäude,146,,,,,,,,,,,,,,,,,,,,,,commercial,5,,,,,,"[702429568, 9590542885, 7578194962, 7578194966, 5568707914, 7578194965, 7578194982, 7578196532, 305954529, 7578196518, 7578196529, 7578196516, 498411678, 498411680, 498411682, 498411683, 498411684, 498411686, 5568707905, 305954525, 7578194983, 7578194981, 7578194980, 7578194979, 7578194978, 7578194977, 7578194976, 7578194975, 1651886740, 7578194974, 7578194973, 7578194972, 7578194971, 7578194970, 7578194969, 7578194968, 7578194967, 7578196508, 305954527, 7578196505, 7578196487, 7578196486, 7578196491, 7578196490, 7578196495, 7578196494, 7578196499, 7578196498, 7578196503, 7578196502, 7578196507, 305954528, 7578196509, 7578194960, 9590542844, 1389896443, 7578194959, 1389896155, 7578194961, 1389896564, 9590542843, 3909957428, 4081851171, 9590542886, 7578194964, 7578196517, 7578194963, 702429568]",,,,,,1994,,,,,,,,,,,,,,,,,,,,,,#EEEEEE,,plaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,27867190,"POLYGON ((8.5938032 50.0520614, 8.5938123 50.051833, 8.5938188 50.0516694, 8.5938236 50.0515487, 8.5938322 50.0513317, 8.5939407 50.0513334, 8.5939447 50.0512326, 8.5940516 50.0512344, 8.5940499 50.0512769, 8.5940484 50.0513145, 8.5940476 50.0513352, 8.5946105 50.0513444, 8.5946128 50.0512861, 8.5946145 50.0512436, 8.5947205 50.0512454, 8.5947189 50.0512878, 8.5947165 50.0513462, 8.59528 50.0513554, 8.5952823 50.0512971, 8.595284 50.0512546, 8.5953888 50.0512563, 8.5953848 50.0513571, 8.5955141 50.0513592, 8.5955055 50.0515763, 8.5955007 50.0516969, 8.5954942 50.0518605, 8.5954851 50.052089, 8.5938032 50.0520614))",,,101 Werkstättengebäude,101,,,101,,,,,,,,,,,,,,,,,,,commercial,,,,,,,"[305954776, 5574087039, 5574087040, 5574075021, 305954777, 498413741, 498413743, 498413745, 5574075064, 5574075061, 498413758, 498413764, 5574075065, 498413771, 498413776, 5574075062, 498413784, 498413785, 5574075063, 498413788, 498413790, 498413791, 305954778, 5574075022, 5574087045, 5574087038, 305954779, 305954776]",,,,,,1990s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
