element_type,osmid,amenity,denomination,name,religion,wheelchair,geometry,addr:city,addr:housenumber,addr:postcode,addr:street,wikidata,toilets:wheelchair,addr:country,email,fax,phone,service_times,website,wikipedia,alt_name,entrance,name:en,operator,short_name,description,source,note,url,name:bs,building,contact:facebook,name:ru,tourism,level,nodes,alt_name:en,building:levels,building:material,historic,name:fr,name:zh,seamark:landmark:category,seamark:landmark:conspicuity,seamark:landmark:function,seamark:type,wikimedia_commons,architect,architect:wikidata,building:architecture,layer,start_date,name:ko,heritage,heritage:operator,old_name,contact:website,source:addr,wheelchair:description,image,opening_hours,diocese,roof:shape,architect:wikipedia,addr:housename,year_of_construction,building:colour,building:part,roof:colour,roof:levels,building:use,heritage:ref,heritage:website,contact:email,long_name,height,source:height,roof:height,ways,type,addr:street:en,alt_name:ur,name:ur
way,135306619,place_of_worship,,,christian,,"POLYGON ((8.6955004 50.1210249, 8.6958123 50.1209607, 8.6957915 50.1209199, 8.6957757 50.1208888, 8.6957551 50.1208484, 8.6955998 50.1208801, 8.6955432 50.1208915, 8.6955407 50.1208864, 8.6954422 50.1209068, 8.6954443 50.120911, 8.6954636 50.1209504, 8.6954563 50.1209518, 8.6954506 50.1209544, 8.6954472 50.1209577, 8.6954428 50.1209625, 8.6954427 50.1209684, 8.6954442 50.1209739, 8.6954489 50.1209786, 8.6954554 50.1209821, 8.6954661 50.1209847, 8.6954722 50.1209849, 8.6954799 50.120984, 8.6955004 50.1210249))",Frankfurt am Main,3,60316,Luisenstraße,,,,,,,,,,,,,,,,,,,,church,,,,,"[1486092905, 1486092899, 9802536331, 9802536334, 1486092889, 1486092891, 9484910057, 9484910056, 1486092893, 9802536329, 9484910054, 9484910053, 9484910044, 9484910045, 9484910046, 9484910047, 9484910048, 9484910049, 9484910050, 9484910051, 9484910052, 9484910055, 1486092905]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,148244494,place_of_worship,protestant,Neue Sankt Nicolai Kirche,christian,,"POLYGON ((8.7073625 50.116148, 8.707069 50.1160657, 8.7071362 50.115936, 8.7070662 50.1159158, 8.7068447 50.1162337, 8.7068553 50.1162395, 8.706861 50.1162351, 8.7068919 50.1162527, 8.7069002 50.1162465, 8.7069324 50.1162646, 8.7069408 50.1162588, 8.7069696 50.1162754, 8.7069795 50.1162685, 8.7070115 50.1162867, 8.7070214 50.1162794, 8.7070518 50.1162969, 8.7070605 50.11629, 8.7070908 50.1163072, 8.7070848 50.1163164, 8.7071128 50.116324, 8.7071081 50.1163311, 8.7071388 50.1163395, 8.707144 50.1163316, 8.7071772 50.1163407, 8.7071891 50.1163227, 8.7072312 50.1163345, 8.7073625 50.116148))",Frankfurt am Main,32,60316,Rhönstraße,Q15836587,,,,,,,https://www.st-nicolai-gemeinde.de/,de:Neue Nicolaikirche,,,,,,,,,,,church,,,,,"[1613431036, 1613431033, 1613431015, 1613431004, 1613431040, 10175578561, 10175578560, 10175578559, 10175578558, 10175578557, 10175578562, 10175578555, 10175578554, 10175578556, 10175578552, 10175578553, 10175578551, 1613431042, 1613431046, 10175578566, 10175578564, 10175578563, 10175578565, 1613431052, 1613431047, 1613431050, 1613431036]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,148931315,place_of_worship,protestant,Lutherkirche,christian,,"POLYGON ((8.6976257 50.1237875, 8.6979861 50.1237128, 8.6979948 50.1237112, 8.6980087 50.1237098, 8.698023 50.1237089, 8.6980407 50.1237093, 8.6980581 50.1237116, 8.6980762 50.1237158, 8.6980911 50.1237212, 8.6981068 50.1237283, 8.6981156 50.123734, 8.698122 50.1237398, 8.6981278 50.1237444, 8.6981364 50.1237541, 8.6981414 50.1237625, 8.6981448 50.1237723, 8.6981462 50.1237843, 8.6981452 50.1237958, 8.6981418 50.1238046, 8.6981382 50.1238124, 8.6981325 50.1238229, 8.6981248 50.1238319, 8.6981137 50.1238413, 8.6981018 50.1238489, 8.6980861 50.1238555, 8.6980691 50.1238601, 8.6980368 50.1238663, 8.6976991 50.1239358, 8.6976903 50.123919, 8.6976166 50.1239348, 8.6976158 50.1239325, 8.6976107 50.1239228, 8.6975958 50.1239256, 8.6975929 50.1239192, 8.6975852 50.1239198, 8.6975806 50.1239193, 8.6975759 50.1239176, 8.6975715 50.1239144, 8.6975698 50.1239115, 8.6975599 50.1239134, 8.6975548 50.1239042, 8.6975648 50.1239022, 8.6975634 50.1238998, 8.6975773 50.1238968, 8.6975613 50.1238648, 8.6975475 50.1238676, 8.6975464 50.1238652, 8.6975365 50.1238671, 8.6975318 50.1238577, 8.6975602 50.1238524, 8.6975511 50.1238343, 8.6975656 50.123832, 8.6975603 50.1238226, 8.6975589 50.12382, 8.6976339 50.1238051, 8.6976257 50.1237875))",Frankfurt am Main,1,60316,Martin-Luther-Platz,Q1877939,,DE,,,,,,,,,,,,,,,,,yes,,,,,"[302778393, 1096506434, 1619915860, 1619915862, 1619915864, 9480724499, 9480724498, 9480724496, 9480724497, 1619915869, 1619915873, 1486094649, 302778396, 9480724545, 9480724546, 9480724547, 9480724548, 302778397, 1096506361, 1486094651, 9480724542, 9480724543, 9480724544, 1619915890, 1619915892, 1619915893, 1096506630, 9480724514, 979416971, 1096506278, 1096506359, 9480724531, 1619915902, 9480724528, 9480724515, 9480724516, 9480724517, 9480724518, 9480724519, 9480724520, 9480724521, 9480724522, 9480724523, 9480724530, 9480724529, 9480724524, 9480724525, 9480724526, 9480724527, 1619915904, 1619915895, 1619915894, 1096506381, 9480724495, 1096506589, 302778393]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,149539974,place_of_worship,protestant,Wartburgkirche,christian,yes,"POLYGON ((8.699237 50.131141, 8.6993113 50.1311636, 8.6995104 50.1312288, 8.6994979 50.1312805, 8.6995409 50.1312931, 8.6996841 50.1311902, 8.6997099 50.1311014, 8.6995421 50.1310459, 8.6993538 50.1309825, 8.6993178 50.1310091, 8.6992989 50.1309977, 8.6992744 50.1310171, 8.6992926 50.1310268, 8.699264 50.1310474, 8.6992533 50.1310831, 8.6992226 50.1310793, 8.6992143 50.1311066, 8.6992454 50.131111, 8.699237 50.131141))",Frankfurt am Main,108,60389,Hartmann-Ibach-Straße,Q15853676,,DE,,,,,,de:Wartburgkirche (Frankfurt am Main),,,,,,"hall church on a rectangular floor plan, choir and entrance side beveled from quarry stone. Lined with long sides. Freestanding hexagonal bell tower and rectory. Built by WW Neumann and Fahle",,,,,church,,,,,"[311775566, 1037748938, 31010772, 1625070830, 1625070832, 1625070826, 1625070823, 6389378990, 1625070817, 9480701310, 9480701307, 9480701308, 9480701309, 1625070819, 9480701306, 9480701303, 9480701304, 9480701305, 311775566]",,,,,,,,,,,,,,,,1962,,4,LfDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,151631496,place_of_worship,catholic,St. Josefskirche,christian,yes,"POLYGON ((8.7035601 50.1242011, 8.703428 50.1243143, 8.7033927 50.1242967, 8.7033973 50.1242926, 8.7033729 50.1242798, 8.7033824 50.1242722, 8.7033487 50.1242551, 8.7033371 50.1242645, 8.7033089 50.1242509, 8.7032931 50.1242644, 8.7032929 50.1242598, 8.7032857 50.1242601, 8.7032858 50.124269, 8.7032739 50.1242786, 8.7032667 50.1242752, 8.703261 50.1242803, 8.7032678 50.1242835, 8.703258 50.1242918, 8.7032514 50.1242884, 8.7032456 50.1242932, 8.7032532 50.1242969, 8.7032355 50.1243128, 8.7032259 50.124313, 8.7032252 50.1243224, 8.7032133 50.1243224, 8.7032046 50.1243226, 8.7031927 50.124324, 8.7031831 50.1243264, 8.7031779 50.1243199, 8.703168 50.1243236, 8.7031724 50.1243292, 8.7031635 50.1243328, 8.7031552 50.1243398, 8.703143 50.1243509, 8.7031332 50.1243511, 8.7031335 50.1243593, 8.7031418 50.1243591, 8.7031478 50.1243892, 8.7031373 50.1243899, 8.7031377 50.1243935, 8.7031234 50.1244061, 8.7031157 50.1244024, 8.703109 50.1244084, 8.7031166 50.124412, 8.7031052 50.1244222, 8.7030914 50.1244221, 8.7030914 50.1244314, 8.7031046 50.1244314, 8.7031145 50.1244452, 8.7031091 50.1244498, 8.7031164 50.1244532, 8.7031231 50.1244476, 8.7031431 50.1244485, 8.7031474 50.1244553, 8.7031583 50.1244521, 8.7031538 50.1244449, 8.7031617 50.1244384, 8.7031923 50.1244525, 8.7031825 50.1244539, 8.7031854 50.1244614, 8.7032043 50.1244582, 8.7032783 50.1244935, 8.7032724 50.1245025, 8.703289 50.1245045, 8.703453 50.1245832, 8.7038212 50.1242659, 8.7038259 50.1242576, 8.7038261 50.1242481, 8.7038212 50.1242429, 8.7036073 50.1241403, 8.7035431 50.1241927, 8.7035601 50.1242011))",Frankfurt am Main,135,60385,Berger Straße,Q10613630,,DE,,,,,,de:St. Josef (Frankfurt-Bornheim),,,,,,Vaulted basilica of a modern neo - Gothic style designed by Hans and Christoph Rummel ; on the transversal front tower statue of the church patron by Arnold Hensler . Left then neo-Gothic porch. North of the choir neo-Gothic previous building...,,,,,church,,,,,"[3248146425, 1272403681, 1272404237, 9480724492, 9480724491, 1272404349, 1272404044, 1272403984, 1272404243, 9480724457, 9480724455, 9480724456, 9480724458, 9480724454, 9480724452, 9480724453, 9480724459, 9480724450, 9480724448, 9480724449, 9480724451, 1272404038, 9480724489, 9480724490, 9480724486, 9480724487, 9480724488, 1272403699, 9480724446, 9480724447, 9480724485, 9480724483, 9480724484, 1272404181, 9480724444, 9480724445, 9480724482, 1272403939, 1272404442, 9480724480, 9480724479, 9480724465, 9480724466, 9480724478, 9480724481, 9480724467, 9480724468, 9480724476, 9480724475, 9480724470, 9480724469, 9480724474, 9480724473, 9480724472, 9480724471, 9480724477, 1272403879, 9480724462, 9480724461, 9480724460, 9480724463, 1272404355, 9480724464, 1272404099, 1272404151, 1272403973, 9480724494, 9480724493, 1272403845, 1644661695, 1644661752, 3248146425]",,,,,,,,,,,,,,,,1876,,4,LfDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156298612,place_of_worship,protestant,Dreikönigskirche,christian,no,"POLYGON ((8.6847768 50.1071977, 8.6847711 50.1071948, 8.6847712 50.1071875, 8.6847781 50.1071805, 8.6847952 50.1071805, 8.6848018 50.1071865, 8.684801 50.1071761, 8.6848089 50.107176, 8.684809 50.1071644, 8.6848276 50.1071641, 8.6848278 50.1071756, 8.6848823 50.107174, 8.6848818 50.1071632, 8.6849035 50.1071623, 8.6849039 50.1071729, 8.6849514 50.1071717, 8.6849509 50.1071462, 8.6849432 50.1071427, 8.6849432 50.107129, 8.6849569 50.1071216, 8.6849504 50.1071216, 8.68495 50.1071085, 8.6849667 50.1071085, 8.6849666 50.1071047, 8.6849729 50.1071044, 8.6849724 50.1070908, 8.6849932 50.1070905, 8.6849933 50.1071043, 8.6850502 50.107103, 8.6850505 50.1070902, 8.6850653 50.1070902, 8.6850725 50.1070927, 8.6850724 50.1070898, 8.6850924 50.1070895, 8.6850957 50.1070934, 8.685118 50.1070932, 8.6851184 50.1070884, 8.6851372 50.1070883, 8.685137 50.1070909, 8.685142 50.1070895, 8.6851419 50.1070881, 8.6851565 50.1070882, 8.6851567 50.1071002, 8.6852189 50.1070991, 8.6852189 50.1070863, 8.6852341 50.1070861, 8.6852343 50.107098, 8.6852425 50.107098, 8.6852425 50.1071018, 8.6852641 50.1071015, 8.6852641 50.1071064, 8.6852921 50.1071063, 8.6852986 50.1071035, 8.685302 50.1071094, 8.6853235 50.1071216, 8.6853282 50.1071218, 8.6853228 50.1071285, 8.6853227 50.1071418, 8.6853408 50.1071461, 8.6853357 50.1071637, 8.6853783 50.1071909, 8.685405 50.1071848, 8.6854138 50.107196, 8.6853911 50.1072025, 8.6853925 50.1072425, 8.6854162 50.1072492, 8.6854106 50.1072602, 8.6853851 50.1072549, 8.6853407 50.1072824, 8.685352 50.1073011, 8.685333 50.1073058, 8.6853336 50.1073177, 8.6853429 50.1073274, 8.6853306 50.1073272, 8.6853147 50.107341, 8.6853133 50.1073463, 8.6853022 50.1073437, 8.6852746 50.1073441, 8.6852748 50.1073482, 8.6852562 50.1073484, 8.6852564 50.1073522, 8.685249 50.1073522, 8.6852491 50.1073645, 8.6852344 50.1073645, 8.6852344 50.1073541, 8.6851674 50.1073558, 8.6851677 50.107367, 8.6851534 50.1073671, 8.685148 50.1073639, 8.6851436 50.1073668, 8.685136 50.107367, 8.6851319 50.107363, 8.6851087 50.1073634, 8.6851012 50.1073681, 8.6850904 50.1073681, 8.6850849 50.1073646, 8.6850818 50.107368, 8.6850708 50.1073682, 8.6850703 50.1073576, 8.6850048 50.1073596, 8.6850053 50.1073706, 8.6849894 50.107371, 8.68499 50.1073596, 8.6849797 50.1073596, 8.6849798 50.1073548, 8.6849598 50.1073554, 8.6849595 50.1073383, 8.6849522 50.1073385, 8.6849517 50.1073245, 8.6849568 50.10732, 8.6849569 50.1073028, 8.6849131 50.1073029, 8.6849135 50.1073158, 8.6848928 50.1073162, 8.6848924 50.1073048, 8.6848362 50.1073061, 8.6848368 50.1073187, 8.6848194 50.1073188, 8.6848191 50.1073068, 8.6848084 50.1073067, 8.6848081 50.1072978, 8.6847982 50.107305, 8.6847839 50.107305, 8.6847775 50.1073009, 8.684777 50.1072899, 8.6847828 50.1072874, 8.6847826 50.1072812, 8.6847378 50.1072818, 8.6847379 50.1072944, 8.6847087 50.107295, 8.6847082 50.1072832, 8.6847028 50.1072831, 8.6847026 50.1072791, 8.6846837 50.1072794, 8.6846659 50.1072723, 8.6846843 50.1072636, 8.6847064 50.1072635, 8.6847048 50.1072258, 8.6846785 50.1072264, 8.6846623 50.1072161, 8.6846784 50.1072077, 8.6846966 50.1072076, 8.684697 50.107204, 8.6847023 50.1072041, 8.6847018 50.1071928, 8.684734 50.1071924, 8.6847347 50.1072036, 8.6847768 50.1072029, 8.6847768 50.1071977))",,,,,Q1185719,,,,,,,,,,,,,,,WSV,,,,church,,Драйкёнигскирхе,attraction,,"[1685691465, 1842067285, 1842067281, 1842067280, 1842067284, 1842067282, 1842067279, 9477034387, 9477034386, 9477034385, 1842067278, 1842067283, 9477034384, 9477034383, 1685691463, 1842067276, 1842067277, 1842067274, 1842067273, 1842067272, 9477034390, 1842067270, 9477034391, 9477034392, 1842067269, 1842067261, 1842067260, 1842067268, 1685691455, 9477034393, 9477034394, 1842067259, 9477034395, 1842067258, 1842067267, 1842067266, 1842067257, 9477034399, 9477034397, 9477034396, 9477034398, 1842067256, 1842067265, 1842067264, 1842067255, 1842067254, 9477034402, 1842067263, 9477034401, 9477034400, 9477034405, 9477034404, 9477034403, 1842067262, 9477034406, 9477034407, 1842067271, 1685691453, 1842067275, 1685691460, 1842067289, 1842067287, 1685691457, 1685691461, 1685691469, 1842067295, 1842067297, 1842067296, 1842067303, 1842067309, 1685691472, 9477034409, 9477034408, 1842067317, 9477034410, 9477034411, 1842067319, 1842067320, 9477034412, 9477034413, 1842067323, 1685691473, 1685691481, 1842067332, 1842067324, 1842067325, 1842067333, 1842067334, 1842067326, 9477034414, 9477034415, 9477034416, 1842067327, 9477034417, 9477034418, 9477034419, 1842067335, 1842067336, 1842067328, 1842067329, 1842067337, 1685691484, 1842067330, 1842067331, 1842067322, 9477034428, 9477034429, 1842067321, 1842067318, 1842067316, 1842067315, 1685691480, 1842067306, 1842067311, 1842067312, 1842067307, 1842067310, 1842067313, 9477034420, 9477034421, 9477034422, 9477034423, 9477034424, 1842067314, 1685691475, 9477034425, 1842067308, 1842067302, 1842067304, 1842067305, 1685691476, 9477034426, 9477034427, 1842067301, 1842067300, 1842067299, 1842067298, 1842067293, 1842067294, 1842067292, 1842067291, 1685691471, 1842067288, 1842067290, 9477034389, 9477034388, 1685691467, 1842067286, 1685691465]",,,,,,,tower,conspicuous,church,landmark,,,,,,1880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156356617,place_of_worship,catholic,Justinuskirche,christian,yes,"POLYGON ((8.5485491 50.0988821, 8.5485857 50.0988453, 8.5486561 50.0987438, 8.5489088 50.0988122, 8.54893 50.0988016, 8.5489461 50.0988062, 8.5489467 50.0988094, 8.5490159 50.0988294, 8.5490263 50.098848, 8.5490203 50.0988572, 8.5490594 50.0988687, 8.5490662 50.0988581, 8.5490814 50.0988621, 8.549074 50.0988723, 8.5491183 50.0988844, 8.5491262 50.0988734, 8.5491408 50.0988779, 8.5491327 50.0988878, 8.5491732 50.0988994, 8.5491859 50.0988913, 8.5491974 50.0988986, 8.549183 50.0989076, 8.5491998 50.0989337, 8.5492172 50.0989346, 8.5492152 50.0989447, 8.5491977 50.0989435, 8.54918 50.0989696, 8.5491915 50.0989784, 8.5491791 50.0989857, 8.5491675 50.0989764, 8.549125 50.0989895, 8.5491265 50.0989993, 8.54911 50.0990002, 8.5491093 50.0989892, 8.5490692 50.0989777, 8.5490621 50.0989871, 8.5490499 50.0989835, 8.5490559 50.0989743, 8.5490091 50.0989605, 8.5490015 50.0989706, 8.5489898 50.0989674, 8.5489967 50.0989568, 8.5489398 50.098941, 8.5489158 50.0989757, 8.5488492 50.0989582, 8.5488449 50.0989648, 8.5485491 50.0988821))",Frankfurt am Main,3,65929,Justinusplatz,Q880539,,,,,,,,de:Justinuskirche (Höchst),Margarethenkirche,,,,,the oldest surviving building in Frankfurt am Main and one of the oldest churches in Germany.,,,,,yes,,,,,"[1686121487, 9477180570, 295850310, 295850502, 9477180566, 9477180565, 295850608, 1103977984, 9477180567, 1103978099, 1870314845, 1870314843, 1870314844, 1870314846, 1870314849, 1870314847, 1870314848, 295850592, 1870314851, 1870314850, 1870314852, 1870314853, 1870314854, 1870314855, 1870314856, 1302788405, 1870314860, 1870314863, 1870314865, 1302788415, 1870314867, 1870314869, 1870314870, 295850593, 1870314864, 1870314868, 1870314866, 1870314862, 1870314858, 1870314861, 1870314859, 1870314857, 3028452709, 3028452708, 9477180568, 9477180569, 1686121487]",,,,yes,,,,,,,,,,,,0830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,163429869,place_of_worship,Stadtmissionsverband Frankfurt,Stadtmission Nied,christian,,"POLYGON ((8.571884 50.0997745, 8.571788 50.0998468, 8.5719234 50.0999208, 8.5720194 50.0998484, 8.571884 50.0997745))",Frankfurt am Main,54,65934,Lotzstraße,,,,,,,,,,,,,,,,,,,,yes,,,,,"[1168687357, 1751260014, 1751260020, 1168688962, 1168687357]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,164228599,place_of_worship,protestant,Philippuskirche,christian,limited,"POLYGON ((8.7343141 50.1283059, 8.7343588 50.1282246, 8.7343244 50.128211, 8.734268 50.1281892, 8.7341594 50.1281805, 8.7340441 50.1283895, 8.7341353 50.1284265, 8.7341514 50.1284279, 8.7342354 50.1284351, 8.7342464 50.1284362, 8.734247 50.1284307, 8.7342449 50.1284302, 8.7343141 50.1283059))",Frankfurt am Main,70,60386,Raiffeisenstraße,,,,,+49 69 422930,+49 69 411728,Su 17:00,https://www.efo-magazin.de/kirche/wer-wir-sind/kirchengemeinde/philippusgemeinde,,,,,,,,,,,,church,,,,,"[1758779921, 10221556196, 1758779918, 1758779916, 1758779913, 1758779924, 1758779927, 10221556185, 1758779925, 10221556189, 10221556188, 10221556190, 1758779921]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Philippusgemeinde.Frankfurt@ekhn.de,,,,,,,,,
way,174298478,place_of_worship,protestant,Weißfrauen Diakoniekirche Frankfurt,christian,,"POLYGON ((8.6700473 50.1072888, 8.6700484 50.1072958, 8.6700498 50.1073003, 8.6700561 50.1073094, 8.6700605 50.1073149, 8.6700661 50.1073189, 8.6700725 50.1073232, 8.6700839 50.1073276, 8.6700946 50.1073304, 8.6701062 50.1073315, 8.6701203 50.1073325, 8.6701365 50.1073318, 8.670153 50.1073303, 8.6701681 50.107327, 8.6701835 50.1073225, 8.6702031 50.1073148, 8.6702497 50.1072943, 8.6702792 50.1072809, 8.6703078 50.107267, 8.670362 50.1072388, 8.6704522 50.1071927, 8.6704624 50.1071857, 8.6704334 50.1071676, 8.6703977 50.1071453, 8.670353 50.1071185, 8.6703248 50.1071032, 8.6702867 50.1070843, 8.6702567 50.1070706, 8.6702231 50.1070559, 8.6702165 50.1070614, 8.670224 50.107065, 8.6701882 50.1070949, 8.6701676 50.1071136, 8.6701506 50.1071302, 8.6701334 50.1071481, 8.6701199 50.1071628, 8.6700963 50.10719, 8.6700807 50.1072108, 8.6700683 50.1072287, 8.6700583 50.1072466, 8.6700509 50.1072633, 8.6700478 50.1072766, 8.6700473 50.1072888))",Frankfurt am Main,20,60329,Gutleutstraße,Q2557202,,,,,,,https://www.diakonie-frankfurt-offenbach.de/die-diakonie/weissfrauen-diakoniekirche/,de:Weißfrauenkirche,,,,,,,,,,,yes,,,,,"[1849831211, 9842690116, 1849831214, 9842735717, 1849831218, 1849831221, 9842735720, 9842735719, 9842735718, 1849831224, 9842735721, 9842735722, 9842735723, 1849831222, 1849831220, 9842735724, 1849831210, 9842690095, 1849831200, 1849831196, 1849831192, 1849831187, 9842690102, 9842690108, 9842690107, 1849831184, 9842690106, 9842690105, 1849831182, 9842690109, 9842690110, 9842690112, 9842690111, 1849831186, 9842690113, 1849831190, 9842690115, 9842690114, 1849831193, 1849831198, 1849831201, 1849831205, 1849831211]",,,,,,,,,,,Category:Weißfrauenkirche (Frankfurt am Main),,,,,,,,,,,,,,Tu-Sa 12:00-16:00; PH unknown,,,,,,,,,,,,,,,,,,,,,,
way,174500422,place_of_worship,,Saalhofkapelle,christian,,"POLYGON ((8.683032 50.1094804, 8.6828938 50.1094669, 8.6829085 50.1094031, 8.6828964 50.1094065, 8.6828896 50.1094064, 8.6828817 50.1094054, 8.6828762 50.1094028, 8.6828708 50.1093995, 8.6828668 50.1093942, 8.6828658 50.1093881, 8.6828673 50.1093827, 8.6828724 50.109378, 8.6828795 50.1093742, 8.6829157 50.109368, 8.6829691 50.1093738, 8.683058 50.1093859, 8.6830621 50.1093781, 8.6831008 50.1093826, 8.6831139 50.1093861, 8.6831242 50.1093907, 8.6831323 50.1093963, 8.6831387 50.1094024, 8.6831427 50.1094101, 8.6831431 50.1094173, 8.6831436 50.1094244, 8.6831411 50.1094327, 8.6831373 50.1094381, 8.6831286 50.109446, 8.6831198 50.1094514, 8.6831054 50.109456, 8.6830935 50.1094579, 8.6830779 50.1094584, 8.6830389 50.1094547, 8.683032 50.1094804))",,,,,,,,,,,,,de:Saalhof,,,Saalhof Chapel,,,,,,,,chapel,,,attraction,,"[863103185, 1851738958, 863102961, 863102983, 9833950240, 863103132, 9833950241, 9833950242, 9833950243, 9833950244, 9833950245, 863103126, 863102992, 863102957, 2547104692, 1852169910, 863103112, 863103137, 863102954, 863103015, 863103072, 863103162, 863103193, 863103032, 863103048, 863103188, 863103168, 863103062, 863102934, 863102935, 863103057, 863103105, 1852169913, 863103185]",,,,,,,,,,,Category:Saalhof-Kapelle,,,,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,174503730,place_of_worship,,Kreuzgang des Frankfurter Kaiserdoms,christian,yes,"POLYGON ((8.6849848 50.110814, 8.6849807 50.1108351, 8.6849787 50.1108522, 8.6849676 50.110851, 8.6849613 50.1108773, 8.6849478 50.1108799, 8.6849471 50.1108883, 8.6849577 50.110892, 8.6849523 50.1109137, 8.6849622 50.1109192, 8.6850963 50.1109333, 8.685241 50.1109496, 8.6852724 50.1108909, 8.6852581 50.1108889, 8.6852616 50.1108801, 8.6852747 50.1108818, 8.6852869 50.1108358, 8.6852717 50.1108349, 8.6852741 50.1108251, 8.6852892 50.110826, 8.6852971 50.1107904, 8.685208 50.1107815, 8.6852052 50.1107889, 8.6852171 50.1107899, 8.6852087 50.1108233, 8.6851938 50.1108216, 8.6851926 50.1108282, 8.6852073 50.1108293, 8.6851947 50.1108753, 8.6851355 50.1108695, 8.6851377 50.1108607, 8.6851242 50.1108598, 8.6851217 50.1108681, 8.6850606 50.1108613, 8.6850702 50.1108214, 8.6850842 50.1108229, 8.6850863 50.1108156, 8.6850719 50.110814, 8.6850814 50.1107767, 8.6850056 50.1107684, 8.6850024 50.1107786, 8.6849921 50.1107776, 8.6849886 50.1107929, 8.6849848 50.110814))",,,,,,,,,,,,,,,,,,,,,,,,church,,,,,"[1840766375, 6938590165, 1840766378, 1840766377, 9493797498, 9493797496, 9493797495, 9493797497, 9493797494, 861135442, 6938590166, 1840766383, 9493797507, 9494082350, 9494082349, 9494082351, 9494082355, 9494082353, 9494082352, 9494082354, 1912699598, 98156872, 9493797512, 9493797511, 9493797510, 9493797508, 9493797509, 9493797513, 1840766380, 9493797506, 9493797503, 9493797504, 9493797505, 1840766379, 9493797502, 9493797500, 9493797499, 9493797501, 1840766370, 1851761140, 9493797514, 9493807728, 6938590164, 1840766375]",,2,stone,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,174531611,place_of_worship,protestant,Heiliggeistkirche,christian,,"POLYGON ((8.6876635 50.1119747, 8.6874583 50.111968, 8.6874574 50.1119779, 8.6872404 50.1119695, 8.6872452 50.1119145, 8.6872549 50.1118107, 8.6872433 50.1118029, 8.6872512 50.1117967, 8.6872653 50.111805, 8.6873312 50.1118076, 8.6873319 50.1118003, 8.6873456 50.1118008, 8.6873448 50.111809, 8.687407 50.1118114, 8.6874077 50.1118037, 8.6874215 50.1118042, 8.6874207 50.1118128, 8.6874786 50.111815, 8.6874794 50.1118071, 8.687494 50.1118077, 8.6874933 50.1118158, 8.6875529 50.1118181, 8.6875536 50.11181, 8.6875673 50.1118105, 8.6875665 50.1118189, 8.6876257 50.1118212, 8.6876264 50.1118134, 8.6876402 50.111814, 8.6876395 50.1118215, 8.6877156 50.1118244, 8.6877128 50.1118544, 8.687721 50.1118547, 8.6877204 50.1118614, 8.6877495 50.1118625, 8.6877501 50.1118555, 8.6877633 50.111856, 8.6877627 50.1118626, 8.6878114 50.1118645, 8.6878221 50.1118538, 8.6878311 50.1118578, 8.6878212 50.1118697, 8.6878416 50.1118891, 8.6878584 50.1118835, 8.6878652 50.1118934, 8.6878459 50.1118998, 8.6878464 50.1119207, 8.6878628 50.1119286, 8.6878545 50.1119356, 8.687841 50.1119292, 8.6878112 50.1119478, 8.6878189 50.1119586, 8.6878059 50.1119622, 8.6877995 50.1119537, 8.6877573 50.1119521, 8.6877567 50.1119584, 8.6877447 50.111958, 8.6877453 50.1119517, 8.6877163 50.1119505, 8.6877156 50.1119581, 8.6877036 50.1119576, 8.6877025 50.1119703, 8.6877109 50.1119749, 8.6877043 50.1119796, 8.6876968 50.111976, 8.6876635 50.1119747))",,,,,Q1237975,,,,,,,,de:Dominikanerkloster (Frankfurt),,,,,,,,,,,yes,,,,,"[842348874, 9834745065, 9834745064, 1852010685, 842348900, 1854321072, 1854321059, 1854321053, 842348933, 1854321065, 1854321054, 1854321055, 1854321067, 1854321073, 1854321056, 1854321057, 1854321075, 1854321081, 1854321061, 1854321063, 1854321082, 1854321083, 1854321068, 1854321070, 842348797, 1854321084, 1854321077, 1854321079, 842348843, 842348881, 842348924, 9834745072, 9834745071, 2210289196, 2210289189, 2210289191, 2210289204, 2210289205, 2210289194, 842348952, 2210289206, 2210289208, 2210289207, 2210289210, 1854321094, 2210289211, 2210289213, 1854321097, 2210289215, 2210289218, 2210289225, 2210289231, 842348818, 2210289222, 2210289229, 2210289227, 2210289220, 1854321100, 9834745068, 9834745069, 9834745070, 9834745066, 9834745067, 1854321102, 842348874]",,,,building,,,,,,,,,,,,1470,,,,,,,,,,,,,,,,,,,,,,,Heiliggeistkirche im Dominikanerkloster,,,,,,,,
