element_type,osmid,barrier,geometry,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,contact:email,contact:fax,contact:phone,contact:website,isced:level,name,operator,operator:type,ref,wheelchair,alt_name,wikidata,addr:country,preschool,school:type,description,email,office,opening_hours,phone,website,grades,after_school,min_age,note,isced,nodes,name:etymology:wikidata,toilets:wheelchair,wikipedia,start_date,landuse,area,fence,name:en,religion,loc_name,short_name,wikipedia:de,addr:housename,building,building:levels,roof:levels,ref:AEFE,old_name,construction,wheelchair:description,alt,roof:shape,capacity,fee,image,name:fr,name:de,name:etymology,ways,type
way,76820830,,"POLYGON ((8.6587915 50.1105514, 8.6588815 50.110499, 8.6589039 50.110488, 8.6589241 50.1104814, 8.6589489 50.1104752, 8.6589757 50.1104726, 8.6590025 50.1104728, 8.6590236 50.1104747, 8.6590486 50.1104788, 8.6596761 50.1106352, 8.6596532 50.1106731, 8.6595997 50.1107592, 8.6595656 50.1108164, 8.6595923 50.1108236, 8.6595462 50.1108993, 8.6594822 50.1110045, 8.6593769 50.1111774, 8.6592855 50.1111577, 8.6591952 50.1111372, 8.6591151 50.111279, 8.6589294 50.1112433, 8.6588559 50.1113682, 8.6588592 50.1114171, 8.6588759 50.1116643, 8.6588319 50.1118076, 8.6588023 50.1119023, 8.658098 50.1114022, 8.6578469 50.1112231, 8.65775 50.1111545, 8.6585772 50.1106736, 8.6586794 50.1107465, 8.6587768 50.1108159, 8.6589303 50.1109254, 8.659058 50.110854, 8.6590612 50.1107822, 8.6590169 50.1107091, 8.6587915 50.1105514))",Frankfurt am Main,24,60325,Friedrich-Ebert-Anlage,school,poststelle.goethe-gymnasium@stadt-frankfurt.de,+49 69 21230717,+49 69 21236944,https://gg-ffm.de/,2A;3A,Goethe-Gymnasium,Stadt Frankfurt am Main,public,5116,no,,Q195210,,,,,,,,,http://www.gg-ffm.de/,,,,,,"[904931963, 9864291279, 9864291278, 9864291277, 3293749396, 9864291276, 9864291275, 9864291274, 3293749394, 904923091, 9864291174, 3800773055, 9864291282, 904931962, 9864291181, 9864291178, 904923092, 904923094, 904923095, 904923099, 904923101, 904923087, 9864291187, 3800773133, 904923083, 904923082, 3800773094, 3800773085, 904931961, 904931967, 9864291130, 9864291131, 904931968, 3293749397, 9864291281, 9864291280, 904931963]",,,de:Goethe-Gymnasium (Frankfurt am Main),1897,,,,,,,,,,,,,,,,,,,,,,,,,,
way,82758371,,"POLYGON ((8.5713313 50.1201034, 8.5706498 50.119939, 8.5695852 50.1211908, 8.5706234 50.1213301, 8.5707323 50.121058, 8.5713313 50.1201034))",Frankfurt am Main,13,65936,Sossenheimer Riedstraße,school,poststelle.albrecht-duerer-schule@stadt-frankfurt.de,+49 69 21236718,+49 69 21231662,www.albrecht-duerer-schule-frankfurt.de/,1,Albrecht-Dürer-Schule,,public,3165,no,,,,,elementary,,,,,,,,,,,,"[963435778, 963435985, 1722718939, 963436106, 963435868, 963435778]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,82803984,,"POLYGON ((8.6993765 50.1578394, 8.6995062 50.1578523, 8.6999634 50.1579795, 8.7007232 50.1575916, 8.700933 50.1570263, 8.7002726 50.1569309, 8.7002632 50.1569553, 8.6995849 50.1568483, 8.6993717 50.1573608, 8.6993452 50.1574447, 8.6993765 50.1578394))",Frankfurt am Main,6,60435,Boskoopstraße,school,poststelle.liesel-oestreicher-schule@stadt-frankfurt.de,,+49 69 21273475,http://www.liesel-oestreicher-schule.de/,1,Liesel-Oestreicher-Schule,Stadt Frankfurt am Main,public,4384,yes,,,,,,,,,,,,,,,,,"[963682908, 9988032577, 1909794266, 1909794261, 7951473838, 7951473837, 963682893, 963682832, 963682951, 2275451990, 963682908]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,84760708,,"POLYGON ((8.5811869 50.1079374, 8.5808535 50.108415, 8.5804973 50.1083255, 8.5804252 50.1084283, 8.580202 50.10837, 8.5799936 50.1082429, 8.5797887 50.108153, 8.5801587 50.107608, 8.580901 50.1078108, 8.5808739 50.1078524, 8.5811869 50.1079374))",Frankfurt am Main,14,65934,Heusingerstraße,school,poststelle@friedrich-list-schule.de,+49 69 21243773,+49 69 21243995,http://friedrich-list.frankfurt.schule.hessen.de/,1,Friedrich-List-Schule,Stadt Frankfurt am Main,public,3134,yes,,,,,,,,,,,,,,,,,"[984429013, 984429874, 984429479, 984428926, 304847622, 304847621, 984428977, 984429081, 9969753595, 9969753596, 984429013]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,88715136,,"POLYGON ((8.6039731 50.1207479, 8.603614 50.1206187, 8.603535 50.120709, 8.6029953 50.1205149, 8.6032847 50.1201514, 8.6037819 50.1196461, 8.6044621 50.1199099, 8.6041534 50.1207851, 8.6038186 50.1211649, 8.6037728 50.1211469, 8.6037218 50.121128, 8.6036969 50.1211648, 8.6036312 50.1211386, 8.6039731 50.1207479))",Frankfurt am Main,33,60489,Biedenkopfer Weg,school,poststelle.brentanoschule@stadt-frankfurt.de,,+49 69 42713,https://www.brentanoschule-frankfurt.de/,1,Brentanoschule,,public,3156,,,,,,,,,,,,,,,,,,"[1029833329, 9763100141, 9763100143, 9763100142, 1187734203, 1029832773, 1029833084, 1029831919, 1029832121, 1187732926, 3591510927, 3591510928, 9763100144, 1029833329]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,89068519,,"POLYGON ((8.6630352 50.1164238, 8.6629951 50.1164283, 8.6628326 50.1164467, 8.6627259 50.1164587, 8.6626938 50.1164624, 8.6626395 50.1164688, 8.6626586 50.1165345, 8.6626855 50.1166303, 8.6626153 50.1166394, 8.6624611 50.1166592, 8.6623109 50.1166793, 8.6622628 50.1166852, 8.6624109 50.1171397, 8.662464 50.11731, 8.6625457 50.1175637, 8.6626178 50.1175544, 8.6626927 50.1175448, 8.6628813 50.1175205, 8.6628984 50.117571, 8.66335 50.1175184, 8.6630352 50.1164238))",Frankfurt am Main,37-47,60325,Feuerbachstraße,school,sekretariat@bettinaschule.de,+49 69 21234975,+49 69 21233090,https://www.bettinaschule-frankfurt.de/,2A;3A,Bettinaschule,,public,5106,,,Q850105,,,,,,,,,,,,,,,"[1033448087, 534373858, 1033446329, 9877505267, 9877505272, 1033448120, 9877505270, 1033447388, 9877505264, 1033446864, 1033446815, 1033446523, 534373776, 534373777, 1033447837, 9877505308, 9877505313, 9877518662, 9877518663, 1033447196, 1033448087]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,90845120,,"POLYGON ((8.6154834 50.1260281, 8.6148205 50.1262918, 8.6150519 50.1265068, 8.6148662 50.1265956, 8.6149962 50.1267101, 8.6151114 50.1266612, 8.615187 50.1266296, 8.6153117 50.1267508, 8.6151169 50.1268305, 8.6154873 50.1271593, 8.6162246 50.1268634, 8.6156125 50.1261736, 8.6154834 50.1260281))",Frankfurt am Main,38-40,60489,Assenheimer Straße,school,poststelle.michael-ende-schule@stadt-frankfurt.de,+49 69 21244408,+49 69 21244403,http://www.michael-ende-schule.net/,1,Michael-Ende-Schule - Außenstelle,Stadt Frankfurt,public,4288,,,,DE,,,,,,,,,,,,,,"[1054739948, 1054740928, 1054740707, 1054741262, 985897038, 985896205, 8050000776, 8050000777, 8050000778, 1054740878, 1054739994, 4016089693, 1054739948]",,,,,,,,,,,,,,,,,,Körnerschule,,,,,,,,,,,,
way,93448665,,"POLYGON ((8.7072693 50.1217329, 8.7069358 50.1223866, 8.7067788 50.122355, 8.7066297 50.1223243, 8.7065785 50.1223136, 8.706305 50.1224316, 8.7062078 50.1223459, 8.7061233 50.1222696, 8.7060546 50.1222081, 8.7057661 50.1219517, 8.7058253 50.1219227, 8.7061713 50.1217502, 8.7063398 50.1216659, 8.7062843 50.1216203, 8.7062612 50.1215985, 8.7066327 50.121419, 8.7067039 50.1214882, 8.7067807 50.1214508, 8.7070888 50.1216953, 8.7071179 50.1217007, 8.7072693 50.1217329))",Frankfurt am Main,18-20,60385,Linnestraße,school,poststelle.linneschule@stadt-frankfurt.de,+49 69 21230390,+49 69 21235275,http://www.linneschule-frankfurt.de/,1,Linnéschule,Stadt Frankfurt am Main,public,3163,no,,,DE,,,,,,,,http://www.linneschule-frankfurt.de/,7-12,,,,,"[1073441378, 1083361977, 1272403911, 9815615537, 1083361981, 9815615552, 1073441676, 1073441554, 1073442187, 9815615615, 1083361986, 1073441827, 1073442080, 1073441719, 1083361984, 1083362004, 1083361987, 1083361964, 1083361998, 1073441614, 1073441378]",,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,
way,96198407,,"POLYGON ((8.5768633 50.0883463, 8.5772878 50.088211, 8.5770541 50.0875608, 8.5765973 50.087638, 8.5766128 50.0876757, 8.5764025 50.0877344, 8.5764902 50.0878914, 8.5768633 50.0883463))",Frankfurt am Main,2,60529,Gerolsteiner Straße,school,poststelle.august-graeser-schule@stadt-frankfurt.de,+49 69 21238066,+49 69 21236719,https://www.august-gräser-schule.de/,1,August-Gräser-Schule,,public,3127,yes,,,DE,,elementary,,,,,,,,,,,,"[1115013275, 1115013999, 1115015363, 1115658454, 1778881296, 1115013218, 1115014192, 1115013275]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,96864524,,"POLYGON ((8.606375 50.0806996, 8.6063534 50.0800283, 8.6072923 50.0799885, 8.607273 50.0797137, 8.6088948 50.0799121, 8.6086117 50.0807003, 8.6088872 50.080742, 8.6087582 50.0811379, 8.6077631 50.0808485, 8.6077771 50.0806658, 8.6074569 50.080685, 8.606375 50.0806996))",Frankfurt am Main,109,60529,Am Wiesenhof,school,poststelle.goldsteinschule@stadt-frankfurt.de,+49 69 21232872,+49 69 21232991,http://www.goldsteinschule.de/,1,Goldsteinschule,Stadt Frankfurt am Main,public,3122,,,Q1536133,,,,,,,,,,,,,,,"[1122426627, 10008914590, 8725099525, 10008914589, 69408712, 1778896945, 1778896946, 1122428039, 1778896949, 1778896947, 1122430158, 1122426627]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103201477,,"POLYGON ((8.5607966 50.1188212, 8.560648 50.1187141, 8.5592245 50.1182635, 8.5588929 50.1185848, 8.5585953 50.1190954, 8.559217 50.1196298, 8.5595799 50.1199121, 8.5599938 50.1196563, 8.5604498 50.1191128, 8.560541 50.1191421, 8.5607966 50.1188212))",Frankfurt am Main,66-68,65936,Schaumburger Straße,school,poststelle.edith-stein-schule@stadt-frankfurt.de,+49 69 21242889,+49 69 21242908,https://essffm.de/,2A,Edith-Stein-Schule,Stadt Frankfurt am Main,public,3180,,,,DE,,,,,,,,,,,,,,"[9150619347, 1191573341, 635744083, 1191574438, 1191575786, 313374793, 9150619351, 9150619350, 9150619349, 9150619348, 9150619347]",,,,,,,,,,,ESS,,,,,,,,,,,,,,,,,,,
way,106087168,,"POLYGON ((8.5785118 50.0979651, 8.5786377 50.0979235, 8.5793312 50.0980309, 8.579622 50.0980705, 8.5793993 50.0986592, 8.5790475 50.098614, 8.5789388 50.098905, 8.5787421 50.0988807, 8.5781964 50.0988069, 8.5785118 50.0979651))",Frankfurt am Main,47,65934,Dürkheimer Straße,school,poststelle.fridtjof-nansen-schule@stadt-frankfurt.de,+49 69 21242905,+49 69 21245504,http://www.fridtjofnansenschule.de/,1,Fridtjof-Nansen-Schule,Stadt Frankfurt am Main,public,3172,,,,,,,,,,,,,,,,,,"[9160344930, 1221410903, 1221410878, 1221410900, 1221410872, 1221410874, 1221410888, 3636558549, 9160344929, 9160344930]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,106143225,,"POLYGON ((8.7390165 50.1493069, 8.7389841 50.1493043, 8.738965 50.1493042, 8.7389472 50.1493052, 8.7389223 50.1493103, 8.7389024 50.1493172, 8.7388828 50.1493302, 8.7388658 50.149346, 8.7388593 50.149364, 8.7388295 50.149497, 8.7388022 50.1496146, 8.7387938 50.1496494, 8.7385411 50.15005, 8.7383232 50.1503627, 8.7383194 50.1504286, 8.7385269 50.1505455, 8.738751 50.1506593, 8.7389867 50.1507675, 8.7394303 50.1510157, 8.7395965 50.150759, 8.7396324 50.1507696, 8.7396823 50.1506961, 8.7396663 50.1506904, 8.7398939 50.150303, 8.7397832 50.1502766, 8.7398906 50.150103, 8.7399004 50.1501053, 8.7399237 50.150071, 8.739933 50.1500536, 8.7398816 50.1500395, 8.739932 50.1499514, 8.739959 50.1499032, 8.7399478 50.1499013, 8.7399684 50.1498659, 8.7399358 50.1498623, 8.7399796 50.1493198, 8.7396469 50.1493218, 8.7395061 50.1493232, 8.7391052 50.1493136, 8.7390165 50.1493069))",Frankfurt am Main,283,60389,Wilhelmshöher Straße,school,info@mediacampus-frankfurt.de,+49 69 94740050,+49 69 9474000,https://www.mediacampus-frankfurt.de/,3B,Mediacampus Frankfurt,Mediacampus Frankfurt - die Schulen des Deutschen Buchhandels GmbH,private,9857,no,,Q2251087,DE,,,,,,,,,,,,,,"[4590041307, 4590041305, 10239092613, 10239092614, 10239092615, 10239092616, 10239092617, 10239092618, 10239092619, 4590041315, 10239092620, 4590041316, 8048274327, 8048274326, 8048274325, 10239092621, 8048274323, 10239092622, 8048274324, 10239092635, 10239092634, 10239092633, 1222091426, 10239092631, 10239092632, 10239092630, 10239092628, 10239092626, 10239092627, 10239092629, 1222091430, 10239092625, 10239092624, 10239092623, 4030938768, 4590041312, 4590041309, 4590041310, 4590041308, 4590041307]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,110968469,,"POLYGON ((8.7054235 50.2063542, 8.7053534 50.2064261, 8.7056437 50.206542, 8.7057138 50.20647, 8.7054235 50.2063542))",Frankfurt am Main,87,60437,Alt-Erlenbach,school,schule@kinderheimat-reinhardshof.de,+49 6101 545030,+49 6101 545061,https://www.kinderheimat-reinhardshof.de/,,Schule im Reinhardshof,Reinhard von den Velden’sche Stiftung,private,4677,,,,,,,,,,,,,,,,,,"[1265270063, 1265270676, 1265271219, 1265269858, 1265270063]",,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,
way,111452792,,"POLYGON ((8.7021341 50.099382, 8.7024644 50.0992588, 8.7024556 50.0992087, 8.7024589 50.0991397, 8.7024893 50.0987096, 8.7024954 50.0986507, 8.7024314 50.0986479, 8.7024119 50.0986474, 8.7022447 50.0986414, 8.7020872 50.0986362, 8.7019484 50.0984796, 8.701439 50.0986943, 8.7021341 50.099382))",Frankfurt am Main,8,60599,Lettigkautweg,school,poststelle.muehlbergschule@stadt-frankfurt.de,+49 69 21245568,+49 69 21245579,https://muehlbergschule.de/,1,Mühlbergschule,Stadt Frankfurt am Main,public,3148,no,,,,,,,,,,,,,,,,,"[9951201145, 10054848911, 10054848912, 1269787787, 9951201139, 1269787943, 9951201137, 1231074127, 1231073999, 1269787855, 1269787804, 1269787954, 9951201145]",,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,
way,111452796,,"POLYGON ((8.6815145 50.0864402, 8.6809577 50.0861982, 8.6800093 50.0858426, 8.6800599 50.0851746, 8.6811733 50.0856335, 8.6817031 50.0857953, 8.6820135 50.0859185, 8.6815145 50.0864402))",Frankfurt am Main,301,60598,Sachsenhäuser Landwehrweg,school,poststelle@martin-buber-schule.frankfurt.schulverwaltung.hessen.de,+49 69 21245480,+49 69 21245486,http://www.martinbuberschule.de/,1,Martin-Buber-Schule,Stadt Frankfurt am Main,public,4208,,,,,,,,,,,,,,,,,,"[1269787790, 9988688483, 1269787923, 1269787837, 10019147495, 10019147494, 1269787910, 1269787790]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,120569857,,"POLYGON ((8.6726122 50.093557, 8.6730421 50.0928994, 8.6733863 50.0926677, 8.6750607 50.0936132, 8.6747575 50.0940492, 8.6726122 50.093557))",Frankfurt am Main,15-19,60596,Riedhofweg,school,poststelle.riedhofschule@stadt-frankfurt.de,+49 69 21234393,+49 69 21235264,https://www.riedhofschule.de/,1,Riedhofschule,Stadt Frankfurt am Main,public,3105,no,,,DE,,,,,,,,,,,,,,"[1351652504, 1351652355, 1351652315, 1351652508, 1351652592, 1351652504]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,122557555,,"POLYGON ((8.6945158 50.1145454, 8.6944781 50.114548, 8.6942579 50.1145619, 8.6942177 50.1145642, 8.6940749 50.1145733, 8.693973 50.1145786, 8.6939229 50.1145818, 8.6938252 50.1145881, 8.693531 50.1146069, 8.6934632 50.1146114, 8.693447 50.1145212, 8.6934234 50.1143834, 8.693399 50.1139763, 8.6936306 50.1139722, 8.6940189 50.1139698, 8.694211 50.113969, 8.6945158 50.1145454))",Frankfurt am Main,30-36,60311,Lange Straße,school,Poststelle.ludwig-boerne-schule@stadt-frankfurt.de,+49 69 21231646,+49 69 21233056,https://www.ludwig-boerne-schule.de/,2A,Ludwig-Börne-Schule,Stadt Frankfurt am Main,public,4385,,,,,,,,,,,,,,,,,,"[1369186697, 9839685769, 9839685774, 9839685771, 30800891, 9839685785, 857677662, 1856226458, 857677588, 9839685790, 857677713, 857677520, 1856226334, 1856226332, 30800890, 1369186681, 1369186697]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,132219947,,"POLYGON ((8.6419485 50.1886005, 8.6423569 50.1885014, 8.6416905 50.1876812, 8.6413092 50.1878138, 8.6413962 50.1879189, 8.6414402 50.1879719, 8.6414494 50.1879845, 8.6416172 50.1881993, 8.6417012 50.1883036, 8.6418309 50.1884674, 8.6419485 50.1886005))",Frankfurt am Main,54,60437,Kalbacher Hauptstraße,school,poststelle.grundschule-kalbach@stadt-frankfurt.de,+49 69 21244929,+49 69 21244607,https://www.grundschule-kalbach.de/,1,Grundschule Kalbach,Stadt Frankfurt am Main,public,4002,limited,,,DE,,,,,,,,,,,,,,"[1454959200, 1454959193, 1454959087, 1251509817, 1251510272, 1251508076, 1251505923, 1251506062, 1455056307, 1455056319, 1454959200]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,132747839,,"POLYGON ((8.6668543 50.1833113, 8.6667144 50.1823687, 8.667966 50.182261, 8.6682324 50.1831711, 8.6668543 50.1833113))",Frankfurt am Main,16,60437,Harheimer Weg,school,poststelle.august-jaspert-schule@stadt-frankfurt.de,+49 69 21238459,+49 69 21238564,https://www.august-jaspert-schule.com/,1,August-Jaspert-Schule,,public,3128,,,,,,elementary,,,,,,,,,,,,"[1460381794, 1460381750, 1460381746, 1460381778, 1460381794]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,134514609,,"POLYGON ((8.7002707 50.1392598, 8.7003478 50.1392713, 8.7006328 50.1394161, 8.7008007 50.1394608, 8.7008339 50.1394767, 8.7014556 50.1397899, 8.7014601 50.1398168, 8.7011336 50.1400858, 8.7011447 50.1401132, 8.7011083 50.1401429, 8.7007193 50.1404602, 8.6997573 50.1399736, 8.6995372 50.1395063, 8.6999682 50.1394221, 8.7000332 50.1394537, 8.7000626 50.1394298, 8.7000848 50.1394114, 8.7000806 50.1393742, 8.7000946 50.139348, 8.7001134 50.1393229, 8.7001329 50.1393037, 8.7001622 50.1392807, 8.7002241 50.1392374, 8.7002707 50.1392598))",Frankfurt am Main,9,60389,Valentin-Senger-Straße,school,Poststelle.Valentin-Senger-Schule@Stadt-Frankfurt.de,+49 69 212 34724,+49 69 212 33095,https://www.vss-frankfurt.de,1,Valentin-Senger-Schule,Stadt Frankfurt am Main,public,,yes,,,DE,,,,,,,,,,,,,,"[1478909790, 10651758270, 10651758272, 10651758271, 10004268849, 10004268852, 10004268853, 1478909792, 10651758269, 10004268851, 1478909794, 1478909793, 2343699555, 6058337686, 6058337685, 6058337519, 6058337684, 6058337681, 10651758275, 10651758274, 10651758273, 6058337680, 6058337683, 1478909790]",,,,,,,,,,,VSS,,,,,,,,,,,,,,,,,,,
way,135032498,,"POLYGON ((8.6749796 50.1255163, 8.676824 50.1257867, 8.6768134 50.1257401, 8.6768033 50.125664, 8.6768007 50.1255935, 8.6768007 50.1255458, 8.6768074 50.1254951, 8.6768144 50.1254504, 8.6768266 50.1253994, 8.6768271 50.1253888, 8.6768245 50.1253805, 8.6768169 50.1253723, 8.6768064 50.1253662, 8.6767903 50.1253609, 8.6757194 50.125205, 8.6755419 50.1251793, 8.6751292 50.1251194, 8.6751089 50.1251749, 8.675039 50.12536, 8.6750132 50.1254279, 8.6749796 50.1255163))",Frankfurt am Main,152,60322,Fürstenbergerstraße,school,poststelle.fuerstenbergerschule@stadt-frankfurt.de,+49 69 21231088,+49 69 21235145,http://fuerstenbergerschule.de/,2A,Fürstenbergerschule,Stadt Frankfurt am Main,public,5012,,,,,,,,,,,,,,,,,,"[15514387, 15513989, 9812197848, 9812197849, 9812197850, 9812197846, 9812197847, 9812197844, 9812197845, 9812197841, 9812197840, 9812197842, 9812197843, 1483516147, 1666284874, 1666284870, 1483516136, 1666284867, 1666284893, 1666284900, 15514387]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135283890,,"POLYGON ((8.6959747 50.1242421, 8.6957504 50.1239268, 8.6956627 50.1239502, 8.6954343 50.1236081, 8.6957299 50.1234043, 8.6957993 50.1234422, 8.6958828 50.1234372, 8.6960559 50.1233133, 8.6969429 50.1238059, 8.6970527 50.1238606, 8.697059 50.123869, 8.6970631 50.123878, 8.6970631 50.1238877, 8.6970573 50.1238968, 8.6969654 50.1239651, 8.6968754 50.123985, 8.6965432 50.12408, 8.6959747 50.1242421))",Frankfurt am Main,21,60316,Burgstraße,school,poststelle.merianschule@stadt-frankfurt.de,+49 69 21239851,+49 69 21234479,https://www.merianschule-frankfurt.de/,1,Merianschule,Stadt Frankfurt,public,3164,limited,,,DE,,,,,,,,,,,,,,"[1485838000, 6206660972, 6206660973, 1485837897, 9990305709, 9990305711, 9990305710, 1485837774, 1630071643, 9803988994, 9803988991, 9803988992, 9803988993, 1485837892, 1630071659, 1630071663, 1485837936, 1485838000]",,,,,,,,,,,,,,,,,,,,"Die Schule ist ebenerdig über den Eingang in der Burgstraße zugänglich. Man benötig aber einen Schlüssel für die schwere Tür, die sich nach außen öffnet. Innen gibt es einen Fahrstuhl, der vom Keller bis ins zweite von insgesamt drei Stockwerken fährt.Im",,,,,,,,,,
way,136192016,,"POLYGON ((8.711335 50.2038187, 8.7114959 50.2032711, 8.7112719 50.2032281, 8.7113763 50.2027517, 8.7114166 50.2027457, 8.7114771 50.2027277, 8.712041 50.2027516, 8.7120769 50.2025471, 8.7125336 50.2025983, 8.7123969 50.2033457, 8.7119624 50.2036094, 8.711889 50.203816, 8.7118144 50.2038667, 8.711335 50.2038187))",Frankfurt am Main,1,60437,Untere Burggasse,school,,+49 69 95500575,+49 69 95500560,https://www.anna-schmidt-schule.de/,2A;3A,Anna-Schmidt-Schule,,private,,,,Q559116,DE,,,,,,,,https://www.anna-schmidt-schule.de/,,,,,,"[1494327172, 1494327162, 3184569198, 10220066489, 10220066490, 1494327154, 1494327156, 1494327130, 1494327136, 10220066491, 1494327169, 1494327173, 1494327174, 1494327172]",,,de:Anna-Schmidt-Schule,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,136192049,,"POLYGON ((8.7108272 50.2060345, 8.7106066 50.2058623, 8.71048 50.2059238, 8.7102284 50.2057358, 8.7104164 50.2055935, 8.7105888 50.2056219, 8.7108423 50.2051279, 8.7112506 50.2052119, 8.7111067 50.2055066, 8.7119719 50.2056779, 8.7117167 50.2062983, 8.7110664 50.206146, 8.7108811 50.2062481, 8.7106968 50.2060991, 8.7108272 50.2060345))",Frankfurt am Main,26,60437,Im Feldchen,school,Poststelle.schule-am-erlenbach@stadt-frankfurt.de,+49 69 21245157,+49 69 21244999,https://www.schule-am-erlenbach.de/,1,Schule am Erlenbach,Stadt Frankfurt am Main,public,3666,limited,,,,,,,,,,,,,,,,,"[1494327184, 1494327182, 1494327183, 1494327181, 1494327178, 1494327179, 1494327175, 1494327176, 1494327177, 1494327180, 1494327185, 10001373295, 10001373294, 10001373293, 1494327184]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,138261100,,"POLYGON ((8.6866896 50.1212679, 8.6876163 50.1211788, 8.687566 50.1209575, 8.687415 50.1209505, 8.687421 50.1209012, 8.6874279 50.1208425, 8.687433 50.1207981, 8.6874559 50.1206021, 8.6866754 50.1205268, 8.6866779 50.1206815, 8.6866867 50.1211008, 8.6866873 50.1211267, 8.6866896 50.1212679))",Frankfurt am Main,15-19,60318,Hebelstraße,school,lichtigfeld-schule@jg-ffm.de,+49 69 768036149,+49 69 427289800,https://www.lichtigfeld-schule.de/,3A,I. E. Lichtigfeld-Schule,,private,3178,,,Q664775,,,,,,,,,,,,,,,"[1515810612, 1515810576, 1515810503, 1515810502, 9805705681, 9805705674, 9805705677, 1515810422, 1515810411, 4951162271, 9805705707, 9805705728, 1515810612]",,,,,,,,,,,,,,,,,,,,,Isaak-Emil-Lichtigfeld-Schule,,,,,,,,,
way,138484520,,"POLYGON ((8.6254306 50.1503115, 8.6251772 50.1505381, 8.6250744 50.1505816, 8.624592 50.1504903, 8.624175 50.1502971, 8.6242293 50.1502442, 8.6239025 50.1501125, 8.6242421 50.1498061, 8.6253446 50.1502749, 8.6254306 50.1503115))",Frankfurt am Main,7,60488,An der Praunheimer Mühle,school,Poststelle.Hermann-Luppe-Schule@Stadt-Frankfurt.de,+49 69 21238763,+49 69 21232188,http://www.hermann-luppe-schule.de/,1,Hermann-Luppe-Schule,Stadt Frankfurt am Main,public,4609,,,,DE,,,,,,,,,,,,,,"[302686617, 1516808742, 1516808756, 1518502484, 1518502365, 1518502319, 1518502242, 1518502022, 6926345610, 302686617]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,140756965,,"POLYGON ((8.6256068 50.1000101, 8.6255174 50.1000164, 8.6247219 50.0997914, 8.625414 50.0987845, 8.6262688 50.0990323, 8.6262478 50.0990774, 8.6256068 50.1000101))",Frankfurt am Main,35-37,60326,Ackermannstraße,school,poststelle@ackermannschule.frankfurt.schulverwaltung.hessen.de,+49 69 21242071,+49 69 21235549,,1,Ackermannschule,,public,3123,no,,,DE,,elementary,,,,,,,,,,,,"[1541383577, 1670316613, 1670316569, 1541383519, 1670316469, 1541383556, 1541383577]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,141311772,,"POLYGON ((8.6260522 50.158842, 8.6261044 50.1588521, 8.6285111 50.1593185, 8.6280686 50.1598074, 8.6269638 50.1606945, 8.6267909 50.1607256, 8.6254987 50.1606703, 8.6254747 50.1597963, 8.6260522 50.158842))",Frankfurt am Main,17a,60439,Hammarskjöldring,school,,+49 69 21232001,+49 69 21232000,https://www.ers1.de/,3A,Ernst-Reuter-Schule,Stadt Frankfurt am Main,public,6001,yes,,Q1357183,DE,,,,,,,,,,,,,,"[2636048618, 2636048606, 30844634, 30844635, 2636048686, 2636048689, 2636048685, 8328284597, 2636048618]",,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,
way,142270600,,"POLYGON ((8.635358 50.1057338, 8.6349012 50.105705, 8.6349159 50.1056138, 8.6343321 50.1055554, 8.6343446 50.105502, 8.6341797 50.1054874, 8.6341655 50.1055387, 8.6335657 50.1054787, 8.6338154 50.1043124, 8.6350409 50.1044256, 8.6349804 50.1046824, 8.6355985 50.1047372, 8.635358 50.1057338))",Frankfurt am Main,71-77,60326,Schwalbacher Straße,school,info@paul-hindemith-schule.de,+49 69 21240054,+49 69 21235239,http://www.paul-hindemith-schule.de/,2A,Paul-Hindemith-Schule,Stadt Frankfurt am Main,public,6121,no,,Q47500237,DE,,,,,,,,,,,,,,"[1557182192, 9535086928, 9535086927, 9535086924, 9535086922, 9535086923, 9535086925, 9535086929, 1557181714, 1557181738, 1557181828, 1557181848, 1557182192]",,,de:Paul-Hindemith-Schule,,,,,,,,,,,,,,,,,,,,,,,,,,,
