element_type,osmid,geometry,amenity,wheelchair,brand,brand:wikidata,brand:wikipedia,check_date,name,operator,ref,website,fee,source,layer,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,shop,note,check_date:opening_hours,opening_hours,addr:suburb,level,survey:date,nodes,building,building:levels,roof:levels,roof:shape,unimainz:buildingId,phone,short_name,wikidata,wikimedia_commons,wikipedia,opening_hours:signed,toilets,smoking,building:material,height,branch,roof:colour,email,alt_name,company,office,leisure,not:brand:wikidata,description,official_name,source:geometry,healthcare,healthcare:speciality,opening_hours:covid19,toilets:wheelchair,cuisine,takeaway,contact:phone,contact:website,url,nohousenumber,gambling,building:colour,craft,source:position,note:de,start_date,addr:housename,second_hand,service:vehicle:car_parts,service:vehicle:car_repair,service:vehicle:inspection,noaddress,outdoor_seating,diet:vegan,diet:vegetarian,roof:material,source_date,atm,source:date,social_facility:for,trade,delivery,drive_through,fax,disused:amenity,cafe,fuel:diesel,fuel:octane_95,fuel:octane_98,contact:fax,fixme,housename,seasonal,commercial,location,construction,opening_date,roof:type,ways,type
way,150409393,"POLYGON ((8.2654505 50.0012865, 8.2656383 50.0014409, 8.2657704 50.0013745, 8.2658226 50.0013482, 8.265752 50.0012902, 8.2656783 50.0012296, 8.2656348 50.0011939, 8.2654505 50.0012865))",,,,,,,,,,,,HiRes aerial imagery,,Mainz,,,55116,Große Bleiche,,,,,,,,"[1633262497, 1146148299, 4549979433, 1633262499, 1633262498, 4549979434, 1633262491, 1633262497]",commercial,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04-16,,,,,,,,,,,,,,,,,,,,,,,
way,150409394,"POLYGON ((8.265851 50.0009602, 8.2657783 50.0008561, 8.265428 50.0009587, 8.2653991 50.0009607, 8.2654946 50.0010392, 8.2655375 50.0010177, 8.2657179 50.0011659, 8.2659418 50.0010772, 8.2659252 50.0010575, 8.265851 50.0009602))",,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,,,"[1633262464, 1633262448, 1633262463, 1633262466, 1633262482, 1633262478, 1633262490, 1146148459, 1633262483, 1633262464]",commercial,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04-16,,,,,,,,,,,,,,,,,,,,,,,
way,150409399,"POLYGON ((8.2653599 50.0008207, 8.2654072 50.0009165, 8.265428 50.0009587, 8.2657783 50.0008561, 8.2657246 50.00079, 8.2656767 50.0007197, 8.2656492 50.0007285, 8.2653599 50.0008207))",,,,,,,,,,,,HiRes aerial imagery,,Mainz,DE,4,55116,Umbach,,,,,,,,"[1633262445, 1633262457, 1633262463, 1633262448, 1633262444, 1146148504, 1633262442, 1633262445]",commercial,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04-16,,,,,,,,,,,,,,,,,,,,,,,
way,150409400,"POLYGON ((8.2651269 50.0010396, 8.2651408 50.0010356, 8.2651621 50.0010572, 8.2652808 50.0009975, 8.2652564 50.0009703, 8.2654072 50.0009165, 8.2653599 50.0008207, 8.2650428 50.0009333, 8.2651269 50.0010396))",,,,,,,,,,,,HiRes aerial imagery,,Mainz,DE,,55116,Umbach,,,,,,,,"[1146148537, 1633262480, 1633262484, 1633262473, 1633262467, 1633262457, 1633262445, 1146148374, 1146148537]",commercial,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003-04-16,,,,,,,,,,,,,,,,,,,,,,,
way,151935850,"POLYGON ((8.2363205 49.9826529, 8.2366449 49.9827415, 8.2366494 49.982734, 8.2367067 49.9826374, 8.236668 49.9826278, 8.2366955 49.9825814, 8.2366225 49.9825634, 8.2366453 49.9825251, 8.2364828 49.982485, 8.2364717 49.9825036, 8.2363962 49.982485, 8.2363549 49.9825546, 8.2363857 49.9825622, 8.2363642 49.9825985, 8.2363527 49.9825957, 8.2363205 49.9826529))",social_facility,yes,Arbeiter-Samariter-Bund,Q627071,de:Arbeiter-Samariter-Bund Deutschland,,ASB Sozialstation und Tagespflege,,,,,,,Mainz,,42,55128,Ulrichstraße,,,,,,,,"[1647722358, 1647722376, 9857410572, 1647722354, 1647722338, 1647722326, 1647722322, 1647722304, 1647722293, 1647722300, 1647722286, 1647722315, 1647722318, 1647722334, 1647722330, 1647722358]",commercial,,,,,+49 6131937370,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,senior,,,,,,,,,,,,,,,,,,,,
way,151935867,"POLYGON ((8.2373694 49.9829863, 8.2374793 49.9830123, 8.2374986 49.9830169, 8.2375766 49.9828804, 8.2374474 49.9828499, 8.2373694 49.9829863))",,,,,,,,,,,,,,Mainz,DE,38,55128,Ulrichstraße,,,,,,,,"[1647722490, 9857398285, 1647722494, 1647722435, 1647722409, 1647722490]",commercial,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,154592184,"POLYGON ((8.275684 50.0008207, 8.2757152 50.0008297, 8.2757797 50.0007379, 8.275791 50.0007217, 8.2757664 50.0007055, 8.2757781 50.0006906, 8.2757949 50.0006692, 8.2756743 50.000636, 8.2756776 50.0006307, 8.2756809 50.0006253, 8.2758029 50.0006594, 8.2758288 50.0006666, 8.2758481 50.0006398, 8.2758607 50.0006222, 8.2757518 50.0005916, 8.2757088 50.0005795, 8.2756111 50.0005521, 8.2755993 50.0005686, 8.2755573 50.0006271, 8.2755275 50.0006689, 8.2754655 50.0007558, 8.2754954 50.0007644, 8.2754848 50.0007809, 8.2754488 50.0007834, 8.2754316 50.0008058, 8.2755983 50.0008545, 8.2756103 50.0008348, 8.2756304 50.0008412, 8.2756248 50.0008465, 8.2756227 50.0008541, 8.2756225 50.0008625, 8.2756265 50.0008705, 8.2756335 50.0008767, 8.2756427 50.0008811, 8.2756544 50.0008849, 8.2756676 50.0008853, 8.2756784 50.0008837, 8.275687 50.0008803, 8.2756939 50.0008769, 8.2756993 50.000872, 8.2757032 50.000866, 8.2757054 50.0008606, 8.2757054 50.0008545, 8.2757023 50.0008483, 8.2756986 50.0008432, 8.2756934 50.0008387, 8.2756863 50.0008352, 8.2756776 50.0008325, 8.275684 50.0008207))",,,,,,,Brückenturm am Rathaus,,,,,,,Mainz,,55,55116,Rheinstraße,,,,,,,,"[1671198643, 1671198650, 4729062280, 1671198626, 1671198625, 208517332, 1671198603, 1671198583, 2669118912, 1671198580, 5845597086, 1671198597, 4729062281, 1671198589, 1424240420, 2669118909, 1671198574, 1671198575, 5845596784, 1671198602, 1671198631, 1671198633, 1671198636, 1671198638, 1671198640, 1671198701, 1671198674, 1671198683, 1671198691, 1671198698, 1671198725, 1671198732, 1671198737, 1671198752, 1671198775, 1671198780, 1671198770, 1671198746, 1671198742, 1671198736, 1671198729, 1671198720, 1671198716, 1671198695, 1671198686, 1671198679, 1671198677, 1671198668, 1671198643]",commercial,5,0,flat,,,,,,,,,,,,,,,Brückenturm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,154615744,"POLYGON ((8.2739476 49.9997947, 8.2739569 49.999704, 8.2742601 49.9997239, 8.2742534 49.9997437, 8.2742489 49.9997571, 8.2742442 49.9997879, 8.2742104 49.9998919, 8.2740147 49.9998517, 8.2739476 49.9997947))",,,,,,,,,,,,,,Mainz,DE,17,55116,Markt,,,,,,,,"[1671343551, 1671343529, 1671343533, 1671343541, 1671343543, 1671343547, 1671343583, 256170387, 1671343551]",commercial,5,1,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,155286506,"POLYGON ((8.2843019 49.9756723, 8.2839163 49.9755343, 8.2839905 49.9754486, 8.284376 49.9755866, 8.2843019 49.9756723))",,,,,,,,,,,,,,Mainz,DE,122,55130,Heiligkreuzweg,,,,,,,,"[1676877226, 1676877209, 1676877202, 1676877211, 1676877226]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,157555950,"POLYGON ((8.243136 50.0208118, 8.243058 50.0207063, 8.2429593 50.020738, 8.2429175 50.0206843, 8.2428718 50.020699, 8.2419889 50.0210199, 8.242123 50.0211745, 8.243136 50.0208118))",,,,,,,Köbig,,,,,,,Mainz,,161 - 169,55120,Rheinallee,trade,,,,,0,,"[1697868452, 1697868396, 1697868403, 1697868367, 1697868383, 1697868526, 1697868562, 1697868452]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building_supplies,,,,,,,,,,,,,,,,,,,
way,157555968,"POLYGON ((8.2415626 50.0211726, 8.2419889 50.0210199, 8.242123 50.0211745, 8.2416966 50.0213272, 8.2415626 50.0211726))",,,,,,,,,,,,,,,,,,,,,,,,,,"[1697868569, 1697868526, 1697868562, 1697868601, 1697868569]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,157556009,"POLYGON ((8.2428718 50.020699, 8.2427681 50.0205655, 8.242905 50.0205216, 8.2430505 50.0207087, 8.2429593 50.020738, 8.2429175 50.0206843, 8.2428718 50.020699))",,,,,,,,,,,,,,,,,,,,,,,,,,"[1697868383, 1697868352, 1697868331, 1697868391, 1697868403, 1697868367, 1697868383]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,157556012,"POLYGON ((8.2417071 50.0213393, 8.2416966 50.0213272, 8.2415626 50.0211726, 8.2414639 50.0210588, 8.241287 50.0211222, 8.2412837 50.0211185, 8.2412548 50.0210851, 8.2405189 50.0213486, 8.2406101 50.0214538, 8.2405818 50.0214639, 8.240766 50.0216762, 8.2417071 50.0213393))",,,,,,,,,,,,,,,,,,,,,,,,,,"[1697868603, 1697868601, 1697868569, 1697868510, 2047445320, 2047445319, 1697868570, 2047445324, 2047445325, 2047445326, 1697868642, 1697868603]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,159688598,"POLYGON ((8.2615039 50.0015845, 8.2614362 50.0016001, 8.2613826 50.0015065, 8.2614491 50.0014914, 8.2615039 50.0015845))",fast_food,yes,,,,,Bullys Burger,,,http://www.bullys-burger.de/mainz/,,,,Mainz,DE,8a,55116,Parcusstraße,,,,"Mo-Th 12:00-21:30; PH, Sa-Su 12:00-22:00",,,,"[1717979458, 1717979462, 1717979456, 1717979452, 1717979458]",commercial,1,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,same,no,burger,yes,,,,,,darkgrey,,,,,,,,,,,yes,no,yes,metal,,,,,,yes,no,,,,,,,,,,,,,,,,,
way,166806377,"POLYGON ((8.2728647 50.0024567, 8.273112 50.002543, 8.2731753 50.0024379, 8.2732024 50.0023928, 8.2732615 50.0022945, 8.2732968 50.0022359, 8.2729595 50.0021729, 8.2728879 50.0023025, 8.272947 50.0023173, 8.2728647 50.0024567))",,,,,,,,,,,,,,Mainz,DE,6,55116,Karmeliterplatz,,,,,,,,"[1782392462, 1782392471, 1782392458, 1782392455, 1782392443, 1782392437, 1782392436, 1782392445, 6994594422, 1782392462]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,166806378,"POLYGON ((8.2735048 50.0026088, 8.2736371 50.0026316, 8.2736874 50.0025151, 8.2736297 50.0025045, 8.2736552 50.0024459, 8.2737188 50.002457, 8.2737382 50.0024075, 8.273598 50.0023805, 8.2735928 50.0023923, 8.2735471 50.0024959, 8.2735048 50.0026088))",,,,,,,,,,https://www.riederle-moses.de/,,,,Mainz,,12,55116,Karmeliterstraße,,,,,,,,"[1782392473, 1782392474, 1782392467, 1782392466, 1782392460, 1782392463, 1782392456, 1782392453, 1782392454, 1782392465, 1782392473]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,HiRes aerial imagery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,177678844,"POLYGON ((8.2573234 50.0001624, 8.2571706 50.0000282, 8.2573142 49.9999598, 8.2574112 49.9999135, 8.2576171 49.9998081, 8.2576857 49.9998582, 8.2577105 49.9998743, 8.2578123 49.9999402, 8.2573234 50.0001624))",,,,,,,,,,,,,1,Mainz,DE,,55122,Wallstraße,,,,,,,,"[1880988620, 1880988619, 4161552591, 255329985, 263676589, 255329986, 1836665494, 263676588, 1880988620]",commercial,6,,,9182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,177685559,"POLYGON ((8.2340588 50.0147629, 8.2339502 50.0148245, 8.2338567 50.0147512, 8.2339514 50.0146805, 8.2340588 50.0147629))",,,,,,,,,,,,,,,,,,,,,,,,,,"[1881093005, 1881093003, 1881093000, 441265512, 1881093005]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,182152141,"POLYGON ((8.2920608 49.977657, 8.2921409 49.9775589, 8.2917828 49.9774379, 8.2917027 49.977536, 8.2916735 49.9775274, 8.2915717 49.9776473, 8.2917298 49.9777028, 8.2918316 49.9775828, 8.2920608 49.977657))",,,,,,,,,,,,,,,,,,,,,,,,,,"[1924982923, 1924982920, 1924982914, 1924982917, 1924982916, 1924982922, 1924982925, 1924982921, 1924982923]",commercial,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,182152146,"POLYGON ((8.292282 49.9791545, 8.2923688 49.9790477, 8.2919662 49.9789124, 8.2918794 49.9790192, 8.2922601 49.9791471, 8.292282 49.9791545))",,,,,,,umlauf-feinmechanik GmbH,,,www.umlauf-feinmechanik.de,,,,Mainz,DE,90,55130,Heiligkreuzweg,,,,,,,,"[1924983008, 1924983004, 1924982998, 1924983003, 8754929617, 1924983008]",commercial,2,1,flat,,+49 6131-81885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 6131-832798,,,,,,,,,,,,,,,,
way,182152153,"POLYGON ((8.2910385 49.9786918, 8.2911119 49.9786002, 8.2909888 49.9785594, 8.2909154 49.9786509, 8.2910385 49.9786918))",,yes,,,,,,,,,,,,Mainz,DE,96,55130,Heiligkreuzweg,,,,,,,,"[1924982986, 1924982980, 1924982978, 1924982982, 1924982986]",commercial,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fast_food,,,,,,,,,,,,,,,
way,182998859,"POLYGON ((8.3050648 49.9826784, 8.304795 49.9825144, 8.3050967 49.9823092, 8.305297 49.982431, 8.3053665 49.9824732, 8.3050648 49.9826784))",,,,,,,,,,,,,,Mainz,DE,127,55130,Wormser Straße,,,,,,,,"[1933618214, 1933618211, 1933618202, 2635352355, 1933618209, 1933618214]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,183254069,"POLYGON ((8.29735 49.9867636, 8.2972414 49.9868302, 8.2970137 49.9866767, 8.2971293 49.9866059, 8.29735 49.9867636))",fuel,,Esso,Q867662,en:Esso,,Esso,Esso,,,,,,Mainz,DE,7,55130,Wormser Straße,,,,,,,,"[1936305618, 1936305620, 1936305609, 1936305607, 1936305618]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,yes,yes,,,,,,,,,,,
way,183254077,"POLYGON ((8.2965218 49.9873452, 8.2962275 49.9871453, 8.2964834 49.9869854, 8.2967797 49.9871947, 8.2965218 49.9873452))",,,,,,,,,,,,,,Mainz,DE,5,55130,Wormser Straße,,,,,,,,"[1936305624, 1936305622, 1936305621, 1936305623, 1936305624]",commercial,2,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,186688147,"POLYGON ((8.2384005 50.0056274, 8.2386173 50.0056232, 8.2386125 50.0055205, 8.2383956 50.0055248, 8.2384005 50.0056274))",,,,,,,,,,,,,,Mainz,,4,55122,Jakob-Steffan-Straße,,,,,,,,"[1974296141, 1974296137, 1974296131, 1974296126, 1974296141]",commercial,4,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,186688149,"POLYGON ((8.2383956 50.0055248, 8.2381829 50.0055289, 8.2381875 50.0056314, 8.2384005 50.0056274, 8.2383956 50.0055248))",,,,,,,,,,,,,,Mainz,,2,55122,Jakob-Steffan-Straße,,,,,,,,"[1974296126, 542236753, 542236756, 1974296141, 1974296126]",commercial,4,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,186688151,"POLYGON ((8.2388401 50.0056187, 8.23903 50.0056148, 8.2390249 50.0055122, 8.238835 50.0055161, 8.2388401 50.0056187))",,,,,,,,,,,,,,Mainz,,8,55122,Jakob-Steffan-Straße,,,,,,,,"[1974296134, 542236852, 542236850, 1974296139, 1974296134]",commercial,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,187703652,"POLYGON ((8.258982 49.9994127, 8.2589602 49.9994053, 8.2589464 49.999397, 8.2589337 49.9993832, 8.2589282 49.9993642, 8.2589325 49.9993477, 8.2589452 49.9993329, 8.258963 49.9993222, 8.2589829 49.9993159, 8.2590178 49.9993138, 8.259047 49.9993202, 8.2590717 49.9993345, 8.2590836 49.99935, 8.2590867 49.9993679, 8.2590774 49.9993885, 8.2590654 49.9993992, 8.2590411 49.9994106, 8.2590156 49.9994151, 8.258982 49.9994127))",,,,,,,,,,,,,,,,,,,,,,,,,,"[1983336009, 1983336043, 1983336038, 1983336040, 1983336014, 1983336046, 1983336018, 1983336016, 1983336015, 1983336017, 1983336010, 1983336013, 1983336011, 1983336045, 1983336036, 1983336008, 1983336023, 1983336012, 1983336009]",commercial,4,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191547527,"POLYGON ((8.290383 49.9762601, 8.2908419 49.9764156, 8.2910397 49.9761742, 8.2905808 49.9760187, 8.290383 49.9762601))",,,,,,,,,,,,,,Mainz,DE,8,55130,Heinrich-von-Brentano-Straße,,,,,,,,"[2021317592, 2021317593, 2021317590, 2021317589, 2021317592]",commercial,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,191891498,"POLYGON ((8.2929321 49.9783766, 8.2931653 49.9784567, 8.2934479 49.9781167, 8.2933275 49.9780755, 8.2932149 49.9780363, 8.2929321 49.9783766))",,,,,,,,,,,,,,,,2-4,,Weberstraße,,,,,,,,"[2024538415, 2024538416, 2024538414, 2021303753, 2024538413, 2024538415]",commercial,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,192647266,"POLYGON ((8.2831695 49.98897, 8.2829965 49.9889404, 8.2830412 49.9888323, 8.2831125 49.9888445, 8.2830931 49.9888913, 8.2831949 49.9889087, 8.2831695 49.98897))",restaurant,no,,,,,Café Restaurant am Rosengarten,,,,,,,Mainz,DE,21,55131,Am Stiftswingert,,,,Tu-Su 11:30-20:00,,,,"[2031924415, 2031924409, 2031924374, 2031924380, 2031924392, 2031924398, 2031924415]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,german,,+49 6131 81850,http://www.cafe-am-rosengarten-mainz.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 6131 81850,,,,,,,,,,
way,193041061,"POLYGON ((8.2204958 50.0263837, 8.220469 50.0262707, 8.2204997 50.0262677, 8.2204875 50.0262161, 8.2206166 50.0262035, 8.2206281 50.0262523, 8.2206479 50.0262503, 8.2206753 50.0263661, 8.2206538 50.0263682, 8.2206726 50.0264476, 8.2205146 50.0264631, 8.2204958 50.0263837))",,,,,,,,,,,,,,,,1,,Am Mombacher Kreisel,,,,,,,,"[2035705426, 1693586777, 2035705419, 2035705416, 1693586746, 2035705418, 2035705417, 2035705422, 2035705424, 2035705428, 1693586794, 2035705426]",commercial,1,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,194224466,"POLYGON ((8.2424354 50.0205662, 8.2424744 50.0206111, 8.2426493 50.0205484, 8.2426103 50.0205035, 8.2424354 50.0205662))",,,,,,,,,,,,,,,,,,,,,,,,,,"[2047445313, 2047445316, 2047445312, 2047445311, 2047445313]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,195599357,"POLYGON ((8.2377081 49.9999418, 8.2376017 49.9999346, 8.2376001 49.9999449, 8.2375139 49.9999391, 8.2374944 50.0000588, 8.2375622 50.0000633, 8.2375578 50.0000905, 8.237609 50.000094, 8.2376825 50.0000989, 8.2377081 49.9999418))",,,,,,,,,,,,,,Mainz,,1,55122,Ida-von-Hahn-Straße,,,,,,,,"[2060188781, 2060188779, 2060188784, 2060188780, 2060188804, 2060188807, 2060188812, 2060188814, 2060188816, 2060188781]",commercial,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,195784288,"POLYGON ((8.2190041 50.0048458, 8.2190875 50.0047061, 8.2189 50.0046599, 8.2188732 50.0047049, 8.218946 50.0047228, 8.2188894 50.0048176, 8.2190041 50.0048458))",,,,,,,,,,,,,,,,,,,,,,,,,,"[2062020240, 2062020214, 2062020176, 2062020211, 2062020217, 2062020231, 2062020240]",commercial,1,0,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,198890586,"POLYGON ((8.2535177 49.9962848, 8.2534564 49.9963288, 8.2534848 49.9963451, 8.2533894 49.996413, 8.2535031 49.9964791, 8.2536031 49.9964091, 8.2536323 49.9964285, 8.253678 49.9963772, 8.2535177 49.9962848))",,,,,,,,,,,,,,Mainz,,21,55131,Untere Zahlbacher Straße,,,,,,,,"[2089681566, 2089681560, 5799267392, 2089681569, 2089681572, 5799267393, 5799267395, 5799267394, 2089681566]",commercial,2,1,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205678694,"POLYGON ((8.2516758 49.9614135, 8.2510507 49.9612784, 8.2509023 49.9608822, 8.2509398 49.9608752, 8.2508916 49.9607476, 8.2511249 49.960789, 8.2511383 49.9608425, 8.2511893 49.9608356, 8.2512993 49.9611358, 8.2517642 49.9612291, 8.2516758 49.9614135))",,,,,,,,,,,,,,Mainz,,46,55129,Carl-Zeiss-Straße,,,,,,,,"[2156512995, 2156513001, 2156512986, 2156512999, 2156512988, 2156512981, 2156512984, 2156512991, 2156512997, 2156512993, 2156512995]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,218058609,"POLYGON ((8.2382992 49.9737762, 8.2385986 49.9739897, 8.2387127 49.9739235, 8.2384134 49.9737099, 8.2382992 49.9737762))",,,,,,,,,,,,,,Mainz,DE,41,55128,Marienborner Straße,,,,,,,,"[2273599656, 2273599660, 2273599658, 2273599655, 2273599656]",commercial,3,0,flat,,,,,,,,,,,,,lightgrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,218058616,"POLYGON ((8.2384025 49.9744692, 8.2387441 49.9746951, 8.2388988 49.9745983, 8.2385573 49.9743724, 8.2384025 49.9744692))",,,,,,,,,,,,,,Mainz,DE,39a,55128,Marienborner Straße,,,,,,,,"[2273599675, 2273599691, 2273599681, 2273599674, 2273599675]",commercial,1,1,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,220259700,"POLYGON ((8.2511829 50.0189321, 8.2513255 50.0188442, 8.2515762 50.0190191, 8.2516559 50.0189726, 8.2514068 50.01881, 8.2516003 50.0187044, 8.252126 50.019087, 8.2517247 50.019325, 8.2511829 50.0189321))",,,,,,,,,Gebäude B27,,,,,,,,,,,,,,,,,"[2293884377, 2422130936, 2422130937, 2422130938, 2422130939, 2293884380, 2293884376, 2293884378, 2293884377]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gebäude B27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,230262510,"POLYGON ((8.2512114 50.0186786, 8.2506463 50.0182975, 8.250588 50.0183332, 8.2503354 50.0181629, 8.2508041 50.017876, 8.2509475 50.0179727, 8.2510484 50.0179109, 8.2511296 50.0179657, 8.2511945 50.0180095, 8.2511015 50.0180664, 8.2516295 50.0184226, 8.2512114 50.0186786))",,,,,,,,,Gebäude B15,,,,,Mainz,DE,88,,Rheinallee,,,,,,,,"[2387865950, 2387865969, 2387865967, 2387865947, 2387865955, 2387865959, 2387865951, 2464722887, 2387865957, 2387865963, 2387865965, 2387865950]",commercial,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gebäude B15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,231830458,"POLYGON ((8.1442782 49.9744803, 8.1445461 49.9745446, 8.1446659 49.9743381, 8.1443979 49.9742738, 8.1442782 49.9744803))",,,,,,,REIS-EXPRESS,,,,,,,Mainz,,5814,55126,Am Finther Wald,,,,,,,,"[2401599809, 2401599810, 2401599805, 2401599804, 2401599809]",commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This is a shipping company.,,,,,,,,,
way,232703579,"POLYGON ((8.2431223 50.0136927, 8.2428651 50.0138995, 8.242789 50.0138588, 8.2426639 50.0137922, 8.2429304 50.0135825, 8.2431223 50.0136927))",restaurant,yes,,,,,Dschingis Khan,,,https://www.dschingiskhan-mainz.de/,,,,Mainz,,76a,55122,Mombacher Straße,,,,,,,,"[933888956, 2410355192, 2450771537, 2410355188, 933889013, 933888956]",commercial,,,,,+49 6131 6007060,,,,,,,,,,,,,,,,,,,,,,,,,asian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
