element_type,osmid,geometry,layer,wheelchair,access,amenity,fee,maxheight,name,parking,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,note,operator,survey:date,nodes,building,building:levels,opening_hours,shop,toilets,building:material,height,roof:levels,roof:material,roof:shape,start_date,wikidata,wikimedia_commons,wikipedia,addr:suburb,brand,brand:wikidata,brand:wikipedia,source,website,roof:colour,toilets:wheelchair,alt_name,cuisine,diet:vegan,diet:vegetarian,email,indoor_seating,opening_hours:covid19,outdoor_seating,phone,building:colour,roof:orientation,source:maxheight,addr:housename,building:min_level,check_date:opening_hours,max_level,min_level,landuse,not:brand:wikidata,payment:cash,payment:credit_cards,payment:maestro,payment:mastercard,payment:visa,disused:shop,source:geometry,branch,disused,short_name,check_date,dispensing,fax,self_service,url,club,description,sport,payment:apple_pay,payment:debit_cards,payment:google_pay,wheelchair:description,source_date,roof:height,access:covid19,delivery:covid19,takeaway:covid19,smoking,old_name,wholesale,fixme,indoor,level,note:editor,fuel:lpg,nohousenumber,delivery,takeaway,company,office,ref:vatin,service:bicycle:bicycle,service:bicycle:ebike,service:bicycle:parts,service:bicycle:pump,service:bicycle:repair,service:bicycle:retail,service:bicycle:sales,service:bicycle:second_hand,service:bicycle:service,service:bicycle:tools,stroller,ways,type,building:use
way,195419274,"POLYGON ((8.1810615 50.0053796, 8.1811101 50.0052842, 8.1809279 50.0052457, 8.1808792 50.0053412, 8.1810615 50.0053796))",,,,,,,Saloon,,,,2,,Geiersköppelweg,,,,"[2058651437, 2058651439, 2058651441, 2058651438, 2058651437]",retail,2,,,,,,0,,skillion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,195599304,"POLYGON ((8.2376825 50.0000989, 8.237609 50.000094, 8.237594 50.0001859, 8.2376675 50.0001908, 8.2376825 50.0000989))",,,,,,,,,,,1,,Ida-von-Hahn-Straße,,,,"[2060188816, 2060188814, 2060188834, 2060188838, 2060188816]",retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,195961212,"POLYGON ((8.2520901 50.0171622, 8.2523048 50.0173436, 8.2525084 50.0172441, 8.2522895 50.0170648, 8.2520901 50.0171622))",,,,,,,,,,,,,,,,,"[2063381267, 2063381272, 2063381269, 2063381266, 2063381267]",retail,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,196379727,"POLYGON ((8.2701455 49.9993514, 8.2702143 49.9992732, 8.2701895 49.9992409, 8.2701749 49.9992219, 8.2698436 49.9991394, 8.2697269 49.9992175, 8.2699626 49.9992907, 8.2701455 49.9993514))",,,,,,,,,,,,,,,,,"[2067226122, 2067226112, 7350351891, 2067226107, 2067226098, 2067226105, 2067226115, 2067226122]",retail,2,,,,,,0,,,,,,,,,,,Bing 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,198890578,"POLYGON ((8.2532934 49.9963464, 8.2533579 49.9962992, 8.2534193 49.9963063, 8.2534372 49.9962417, 8.2533342 49.9961827, 8.2533013 49.9962065, 8.2531899 49.9962879, 8.2532934 49.9963464))",,,,,,,Blumenhaus Rosenberg,,Mainz,,17,55131,Untere Zahlbacher Straße,,,,"[2089681562, 5799267398, 5799267397, 5799267396, 2089681553, 2089681542, 2089681558, 2089681562]",retail,3,"Mo-Fr 08:00-18:00, Sa 08:00-16:00, So 10:30-12:30",florist,,,,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,"Bestellungen per Fax, per E-Mail oder telefonisch",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,203094172,"POLYGON ((8.2674916 49.9964132, 8.2674253 49.9964489, 8.2674747 49.9964853, 8.2675408 49.9964498, 8.2674916 49.9964132))",,,,,,,,,,,9,,Breidenbacherstraße,,,,"[2130605431, 2130605440, 2130605450, 2130605441, 2130605431]",retail,2,,,,,,0,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,203454592,"POLYGON ((8.2880014 49.9662998, 8.2880741 49.9663042, 8.2880685 49.9663826, 8.2882431 49.9663885, 8.2882312 49.9664937, 8.2881724 49.9665476, 8.2879743 49.9665395, 8.2879791 49.9665212, 8.2878797 49.9664362, 8.2878368 49.9664396, 8.2878585 49.9662397, 8.287994 49.9662383, 8.2880014 49.9662998))",,,,,,,,,,,,,,,,,"[712961331, 5331101376, 5331101378, 5331101377, 712961356, 2134708378, 2134708377, 2134708376, 2134708374, 2134708375, 2632214262, 2632214261, 712961331]",retail,1,,,,,,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205681253,"POLYGON ((8.2332583 49.967454, 8.2329471 49.9672319, 8.2332926 49.9670266, 8.2336196 49.9672575, 8.2332583 49.967454))",,,,,,,,,,,,,,,,,"[2156596725, 2156596723, 2156596720, 2156596722, 2156596725]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,207521254,"POLYGON ((8.1991931 49.9592835, 8.1992468 49.9592138, 8.1989277 49.9591122, 8.1989025 49.9591448, 8.1988285 49.9592413, 8.1988175 49.9592555, 8.1991365 49.9593571, 8.1991931 49.9592835))",,,,,,,,,Mainz,DE,11,55127,Hindemithstraße,,,,"[2177753665, 2177753660, 2177753658, 2177753659, 2177753662, 2177753663, 5982876088, 2177753665]",retail,,,,,,,,,flat,,,,,,,,,,,grey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,215391722,"POLYGON ((8.1768085 49.9957662, 8.1768083 49.9957879, 8.176738 49.995826, 8.176739 49.9959412, 8.1768422 49.9959417, 8.1768845 49.9959058, 8.1770507 49.9959058, 8.1770506 49.9956293, 8.1768829 49.9956288, 8.1768825 49.9957658, 8.1768085 49.9957662))",,,,,,,,,Mainz,DE,51,55126,Sertoriusring,,,,"[4241330758, 4241330759, 4241330760, 2248093004, 4241330762, 4241330761, 2248093006, 2248092975, 4241330754, 4241330756, 4241330758]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,222276304,"POLYGON ((8.2706824 49.9990087, 8.2707153 49.9990193, 8.2705559 49.999222, 8.2705906 49.9992331, 8.2705776 49.9992504, 8.2706393 49.999271, 8.2706517 49.9992533, 8.2707006 49.9992692, 8.2707266 49.9992328, 8.2708029 49.9991326, 8.270827 49.9991399, 8.2708594 49.999098, 8.2708347 49.9990904, 8.2709203 49.998972, 8.270751 49.9989205, 8.2706824 49.9990087))",,,,,,,,,Mainz,DE,3-5,55116,Gutenbergplatz,,,,"[2312615638, 2312615639, 2312615641, 2312615642, 2312615643, 2312615645, 2312615644, 1885925150, 1671343428, 1671343367, 1671343372, 1671343363, 1671343362, 2312615636, 2312615635, 2312615638]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,222278944,"POLYGON ((8.2711175 49.9987302, 8.2708512 49.9986468, 8.2709878 49.9984665, 8.271254 49.9985499, 8.271198 49.9986238, 8.271123 49.998723, 8.2711175 49.9987302))",,,,,,,,,Mainz,DE,2,55116,Gutenbergplatz,,,,"[1671343355, 2312636508, 2312636507, 571409908, 9697121690, 9697121691, 1671343355]",retail,2,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,222278947,"POLYGON ((8.2703248 49.9982544, 8.2703108 49.9982739, 8.270295 49.9982963, 8.2704597 49.9983441, 8.2704535 49.998353, 8.2705565 49.9983829, 8.2706617 49.9984134, 8.2706669 49.9984059, 8.2708346 49.9984544, 8.2708504 49.9984314, 8.270863 49.9984138, 8.2703248 49.9982544))",,,,,,,,,,,12,,Ludwigsstraße,,,,"[2312636491, 2312647461, 2312636493, 2312636494, 2312636496, 2453933590, 2312636499, 2312636497, 2312636502, 2312647463, 2312636501, 2312636491]",retail,2,,,,,,0,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,224276444,"POLYGON ((8.2479956 50.0076825, 8.2481416 50.0077047, 8.2482331 50.0074559, 8.2480871 50.0074337, 8.2479956 50.0076825))",,,,,,,,,Mainz,,38a,55122,Mombacher Straße,,,,"[2330949566, 2330949568, 2330949567, 2330949569, 2330949566]",retail,1,,,,,,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,233619606,"POLYGON ((8.2562834 50.0055135, 8.2563212 50.0054861, 8.2562381 50.0054516, 8.2562178 50.0054519, 8.2561952 50.0054551, 8.2561335 50.0055189, 8.2561474 50.0055352, 8.2562586 50.0054867, 8.2562834 50.0055135))",,limited,,cafe,,,Nelly's,,Mainz,DE,5a,55118,Josefsstraße,,Fahad Alnabi,,"[2419769342, 2419769344, 2419769326, 2419769353, 2419769351, 2419769346, 2419769333, 2419769337, 2419769342]",retail,1,Mo-Fr 09:00-16:00,,,,,0,,,,,,,,,,,,http://www.nellys-mainz.de,,no,,,,yes,info@nellys-mainz.de,,,yes,+49 6131 8856036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,233619609,"POLYGON ((8.2558948 50.0057481, 8.2560314 50.0057999, 8.2562403 50.0056311, 8.2561474 50.0055352, 8.2558948 50.0057481))",,,,,,,,,,,,,,,,,"[2419769345, 2419769347, 2419769349, 2419769333, 2419769345]",retail,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,235219869,"POLYGON ((8.1698801 49.9827514, 8.1698707 49.982774, 8.1701572 49.9828233, 8.1702336 49.9826398, 8.1701666 49.9826276, 8.1699471 49.9825905, 8.1698801 49.9827514))",,,,,,,,,Mainz,DE,31,55126,Flugplatzstraße,,,,"[2432939807, 2432939811, 2432939818, 2432939788, 2432939786, 4002333693, 2432939807]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,236265064,"POLYGON ((8.2621909 50.0120053, 8.2623629 50.0119108, 8.262254 50.0118289, 8.2620819 50.0119234, 8.2621909 50.0120053))",,yes,,,,,,,Mainz,DE,3-5,55118,Am Zollhafen,,,,"[2025569116, 2443169367, 944255857, 944255835, 2025569116]",retail,1,,,,brick,,1,,hipped,,,,,,,,,,,gray,yes,,,,,,,,,,orange,along,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7° Café Bar Lounge,,,,,,,,,,,,,,,,,,,,,,,,,,
way,237116536,"POLYGON ((8.2640436 50.0005602, 8.2641356 50.0006384, 8.2642405 50.0005851, 8.2641377 50.0005109, 8.2640436 50.0005602))",,,,,,,,,Mainz,DE,5,55116,Große Bleiche,,,,"[2450645116, 2450645128, 2450645120, 2450645108, 2450645116]",retail,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,237116545,"POLYGON ((8.2638873 50.0005038, 8.263993 50.0005872, 8.2640436 50.0005602, 8.2641377 50.0005109, 8.264027 50.0004457, 8.2638873 50.0005038))",,,,,,,,,Mainz,DE,3,55116,Große Bleiche,,,,"[2450645104, 2450645121, 2450645116, 2450645108, 1416659713, 2450645104]",retail,2,,,,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,237134305,"POLYGON ((8.2646653 50.0014017, 8.2645684 50.0013046, 8.2646177 50.0012883, 8.2644593 50.0011644, 8.2643519 50.0012103, 8.2641853 50.0012815, 8.2644051 50.0014988, 8.2646653 50.0014017))",,,,,,,,,Mainz,,,55116,Mittlere Bleiche,,,,"[2450793363, 2450793355, 10209741301, 2450793348, 3469218429, 3469218428, 2450793377, 2450793363]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,237134306,"POLYGON ((8.2650274 50.0016414, 8.2647892 50.0017123, 8.2647513 50.0016617, 8.2646992 50.0015933, 8.2648042 50.0015603, 8.2649341 50.0015173, 8.2650274 50.0016414))",,,,,,,,,,,,,,,,,"[2450793387, 2450793392, 2450793389, 2450793383, 2450793382, 2450793378, 2450793387]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,237299016,"POLYGON ((8.2697355 50.0011419, 8.2699551 50.0011463, 8.2699139 50.0010537, 8.2697355 50.0010527, 8.2697355 50.0011419))",,,,,,,,,Mainz,,13,55116,Stadthausstraße,,,,"[2452218086, 2452218091, 2452218073, 2452218072, 2452218086]",retail,2,,,,,,0,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,237299026,"POLYGON ((8.2711855 49.9999978, 8.2712262 50.0000248, 8.2712817 50.0000614, 8.2710625 50.0001985, 8.2709663 50.0001349, 8.2711855 49.9999978))",,,,,,,,,,,2-4,,Seppel-Glückert-Passage,,,,"[2452217985, 2452217987, 2452217990, 2452218001, 2452217996, 2452217985]",retail,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,237299030,"POLYGON ((8.2707837 50.0001623, 8.2709991 50.0000394, 8.2708217 49.9999848, 8.2706859 50.0001183, 8.2707837 50.0001623))",,,,,,,,,,,,,,,,,"[2452217998, 263684763, 1671343601, 2452217993, 2452217998]",retail,4,,,,,,1,,skillion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,237299047,"POLYGON ((8.2692658 50.0002133, 8.2687222 50.0004287, 8.2687621 50.0005001, 8.2688811 50.000477, 8.2691561 50.0004236, 8.2693584 50.0003907, 8.2693464 50.000288, 8.2692658 50.0002133))",,,,,,,,,,,,,,,,,"[2452218000, 2452218023, 2452218038, 2452218032, 2452218019, 2452218013, 2452218005, 2452218000]",retail,2,,,,,,0,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,238528496,"POLYGON ((8.2870016 49.9664444, 8.2871324 49.9664615, 8.2871659 49.9664277, 8.2872165 49.9663466, 8.2872548 49.9663486, 8.2872771 49.9663178, 8.2872622 49.9663055, 8.2872899 49.9662959, 8.2872324 49.9662494, 8.2871643 49.9662775, 8.2870962 49.966376, 8.287008 49.9664287, 8.2870016 49.9664444))",,,,,,,,,,,2,,Auf dem Hewwel,,,,"[2463527948, 2463527950, 6694412161, 2463527944, 2463527945, 2463527943, 2463527942, 2463527941, 2463527939, 2463527940, 2463527946, 2463527947, 2463527948]",retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,242835725,"POLYGON ((8.2480278 50.0080099, 8.2476828 50.0078074, 8.2477796 50.007732, 8.2481021 50.0079256, 8.2480712 50.0079785, 8.2480278 50.0080099))",,,,,,,,,Mainz,,38b,55122,Mombacher Straße,,,,"[2502864381, 2502864382, 2502864393, 2502864388, 3610851812, 2502864381]",retail,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,244334976,"POLYGON ((8.2619558 49.9907253, 8.2618785 49.9907691, 8.2617462 49.990684, 8.2618488 49.9906233, 8.2618973 49.9906598, 8.2619351 49.9906389, 8.2619702 49.9906694, 8.2619196 49.9906921, 8.2619558 49.9907253))",,,,,,,,,,,,,,,,,"[2516647660, 2516647662, 2516647658, 2516647649, 2516647654, 2516647653, 2516647655, 1204826184, 2516647660]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,248546239,"POLYGON ((8.2335423 49.9842866, 8.2336573 49.9842972, 8.2336944 49.9843132, 8.233744 49.9843048, 8.2337671 49.9842802, 8.2337629 49.9842545, 8.2337352 49.9842399, 8.2337011 49.9842364, 8.2336771 49.9842396, 8.2335109 49.9842203, 8.2334966 49.9842393, 8.2335622 49.9842583, 8.2335423 49.9842866))",,,,,,,,,,,70,,Am Ostergraben,,,,"[2553151053, 2553151055, 2553151062, 2553151060, 2553151051, 2553151049, 2553151047, 2553151043, 2553151046, 2553151042, 2553151044, 1221424570, 2553151053]",retail,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,255603372,"POLYGON ((8.2633842 49.997448, 8.2634259 49.9974279, 8.2637235 49.9972839, 8.2635801 49.9971613, 8.2632407 49.9973254, 8.2633073 49.9973872, 8.2633464 49.9974167, 8.2633842 49.997448))",,,,,,,,,,,,,,,,,"[2612809407, 4920475039, 2612809405, 2612809403, 2612809406, 3278178163, 3278178164, 2612809407]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,265665173,"POLYGON ((8.2172246 49.9970132, 8.2174233 49.9970203, 8.2174957 49.9968502, 8.2172392 49.9968405, 8.2172246 49.9970132))",,,,,,,ompro GmbH & Co. KG,,Mainz,DE,6,55124,Am Hemel,,,,"[2712944285, 2712944287, 2712944257, 2712944256, 2712944285]",retail,,,,,,,,,,,,,,,,,,,http://www.oehl-mainz.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,
way,268130558,"POLYGON ((8.2293387 49.9690325, 8.2296214 49.9692164, 8.2297467 49.9691367, 8.2294641 49.9689528, 8.2293387 49.9690325))",,,,,,,,,Mainz,DE,10,55128,Haifa-Allee,,,,"[2734853209, 2734853218, 2734853215, 2734853204, 2734853209]",retail,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grobe Schätzung der Geometrie,,,,,,,,,,,,,,,,,,,,,,,,
way,269943266,"POLYGON ((8.2384584 49.9683559, 8.2395328 49.9684579, 8.2396124 49.9681161, 8.2394995 49.9681051, 8.2390377 49.9680599, 8.2387671 49.9680334, 8.2385299 49.9680102, 8.2384584 49.9683559))",,,,,,,,,,,18,,Am Schleifweg,,,,"[2750627976, 5284877645, 2750627974, 9062008410, 9062008409, 9062008408, 2750627970, 2750627976]",retail,1,,,,,,0,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geometrie sehr grob geschätzt,,,,,,,,,,,,,,,,,,,,,,,,
way,269976355,"POLYGON ((8.2215701 50.0054283, 8.2214168 50.0054059, 8.220843 50.0053221, 8.2209838 50.0049238, 8.2214755 50.0049956, 8.2213692 50.005296, 8.2214488 50.0053077, 8.2216047 50.0053304, 8.2215701 50.0054283))",,,,,,,,,Mainz,DE,66,55122,Elbestraße,,,,"[2750836681, 2567080216, 2258306044, 2258306039, 2567080182, 2567080199, 2567080203, 2750836679, 2750836681]",retail,1,,,,,7,,tar_paper,flat,,,,,,,,,,,,,,,,,,,,,,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geschätzt nach begehung,,,,,,,,,,,,,,,,,,,,,,,,
way,310470807,"POLYGON ((8.3124542 49.9611226, 8.312403 49.9610504, 8.3123596 49.9609893, 8.3125301 49.9609392, 8.3126247 49.9610726, 8.3124542 49.9611226))",,,,,,,,,,,8,,Oppenheimer Straße,,,,"[2749936849, 6257303040, 3158964360, 3158964359, 3158966161, 2749936849]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,322276811,"POLYGON ((8.2600071 50.0032867, 8.2600278 50.0033084, 8.2602134 50.0032355, 8.2600524 50.0030663, 8.2597445 50.0027428, 8.2596903 50.0027641, 8.2593029 50.0029164, 8.2594675 50.0030908, 8.2595521 50.0030578, 8.2596682 50.0031809, 8.2597826 50.0031364, 8.2599462 50.0033106, 8.2600071 50.0032867))",,,,,,,,,,,3,,Bonifaziusstraße,,,,"[1232926656, 1232926650, 1224495031, 1224495028, 1224495025, 2454330378, 1224495083, 1225000816, 1225000819, 2454330393, 689132803, 1232926654, 1232926656]",retail,1,,,,,4,,,flat,,,,,,,,,,,#ACA9A9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,330911252,"POLYGON ((8.2660108 49.9876031, 8.2660105 49.9874928, 8.2662536 49.9874925, 8.266254 49.9876027, 8.2661356 49.9876029, 8.2660108 49.9876031))",,,,,,,,,,,,,,,,,"[3379461204, 3379461196, 3379461195, 3379461203, 9281431696, 3379461204]",retail,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,330911259,"POLYGON ((8.2666758 49.9896037, 8.2666669 49.9894861, 8.2667421 49.9894735, 8.2672022 49.9893606, 8.2672592 49.9894565, 8.2666758 49.9896037))",,,,,,,,,,,,,,,,,"[1719051934, 3379461235, 8996943425, 1719051930, 1855095345, 1719051934]",retail,1,,,,,,0,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,330911260,"POLYGON ((8.2669206 49.9876606, 8.2669557 49.9877913, 8.2672249 49.9877609, 8.2672129 49.9877234, 8.2673198 49.9877117, 8.2672986 49.9876327, 8.2672662 49.9876364, 8.2672603 49.9876138, 8.2671647 49.987627, 8.2669206 49.9876606))",,,,,,,,,Mainz,DE,2,55131,Pariser Straße,,,,"[3379461205, 1882894079, 3379461211, 3379461210, 1882894078, 1882894074, 8857732922, 8857732923, 1882894075, 3379461205]",retail,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,361685798,"POLYGON ((8.1749216 49.9862338, 8.1749343 49.9861547, 8.1748143 49.9861455, 8.1747877 49.9862206, 8.1749216 49.9862338))",,,,,,,,,,,53,,Poststraße,,,,"[3661371238, 3661371239, 3661371240, 3661371236, 3661371238]",retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,379065430,"POLYGON ((8.2076662 50.0010832, 8.2077364 50.0010023, 8.2076413 50.0009682, 8.2075711 50.001049, 8.2076662 50.0010832))",,,,,,,,,Mainz,,27,55124,Kirchstraße,,,,"[3824210151, 3824210149, 3824210147, 3824210150, 3824210151]",retail,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,381900488,"POLYGON ((8.208293 50.0023987, 8.2082093 50.0023783, 8.2081729 50.0024413, 8.2081219 50.0025363, 8.2082457 50.0025704, 8.2082682 50.0025404, 8.2082344 50.0025353, 8.2082393 50.0025229, 8.2082762 50.0025136, 8.2082505 50.0024655, 8.208293 50.0023987))",,,,,,,,,,,,,,,,,"[3851009930, 3851009926, 3851009941, 3851012860, 3851012864, 3851012862, 3851012859, 3851012857, 3851009954, 3851009946, 3851009930]",retail,2,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,385839233,"POLYGON ((8.2180869 50.0168534, 8.217965 50.0165734, 8.2182705 50.0165235, 8.2182894 50.0165685, 8.2184838 50.0165343, 8.2185687 50.0167468, 8.2183524 50.0167833, 8.2184563 50.0170678, 8.2183672 50.0170769, 8.2182626 50.0168468, 8.2181037 50.0168713, 8.2180869 50.0168534))",,,,,,,,,,,,,,,,,"[3891743112, 3891743106, 3891743105, 7207765763, 3891743103, 3891743107, 3891743109, 3891743115, 3891743116, 3891743113, 3891743114, 3891743112]",retail,1,,,,,,,,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,395118818,"POLYGON ((8.2455147 50.0090793, 8.2453641 50.009197, 8.2451184 50.0090987, 8.2452366 50.0089691, 8.2455147 50.0090793))",,,,,,,Holzland Klein,,Mainz,,91,55122,Mombacher Straße,Gebäude ist NICHT rechtwinklig gebaut,Holz Klein GmbH,,"[3980029934, 3980029936, 3980029935, 3980029933, 3980029934]",retail,,,trade,,,,,,,,,,,,,,,,https://www.holzland-klein.de/,,,,,,,,,,,+49 6131 375950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
