element_type,osmid,addr:postcode,amenity,cuisine,name,opening_hours,phone,website,geometry,addr:city,addr:country,addr:housenumber,addr:street,brand,brand:wikidata,brand:wikipedia,diet:vegan,diet:vegetarian,email,indoor_seating,operator,outdoor_seating,smoking,takeaway,wheelchair,fax,url,contact:email,contact:fax,contact:phone,toilets:wheelchair,access:covid19,description:covid19,drive_through:covid19,opening_hours:covid19,takeaway:covid19,check_date:opening_hours,opening_hours:signed,description,wheelchair:description,source,created_by,delivery:covid19,reservation,note,survey:date,check_date,payment:credit_cards,payment:maestro,payment:mastercard,payment:visa,delivery,diet:dairy_free,diet:egg_free,diet:lactose_free,diet:pescetarian,level,tourism,alt_name,diet:gluten_free,changing_table,website:menu,short_name,internet_access,air_conditioning,payment:debit_cards,name:de,phone:mobile,survey_date,toilets,internet_access:fee,payment:cash,opening_days,opening_season,designation,check_date:diet:vegetarian,contact:website,addr:suburb,old_name,diet:halal,check_date:website,disused:website,note:website,addr:housename,capacity,contact:facebook,shop,opening_hours:kitchen,name:en,contact:instagram,name:ja,name:ko,changing_table:location,kids_area,start_date,cash_withdrawal:foreign_cards,payment:contactless,payment:cryptocurrencies,payment:electronic_purses,toilets:access,contact:mobile,diet:meat,fast_food,lunch,lunch:menu:choices,lunch:menu:course:drink,lunch:menu:course:main,lunch:menu:course:soup,lunch:menu:delivery,lunch:menu:price,lunch:menu:takeaway,lunch:saladbar,self_service,bar,nodes,building,building:levels,indoor,room,layer,note:editor,building:colour,building:material,building:use,roof:shape
node,3901021461,55116,restaurant,regional,Vinothek Wangenrot,We-Sa 18:00+,+49 6131 5539493,https://www.vinothek-wangenrot.de/,POINT (8.2679368 49.9956451),Mainz,,1,Stefansplatz,,,,no,yes,info@vinothek-wangenrot.de,yes,,yes,no,yes,no,,,,,,,,,,,,,,,,,,"Bestellungen online, Lieferung nach Hause",,,,,,,,,,,,,,,,,,,https://www.vinothek-wangenrot.de/wp-content/uploads/2022/03/Speisenauswahl-23.05.-24.05.2022.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3902031619,55116,restaurant,regional,Restaurant Kupferberg Terrassen,"Mo 17:30-22:00,Tu-Sa 11:30-22:00,Su 11:30-14:00",+49 6131 6938363,https://www.restaurant-kupferberg.de/,POINT (8.2629505 49.9973701),Mainz,DE,17-19,Kupferbergterrasse,,,,yes,yes,info@restaurant-kupferberg.de,,,yes,no,,yes,,,,,,yes,,,,,,,,,"Barrierefrei über den Lieferanteneingang, einfach links neben dem Haupteingang klingeln",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3917200455,,restaurant,vietnamese,Hà Nôi Phô,"Mo-Sa 11:00-22:00; PH,Su 12:00-22:00",+49 6131 2400505,http://hanoipho-mainz.de/,POINT (8.2654981 50.0021143),,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3964142017,55118,restaurant,italian,Pizzeria Venezia,"11:00-14:00,17:00-22:45",+49 6131 676261,https://www.pizzeria-venezia-mainz.de/,POINT (8.2492639 50.0128731),Mainz,DE,2,Kaiser-Karl-Ring,,,,,,,,,yes,outside,yes,yes,,,,,,no,,,,,,2022-01-03,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3982528173,,restaurant,italian,Grün Weiß Ristorante Pizzeria,"Tu-Su 11:00-14:30,17:00-23:00",,http://www.tvgruenweissmainz.de/gastronomie.html,POINT (8.229494 50.004441),,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4009358321,,restaurant,,Salute,,+49 6131 2159207,https://www.salutemainz.de/,POINT (8.2647903 50.0018151),,,,,,,,yes,only,hallo@salutemainz.de,,,,no,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4031295714,,restaurant,,Ziegelhütte,,,,POINT (8.2670906 49.9957565),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4143997689,55116,restaurant,vietnamese,Ba Bao,"Tu-Fr 11:00-15:00,17:00-21:00; Sa,Su 12:00-21:00",+49 6131 4879538,,POINT (8.2671945 49.9949847),Mainz,DE,9,Gaustraße,,,,,,info.babaokitchen@gmail.com,,,,,yes,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ba Bao Kitchen,,,,BaBaoAsiakitchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4329095097,,restaurant,pizza,Pizzeria Trattoria Da Rocco,"Mo-Su 11:30-14:30,17:30-22:30",+49 6136 9229755,https://www.pizzeriadarocco.de/,POINT (8.244694 49.9133123),,,,,,,,,,darocco@gmx.de,,,,,,yes,+49 6136 9229756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4352203157,55116,restaurant,,Wilma Wunder,Mo-Su 08:30-00:00,+49 6131 5401555,https://www.wilma-wunder.de/,POINT (8.2735945 49.9998196),Mainz,DE,11,Markt,,,,,,,yes,Gastronomie am Markt GmbH,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0;1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4420638004,55129,restaurant,italian,Ristorante Tropea,Tu-Fr 11:30-14:30; Tu-Sa 17:30-22:00,+49 6136-9536988,http://www.tropea-mainz.de/,POINT (8.2653675 49.9219835),Mainz,,8,Am Kesseltal,,,,,,,,,,,,,,,,,,,,,,open,,,,,,,,,,früher war hier: Ponderosa Steak & More,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4513693261,,restaurant,,Für Freunde,,,https://fuerfreunde.net/,POINT (8.2612294 50.0101239),,,,,,,,,,,,,,,,yes,,,,,,,,,,,,2022-12-17,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4540087964,55116,restaurant,pizza,Pizzeria Kiara,Mo-Sa 11:00-23:00; Su 17:00-23:00,+49 6131 619 27 99,https://www.kiara-mainz.de/,POINT (8.266907 50.0000383),Mainz,,1,Welschnonnengasse,,,,no,yes,,yes,,yes,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4542172680,55116,restaurant,thai,Ban Thai,"Tu-Su 12:00-15:00,18:00-23:00",+49-6131-220122,,POINT (8.2773101 49.9953711),Mainz,,16,Neutorstraße,,,,,yes,,,,,,,no,,,,,,,,,,,,,,,,,,,,,2021-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4580710218,55118,restaurant,steak_house,Patagonia Steakhouse,Mo-Sa 17:30-23:00; Su 17:00-22:00,+49 6131 210 66 60,https://www.patagonia-mainz.de/,POINT (8.2537445 50.0077011),Mainz,DE,74,Kaiser-Wilhelm-Ring,,,,,,info@patagonia-mainz.de,yes,,yes,,,limited,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4610178595,55116,restaurant,,natürlik Lekkeria,Tu-Sa 11:00-19:00,,https://natuerliklekker.de/,POINT (8.2695106 50.0002911),Mainz,,1,Franziskanerstraße,,,,,only,,,,yes,,yes,no,,,,,,,,,,,,2022-11-26,,,,,,,,,2021-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4690625990,55116,restaurant,pizza;indian,il Pomodoro,Mo-Sa 10:30-22:00; Su 11:30-22:00; PH closed,+49 6131 3044054,https://ilpomodoromainz.com,POINT (8.2671098 50.0010328),Mainz,,25,Steingasse,,,,yes,yes,,,,yes,,yes,yes,,,,,,,,,,,,,no,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4690627093,55116,restaurant,sushi;vietnamese,Saigon Rice,"Mo-Sa 12:00-15:00,17:30-22:00; PH,Su 16:30-22:00",,http://www.saigon-rice-mainz.de/,POINT (8.2666224 50.0009639),Mainz,,13-15,Steingasse,,,,yes,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,2022-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4730181425,,restaurant,mexican,Sausalitos,,,https://www.sausalitos.de/mein-sausalitos/mainz/,POINT (8.2717953 50.0026284),,,,,Sausalitos,Q2227783,de:Sausalitos,,,,,,,,,limited,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4793526576,55124,restaurant,regional,Finks Weingarten,Mo-Fr 17:00-23:00,+49 6131 9070777,https://www.finks-weingarten.de/,POINT (8.213859 50.0039378),Mainz,DE,65,Breite Straße,,,,,,breite65@finks-weingarten.de,,,yes,outside,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4805870321,55116,restaurant,turkish,Sofra II Malakoff,"Tu-Th 10:00-00:00; Fr, Sa 10:00-01:00; Su 10:00-00:00",,https://www.sofra-mainz.de/,POINT (8.2807962 49.9954124),,,,,,,,no,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4830381958,55116,restaurant,mexican,Moctezuma,Mo off; Tu-Th 17:00-24:00; Fr-Sa 17:00-01:00; Su 17:00-24:00,+49 6131 234143,https://moctezumamainz.business.site/,POINT (8.2774017 49.9982339),Mainz,DE,23,Weintorstraße,,,,yes,yes,,yes,,yes,outside,no,yes,,,,,,,,,,,,,,,WC ebenerdig aber nicht barrierefrei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,MoctezumaMainz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4930533881,,restaurant,arabic,Ayam Sanam,,,,POINT (8.2605185 50.0021916),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5121873460,55116,restaurant,,Le Tosh,Mo-Sa 08:00-20:00,+49 6131 1437614,https://www.le-tosh.de/,POINT (8.2750843 49.9965748),Mainz,DE,27,Augustinerstraße,,,,,yes,info@le-tosh.de,,,yes,,yes,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5144726746,55116,restaurant,asian,Asia Bamboo,,,,POINT (8.2703293 50.000741),Mainz,,14,Seppel-Glückert-Passage,,,,,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5174726059,,restaurant,,Mensa Bambus,Mo-Fr 10:00-19:00,,https://www.studierendenwerk-mainz.de/essentrinken/universitaetscampus/mensa-georg-forster-gebaeude-gfg/,POINT (8.2413366 49.99441),,,,,,,,yes,yes,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,no,,,,no,,,,,,,,,,,,,,no,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5202401216,55116,restaurant,,Templer,,,http://templer-mainz.de/,POINT (8.2769873 49.9962557),Mainz,,10,Holzstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5210358635,55116,restaurant,,Adam & Eden,Mo-Fr 06:30-00:30; Sa 07:00-00:30; Su 07:00-13:00,+49 4961 3126790,,POINT (8.2591462 50.0022972),Mainz,DE,8,Bahnhofplatz,,,,no,yes,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,2023-04-18,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5303524403,,restaurant,vietnamese,Hoa Mai,"Mo-Sa 12:00-15:00,17:30-23:00, Su,PH 17:30-23:00",,http://www.hoa-mai.de.rs/,POINT (8.2648824 50.0021382),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5323364625,,restaurant,sushi,Hiro Sushi,"Mo-Sa 11:30-15:00, Mo-Su 17:00-22:30",+49 6131 6939393,https://hirosushi.de/,POINT (8.262319 50.0000473),,,,,,,,yes,yes,,,,,,,no,,,,,,,,,,,,2022-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5341269327,55130,restaurant,greek,Athena,"Mo,We-Sa 17:00-23:00; PH,Su 11:00-14:00,17:00-23:00",+49 6131 2504592,http://www.athena-mainz.de/,POINT (8.3136352 49.9621535),Mainz,,1,Möhnstraße,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5361844877,55116,restaurant,sushi;korean;japanese,Domo,,,,POINT (8.2649477 50.0022004),Mainz,,25,Mittlere Bleiche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sushi Domo;Domo Sushibar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,どうも,도모,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5369772473,,restaurant,asian,omo,"PH,Mo-Su 11:00-15:00",,,POINT (8.2801714 49.9600644),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5385355435,55116,restaurant,burger;italian;noodle;pizza,ALEX,Mo-Th 08:00-01:00; Fr-Sa 08:00-03:00; Su 09:00-01:00,+49 6131 1447350,https://www.dein-alex.de/mainz,POINT (8.2721113 49.9987644),Mainz,,14,Gutenbergplatz,ALEX,Q18018122,,,yes,,yes,Mitchells & Butlers Germany GmbH,yes,no,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0;-1,,,,yes,,,wlan,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,dedicated_room,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5433532000,55116,restaurant,indian,Indian Palace,"Mo-Su 11:30-14:00,17:30-23:00",,http://indianpalace-mainz.de/,POINT (8.2648705 50.0045984),Mainz,,12,Schießgartenstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5693298537,55120,restaurant,greek,Thymian,"Mo-Sa 16:30-23:00; Su 12:00-15:00, 17:30-22:30",,,POINT (8.2236086 50.0216704),Mainz,,33,Turnerstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5711023522,55129,restaurant,,Pankratiushof Scheune,"We-Sa 09:00+, Th-Sa 19:00+",+49 6131 957780,https://www.pankratiushof.de/,POINT (8.2805397 49.9601387),Mainz,DE,6,Lindenplatz,,,,,,,,,yes,,,limited,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5766826754,,restaurant,,Jedermanns,"Mo-Fr, Su 11:30-14:00; Tu-Fr 17:00-22:30; Su 16:30-21:00",+49 6131 330268,https://www.jedermanns-mainz.de/,POINT (8.2143258 49.9591504),,,,,,,,,,,,,,,,yes,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5835760646,55116,restaurant,,Heilliggeist,"Tu-Th 17:30-23:00; Fr, Sa 17:30-00:00",+49 6131 225757,http://www.heiliggeist-mainz.de/,POINT (8.2757737 50.0003221),Mainz,,2,Rentengasse,,,,,yes,,yes,,yes,,no,yes,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5851094005,55116,restaurant,regional,Proviantamt,Mo off; Tu-Sa 09:00-24:00; Su 10:00-18:00,+49 6131 90616-00,http://www.proviant-magazin.de/,POINT (8.2652202 49.999149),Mainz,DE,11a,Schillerstraße,,,,yes,yes,info@proviant-magazin.de,,,yes,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5860754402,55118,restaurant,latin_american,Eo,,+49 174 9151812,https://www.eo-mainz.de/,POINT (8.2654483 50.0103914),Mainz,,,Rheinallee,,,,,,eo.restaurant.mainz@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5901441156,55116,restaurant,vietnamese,Hạ Long,Tu-Su 11:00-22:00,,,POINT (8.2771311 49.9965112),Mainz,,22,Holzstraße,,,,yes,yes,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6000061989,55118,restaurant,,ăn ở bạn,Mo-Fr 12:00-20:30; Sa 17:00-21:00,+49 6131 3296115,https://www.anoban.com/,POINT (8.2642334 50.0079259),Mainz,DE,4,Wallaustraße,,,,yes,yes,,,,,,,limited,,,,,,,,,,,,,,,Bitte wenden Sie sich für die Nutzung der mobilen Rampe an die Mitarbeiter*innen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6002353955,,restaurant,afghan,Die Waffel,Mo-Su 11:00-21:00,,http://die-waffel-mainz.de/,POINT (8.2666267 50.0018547),,,24,Lotharstraße,,,,,yes,,,,yes,,yes,yes,,,,,,yes,,,,,,,,,,,,,,,,2022-04-11,,,,,,,,,,0,,,,yes,https://www.die-waffel-mainz.de/wp-content/uploads/2021/08/waffel_speisekarte.html,,,,,,,,yes,,,,,,,,,Curry Kartell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6008655556,,restaurant,turkish,SarayDöner,Mo-Su 08:00-00:00,,,POINT (8.2488575 50.0066227),Mainz,DE,69,Mombacher Straße,,,,no,yes,,,,,,,,,,,,+49 6131 6060860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/SarayD%C3%B6ner-2069196526702581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6190137022,55116,restaurant,mexican,El Burro Mexican Kitchen,"Mo-Th 12:00-23:00; Fr,Sa 12:00-24:00; Su 12:00-23:00",+49 6131 21 44 795,https://www.el-burro.de/,POINT (8.2696531 49.9988676),Mainz,,2,Dominikanerstraße,,,,,,,,,,no,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6225380285,55116,restaurant,,Am Bassenheimer Hof,Di-Sa 18:00-22:00+,+49 6131 237357,http://www.ambassenheimerhof.de,POINT (8.2671971 49.997377),Mainz,,10,Acker,,,,no,yes,info@ambassenheimerhof.de,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6260870057,55118,restaurant,regional,Onkel Oskar,We-Fr 17:30+; Sa-Tu off,,,POINT (8.2650096 50.010565),Mainz,DE,32,Rheinallee,,,,,,,,,yes,outside,,no,,,info@onkeloskar.de,,+49 6131 464 0255,no,,,,,,,,,Die Toilette ist nicht für Menschen im Rollstuhl geeignet aber ebenerdig.,eigene Recherche,,"Bestellungen online, per E-Mail oder telefonisch, Direktversand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.onkeloskar.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6335286686,55116,restaurant,turkish;oriental,Fenomen,Tu-Su 07:00-21:30,+49 6131 5546263,http://www.fenomenmainz.com/,POINT (8.2616285 50.0013623),,,,,,,,no,yes,,,,,,,yes,,,,,,,,,,,,2021-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6337178414,55129,restaurant,,Gutsausschank Leber,We-Sa 17:00-22:00;Su 15:00-22:00,+49 6131 6007884,https://gutsausschank-leber.jimdo.com/,POINT (8.2784896 49.9577194),Mainz,DE,4,Klein-Winternheimer Weg,,,,,,gutsausschank-leber@hotmail.de,,Volker Mayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6393126324,55128,restaurant,german,Schwalbennest,,,https://www.schwalbennest-mainz.de,POINT (8.2401282 49.9786731),Mainz,,1,Ludwig-Richter-Straße,,,,,,,,,yes,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6410851960,55116,restaurant,tapas,Salon 3SEIN,Mo-Su 09:00+,+49 6131 3807875,https://www.3sein.de/,POINT (8.269412 50.0042637),Mainz,DE,60-62,Große Bleiche,,,,yes,yes,hallo@3sein.de,,,yes,outside,,yes,,,,,,no,,,,,,,,,Das Lokal bietet viel Platz. Die Toilette ist ebenerdig aber für Menschen im Rollstuhl nicht geeignet.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6440275697,55126,restaurant,,Traubenstube,"""nach Vereinbarung""",+49 6131 40249,www.steins-traube.de/feste-feiern/,POINT (8.1749408 49.9839912),Mainz,DE,4,Poststraße,,,,,,,,,yes,,,yes,,,,,,,,,,,,,,Die Traubenstube kann für private Feiern gemietet werden.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6536775799,55127,restaurant,german;balkan,Lerchenberger Hof,"Tu-Sa 17:00-22:30; PH,Su 11:00-15:00,17:00-21:00; Mo off",+49 6131 333344,http://www.lerchenbergerhof.de,POINT (8.1973842 49.9587539),Mainz,,5a,Hindemithstraße,,,,,,info@lerchenbergerhof.de,,,,,,,+49 6131 93430-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6564469756,,restaurant,asian;sushi,Dì Thu,"Mo-Sa 11:00-21:00; PH,Su 11:30-20:00",+49 1520 2392016,,POINT (8.27141 50.0018331),Mainz,,,,,,,yes,yes,,,,yes,no,yes,limited,,,,,,no,,,,,,,,,Toilette ist nicht mit dem Rollstuhl zu erreichen. (Wendeltreppe),,,,,,,,no,,,,,,,,,1,,,,,,,,,no,,,,yes,,yes,,,,,http://dithu-mainz.de/,,,,,,,,,,,,,,,,,,,no,no,no,no,customers,,,,,,,,,,,,,,,,,,,,,,,,,
node,6566968985,,restaurant,vietnamese,Lôc,"Tu-Sa 11:30-15:00, Tu-Su 17:00-22:00",+49 6131 2139589,https://www.loc-vegan.com,POINT (8.2619446 50.001166),,,,,,,,only,only,info@loc-vegan.com,,,,,,no,,,,,,,,,,,,2023-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6738375091,,restaurant,burger,Jamy's,,,,POINT (8.2747022 49.9995728),,,31,Markt,,,,,,,,,yes,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
