element_type,osmid,addr:housenumber,addr:postcode,addr:street,geometry,addr:city,amenity,operator,nodes,building,name,tourism,website,addr:country,building:levels,social_facility,internet_access,rooms,wheelchair,email,internet_access:fee,old_name,opening_hours,phone,roof:levels,roof:shape,addr:place,addr:source,addr:suburb,ways,type
way,467172791,,,,"POLYGON ((7.71177 49.4275931, 7.7117754 49.4276609, 7.7117156 49.427663, 7.7117184 49.4276976, 7.7119117 49.427691, 7.7119035 49.4275886, 7.71177 49.4275931))",,,,"[4618248441, 4618248440, 4618248439, 4618248438, 4618248437, 4618248446, 4618248441]",residential,,,,,,,,,,,,,,,,,,,,,
way,467172792,,,,"POLYGON ((7.7117124 49.4275951, 7.71177 49.4275931, 7.7119035 49.4275886, 7.7118953 49.4274871, 7.7118823 49.4274875, 7.7117592 49.4274917, 7.7117647 49.4275596, 7.7117096 49.4275615, 7.7117124 49.4275951))",,,,"[4618248447, 4618248441, 4618248446, 4618248445, 4618248448, 4618248444, 4618248443, 4618248442, 4618248447]",residential,,,,,,,,,,,,,,,,,,,,,
way,467172793,,,,"POLYGON ((7.7117434 49.4274593, 7.7116879 49.4274612, 7.7116905 49.4274941, 7.7117592 49.4274917, 7.7118823 49.4274875, 7.711874 49.4273858, 7.7117378 49.4273904, 7.7117434 49.4274593))",,,,"[4618248451, 4618248450, 4618248449, 4618248444, 4618248448, 4618248452, 4618248460, 4618248451]",residential,,,,,,,,,,,,,,,,,,,,,
way,467172794,,,,"POLYGON ((7.7117378 49.4273904, 7.7116833 49.4273923, 7.7116804 49.427357, 7.7117378 49.427355, 7.7117323 49.4272874, 7.7118373 49.4272839, 7.71184 49.4273172, 7.7118684 49.4273162, 7.711874 49.4273858, 7.7117378 49.4273904))",,,,"[4618248460, 4618248459, 4618248458, 4618248457, 4618248456, 4618248455, 4618248454, 4618248453, 4618248452, 4618248460]",residential,,,,,,,,,,,,,,,,,,,,,
way,467172795,,,,"POLYGON ((7.7117402 49.4271182, 7.7116851 49.4271165, 7.7116826 49.4271513, 7.7117387 49.427153, 7.7117338 49.4272214, 7.7118383 49.4272246, 7.7118406 49.427192, 7.7118715 49.4271929, 7.7118766 49.4271224, 7.7117402 49.4271182))",,,,"[4618248470, 4618248467, 4618248466, 4618248465, 4618248464, 4618248463, 4618248462, 4618248461, 4618248469, 4618248470]",residential,,,,,,,,,,,,,,,,,,,,,
way,467172796,,,,"POLYGON ((7.7117619 49.4270168, 7.7116915 49.4270147, 7.7116889 49.4270508, 7.7117449 49.4270525, 7.7117402 49.4271182, 7.7118766 49.4271224, 7.7118839 49.4270205, 7.7117619 49.4270168))",,,,"[4618248476, 4618248473, 4618248472, 4618248471, 4618248470, 4618248469, 4618248468, 4618248476]",residential,,,,,,,,,,,,,,,,,,,,,
way,467172797,,,,"POLYGON ((7.711713 49.4269141, 7.7117106 49.4269476, 7.7117668 49.4269493, 7.7117619 49.4270168, 7.7118839 49.4270205, 7.7118935 49.4270208, 7.7119008 49.4269198, 7.711713 49.4269141))",,,,"[4618248479, 4618248478, 4618248477, 4618248476, 4618248468, 4618248475, 4618248474, 4618248479]",residential,,,,,,,,,,,,,,,,,,,,,
way,467172798,,,,"POLYGON ((7.7118024 49.4266467, 7.711745 49.4266413, 7.7117526 49.4266073, 7.7118098 49.4266127, 7.711825 49.4265448, 7.7119284 49.4265546, 7.7119207 49.426589, 7.7119483 49.4265917, 7.7119332 49.4266591, 7.7118024 49.4266467))",,,,"[4618248489, 4618248486, 4618248485, 4618248484, 4618248483, 4618248482, 4618248481, 4618248480, 4618248488, 4618248489]",residential,,,,,,,,,,,,,,,,,,,,,
way,467172799,,,,"POLYGON ((7.711794 49.4267502, 7.7117205 49.4267432, 7.711728 49.4267097, 7.7117871 49.4267153, 7.7118024 49.4266467, 7.7119332 49.4266591, 7.7119104 49.4267612, 7.711794 49.4267502))",,,,"[4618248495, 4618248492, 4618248491, 4618248490, 4618248489, 4618248488, 4618248487, 4618248495]",residential,,,,,,,,,,,,,,,,,,,,,
way,467172800,,,,"POLYGON ((7.7117157 49.426845, 7.7119045 49.4268628, 7.7119269 49.4267627, 7.7119104 49.4267612, 7.711794 49.4267502, 7.7117794 49.4268156, 7.7117235 49.4268103, 7.7117157 49.426845))",,,,"[4618248498, 4618248497, 4618248496, 4618248487, 4618248495, 4618248494, 4618248493, 4618248498]",residential,,,,,,,,,,,,,,,,,,,,,
way,467172801,,,,"POLYGON ((7.7127121 49.4301617, 7.713214 49.4303963, 7.7132616 49.4303533, 7.7133 49.4303712, 7.713331 49.4303432, 7.7132912 49.4303246, 7.7133133 49.4303046, 7.712812 49.4300703, 7.7127879 49.4300921, 7.7127487 49.4300738, 7.7127186 49.4301011, 7.7127584 49.4301198, 7.7127121 49.4301617))",,,,"[4618248510, 4618248509, 4618248508, 4618248507, 4618248506, 4618248505, 4618248504, 4618248503, 4618248502, 4618248501, 4618248500, 4618248499, 4618248510]",residential,,,,,,,,,,,,,,,,,,,,,
way,467172802,,,,"POLYGON ((7.7166334 49.4303871, 7.7167587 49.4304765, 7.7167396 49.4304878, 7.7168168 49.4305428, 7.7168505 49.4305228, 7.7168647 49.4305329, 7.7169226 49.4304986, 7.7168184 49.4304242, 7.716832 49.4304161, 7.716762 49.4303662, 7.7167775 49.430357, 7.7167351 49.4303267, 7.7167052 49.4303445, 7.7166334 49.4303871))",,,,"[4618248522, 4618248521, 4618248520, 4618248519, 4618248518, 4618248517, 4618248516, 4618248515, 4618248514, 4618248513, 4618248512, 4618248511, 4618248527, 4618248522]",residential,,,,,,,,,,,,,,,,,,,,,
way,467172803,,,,"POLYGON ((7.7165088 49.4303227, 7.716498 49.4303291, 7.7165727 49.4303823, 7.716595 49.4303691, 7.7166262 49.4303913, 7.7166334 49.4303871, 7.7167052 49.4303445, 7.7166367 49.4302957, 7.716676 49.4302724, 7.7166386 49.4302457, 7.71661 49.4302627, 7.7165088 49.4303227))",,,,"[4618248536, 4618248531, 4618248530, 4618248529, 4618248528, 4618248522, 4618248527, 4618248526, 4618248525, 4618248524, 4618248523, 4618248536]",residential,,,,,,,,,,,,,,,,,,,,,
way,467172804,,,,"POLYGON ((7.7164043 49.4302482, 7.7165088 49.4303227, 7.71661 49.4302627, 7.7165407 49.4302133, 7.7165788 49.4301906, 7.7165436 49.4301655, 7.7164043 49.4302482))",,,,"[4618248537, 4618248536, 4618248523, 4618248534, 4618248533, 4618248532, 4618248537]",residential,,,,,,,,,,,,,,,,,,,,,
way,467172805,,,,"POLYGON ((7.716197 49.4301075, 7.7162951 49.4301506, 7.7162785 49.4301667, 7.7163261 49.4301876, 7.7164097 49.4301072, 7.7162639 49.4300431, 7.7162565 49.4300503, 7.716197 49.4301075))",,,,"[4618248543, 4618248542, 4618248541, 4618248540, 4618248539, 4618248538, 4618248545, 4618248543]",residential,,,,,,,,,,,,,,,,,,,,,
way,467172806,,,,"POLYGON ((7.7160461 49.430051, 7.7161425 49.4300934, 7.7161288 49.4301065, 7.7161763 49.4301274, 7.716197 49.4301075, 7.7162565 49.4300503, 7.7161126 49.4299871, 7.7160461 49.430051))",,,,"[4618248549, 4618248548, 4618248547, 4618248546, 4618248543, 4618248545, 4618248544, 4618248549]",residential,,,,,,,,,,,,,,,,,,,,,
way,467172807,,,,"POLYGON ((7.7159089 49.4299798, 7.7160061 49.4300226, 7.7159906 49.4300376, 7.7160383 49.4300586, 7.7160461 49.430051, 7.7161126 49.4299871, 7.7161199 49.42998, 7.7159749 49.4299163, 7.715969 49.429922, 7.7159089 49.4299798))",,,,"[4618248556, 4618248555, 4618248554, 4618248553, 4618248549, 4618248544, 4618248552, 4618248551, 4618248550, 4618248556]",residential,,,,,,,,,,,,,,,,,,,,,
way,467172808,,,,"POLYGON ((7.7156987 49.4298871, 7.715796 49.429931, 7.7157808 49.4299453, 7.7158275 49.4299664, 7.7159102 49.429889, 7.7157662 49.4298239, 7.7157595 49.4298302, 7.7156987 49.4298871))",,,,"[4618248562, 4618248561, 4618248560, 4618248559, 4618248558, 4618248557, 4618248563, 4618248562]",residential,,,,,,,,,,,,,,,,,,,,,
way,467172809,,,,"POLYGON ((7.7155516 49.4298318, 7.7156463 49.4298746, 7.7156321 49.4298878, 7.7156766 49.4299079, 7.7156987 49.4298871, 7.7157595 49.4298302, 7.7156204 49.4297674, 7.7155516 49.4298318))",,,,"[4618248567, 4618248566, 4618248565, 4618248564, 4618248562, 4618248563, 4618248568, 4618248567]",residential,,,,,,,,,,,,,,,,,,,,,
way,467172810,,,,"POLYGON ((7.7155371 49.4298454, 7.7154889 49.4298237, 7.7155044 49.4298091, 7.7154115 49.4297672, 7.7154735 49.429709, 7.7154793 49.4297037, 7.7156204 49.4297674, 7.7155516 49.4298318, 7.7155371 49.4298454))",,,,"[4618248574, 4618248573, 4618248572, 4618248571, 4618248570, 4618248569, 4618248568, 4618248567, 4618248574]",residential,,,,,,,,,,,,,,,,,,,,,
way,467172811,,,,"POLYGON ((7.7152051 49.4296684, 7.7151824 49.4296895, 7.7152318 49.4297119, 7.7152474 49.4296974, 7.7153422 49.4297405, 7.7154116 49.4296759, 7.7152674 49.4296104, 7.7152051 49.4296684))",,,,"[4618248583, 4618248580, 4618248579, 4618248578, 4618248577, 4618248576, 4618248575, 4618248583]",residential,,,,,,,,,,,,,,,,,,,,,
way,467172812,,,,"POLYGON ((7.7150538 49.4296099, 7.7150454 49.4296176, 7.7150959 49.4296405, 7.7151115 49.4296259, 7.7152051 49.4296684, 7.7152674 49.4296104, 7.7152743 49.429604, 7.7151303 49.4295386, 7.7151234 49.429545, 7.7150538 49.4296099))",,,,"[4618248689, 4618248586, 4618248585, 4618248584, 4618248583, 4618248575, 4618248582, 4618248581, 4618248588, 4618248689]",residential,,,,,,,,,,,,,,,,,,,,,
way,467172813,,,,"POLYGON ((7.7149202 49.4295392, 7.7148971 49.4295606, 7.7149446 49.4295822, 7.7149604 49.4295675, 7.7150538 49.4296099, 7.7151234 49.429545, 7.7149826 49.4294811, 7.7149202 49.4295392))",,,,"[4618248695, 4618248692, 4618248691, 4618248690, 4618248689, 4618248588, 4618248587, 4618248695]",residential,,,,,,,,,,,,,,,,,,,,,
way,467172814,,,,"POLYGON ((7.7147637 49.4294899, 7.7148119 49.4295118, 7.7148277 49.4294971, 7.7149202 49.4295392, 7.7149826 49.4294811, 7.7149896 49.4294745, 7.7148489 49.4294106, 7.7147637 49.4294899))",,,,"[4618248698, 4618248697, 4618248696, 4618248695, 4618248587, 4618248694, 4618248693, 4618248698]",residential,,,,,,,,,,,,,,,,,,,,,
way,467175441,,,,"POLYGON ((7.7111978 49.4233712, 7.7111904 49.4233663, 7.711302 49.4232955, 7.7114353 49.4233844, 7.7113957 49.4234096, 7.7113585 49.4233847, 7.7112865 49.4234304, 7.7111978 49.4233712))",,,,"[4618268760, 4618268755, 4618268754, 4618268753, 4618268752, 4618268751, 4618268750, 4618268760]",residential,,,,,,,,,,,,,,,,,,,,,
way,467175442,,,,"POLYGON ((7.7110885 49.4234405, 7.7111978 49.4233712, 7.7112865 49.4234304, 7.7113337 49.4234618, 7.7112958 49.4234859, 7.711256 49.4234594, 7.7111848 49.4235047, 7.7110885 49.4234405))",,,,"[4618268765, 4618268760, 4618268750, 4618268759, 4618268758, 4618268757, 4618268756, 4618268765]",residential,,,,,,,,,,,,,,,,,,,,,
way,467175443,,,,"POLYGON ((7.7112204 49.4235284, 7.7111848 49.4235047, 7.7110885 49.4234405, 7.7109776 49.4235109, 7.7110703 49.4235728, 7.7111431 49.4235266, 7.7111822 49.4235527, 7.7112204 49.4235284))",,,,"[4618268766, 4618268756, 4618268765, 4618268764, 4618268763, 4618268762, 4618268761, 4618268766]",residential,,,,,,,,,,,,,,,,,,,,,
way,467175444,,,,"POLYGON ((7.7141632 49.4358835, 7.7141377 49.4358308, 7.7141671 49.4358248, 7.7141332 49.4357549, 7.7140807 49.4357656, 7.7140752 49.4357542, 7.7139996 49.4357697, 7.7140055 49.4357819, 7.7139469 49.4357939, 7.7139802 49.4358627, 7.7140407 49.4358503, 7.7140664 49.4359033, 7.7141632 49.4358835))",,,,"[4618268783, 4618268776, 4618268775, 4618268774, 4618268773, 4618268772, 4618268771, 4618268770, 4618268769, 4618268768, 4618268767, 4618268782, 4618268783]",residential,,,,,,,,,,,,,,,,,,,,,
way,467175445,,,,"POLYGON ((7.7142041 49.4360223, 7.7141983 49.4360103, 7.7142478 49.4360003, 7.714215 49.4359316, 7.7141887 49.4359368, 7.7141632 49.4358835, 7.7140664 49.4359033, 7.7140916 49.4359555, 7.714031 49.4359678, 7.714064 49.4360371, 7.7141226 49.4360253, 7.7141284 49.4360375, 7.7142041 49.4360223))",,,,"[4618268788, 4618268787, 4618268786, 4618268785, 4618268784, 4618268783, 4618268782, 4618268781, 4618268780, 4618268779, 4618268778, 4618268777, 4618268788]",residential,,,,,,,,,,,,,,,,,,,,,
way,467175446,,,,"POLYGON ((7.7143775 49.4363432, 7.714352 49.4362905, 7.7143814 49.4362845, 7.7143475 49.4362146, 7.714295 49.4362254, 7.7142895 49.4362139, 7.7142139 49.4362294, 7.7142198 49.4362416, 7.7141612 49.4362536, 7.7141945 49.4363224, 7.714255 49.43631, 7.7142807 49.4363631, 7.7143775 49.4363432))",,,,"[4618269705, 4618269698, 4618269697, 4618269696, 4618269695, 4618269694, 4618269693, 4618269692, 4618269691, 4618269690, 4618269689, 4618269704, 4618269705]",residential,,,,,,,,,,,,,,,,,,,,,
way,467175447,,,,"POLYGON ((7.7144184 49.436482, 7.7144126 49.43647, 7.7144621 49.43646, 7.7144293 49.4363913, 7.714403 49.4363966, 7.7143775 49.4363432, 7.7142807 49.4363631, 7.7143059 49.4364153, 7.7142453 49.4364275, 7.7142783 49.4364968, 7.7143369 49.436485, 7.7143427 49.4364973, 7.7144184 49.436482))",,,,"[4618269710, 4618269709, 4618269708, 4618269707, 4618269706, 4618269705, 4618269704, 4618269703, 4618269702, 4618269701, 4618269700, 4618269699, 4618269710]",residential,,,,,,,,,,,,,,,,,,,,,
way,467175448,,,,"POLYGON ((7.713781 49.4363166, 7.7138056 49.4363695, 7.7137761 49.4363752, 7.7138087 49.4364454, 7.7138614 49.436435, 7.7138667 49.4364466, 7.7139425 49.4364317, 7.7139368 49.4364194, 7.7139957 49.4364078, 7.7139636 49.4363388, 7.7139029 49.4363507, 7.7138782 49.4362975, 7.713781 49.4363166))",,,,"[4618269727, 4618269720, 4618269719, 4618269718, 4618269717, 4618269716, 4618269715, 4618269714, 4618269713, 4618269712, 4618269711, 4618269726, 4618269727]",residential,,,,,,,,,,,,,,,,,,,,,
way,467175449,,,,"POLYGON ((7.7137427 49.4361775, 7.7137482 49.4361895, 7.7136986 49.4361991, 7.7137301 49.4362681, 7.7137565 49.436263, 7.713781 49.4363166, 7.7138782 49.4362975, 7.7138539 49.4362451, 7.7139148 49.4362333, 7.713883 49.4361637, 7.7138242 49.4361751, 7.7138186 49.4361628, 7.7137427 49.4361775))",,,,"[4618269732, 4618269731, 4618269730, 4618269729, 4618269728, 4618269727, 4618269726, 4618269725, 4618269724, 4618269723, 4618269722, 4618269721, 4618269732]",residential,,,,,,,,,,,,,,,,,,,,,
way,467175450,,,,"POLYGON ((7.713904 49.4366086, 7.7137671 49.4366347, 7.7137964 49.4366998, 7.7138128 49.4366967, 7.7139034 49.4366794, 7.7139333 49.4366737, 7.713904 49.4366086))",,,,"[4618269736, 4618269735, 4618269734, 4618269748, 4618269737, 4618269733, 4618269736]",residential,,,,,,,,,,,,,,,,,,,,,
way,467175452,,,,"POLYGON ((7.7138128 49.4366967, 7.7138233 49.43672, 7.7137509 49.4367338, 7.7137792 49.4367967, 7.7137544 49.4368014, 7.7137744 49.436846, 7.7139625 49.4368101, 7.7139442 49.4367696, 7.7139725 49.4367642, 7.7139591 49.4367346, 7.7139307 49.43674, 7.7139034 49.4366794, 7.7138128 49.4366967))",,,,"[4618269748, 4618269747, 4618269746, 4618269745, 4618269744, 4618269743, 4618269742, 4618269741, 4618269740, 4618269739, 4618269738, 4618269737, 4618269748]",residential,,,,,,,,,,,,,,,,,,,,,
way,467175453,,,,"POLYGON ((7.7144535 49.4367676, 7.7144178 49.4367747, 7.7144398 49.4368217, 7.7143433 49.4368408, 7.7143509 49.4368569, 7.7142826 49.4368704, 7.7142255 49.4367485, 7.7142877 49.4367362, 7.7142791 49.4367179, 7.7143245 49.4367089, 7.7143331 49.4367273, 7.714426 49.4367089, 7.7144535 49.4367676))",,,,"[4618269760, 4618269759, 4618269758, 4618269757, 4618269756, 4618269755, 4618269754, 4618269753, 4618269752, 4618269751, 4618269750, 4618269749, 4618269760]",residential,,,,,,,,,,,,,,,,,,,,,
way,467175454,,,,"POLYGON ((7.7145167 49.4366698, 7.7145582 49.4367585, 7.7144585 49.4367783, 7.7144535 49.4367676, 7.714426 49.4367089, 7.7144169 49.4366895, 7.7145167 49.4366698))",,,,"[4618269764, 4618269763, 4618269762, 4618269760, 4618269749, 4618269761, 4618269764]",residential,,,,,,,,,,,,,,,,,,,,,
way,467175455,,,,"POLYGON ((7.7117584 49.4349443, 7.711768 49.4349721, 7.711873 49.4349567, 7.7118817 49.4349819, 7.7119411 49.4349732, 7.711901 49.4348577, 7.7117367 49.4348818, 7.7117584 49.4349443))",,,,"[4618269773, 4618269771, 4618269770, 4618269769, 4618269768, 4618269767, 4618269766, 4618269773]",residential,,,,,,,,,,,,,,,,,,,,,
way,467175456,,,,"POLYGON ((7.7115541 49.4348549, 7.7115845 49.4349424, 7.7116905 49.4349268, 7.7116996 49.434953, 7.7117584 49.4349443, 7.7117367 49.4348818, 7.7117189 49.4348307, 7.7115541 49.4348549))",,,,"[4618269777, 4618269776, 4618269775, 4618269774, 4618269773, 4618269766, 4618269772, 4618269777]",residential,,,,,,,,,,,,,,,,,,,,,
way,467175457,,,,"POLYGON ((7.7118757 49.4353296, 7.7120344 49.4353069, 7.7120054 49.4352211, 7.7119011 49.4352359, 7.711892 49.435209, 7.7118376 49.4352168, 7.7118757 49.4353296))",,,,"[4618269786, 4618269781, 4618269780, 4618269779, 4618269778, 4618269785, 4618269786]",residential,,,,,,,,,,,,,,,,,,,,,
way,467175458,,,,"POLYGON ((7.7117136 49.4353527, 7.7118757 49.4353296, 7.7118376 49.4352168, 7.7117762 49.4352255, 7.7117858 49.4352538, 7.7116851 49.4352682, 7.7117136 49.4353527))",,,,"[4618269792, 4618269786, 4618269785, 4618269784, 4618269783, 4618269782, 4618269792]",residential,,,,,,,,,,,,,,,,,,,,,
way,467175459,,,,"POLYGON ((7.7117136 49.4353527, 7.7116851 49.4352682, 7.7116746 49.435237, 7.7116179 49.4352451, 7.7116272 49.4352726, 7.7115261 49.4352871, 7.7115559 49.4353752, 7.7117136 49.4353527))",,,,"[4618269792, 4618269782, 4618269791, 4618269790, 4618269789, 4618269788, 4618269787, 4618269792]",residential,,,,,,,,,,,,,,,,,,,,,
way,467175460,,,,"POLYGON ((7.7111949 49.4349791, 7.7111601 49.4348732, 7.7112921 49.4348547, 7.7113148 49.4349237, 7.7113552 49.4349181, 7.7113674 49.434955, 7.7113295 49.4349603, 7.7111949 49.4349791))",,,,"[4618269802, 4618269797, 4618269796, 4618269795, 4618269794, 4618269793, 4618269801, 4618269802]",residential,,,,,,,,,,,,,,,,,,,,,
way,467175461,,,,"POLYGON ((7.7112293 49.4350831, 7.7111949 49.4349791, 7.7113295 49.4349603, 7.7113507 49.4350246, 7.7113921 49.4350189, 7.7114052 49.4350587, 7.7113641 49.4350643, 7.7112293 49.4350831))",,,,"[4618269803, 4618269802, 4618269801, 4618269800, 4618269799, 4618269798, 4618269804, 4618269803]",residential,,,,,,,,,,,,,,,,,,,,,
way,467175462,,,,"POLYGON ((7.7112631 49.435186, 7.7114398 49.4351614, 7.7114277 49.4351248, 7.711386 49.4351306, 7.7113641 49.4350643, 7.7112293 49.4350831, 7.7112631 49.435186))",,,,"[4618269808, 4618269807, 4618269806, 4618269805, 4618269804, 4618269803, 4618269808]",residential,,,,,,,,,,,,,,,,,,,,,
way,467175463,,,,"POLYGON ((7.7178548 49.4337511, 7.7179862 49.4338275, 7.7180881 49.4337569, 7.7180438 49.4337303, 7.7180224 49.4337434, 7.7179337 49.4336941, 7.7178548 49.4337511))",,,,"[4618269823, 4618269813, 4618269812, 4618269811, 4618269810, 4618269809, 4618269823]",residential,,,,,,,,,,,,,,,,,,,,,
way,467175464,,,,"POLYGON ((7.7175946 49.4335988, 7.7177249 49.4336751, 7.717806 49.4336165, 7.7178266 49.4336016, 7.717782 49.4335755, 7.7177613 49.4335904, 7.7176757 49.4335403, 7.7175946 49.4335988))",,,,"[4618269818, 4618269824, 4618269819, 4618269817, 4618269816, 4618269815, 4618269814, 4618269818]",residential,,,,,,,,,,,,,,,,,,,,,
way,467175465,,,,"POLYGON ((7.7177249 49.4336751, 7.7178548 49.4337511, 7.7179337 49.4336941, 7.7179566 49.4336776, 7.7179118 49.4336513, 7.7178911 49.4336663, 7.717806 49.4336165, 7.7177249 49.4336751))",,,,"[4618269824, 4618269823, 4618269809, 4618269822, 4618269821, 4618269820, 4618269819, 4618269824]",residential,,,,,,,,,,,,,,,,,,,,,
way,467175466,,,,"POLYGON ((7.7172798 49.4334071, 7.7174101 49.4334834, 7.7174912 49.4334248, 7.7175118 49.4334099, 7.7174672 49.4333838, 7.7174465 49.4333987, 7.7173609 49.4333486, 7.7172798 49.4334071))",,,,"[4618269829, 4618269835, 4618269830, 4618269828, 4618269827, 4618269826, 4618269825, 4618269829]",residential,,,,,,,,,,,,,,,,,,,,,
way,467175467,,,,"POLYGON ((7.7174101 49.4334834, 7.71754 49.4335594, 7.7176418 49.4334859, 7.717597 49.4334596, 7.7175763 49.4334746, 7.7174912 49.4334248, 7.7174101 49.4334834))",,,,"[4618269835, 4618269834, 4618269833, 4618269832, 4618269831, 4618269830, 4618269835]",residential,,,,,,,,,,,,,,,,,,,,,
way,467175468,,,,"POLYGON ((7.7188451 49.4335412, 7.718868 49.4335551, 7.7189105 49.4335255, 7.7188852 49.43351, 7.7189662 49.4334537, 7.71888 49.4334013, 7.7187564 49.4334873, 7.7188451 49.4335412))",,,,"[4618269842, 4618269840, 4618269839, 4618269838, 4618269837, 4618269836, 4618269841, 4618269842]",residential,,,,,,,,,,,,,,,,,,,,,
way,467175469,,,,"POLYGON ((7.7187527 49.4336359, 7.718788 49.4336113, 7.7187647 49.4335971, 7.7188451 49.4335412, 7.7187564 49.4334873, 7.7186359 49.4335711, 7.7187479 49.4336392, 7.7187527 49.4336359))",,,,"[4618269845, 4618269844, 4618269843, 4618269842, 4618269841, 4618269850, 4618269849, 4618269845]",residential,,,,,,,,,,,,,,,,,,,,,
way,467175470,,,,"POLYGON ((7.7185145 49.4336556, 7.7186359 49.4335711, 7.7187479 49.4336392, 7.7187093 49.4336661, 7.7186853 49.4336516, 7.7186026 49.4337091, 7.7185145 49.4336556))",,,,"[4618269851, 4618269850, 4618269849, 4618269848, 4618269847, 4618269846, 4618269851]",residential,,,,,,,,,,,,,,,,,,,,,
way,467175471,,,,"POLYGON ((7.7189776 49.4332083, 7.7190604 49.4332588, 7.7190988 49.4332321, 7.7191117 49.43324, 7.7191414 49.4332194, 7.7191275 49.4332109, 7.7191645 49.4331853, 7.7191871 49.4331991, 7.7192277 49.433171, 7.7191228 49.433107, 7.7190455 49.4331606, 7.7190262 49.4331488, 7.718997 49.4331691, 7.7190168 49.4331812, 7.7189776 49.4332083))",,,,"[4618269863, 4618269862, 4618269861, 4618269860, 4618269859, 4618269858, 4618269857, 4618269856, 4618269864, 4618269877, 4618269855, 4618269854, 4618269853, 4618269852, 4618269863]",residential,,,,,,,,,,,,,,,,,,,,,
way,467175472,,,,"POLYGON ((7.7191228 49.433107, 7.7191969 49.4330556, 7.7191789 49.4330446, 7.719208 49.4330244, 7.7192257 49.4330352, 7.7192659 49.4330073, 7.7193486 49.4330577, 7.7193093 49.4330849, 7.7193232 49.4330933, 7.7192951 49.4331128, 7.7192826 49.4331052, 7.7192453 49.433131, 7.7192666 49.433144, 7.7192277 49.433171, 7.7191228 49.433107))",,,,"[4618269877, 4618269876, 4618269875, 4618269874, 4618269873, 4618269872, 4618269871, 4618269870, 4618269869, 4618269868, 4618269867, 4618269866, 4618269865, 4618269864, 4618269877]",residential,,,,,,,,,,,,,,,,,,,,,
way,467175474,,,,"POLYGON ((7.7192712 49.4322882, 7.7191431 49.4322036, 7.7190837 49.4322416, 7.7190244 49.4322796, 7.7190505 49.4322968, 7.7190705 49.432284, 7.7191725 49.4323513, 7.7192712 49.4322882))",,,,"[4618269890, 4618269889, 4618269888, 4618269887, 4618269886, 4618269885, 4618269895, 4618269890]",residential,,,,,,,,,,,,,,,,,,,,,
way,467175475,,,,"POLYGON ((7.7191725 49.4323513, 7.7191494 49.4323662, 7.7191745 49.4323828, 7.7191979 49.4323678, 7.7192979 49.4324338, 7.7193711 49.4323869, 7.7193963 49.4323708, 7.7192712 49.4322882, 7.7191725 49.4323513))",,,,"[4618269895, 4618269894, 4618269893, 4618269892, 4618269902, 4618269896, 4618269891, 4618269890, 4618269895]",residential,,,,,,,,,,,,,,,,,,,,,
way,467175476,,,,"POLYGON ((7.7192979 49.4324338, 7.7192505 49.4324641, 7.7192787 49.4324827, 7.7192993 49.4324695, 7.7193997 49.4325358, 7.7194585 49.4324981, 7.7194996 49.4324718, 7.7193711 49.4323869, 7.7192979 49.4324338))",,,,"[4618269902, 4618269901, 4618269900, 4618269899, 4618269907, 4618269898, 4618269897, 4618269896, 4618269902]",residential,,,,,,,,,,,,,,,,,,,,,
way,467175477,,,,"POLYGON ((7.7195879 49.4325836, 7.7194585 49.4324981, 7.7193997 49.4325358, 7.7193395 49.4325743, 7.7193662 49.4325919, 7.7193862 49.4325791, 7.7194889 49.432647, 7.7195879 49.4325836))",,,,"[4618269909, 4618269898, 4618269907, 4618269906, 4618269905, 4618269904, 4618269903, 4618269909]",residential,,,,,,,,,,,,,,,,,,,,,
way,467175478,,,,"POLYGON ((7.7199441 49.4318239, 7.7198033 49.4317484, 7.7197503 49.4317902, 7.7196974 49.431832, 7.719726 49.4318473, 7.7197439 49.4318332, 7.7198561 49.4318934, 7.7199441 49.4318239))",,,,"[4618269915, 4618269914, 4618269913, 4618269912, 4618269911, 4618269910, 4618269920, 4618269915]",residential,,,,,,,,,,,,,,,,,,,,,
way,467175479,,,,"POLYGON ((7.7198561 49.4318934, 7.7198355 49.4319097, 7.7198632 49.4319245, 7.719884 49.431908, 7.719994 49.4319669, 7.7200594 49.4319153, 7.7200818 49.4318976, 7.7199441 49.4318239, 7.7198561 49.4318934))",,,,"[4618269920, 4618269919, 4618269918, 4618269917, 4618269927, 4618269921, 4618269916, 4618269915, 4618269920]",residential,,,,,,,,,,,,,,,,,,,,,
way,467175480,,,,"POLYGON ((7.719994 49.4319669, 7.7199518 49.4320003, 7.7199828 49.4320169, 7.7200012 49.4320023, 7.7201115 49.4320615, 7.7201679 49.4320169, 7.7202007 49.431991, 7.7200594 49.4319153, 7.719994 49.4319669))",,,,"[4618269927, 4618269926, 4618269925, 4618269924, 4618269932, 4618269923, 4618269922, 4618269921, 4618269927]",residential,,,,,,,,,,,,,,,,,,,,,
way,467175481,,,,"POLYGON ((7.7203064 49.4320963, 7.7201641 49.43202, 7.7201115 49.4320615, 7.7200579 49.4321038, 7.7200872 49.4321196, 7.7201051 49.4321055, 7.7202181 49.432166, 7.7203064 49.4320963))",,,,"[4618269934, 4618269933, 4618269932, 4618269931, 4618269930, 4618269929, 4618269928, 4618269934]",residential,,,,,,,,,,,,,,,,,,,,,
