element_type,osmid,wheelchair,wheelchair:description,geometry,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,surveillance,surveillance:type,surveillance:zone,old_name,contact:website,name,tourism,operator,note,level,fixme,nodes,addr:country,alt_name,brand:wikidata,building,opening_hours,shop,short_name,building:levels,roof:shape,contact:phone,contact:email,contact:fax,office,wikidata,cuisine,outdoor_seating,roof:levels,operator:wikidata,website,disused:shop,roof:orientation,building:colour,building:use,smoking,roof:colour,automated,brand,self_service,opening_hours:signed,building:roof,air_conditioning,internet_access,internet_access:fee,start_date,delivery,takeaway,phone,source,atm,disused,addr:suburb,diet:vegetarian,second_hand,service:vehicle:air_conditioning,service:vehicle:body_repair,service:vehicle:brakes,service:vehicle:car_repair,service:vehicle:diagnostics,service:vehicle:electrical,service:vehicle:glass,service:vehicle:inspection,service:vehicle:new_car_sales,service:vehicle:oil_change,service:vehicle:used_car_sales,lottery,payment:cash,payment:cryptocurrencies,payment:mastercard,payment:paypal,payment:visa,brand:wikipedia,building:material,indoor_seating,ways,type,addr:housename
way,977572874,,,"POLYGON ((7.0369735 49.2254146, 7.0373574 49.2254132, 7.0374779 49.2254127, 7.0376418 49.2254121, 7.0376995 49.2254119, 7.0377067 49.2254119, 7.0377287 49.2254118, 7.0377702 49.2254116, 7.037779 49.2254116, 7.0377852 49.2254116, 7.0379995 49.2254108, 7.038296 49.2254098, 7.0385368 49.2254088, 7.0386455 49.2254076, 7.0386892 49.2254082, 7.038965 49.2253878, 7.0390978 49.2253779, 7.0390358 49.2250724, 7.0386346 49.2251061, 7.0386264 49.2250535, 7.0389124 49.2249285, 7.0388879 49.2249024, 7.0389927 49.2248571, 7.0390887 49.2248505, 7.0391413 49.225132, 7.0391601 49.2251305, 7.039186 49.2251285, 7.0392513 49.2251236, 7.0393197 49.2251185, 7.0393624 49.2251151, 7.0392946 49.2247498, 7.0392294 49.2244449, 7.0390397 49.224599, 7.0388983 49.2247289, 7.0387775 49.2247872, 7.0385459 49.2248895, 7.0384973 49.2248446, 7.0383284 49.2249225, 7.0383096 49.2249058, 7.0381526 49.2249749, 7.0381248 49.2249554, 7.0378078 49.225018, 7.0378117 49.2250286, 7.0378247 49.2250673, 7.0375659 49.2250784, 7.0374827 49.2250834, 7.0371368 49.2252108, 7.0369735 49.2254146))",Saarbrücken,1,66121,Am Halberg,,,,,,,,,,,,,"[1015653874, 9045525209, 9045525215, 7188615760, 1015653917, 9048995367, 9045525214, 9045525213, 9048995381, 9045525211, 9048981398, 9048995263, 9048995363, 9048981404, 1015653860, 9048995298, 1015653799, 1015653901, 1015653834, 9045525202, 9045525201, 7660978826, 7660978827, 7660978828, 1015653936, 7785581330, 9487567220, 7782432201, 9487527510, 1015653924, 1015653883, 4536304525, 4536304526, 7660978829, 1072641714, 7660978832, 1072641793, 7660978834, 7660978835, 1015653905, 1015653843, 9045544420, 9488660287, 9045544419, 1015653887, 9045544421, 1015653821, 1015653874]",,,,commercial,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,988682284,,,"POLYGON ((6.9601371 49.2363302, 6.9603992 49.2362724, 6.9602059 49.2359153, 6.9599438 49.235973, 6.9601371 49.2363302))",,,,,,,,,,,,,,,,resurvey – nur ungefähr eingezeichet,"[9138384757, 9138353251, 9138384789, 9138384768, 9138384757]",,,,commercial,,,,,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1013382592,,,"POLYGON ((7.0194205 49.228835, 7.0198088 49.2285247, 7.0195648 49.228388, 7.0191967 49.2286681, 7.0191678 49.2286895, 7.0194205 49.228835))",Saarbrücken,8,66121,Am Kieselhumes,,,,,,,,,,,,,"[9349474551, 1930676096, 1068844904, 1068844933, 9349474552, 9349474551]",DE,,,commercial,,,,,flat,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1030786329,,,"POLYGON ((6.9029149 49.2295418, 6.9027585 49.2295799, 6.9027405 49.2295486, 6.9027324 49.2295344, 6.9027614 49.2295273, 6.9027277 49.2294684, 6.9028551 49.2294373, 6.9029149 49.2295418))",,98a,66127,Kreisstraße,,,,,,,,,,,,,"[9501537440, 9501516795, 9501537443, 9501516792, 9501516793, 9501537431, 9501516788, 9501537440]",DE,,,commercial,,,,2,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1055762655,,,"POLYGON ((7.0285987 49.2090903, 7.0285783 49.2090487, 7.0286685 49.2090283, 7.0287448 49.2090087, 7.0287571 49.2090287, 7.0287706 49.2090505, 7.0286889 49.2090693, 7.0285987 49.2090903))",,,,,,,,,,,,,,,,,"[617550288, 9701019831, 9701019847, 9701019841, 9701019844, 9701019845, 9701019835, 617550288]",,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1065726046,,,"POLYGON ((6.9729326 49.2137357, 6.9727175 49.2137711, 6.9726182 49.2135136, 6.9728332 49.2134782, 6.9729326 49.2137357))",,,,,,,,,,,,,Cetecom ICT services,,,,"[9786926784, 9786926837, 9786926787, 9786926954, 9786926784]",,,,commercial,,,,5,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1065726047,,,"POLYGON ((6.9736549 49.2136304, 6.9735795 49.2134282, 6.9735573 49.2133688, 6.9730017 49.2134573, 6.9729868 49.2134597, 6.9729901 49.2134684, 6.9730844 49.2137213, 6.9736549 49.2136304))",,,,,,,,,,,H4,,,,,,"[9786926940, 9788234912, 9786926737, 9786926850, 9786926831, 9786926667, 9786926621, 9786926940]",,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1065858877,,,"POLYGON ((6.9736549 49.2136304, 6.9737202 49.2136211, 6.9736473 49.2134166, 6.9735795 49.2134282, 6.9736549 49.2136304))",,,,,,,,,,,,,,,,,"[9786926940, 4034492402, 9788234913, 9788234912, 9786926940]",,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1067398734,,,"POLYGON ((6.9474791 49.2439289, 6.9474744 49.2440105, 6.9473074 49.2440054, 6.9473095 49.2440422, 6.9470601 49.2440415, 6.9470687 49.2439253, 6.9474791 49.2439289))",,,,,,,,,,,,,,,,,"[9800272752, 9800272742, 9800272868, 9800272874, 9800272652, 9800272651, 9800272752]",,,,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1085429331,,,"POLYGON ((6.9770043 49.2400239, 6.976906 49.2401448, 6.9768667 49.2401954, 6.9770218 49.2402465, 6.977156 49.2400786, 6.9770043 49.2400239))",,,,,,,,,,,,,,,,,"[5960309399, 9945821704, 9945821694, 9945800601, 5960309401, 5960309399]",,,,commercial,,,,1,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1110145309,,,"POLYGON ((7.010454 49.2314713, 7.0108094 49.2314035, 7.0107935 49.2313666, 7.0107875 49.2313524, 7.0107509 49.2312673, 7.010608 49.2312931, 7.0105718 49.2312095, 7.0103572 49.2312488, 7.0104211 49.2313928, 7.0104486 49.2314585, 7.010454 49.2314713))",Saarbrücken,63,66121,Lessingstraße,,,,,,,,,,,,,"[1077031847, 1077033050, 5792835151, 6316616122, 10155835669, 10155835668, 1077031860, 1077032421, 5654071259, 8765593153, 1077031847]",,,,commercial,,,,1,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1126783897,,,"POLYGON ((7.0580177 49.2422815, 7.0583519 49.2422566, 7.0583463 49.2421923, 7.0583363 49.2420778, 7.058332 49.2420292, 7.0582878 49.2418602, 7.0582534 49.2417551, 7.0579218 49.2417967, 7.0580177 49.2422815))",,,,,,,,,,,,,,,,,"[10303344123, 10303344536, 10602905217, 10303344432, 10303344445, 10303344268, 10303344409, 10303344117, 10303344123]",,,,commercial,,,,1,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1174373673,,,"POLYGON ((6.9182698 49.2230811, 6.9182833 49.2230519, 6.9183109 49.2229914, 6.9181797 49.2229998, 6.9181483 49.223055, 6.9181967 49.2230653, 6.9182698 49.2230811))",,,,,,,,,,,,,,,,,"[10912047336, 10912047377, 10912047388, 10912047352, 10912047375, 1017633762, 10912047336]",,,,commercial,,,,1,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1174463893,yes,,"POLYGON ((6.9233279 49.2316802, 6.9233274 49.2316752, 6.9233133 49.2316653, 6.9233056 49.2316664, 6.9232843 49.2316521, 6.923252 49.2316733, 6.9232725 49.2316863, 6.9232725 49.2316911, 6.9232884 49.2317017, 6.9232974 49.2317002, 6.9233279 49.2316802))",,,,,fast_food,,,,,,Grill-Stube,,,,,,"[10913204766, 10913204714, 10913201935, 10913204706, 10913204964, 10913204976, 10913204911, 10913204902, 10913201983, 928501914, 10913204766]",,,,commercial,,,,1,flat,,,,,,sausage,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1174463912,,,"POLYGON ((6.9274681 49.2370988, 6.927531 49.2370747, 6.9275516 49.2370667, 6.9274464 49.2369501, 6.9273625 49.2369809, 6.9273936 49.2370158, 6.9274681 49.2370988))",,,,,,,,,,,,,,,,,"[1037354573, 10913204733, 10913204751, 10913204798, 10913204885, 1037354827, 1037354573]",,,,commercial,,,,1,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1176112109,,,"POLYGON ((6.8969187 49.2300809, 6.8969013 49.2300967, 6.8968626 49.2301318, 6.896761 49.2300775, 6.8967421 49.2300663, 6.8967797 49.230036, 6.8969187 49.2300809))",,,,,,,,,,,,,,,,,"[1014504297, 7850906440, 10927831239, 1014504271, 10927831188, 1014504282, 1014504297]",,,,commercial,,,,1,flat,,,,,,,,,,,,along,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1177344095,yes,,"POLYGON ((7.0655837 49.1985948, 7.0655963 49.1986013, 7.0656092 49.1986079, 7.0656412 49.1985811, 7.0656156 49.1985681, 7.0655837 49.1985948))",,,,,fast_food,,,,,,Andys Imbiss,,,,,,"[10937987159, 10937986854, 2225222336, 10937987121, 10937986898, 10937987159]",,,,commercial,,,,1,,,,,,,,yes,,,,,,,,,,,,,no,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,
relation,8036258,,,"POLYGON ((6.9736406 49.2335686, 6.9740698 49.2335868, 6.9742052 49.2335918, 6.9742088 49.2335422, 6.9743588 49.2335485, 6.9743657 49.2334774, 6.9743669 49.2334658, 6.9743811 49.2333186, 6.9740994 49.2333092, 6.9739396 49.2333038, 6.9739311 49.2333766, 6.9742221 49.2333873, 6.9742147 49.233473, 6.9738723 49.2334603, 6.9738304 49.2334831, 6.9737035 49.2334781, 6.9736469 49.2334764, 6.9736415 49.2335622, 6.9736406 49.2335686))",Saarbrücken,91,66117,Heuduckstraße,,,,,,,GSI SLV,,,,,,"[[[1039754703, 10977038833, 5423201454, 1039755576, 1039755333, 1039754709, 2981821031, 1039755424, 5794352792, 2103381282, 1039754703], [1039755948, 7474426519, 1039755870, 2981821031, 1039754709, 1039754930, 1039754998, 5423201456, 1039755565, 5777834396, 1039755948]]]",DE,,,commercial,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[89719399, 89719352]",multipolygon,
relation,11568933,,,"POLYGON ((6.9574005 49.2410726, 6.9573494 49.2410811, 6.9573177 49.2411042, 6.9573074 49.2411283, 6.9573132 49.2411597, 6.9573352 49.2411873, 6.9573677 49.2412049, 6.9571618 49.2412198, 6.9571708 49.2413285, 6.9574659 49.2413093, 6.9577737 49.2412884, 6.9577589 49.2411773, 6.9575647 49.2411839, 6.9575252 49.2408427, 6.9573768 49.2408528, 6.9573974 49.241044, 6.9574005 49.2410726))",,61,66115,Hochstraße,,,,,,,WPW,,,,,,"[[[7866120003, 7866120004, 1582352681, 7866120001], [7866120001, 2021945148, 2021945150, 3453585133, 3453585136, 3453585134, 2021945154, 3453585135, 880665781, 10686855323, 880665772, 880665894, 2021945152, 7866120003]]]",,,,commercial,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[338283332, 843249593]",multipolygon,WPW
