element_type,osmid,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,amenity,contact:phone,cuisine,level,name,old_name,opening_hours,operator,outdoor_seating,smoking,strapline,toilets,geometry,contact:email,contact:fax,contact:website,diet:vegetarian,indoor_seating,stars,tenant,wheelchair,wikidata,opening_hours:kitchen,wheelchair:description,alt_name,brewery,brand,brand:wikidata,brand:wikipedia,lastcheck,phone,website,diet:vegan,email,delivery,payment:cash,payment:credit_cards,payment:debit_cards,start_date,takeaway,toilets:wheelchair,website:menu,contact:facebook,contact:instagram,diet:halal,organic,short_name,description,fixme,microbrewery,name:etymology:wikidata,opening_hours:covid19,brewery:wikidata,brewery:schwarzbier,brewery:weizen,payment:girocard,payment:mastercard,payment:visa,reservation,check_date:opening_hours,addr:floor,contact:tripadvisor,internet_access,surveillance,opening_hours:signed,capacity,source,culture,addr:suburb,highchair,payment:maestro,payment:v_pay,air_conditioning,payment:edenred_ticket,payment:vpay,note,name:fr,vacant,diet:lacto_vegetarian,surveillance:type,payment:girocard_contactless,payment:mastercard_contactless,payment:visa_electron,addr:neighbourhood,payment:sodexo,terrace,dispensing,name:ja,opening_hours:note,pub,check_date,delivery:partner,ref:vatin,contact:whatsapp,mobile_phone:repair,disused:amenity,disused:opening_hours:signed,disused:outdoor_seating,disused:wheelchair,building,internet_access:fee,bar,contact:takeaway,delivery:description,payment:ep_geldkarte,description:covid19,toilets:access,description:delivery,fax,wheelchair:step_height,description:payment,operator:wikidata,payment:account_cards,reusable_packaging:accept,reusable_packaging:network,reusable_packaging:offer,safety:hand_sanitizer:covid19,safety:mask:covid19,takeaway:covid19,university,drink:cola,drink:soft_drink,url,contact:mobile,note:de,ice_cream,barrier,height,leaf_cycle,leaf_type,tourism,payment:mensa_card,internet_access:captive_portal,internet_access:password,internet_access:ssid,drink:beer,drink:coffee,drink:lemonade,drink:liquor,drink:milk,drink:soda,drink:tea,drink:wine,indoor,nodes,building:part,roof:orientation,roof:shape,building:colour,building:levels,historic,roof:levels,wikimedia_commons,wikipedia,payment:jcb,image,payment:alipay,payment:american_express,payment:apple_pay,payment:diners_club,payment:discover_card,payment:google_pay,payment:unionpay,payment:visa_contactless,atm,addr:housename,location
node,2285470483,,,,,,restaurant,,barbecue,0,Saar Grill,"Bertelsmann Club, Ramiz Grill & Salads","Mo-Th 08:00+; PH,Fr-Su 09:00+",,,,,,POINT (6.9928364 49.2349475),,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2285726417,Saarbrücken,,17-19,66111,Berliner Promenade,restaurant,+49 681 9066876,japanese;sushi,1,Oishii,,"Mo-Th 17:00-22:30; PH,Fr-Su 12:00-23:30; Dec 24 closed; Dec 25 12:00-23:00; Dec 26 12:00-23:00; Dec 31 12:00-23:00; Jan 01 16:00-23:00",Okinii Düsseldorf GmbH,,,Sushi & Grill Restaurant,,POINT (6.9936016 49.2346494),,,https://okinii.de/standorte-bu/saarbrucken/,,,,,no,,"Mo-Th 17:00-22:15, PH,Fr-Su 12:00-23:15",,,,Oishii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,St. Johann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2285726422,Saarbrücken,,12,66117,Saaruferstraße,restaurant,,japanese;sushi,0,Kou Sushi,Creta;Shanghai;Coriander,,,,,,,POINT (6.990464 49.2352973),,,http://kousushi.de/,,,,,yes,,,,,Karlsberg,,,,,,,,,,,,,,,,,,kousushi2022,,,,,,,,,Q520174,,,,,,,,,,,,,,,,Alt-Saarbrücken,,,,,,,,,,,,,,,,,,,孝すし,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2288467787,Saarbrücken,,20,66117,Wilhelm-Heinrich-Straße,restaurant,+49 681 9255882,pasta;pizza,0,Kleine Tonhalle,,"Mo-Su 11:30-14:00,18:00-23:00",,no,,,,POINT (6.9907596 49.2321955),,,,,yes,,,no,,,3 Stufen,,,,,,,,http://www.kleinetonhalle.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kein Ruhetag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2288467914,Saarbrücken,,6,66117,Neumarkt,restaurant,,german;turkish,0,ziyafET,Restaurant Nedim,"Tu-Sa 12:00-23:00; We,Su 10:00-23:00; Mo closed",,yes,,Grill Restaurant,,POINT (6.9909085 49.2324224),,,,,yes,,,limited,,,seitlicher Eingang mit Rampe,,,,,,,+49 681 5959501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2291851338,Saarbrücken,,200,66113,Kálmánstraße,restaurant,+4968199274627,regional,,Rodenhofklause,,Mo-Th 11:00-22:00; Fr 11:00-24:00; Sa 14:00-24:00; Su 11:00-22:00,,yes,,,,POINT (6.996917 49.2474901),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2429156890,Saarbrücken,,47,66125,Beethovenstraße,restaurant,+49 6897 765215,regional,,Gaststätte Zwickel,,"Mo-Sa 17:30+; PH,Su 11:30-15:00,17:30+",,yes,,,,POINT (7.0430259 49.2707553),info@zwickel.info,,https://www.zwickel.info/,,,,,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,Webseite (Stand: Februar 2017),,Dudweiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2538298543,Saarbrücken,DE,19,66131,Fabrikstraße,restaurant,,italian;regional,,5 Jahreszeiten,,,,,,,,POINT (7.1079808 49.2030885),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2575645513,Saarbrücken,DE,10,66111,Reichsstraße,restaurant,+49 681 9385265,regional,0,Reichseck,,Mo-Sa 10:00-22:00; Su off; PH 12:00-18:00,,yes,,Restaurant Pilsstube,,POINT (6.9912478 49.2391617),,,https://reichseck-saarbruecken.jimdofree.com/,,,,,yes,,Mo-Sa 11:30-18:00; Su off; PH 12:30-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2590387587,Saarbrücken,DE,21,66117,Hohenzollernstraße,restaurant,+49 681 52711,chinese,0,Restaurant China,,,,,,,,POINT (6.9878776 49.2344073),,,http://chinarestaurant.cafelists.com/,yes,,,,no,,,2 Stufen am Eingang,,,,,,,,,,,,,,,,,,,https://www.facebook.com/ChinaRestaurant.sb/,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2747788134,Saarbrücken,,226,66125,Saarbrücker Straße,restaurant,+49 6897 7778085,italian,,Trattoria Naccarato,,"Tu-Fr 11:30-14:00,17:30-22:00, Sa 17:30-22:00, Su 11:30-14:00",,,,,,POINT (7.034639 49.2753094),info@feinkost-naccarato.de,,http://trattoria-naccarato.de/,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dudweiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2747788142,Saarbrücken,,210,66125,Saarbrücker Straße,restaurant,,italian,,Da Grifo,,"We-Mo 12:00-14:30,17:30-23:30",,,,,,POINT (7.0332531 49.2750142),,,,,,,,,,,,,,,,,,+49 6897 7963420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2924753405,,,,,,restaurant,,,,Alte Schlachthofkantine,,"Mo-Fr 08:00-15:30; Sa,Su,PH off",,yes,,,,POINT (7.0165121 49.2248034),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2929361797,Saarbrücken,DE,8,66119,St. Arnualer Markt,restaurant,+49 681 95906699,regional,,Unter der Linde,,Mo-Sa 11:45+; Su off,Jürgen Becker,yes,,,,POINT (7.0171554 49.2168972),,,http://www.linde1933.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2933013722,Saarbrücken,DE,4,66111,Faktoreistraße,restaurant,,,,Noya - Life. Love. Levante,manin Saarbrücken,Mo-Th 17:00-00:00; Fr 17:00-02:00; Sa 09:00-02:00; Su 09:00-15:00,,yes,,,,POINT (6.9890528 49.2382298),,,,,,,,yes,,,,,,,,,,+49 681 989159 63,https://www.noya-sb.de/,,,,,,,2021-09-12,,yes,,,https://www.instagram.com/noya_sb/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,2933057278,Saarbrücken,,33,66111,Trierer Straße,restaurant,+49 681 99274820,pizza,,Posteria,,Mo-Sa 11:00-24:00; Su 12:00-24:00,"Posteria, CB Sysgastro AG,",yes,,,,POINT (6.985663 49.2407979),saarbrücken@losteria.de,+49 681 99274822,http://www.losteria.info/?page=LocationPage&locationId=sab,,,,,yes,,,Die Rollstuhlrampe befindet sich am Hintereingang und ist über den Parkplatz erreichbar.,,,,,,,,,,,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foodora,DE292138082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3021937400,Saarbrücken,,7,66125,Sudstraße,restaurant,,,0,Sudhaus,,"Tu-Sa 17:30+, Su 11:30+",,,,,,POINT (7.035977 49.2798118),,,http://sudhaus-dudweiler.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dudweiler,,,,,,,,Salle de Brassage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3122396216,Saarbrücken,,69,66133,Kaiserstraße,restaurant,+49 681 68648355,pizza;italian;german;kebab;turkish,0,Hasan turkish food,,Mo-Fr 11:00-22:30; Sa-Su 14:00-22:30,,no,,,,POINT (7.0587007 49.2443685),,,,,,,,no,,,,,,,,,,,,,,yes,,,,,yes,,,https://www.facebook.com/hasan.saarbrucken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 152 51891412,+49 152 51891412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3246040977,,,,,,restaurant,,,,,,,,,,,,POINT (6.9866307 49.2375353),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3246040978,,,,,,restaurant,+49 681 45470,italian,1,Ristorante Roma,,"We-Su 12:00-14:30, 18:30-22:30; Mo, Tu off",,,outside,,,POINT (6.9881507 49.2374312),,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3319986934,,,,,,restaurant,,italian,0,La Galleria,,"Mo-Su 11:30-14:30,17:30-23:00",,yes,,,,POINT (6.9957799 49.2323118),,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3319986939,,,,,,restaurant,,,0,Habiba,,,,,,Arabic Restaurant,,POINT (6.9910471 49.2389072),,,,,,,,yes,,,Rampe vorhanden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ice_cream,no,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3483949337,Saarbrücken,,97,66119,Saargemünder Straße,restaurant,,italian,0,Pizza Per Tutti,,,,,outside,,,POINT (7.0106289 49.2195176),,,,,,,,no,,,,,,,,,,+49 681 9850724,https://www.pizzapertuttisaarbruecken.de/,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3791857451,,,,,,restaurant,,,,Brunnenstube,,,Verein der Brunnenfreunde e. V.,,,,,POINT (7.0902412 49.2157378),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3890914582,Saarbrücken,DE,10,66111,Rotenbergstraße,restaurant,,,,Cafe Bali,Zur neuen Turnhalle,"PH,Tu-Su 18:00-23:00",Bastian Sumarsono,,no,,,POINT (7.001888 49.2347671),,,,yes,,,,no,,,,,,,,,,+49 681 3799313,http://cafebali.de/,yes,mail@cafebali.de,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3933374784,Saarbrücken,DE,83,66119,Saargemünder Straße,restaurant,+49 681 9604260,spanish,,La Cantina tapas bar,,"Jun-Aug: Fr 17:30+; Jun-Aug: Sa-Su 09:00-13:00, 17:30+; Jun-Aug: Mo-Th off; Sep-May: We-Fr 17:30+; Sep-May: Sa-Su 09:00-13:00, 17:30+; Sep-May: Mo,Tu off",Uwe Junge,,,,,POINT (7.0093292 49.220152),,,https://www.la-cantina-tapasbar.de/,,,,,limited,,,,,,,,,,,,,kontakt@la-cantina-tapasbar.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4031570349,Saarbrücken,,137,66117,Metzer Straße,restaurant,,,0,Restaurant Neue Mohr'sche Anlage,,,,yes,,Gasthaus Restaurant Biergarten,,POINT (6.9615209 49.2063427),,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4031589192,,,,,,restaurant,+49 681 5895247,italian,,Ristorante Pizzeria La Mamma,,,,,,,,POINT (6.9644352 49.2115171),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LaMammaSaarbrucken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4038588771,,,179,,Saargemünder Straße,restaurant,,german,,Schnokeloch,Gasthaus Müller-Siegel,,Susanne Betzer,yes,,,,POINT (7.0169977 49.2159192),,,http://www.schnokeloch.de/,,,,,no,,,,Schnokeloch im Gasthaus Müller-Siegel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4038685024,Saarbrücken,,167,66119,Saargemünder Straße,restaurant,+49 681 851933,german,0,Gasthaus Pulvermüller,,"Mo-Su 17:00+ open ""ab November 2021""; PH closed",,yes,outside,,,POINT (7.0168586 49.2167523),pulvermueller-st.arnual@gmx.de,,,,,,,limited,,,1 Stufe am Eingang; Außenbereich barrierefrei,Auberge Rouge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4039809407,Saarbrücken,,325,66130,Großblittersdorfer Straße,restaurant,,italian,,La vecchia Dogana,,,Ristorante La vecchia Dogana GmbH,,,,,POINT (7.0276783 49.1918121),,,http://www.lavecchiadogana.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4131059973,Saarbrücken,,5,66111,Berliner Promenade,restaurant,+49 681 93866523,german;spanish,,Café & Bar Celona,,"Mo-Th,Su 09:00-24:00; Fr,Sa 09:00-02:00",,pedestrian_zone,,,,POINT (6.9918562 49.2365151),saarbruecken@cafe-bar-celona.de,+49 681 93866524,https://celona.de/mein-celona/details/cafe-bar-celona-saarbruecken,yes,yes,,,limited,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/CelonaSaarbruecken,https://www.instagram.com/cafebarcelonasaarbruecken/,,,,,,,,,,,,,,,,,,,wlan,indoor,,,,,,,,,,,,,,,,camera,,,,,,yes,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4205204789,Saarbrücken,,45,66117,Deutschherrnstraße,restaurant,+49 681 59591804,regional,0,Saarbrigger Schoofstall,,Tu-Sa 11:00-24:00; Su 15:00-24:00; Mo closed,Christine Wirsum,yes,,,,POINT (6.9762696 49.2315996),,,https://www.saarbrigger-schoofstall.de/,,,,,,,,,,various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4239757248,Saarbrücken,DE,106,66121,Mainzer Straße,restaurant,+49 681 62233,italian;pizza;pasta;escalope;salad;soup,,Picco Bello im Ostviertel,,"Tu-Fr,Su 11:30-14:00,17:30-22:00, Sa 17:30-22:00; Mo closed",Erambamoorthy Senthilkumaran,patio,,,,POINT (7.0088127 49.2297464),,,https://www.piccobelloimostviertel.de/,yes,yes,,,,,,,,,,,,,,https://www.piccobelloimostviertel.de/,no,,"Mo,We,Th,Fr 11:00-13:45,17:30-22:15; Sa,Su 17:30-22:15; Tu off",yes,,,,yes,,,,,,,,,,no,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lieferando.de/speisekarte/piao-bello,"Es gibt keinen Mindestbestellwert, die Lieferkosten betragen 1,50€.",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4242846140,Saarbrücken,,19,66117,Deutschmühlental,restaurant,,,,Brasserie Chez Victor's,,,,,,,,POINT (6.9611907 49.2256276),,,,,,,,yes,,,,,,,,,,+49 681 58821-0,https://www.victors.de/deutsch/hotels/essen_trinken/index.php?standort=Saarbruecken-DFG,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4394417494,,,,,,restaurant,,,,Im kleinen Restaurant,,"Mo-Fr 11:30-14:30, Tu-Sa 18:00-22:30; Su off",,yes,,,,POINT (6.9875956 49.2258971),,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4582868787,Saarbrücken,,105,66119,Julius-Kiefer-Straße,restaurant,+49 681 851222,,0,Ristorante Sale e Pepe,,"Mo, We-Sa 17:30-23:00; PH, Su 11:30-14:00, 17:30-23:00; Tu off",,yes,outside,,yes,POINT (7.0075919 49.215851),,,http://www.speisekarte24.de/restaurant/ansicht/Sale_e_Pepe_in_Saarbruecken_160,,,,,no,,,,,,,,,,,,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4649352421,,,,,,restaurant,,italian,,Ristorante Il Mediterranio,,Mo closed,,,,,,POINT (7.0280007 49.2381325),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4685594077,Saarbrücken,,235,66125,Saarbrücker Straße,restaurant,+49 6897 777931,,0,Titanic,,Mo-Su 17:00-23:00,,,,,,POINT (7.0352127 49.2757515),,+49 6897 777933,http://www.pizza-heimservice-titanic.de/,yes,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schild am Eingang & Webseite (Stand: Februar 2017),,Dudweiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4782009662,,,36,,Bruchstraße,restaurant,,german,0,Auberge Rouge,,"Mo-Fr 18:00-23:00,11:30-14:00, Sa 18:00-01:00, Su 11:30-16:00",,,outside,,,POINT (7.0154992 49.216928),,,,,,,,no,,,,,,,,,,+49 681 68854149,https://aubergerouge.de/,,,,,,,,,,,,,,,,Restaurant Bistro Vinothek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4896942167,,,,,,restaurant,,spanish,0,Galicia Tapas,,"Mo,We-Su 18:00-22:30; PH,Tu closed",,yes,,,,POINT (6.9627186 49.2507141),,,,,,,,limited,,,1 kleine Stufe,,,,,,,,https://www.galicia-tapas.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4993031921,Saarbrücken,,1a,66121,Breslauer Straße,restaurant,,asian,0,Asia Bistro Fuloi,,Mo-Sa 09:00-20:00,,no,,,,POINT (7.0356877 49.2274858),,,,,,,,,,,,,,,,,,+49 681 8412585,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4993034250,Saarbrücken,,1a,66121,Breslauer Straße,restaurant,,pasta;pizza,0,Pasta & Pizza BERI,,Mo-Sa 08:00-20:00,,no,,,,POINT (7.0357119 49.2275467),,,,,,,,,,,,,,,,,,+49 681 9821069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5057313406,Saarbrücken,DE,26,66117,Hohenzollernstraße,restaurant,+49 681 55861,italian,0,Ristorante Pizzeria Da Paolo e Tonio,,"Mo-Fr 12:00-14:00, 18:00-23:00; Su 18:00-23:00; Sa off",,no,,,,POINT (6.9871598 49.2347794),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
