element_type,osmid,geometry,historic,name,wheelchair,source,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,check_date,description,image,tourism,website,access,indoor,start_date,amenity,nodes,architect,building,building:levels,check_date:opening_hours,construction:start_date,contact:email,contact:phone,contact:website,heritage,name:sk,opening_hours,ref:isil,roof:shape,short_name,wikidata,wikipedia,source:addr,building:colour,nohousenumber,roof:colour,source:geometry,building:architecture,elevator,last_renovation,height,phone,toilets:wheelchair,leisure,sport,source:outline,addr:suburb,operator,roof:levels,building:material,community_centre,operator:type,name:etymology:wikidata,opening_hours:signed,owner,heritage:description,heritage:operator,roof:material,building:part,alt_name,community_centre:for,denomination,religion,old_name,ref,height:note,roof:height,roof:orientation,contact:facebook,contact:instagram,3dr:height1,3dr:length2,3dr:type,building:facade:material,drinking_water,fee,female,male,toilets:disposal,unisex,capacity,opening_hours:covid19,payment:cards,payment:cash,shower,toilets,email,polling_station,disused:building,loc_name,source:height,addr:housename,museum,architect:wikidata,retreat,retreat:for,retreat:operator,note,noaddress,social_facility,social_facility:for,temporary,ways,type,disused:amenity,club,contact:fax,official_name
way,128381894,"POLYGON ((8.3672563 49.0426011, 8.3674033 49.0426906, 8.3675053 49.0426185, 8.3675248 49.0426047, 8.3674778 49.0425762, 8.3674463 49.0425985, 8.3674401 49.0425947, 8.3674367 49.0425926, 8.3674675 49.0425709, 8.367435 49.0425511, 8.3674177 49.0425634, 8.3674125 49.0425602, 8.367407 49.0425568, 8.3674236 49.0425451, 8.367421 49.0425435, 8.3673763 49.0425163, 8.3672563 49.0426011))",,,,,Karlsruhe,DE,3,76149,Schönenberger Straße,,,,,,,,,,"[1418991243, 1418991202, 1418991257, 1418991301, 1418991145, 1418991149, 9248064833, 1418991288, 1418991245, 1418991258, 1418991181, 9248015482, 1418991270, 1418991227, 9248064827, 1418991191, 1418991243]",,civic,1,,,,,,,,,,flat,,,,"Maps4BW (LGL-BW, www.lgl-bw.de)",,,,,,,,,,,,,"Maps4BW (LGL-BW, www.lgl-bw.de)",Neureut,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,128381899,"POLYGON ((8.3675394 49.0427937, 8.3673878 49.0427015, 8.3674033 49.0426906, 8.3675053 49.0426185, 8.3675533 49.0426476, 8.3675221 49.0426697, 8.3675267 49.0426725, 8.3675364 49.0426784, 8.3675682 49.0426559, 8.3675963 49.0426729, 8.3675791 49.0426851, 8.3675913 49.0426925, 8.3676094 49.0426797, 8.3676585 49.0427095, 8.3676501 49.0427155, 8.3675394 49.0427937))",,,,,Karlsruhe,DE,5,76149,Schönenberger Straße,,,,,,,,,,"[1418991229, 1418991265, 1418991202, 1418991257, 1418991286, 1418991200, 9248064831, 1418991184, 1418991260, 1418991232, 1418991298, 1418991212, 1418991135, 1418991267, 9248064822, 1418991229]",,civic,2,,,,,,,,,,flat,,,,"Maps4BW (LGL-BW, www.lgl-bw.de)",,,,,,,,,,,,,"Maps4BW (LGL-BW, www.lgl-bw.de)",Neureut,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,130170651,"POLYGON ((8.447064 49.0379504, 8.4473869 49.0378107, 8.4471978 49.0376229, 8.4468749 49.0377626, 8.4468832 49.0377709, 8.447064 49.0379504))",,,,,,,,,,,,,,,private,yes,,,"[1434672740, 1434672940, 1434672772, 1434672885, 1434672922, 1434672740]",,civic,,,,,,,,,,,flat,,,,,,,,"Maps4BW, LGL-BW, www.lgl-bw.de",,,,,,,sports_centre,multi,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,131342346,"POLYGON ((8.3664716 49.0435583, 8.3663559 49.0434862, 8.3665556 49.0433485, 8.3665966 49.0433741, 8.3666163 49.0433605, 8.3664528 49.0432587, 8.3665016 49.043225, 8.3664793 49.0432111, 8.3665042 49.043194, 8.3665111 49.0431983, 8.3665288 49.0431861, 8.3665496 49.043199, 8.3665792 49.0431786, 8.3668119 49.0433236, 8.3664716 49.0435583))",,,,,,,,,,,,,,,,,,,"[1445723936, 1445723907, 1445723880, 1445723885, 1445723882, 1445723866, 9248015510, 9248015511, 1445723849, 9248015514, 9248015513, 9248015512, 1445723840, 1445723876, 1445723936]",,civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,131342347,"POLYGON ((8.3664248 49.0431222, 8.3665212 49.0431823, 8.3665042 49.043194, 8.3664793 49.0432111, 8.3665016 49.043225, 8.3664528 49.0432587, 8.3664108 49.0432876, 8.3663524 49.0432512, 8.366376 49.0432349, 8.3663152 49.0431972, 8.3662975 49.0431863, 8.3662854 49.0431787, 8.3662596 49.0431623, 8.3661927 49.0432084, 8.3660384 49.0431123, 8.3660248 49.0431038, 8.3660971 49.0430539, 8.3661132 49.0430639, 8.366126 49.0430552, 8.365948 49.0429443, 8.3660205 49.0428943, 8.3660736 49.0429274, 8.3660846 49.0429198, 8.3660636 49.0429067, 8.3661383 49.0428552, 8.3664385 49.0430423, 8.3663711 49.0430887, 8.3663946 49.0431034, 8.3664248 49.0431222))",,,,,,,,,,,,,,,,,,,"[1445723831, 1445723842, 1445723849, 9248015511, 9248015510, 1445723866, 1445723869, 1445723861, 1445723856, 1445723843, 9248015474, 1445723839, 1445723834, 1445723847, 9248015481, 1445723829, 9248015516, 9248015515, 1445723826, 1445723820, 1445723818, 1445723819, 9248064818, 9248064817, 1445723817, 1445723825, 1445723827, 1445723828, 1445723831]",,civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW (LGL-BW, www.lgl-bw.de)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,131342348,"POLYGON ((8.3669763 49.0436685, 8.3668941 49.0436173, 8.3670838 49.0434865, 8.3671659 49.0435377, 8.3669763 49.0436685))",,,,,,,,,,,,,,,,,,,"[1445723941, 1445723934, 1445723909, 1445723921, 1445723941]",,civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,131342578,"POLYGON ((8.3657972 49.042236, 8.3656877 49.0421732, 8.3658083 49.0420829, 8.3658962 49.0421333, 8.3659538 49.0420901, 8.3658308 49.0420196, 8.3658462 49.042008, 8.3660276 49.042112, 8.3659528 49.042168, 8.3659161 49.042147, 8.3657972 49.042236))",,,,,,,,,,,,,,,,,,,"[1088158850, 1445725531, 1445725525, 1445725527, 1445725526, 1445725524, 1088158918, 1088158789, 1445725530, 1445725529, 1088158850]",,civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,131700407,"POLYGON ((8.3675466 49.0481459, 8.3674414 49.048202, 8.3673393 49.0481196, 8.3673684 49.0481041, 8.367349 49.0480885, 8.3674252 49.048048, 8.3675466 49.0481459))",,,,,,,,,,,,,,,,,,,"[1449154478, 1449154503, 1449154476, 1449154474, 1449154470, 1449154453, 1449154478]",,civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,132161233,"POLYGON ((8.3857893 49.0504819, 8.3857178 49.0505359, 8.3857754 49.0505686, 8.3856257 49.0506818, 8.3856748 49.0507098, 8.3856334 49.0507411, 8.3856352 49.0507675, 8.3856685 49.0507864, 8.3857059 49.0507826, 8.3857499 49.0507493, 8.3857955 49.0507752, 8.3858313 49.0507481, 8.3858727 49.0507717, 8.3858943 49.0507554, 8.3858502 49.0507303, 8.3859392 49.0506631, 8.3859923 49.0506932, 8.3859746 49.0507066, 8.3859572 49.0506968, 8.3859431 49.0506974, 8.3859075 49.0507243, 8.385911 49.0507496, 8.3858917 49.0507641, 8.3858923 49.050778, 8.385957 49.0508148, 8.3859767 49.0508128, 8.3860194 49.0507811, 8.3860318 49.0507802, 8.3860488 49.0507674, 8.3860475 49.0507583, 8.3860404 49.0507542, 8.386067 49.0507341, 8.3861757 49.0507959, 8.3862941 49.0507063, 8.3859927 49.0505351, 8.3860374 49.0505337, 8.3860758 49.0505047, 8.3860721 49.0504822, 8.3860233 49.0504521, 8.385994 49.050452, 8.3859728 49.0504676, 8.3859072 49.0504303, 8.3858997 49.0504359, 8.3858587 49.0504127, 8.3858373 49.0504129, 8.3858247 49.0504225, 8.3858163 49.0504176, 8.3857814 49.050444, 8.3857907 49.0504492, 8.3857763 49.0504601, 8.3857761 49.0504743, 8.3857893 49.0504819))",,Adolf-Ehrmann-Bad Neureut,,,Karlsruhe,,46,76149,Unterfeldstraße,,,,,https://www.ka-baeder.de/hallenbaeder/adolf-ehrmann-bad.html,,,,,"[1454443930, 1454443936, 1454443939, 1454443942, 1454443956, 1454443961, 1454443978, 1454443995, 1454443993, 1454443964, 1454443982, 1454443963, 1454443981, 1454443973, 1454443959, 1454443941, 1454443943, 1454443949, 1454443945, 1454443947, 1454443958, 1454443965, 1454443976, 1454443990, 1454443998, 1454443997, 1454443992, 1454443991, 1454443977, 1454443974, 1454443972, 1454443960, 1454443996, 1454443948, 1454443935, 1454443934, 1454443932, 1454443931, 1454443922, 1454443921, 1454443927, 1454443917, 1454443918, 1454443906, 1454443908, 1454443912, 1454443911, 1454443919, 1454443920, 1454443923, 1454443928, 1454443930]",,civic,,,,,,,,,,,,,,,,,,,,,,,,,,sports_centre,swimming,,,Ortsverwaltung Neureut,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,closed,no,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,
way,132269358,"POLYGON ((8.372257 49.0521289, 8.3722435 49.0522716, 8.3719221 49.0522586, 8.3719356 49.0521159, 8.3720758 49.0521216, 8.372257 49.0521289))",,,,,Karlsruhe,DE,12,76149,Bachenweg,,,,,,,,,,"[2477811732, 1455345563, 1455345561, 1455345546, 1455345547, 2477811732]",,civic,1,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135511610,"POLYGON ((8.4123516 49.025419, 8.4125588 49.0253518, 8.4126183 49.0254307, 8.4124111 49.0254979, 8.4123516 49.025419))",,,,,,,50,,Friedrichstaler Allee,,,,,,,,,,"[1488334000, 1488333985, 1488333981, 1488334001, 1488334000]",,civic,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,135513708,"POLYGON ((8.4184115 49.024393, 8.4185588 49.0244651, 8.4185955 49.0244329, 8.418557 49.0244141, 8.4187308 49.0242615, 8.418621 49.0242077, 8.4186471 49.0241848, 8.4185599 49.0241421, 8.4184734 49.0242181, 8.4185033 49.0242327, 8.4184319 49.0242954, 8.4184902 49.0243239, 8.4184115 49.024393))",,,,,Karlsruhe,DE,2,76131,Kanalweg,,,,,,,,,,"[1488370362, 1488370408, 1488370360, 1488370401, 1488370373, 1488370382, 1488370400, 1488370399, 1488370359, 1488370388, 1488370386, 1488370395, 1488370362]",,civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",Oststadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,136030261,"POLYGON ((8.4315584 49.032244, 8.4315564 49.0321677, 8.4316919 49.0321662, 8.4316906 49.0321155, 8.4318244 49.0321139, 8.4318278 49.0322409, 8.4317406 49.0322419, 8.4317135 49.0322422, 8.4316931 49.0322424, 8.431694 49.032277, 8.4316944 49.0322927, 8.4317139 49.0322925, 8.4317164 49.0323849, 8.4315622 49.0323867, 8.4315614 49.0323569, 8.43154 49.0323571, 8.4315403 49.0323701, 8.4314432 49.0323712, 8.4314417 49.0323163, 8.4314585 49.0323161, 8.4314581 49.0323008, 8.4313393 49.0323022, 8.4313376 49.0322398, 8.4315368 49.0322375, 8.431537 49.0322442, 8.4315584 49.032244))",,,,,Karlsruhe,DE,41,76139,Stettiner Straße,,,,,,,,1960s,,"[1492835629, 1492835759, 1492835639, 1492835598, 1492835758, 1492835730, 7108930201, 7178126719, 1492835717, 25419124, 1492835753, 7108930205, 7108930204, 1492835720, 1492835788, 1492835659, 1492835735, 1492835674, 1492835763, 1492835660, 1492835698, 1492835787, 1492835614, 7108930207, 7108930206, 1492835629]",,civic,,,,,,,,,,,,,,,,,,,"Maps4BW (LGL, www.lgl-bw.de)",,,,,,,,,,Waldstadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,136070611,"POLYGON ((8.4385354 49.0251553, 8.4385219 49.0251167, 8.4386356 49.0250996, 8.4386738 49.0252088, 8.4385601 49.0252259, 8.4385354 49.0251553))",,KSV Jugendheim,,,Karlsruhe,DE,7,76131,Am Sportpark,,,,,http://karlsruher-sv.de,,,1970er,community_centre,"[1493193037, 1493193047, 1493193065, 1493193130, 5961891325, 1493193037]",,civic,1,,,,,,,,"""nach Vereinbarung""",,gabled,,,,,,,#ff3333,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,Hagsfeld,Karlsruher Sportverein Rintheim-Waldstadt e.V.,,wood,club_home,,,,,,,metal,,,juvenile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,136492527,"POLYGON ((8.438246 49.0258611, 8.4383731 49.0259093, 8.4384219 49.0258539, 8.4384523 49.0258195, 8.4383921 49.0257967, 8.4383617 49.0258311, 8.4382948 49.0258057, 8.438246 49.0258611))",,,,,Karlsruhe,DE,9,76131,Am Sportpark,,,,,,,,1967,,"[6020454214, 1497215489, 1497215488, 1497215491, 6020454215, 6020454216, 6020454217, 6020454214]",,civic,,,,,,,,,,,,,,,,,,,"Maps4BW (LGL, www.lgl-bw.de)",,,,,,,,,,Hagsfeld,Karlsruher Sportverein Rintheim-Waldstadt e.V.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137043423,"POLYGON ((8.4352132 49.0246066, 8.4353678 49.0246655, 8.4352954 49.0247472, 8.4352919 49.0247459, 8.4351413 49.0246885, 8.4351408 49.0246883, 8.4352132 49.0246066))",,,,,Karlsruhe,,22,76131,Büchiger Allee,,,,,,,,1979,,"[1503368655, 1503368687, 1503368691, 1503368684, 1503368720, 1503368715, 1503368655]",,civic,1,,,,,,,,,,gabled,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,Kleingartenverein Kohlplattenschlag e.V.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,137043426,"POLYGON ((8.4354272 49.0245951, 8.435325 49.0245561, 8.4352724 49.0245361, 8.4352288 49.0245852, 8.4353836 49.0246442, 8.4354272 49.0245951))",,,,,,,,,,,,,,,,,,,"[5961891343, 1503368694, 1503368744, 1503368717, 1503368712, 5961891343]",,civic,1,,,,,,,,,,gabled,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,Kleingartenverein Kohlplattenschlag e.V.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,150972819,"POLYGON ((8.5081758 49.0049954, 8.5079602 49.0049764, 8.5080515 49.0045307, 8.5082671 49.0045497, 8.5081758 49.0049954))",,,,,,,98A,,Augustenburgstraße,,,,,,,,,,"[1638284543, 10048820943, 1638284214, 10048820944, 1638284543]",,civic,,,,,,,,,,,,,,,,,,,"Maps4BW (LGL, www.lgl-bw.de)",,,,,,,,,,,DRK-Kreisverband Karlsruhe e.V.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,151330619,"POLYGON ((8.4572678 49.0292038, 8.4572453 49.0292126, 8.4571298 49.0292573, 8.4572503 49.0293744, 8.4573837 49.0293143, 8.4572678 49.0292038))",,,,,Karlsruhe,DE,23,76139,Karlsruher Straße,,,,,,,,,,"[1641545389, 1641545390, 1641545394, 1641545399, 1641545398, 1641545389]",,civic,3,,,,,,,,,,flat,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,Hagsfeld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,151330621,"POLYGON ((8.4574199 49.0291448, 8.4572678 49.0292038, 8.4573837 49.0293143, 8.4573912 49.0293214, 8.4574656 49.0292879, 8.4574694 49.0292916, 8.4575394 49.02926, 8.4575445 49.0292649, 8.4576192 49.0292312, 8.4576452 49.0292195, 8.457552 49.0291306, 8.457452 49.0291756, 8.4574199 49.0291448))",,,,,,,,,,,,,,,,,,,"[1641545383, 1641545389, 1641545398, 5352595524, 1641545395, 1641545396, 1641545392, 1641545393, 7141725490, 1641545391, 1641545380, 1641545387, 1641545383]",,civic,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,151345436,"POLYGON ((8.4950064 49.0072837, 8.4949818 49.0072687, 8.4949524 49.0069249, 8.4949769 49.0069109, 8.4955273 49.006898, 8.4955519 49.0069131, 8.4955617 49.0070441, 8.495542 49.007057, 8.4954487 49.0070581, 8.4954012 49.0071032, 8.4953455 49.0070635, 8.495298 49.0070635, 8.4952996 49.0071473, 8.4952783 49.0071484, 8.49528 49.0071967, 8.4952505 49.0071978, 8.495249 49.0072536, 8.4952488 49.0072612, 8.4952341 49.0072805, 8.4950064 49.0072837))",,Herbert-Schweizer-Haus Begegnungsstätte Grötzingen,yes,LA-KA,Karlsruhe,DE,9,76229,Niddastraße,,,,,https://www.grötzingen.de,,,1986,community_centre,"[1641679214, 1641679213, 1641679109, 1641679110, 1641679100, 1641679111, 1641679146, 1641679145, 1641679144, 1641679159, 1641679143, 1641679142, 1641679167, 1641679165, 1641679186, 1641679185, 2299777460, 1641679204, 1641679215, 1641679214]",,civic,,,,,,,,,,,,,,,,,,,,,,,,+49 721 133 7622,,,,,Grötzingen,Stadt Karlsruhe,,,,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,groetzingen@karlsruhe.de,yes,,,,,,,,,,,,,,,,,,,,
way,152087227,"POLYGON ((8.4689884 49.0238891, 8.4689042 49.0237947, 8.4692009 49.0236809, 8.4692851 49.0237752, 8.4689884 49.0238891))",,Schießhalle BSC Karlsruhe,,,Karlsruhe,DE,25,76139,Am Storrenacker,,,,,,,,2007,,"[1649174328, 1649174307, 1649174298, 1649174301, 1649174328]",,civic,,,,,,,,,,,gabled,,,,,,,,"Maps4BW (LGL, www.lgl-bw.de)",,,,,,,sports_centre,archery,,Hagsfeld,1. Bogen-Sport-Club Karlsruhe 1980 e.V.,,,,,,,,,,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,152087237,"POLYGON ((8.4687591 49.0239277, 8.4687364 49.0238883, 8.4686675 49.0239054, 8.4686519 49.0238783, 8.4688832 49.023821, 8.4689215 49.0238875, 8.4687591 49.0239277))",,Clubhaus BSC Karlsruhe,,,Karlsruhe,DE,25,76139,Am Storrenacker,,,,,,,,~1986,,"[1649174351, 3611281645, 3611281647, 1649174318, 1649174313, 1649174337, 1649174351]",,civic,,,,,,,,,,,,,,,,,,,"Maps4BW (LGL, www.lgl-bw.de)",,,,,,,,,,Hagsfeld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156201254,"POLYGON ((8.4702547 49.0070855, 8.4703321 49.0070692, 8.4705527 49.0070227, 8.4705197 49.0069554, 8.4705557 49.0069478, 8.4705416 49.006919, 8.4706099 49.0069046, 8.4705847 49.0068532, 8.4698853 49.0070005, 8.4699695 49.0071725, 8.4700803 49.0071491, 8.4700786 49.0071456, 8.4701067 49.0071397, 8.4700965 49.0071188, 8.4702547 49.0070855))",,Fritz Meier-Halle,,,Karlsruhe,,14,76227,Lenzenhubweg,,,,,,,,,,"[3634293100, 3634293099, 1684807879, 1684807876, 1684807875, 1684807871, 1684807873, 1684807869, 1684807878, 1684807884, 9522249297, 9522249298, 1684807882, 1684807881, 3634293100]",,civic,,,,,,,,,,,,,,,,,,,,,,,,,,sports_centre,weightlifting,"Maps4BW (LGL, www.lgl-bw.de)",,1. Kraftsportverein Durlach 1896 e.V.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156490990,"POLYGON ((8.4210249 49.0199365, 8.4210959 49.019943, 8.4211619 49.019949, 8.421167 49.0199495, 8.4211788 49.0198936, 8.4211737 49.0198932, 8.4211685 49.0198927, 8.4211197 49.0198882, 8.4210995 49.0198864, 8.4210367 49.0198807, 8.4210249 49.0199365))",building,,,,Karlsruhe,DE,11,76131,Klosterweg,,Ehemaliges Hausmeisterwohnhaus,https://ka.stadtwiki.net/Datei:Grabkapelle_-_W%C3%A4chterhaus_-_SO_-_20200706-105711.hk.jpg,,,,,1896,,"[1687365901, 7687418870, 1687365925, 1687365931, 1687365926, 7704767211, 1687365927, 1687365961, 7704767201, 1687365957, 1687365901]",Friedrich Hemberger;Hermann Hemberg,civic,2,,,,,,4,,,,half-hipped,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",gothic_revival,,2020,,,,,,,Oststadt,Staatliche Schlösser und Gärten Baden-Württemberg,,,,,,,,Kulturdenkmal von besonderer Bedeutung,lda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,house,Wächterhaus,,,,,,,,,,,,,,,,,,
way,156512558,"POLYGON ((8.4097198 49.0244401, 8.4096743 49.0243664, 8.4096987 49.0243599, 8.4097251 49.0243529, 8.4097515 49.0243459, 8.4097379 49.024324, 8.4097173 49.0242905, 8.4099302 49.0242339, 8.4099773 49.0243102, 8.4099523 49.0243168, 8.4099849 49.0243696, 8.4097198 49.0244401))",,CVJM Waldheim,,,Karlsruhe,DE,6,76131,Grabener Allee,,,,,,,,,,"[1687524999, 1687524997, 1687524996, 9792344425, 6634218774, 1687524993, 1687524991, 1687524990, 1687524995, 1687524994, 1687524998, 1687524999]",,civic,,,,,,,,,,,,,,,,,,,"Maps4BW (LGL, www.lgl-bw.de)",,,,,,,,,,,CVJM Karlsruhe e.V.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,156630045,"POLYGON ((8.4378616 49.0417408, 8.4378617 49.0417212, 8.4377773 49.0417212, 8.4377773 49.0416723, 8.4377773 49.0416234, 8.4380009 49.0416234, 8.4380009 49.0416723, 8.4380009 49.0416831, 8.4379426 49.0416831, 8.4379425 49.0417409, 8.4378616 49.0417408))",,,,,Karlsruhe,DE,15,76139,Theodor-Heuss-Allee,,,,,,,,,,"[1688642730, 1688642721, 1688642719, 7108650774, 1688642708, 1688642711, 7108650773, 1688642714, 1688642715, 1688642732, 1688642730]",,civic,1,,,,,,,,,,gabled,,,,,,,,"Maps4BW (LGL, www.lgl-bw.de)",,,,,,,,,,Waldstadt,,1,wood,,,,,,,,copper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,170002294,"POLYGON ((8.3840375 49.0010877, 8.3839653 49.0010909, 8.3839673 49.0011106, 8.3840395 49.0011075, 8.384042 49.001132, 8.3844018 49.001116, 8.3843861 49.0009631, 8.3843776 49.0008795, 8.3840178 49.0008954, 8.3840251 49.0009662, 8.3840375 49.0010877))",,Kubus,,,,,,,,,,,,,,,1997,,"[1269046075, 258529568, 8015986763, 8015986787, 258529571, 258529574, 7974962968, 258529575, 1227418034, 8015986762, 1269046075]",,civic,4,,,,,,,,,,,,,,,,,,,,,,17.3,,,,,,,,,glass,,,,,,,,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,laser measurement triangulation,,,,,,,,,,,,,,,,,
way,200988129,"POLYGON ((8.393219 49.0333256, 8.3937317 49.0333638, 8.3937857 49.0330521, 8.39356 49.0330353, 8.3935425 49.0331358, 8.3934353 49.0331278, 8.3934528 49.0330273, 8.3932731 49.0330139, 8.393219 49.0333256))",,Evangelische freikirchliche Gemeinde,yes,,Karlsruhe,DE,17,76149,Ohiostraße,,,,,https://www.efg-karlsruhe.de/,,,2012-06,place_of_worship,"[2109408194, 2109408201, 2109408204, 2599927186, 2599927199, 2599927333, 2599927378, 2109408199, 2109408194]",,civic,2,,,,,,,,,,flat,EFG,,,"Maps4BW, LGL, www.lgl-bw.de",,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,0,,,,,,,,,grass,,,,baptist,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,224089407,"POLYGON ((8.3831086 49.0004783, 8.3830875 49.0002718, 8.3830785 49.0001838, 8.3830862 49.0001835, 8.3830857 49.0001779, 8.383264 49.0001701, 8.3832646 49.0001756, 8.3836152 49.0001602, 8.3836115 49.0001238, 8.3836489 49.0001222, 8.3836857 49.0001206, 8.3836894 49.0001569, 8.3836938 49.0001567, 8.3836932 49.0001512, 8.3838685 49.0001435, 8.383869 49.000149, 8.3838937 49.0001479, 8.3839059 49.0002668, 8.3838812 49.0002679, 8.3838991 49.0004435, 8.3831086 49.0004783))",,Städtische Galerie,yes,,Karlsruhe,DE,27,76135,Lorenzstraße,,,,museum,http://www.staedtische-galerie.de/,,,1915,,"[2329237932, 1614904237, 8015986779, 8015986782, 21618894, 8015986780, 8015986781, 1247868005, 1614904079, 2329237930, 1614904076, 1247868150, 8015986791, 8015986790, 21618892, 8015986789, 8015986788, 1615805392, 1269046084, 2329237931, 2329237932]",Philipp Jakob Manz,civic,4.5,,,,,,yes,,"We-Fr 10:00-18:00; Sa, Su 11:00-18:00",,,,Q831411,,,,,,"Maps4BW, LGL, www.lgl-bw.de;Bing 2013",,,,26.0,+49 721 1334401,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,laser measurement triangulation,Lichthof 10,art,,,,,,,,,,,,,,,
