element_type,osmid,access,addr:city,addr:housenumber,addr:postcode,addr:street,amenity,capacity,capacity:disabled,capacity:women,contact:email,contact:phone,contact:website,fee,maxheight,name,opening_hours,operator,parking,geometry,wheelchair,addr:country,layer,maxweight,trailer,surface,bicycle,foot,vehicle,created_by,level,phone,description,entrance,horse,lit,traffic_sign,informal,note,smoothness,motorcycle,source,capacity:charging,check_date:opening_hours,bus,ref,maxspeed,access:description,park_ride,motorcar,fixme,capacity:charging:note,old_name,old_operator,website,owner,wheelchair:description,elevator,toilets:wheelchair,surveillance,payment:karlsruher,maxstay,operator:type,supervised,access:conditional,covered,building,motor_vehicle,agricultural,emergency,goods,hgv,tourist_bus,type,wikidata,wikipedia,start_date,customers,capacity:caravans,power_supply,sanitary_dump_station,nodes,parking:orientation,building:levels,source:geometry,surface:note,disused,check_date,source:addr,capacity:parent,brand,parking:condition,payment:coins,payment:maestro,payment:mastercard,payment:notes,payment:others,payment:v_pay,payment:visa,capacity:hgv,capacity:trailer,addr:housename,addr:suburb,ele,charge,payment:account_cards,payment:american_express,payment:debit_cards,payment:electronic_purses,payment:telephone_cards,parking:condition:area,parking:condition:area:customers,capacity:car_sharing,capacity:bus,landcover,access:note:de,capacity:private,parking:condition:default,parking:condition:time_interval,proposed:access,demolished:building,removed:office,fee:disabled,orientation,maxstay:conditional,fee:conditional,landuse,roof:material,roof:shape,parking:condition:maxstay,last_renovation,demolished:leisure,capacity:taxi,parking:condition:residents,capacity:note,operator:wikidata,leisure,fee:description,roof:levels,comment,location,parking:condition:capacity,access:customers,payment:contactless,payment:girocard,check_date:fee,capacity:conditional,capacity:short,indoor,lit:note,payment:bahncard,payment:credit_cards,room,source:capacity,alt_name,disused:bunker_type,disused:location,disused:military,disused:military:note,capacity:large,maxstay:monitoring,parking_space,mofa,moped,car,capacity:coach,service,hoops,car_sharing,source:outline,area,tunnel,paving_stones:shape,payment:cash,note:editor,capacity:bus:conditional,motor_vehicle:conditional,tourist_bus:conditional,ways,parking:condition:both
way,1062116096,,,,,,parking,5,,,,,,,,,,,street_side,"POLYGON ((8.3582757 49.044831, 8.3584413 49.0448589, 8.3584589 49.0448141, 8.3582933 49.0447861, 8.3582757 49.044831))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9757522404, 9757522405, 9757522406, 9757522407, 9757522404]",perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1064201881,yes,,,,,parking,,,,,,,no,,,,,surface,"POLYGON ((8.3617429 49.0018845, 8.3619862 49.0018481, 8.3622032 49.0018255, 8.3624888 49.0018212, 8.3627058 49.0018385, 8.3628591 49.001859, 8.3627221 49.001969, 8.3626169 49.0019599, 8.3625247 49.0019548, 8.3623928 49.0019541, 8.3622706 49.0019589, 8.3619928 49.001985, 8.3617799 49.0020213, 8.3617429 49.0018845))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9773866533, 9773866534, 9773866535, 9773866536, 9773866537, 9773866538, 9773866539, 9773866540, 9773866541, 9773866542, 9773866543, 9773866544, 9773866545, 9773866533]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1064369794,,,,,,parking,,,,,,,,,,,,street_side,"POLYGON ((8.3580602 49.0449094, 8.3580785 49.0448651, 8.3575364 49.0447687, 8.357518 49.0448132, 8.3580602 49.0449094))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rough outline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9775269664, 9775269665, 9775269666, 9775269667, 9775269664]",perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1064369795,,,,,,parking,,,,,,,,,,,,street_side,"POLYGON ((8.3580998 49.0447999, 8.3581183 49.0447537, 8.3575895 49.0446627, 8.357571 49.0447088, 8.3580998 49.0447999))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rough outline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9775269668, 9775269669, 9775269670, 9775269671, 9775269668]",perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1064376027,private,,,,,parking,,,,,,,,,,,,surface,"POLYGON ((8.3605523 49.0053163, 8.3605882 49.0052876, 8.3607437 49.0053621, 8.3607128 49.0053909, 8.3605523 49.0053163))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9775284592, 9775284593, 9775284594, 9775284595, 9775284592]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1064376028,private,,,,,parking,,,,,,,,,,,,surface,"POLYGON ((8.3605373 49.0052634, 8.3605852 49.0052836, 8.3607865 49.0051058, 8.3607407 49.0050829, 8.3605373 49.0052634))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9775284596, 9775284597, 9775284598, 9775284599, 9775284596]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1064452995,,,,,,parking,,,,,,,,,,,,,"POLYGON ((8.3584584 49.0074497, 8.3586657 49.0075494, 8.3587021 49.0075169, 8.3584948 49.0074171, 8.3584584 49.0074497))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[27047391, 27047390, 27047389, 27047387, 27047391]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1064452996,private,,,,,parking,,,,,,,,,,,,,"POLYGON ((8.3581696 49.007621, 8.3582056 49.0075891, 8.3583945 49.0076791, 8.3583598 49.0077089, 8.3581696 49.007621))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[27047392, 9775838400, 27047347, 27047346, 27047392]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1064452997,,,,,,parking,,,,,,,,,,,,,"POLYGON ((8.3590109 49.0076804, 8.359005 49.0076352, 8.3594161 49.0076066, 8.3595022 49.0075622, 8.3596552 49.0075109, 8.3596876 49.0075543, 8.3594224 49.0076531, 8.3590109 49.0076804))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[27047349, 9775838403, 9775838402, 9775838401, 27047352, 27047351, 27047350, 27047349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1064452998,,,,,,parking,,,,,,,,,,,,,"POLYGON ((8.3595938 49.0076972, 8.359785 49.007696, 8.3597843 49.0076499, 8.3595931 49.0076512, 8.3595938 49.0076972))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9775838404, 9775838405, 9775838406, 9775838407, 9775838404]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1064452999,,,,,,parking,,,,,,,,,,,,,"POLYGON ((8.3598624 49.0076454, 8.3599434 49.0076414, 8.3600104 49.0076335, 8.3600735 49.0076247, 8.3601478 49.0076099, 8.3601644 49.0076558, 8.3600433 49.0076777, 8.3599404 49.0076887, 8.3598749 49.0076925, 8.3598624 49.0076454))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[27047355, 9775838410, 9775838409, 9775838408, 27047363, 27047360, 27047358, 27047357, 27047356, 27047355]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1064453000,,,,,,parking,,,,,,,,,,,,,"POLYGON ((8.3593914 49.0072949, 8.3594746 49.0072299, 8.3599572 49.0075121, 8.3598689 49.0075771, 8.3593914 49.0072949))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9775838411, 9775838412, 9775838413, 9775838414, 9775838411]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1064453001,,,,,,parking,,,,,,,,,,,,,"POLYGON ((8.3595551 49.0071413, 8.3598667 49.0073272, 8.3598243 49.0073565, 8.359511 49.0071708, 8.3595551 49.0071413))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9775838415, 9775838416, 9775988817, 9775988818, 9775838415]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1064453002,,,,,,parking,,,,,,,,,,,,,"POLYGON ((8.3599231 49.007358, 8.3600783 49.0074509, 8.3600344 49.0074824, 8.3598792 49.0073896, 8.3599231 49.007358))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9775988819, 9775988820, 9775988821, 9775988822, 9775988819]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1064453003,,,,,,parking,,,,,,,,,,,,,"POLYGON ((8.3589882 49.0076239, 8.3593038 49.0073555, 8.3593835 49.0073539, 8.3590769 49.0076237, 8.3589882 49.0076239))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9775988823, 9775988824, 9775988825, 9775988826, 9775988823]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1064562038,private,,,,,parking,4,,,,,,,,Anwohnerparkplatz,24/7,,surface,"POLYGON ((8.4357911 49.0109598, 8.4356428 49.0109532, 8.4356379 49.0110012, 8.4357862 49.0110078, 8.4357911 49.0109598))",,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,"[9776942449, 9776942447, 9776942451, 9776942453, 9776942449]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1064562039,private,,,,,parking,3,,,,,,,,Anwohnerparkplatz,24/7,,surface,"POLYGON ((8.4356164 49.0109569, 8.4355178 49.0109525, 8.435513 49.0109982, 8.4356117 49.0110026, 8.4356164 49.0109569))",,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,"[9776942448, 9776942446, 9776942450, 9776942452, 9776942448]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1064938389,yes,,,,,parking,,,,,,,no,,,,,surface,"POLYGON ((8.325093 49.0041611, 8.3251577 49.0042519, 8.3253003 49.0042081, 8.3252464 49.0041166, 8.325093 49.0041611))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9780077034, 9780077035, 9780077036, 9780077037, 9780077034]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1070610314,private,,,,,parking,,,,,,,,,,,,surface,"POLYGON ((8.3691287 49.0177723, 8.3688375 49.017484, 8.36853 49.0176156, 8.3687906 49.0178575, 8.368868 49.0178245, 8.3689077 49.0178607, 8.3691287 49.0177723))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9825233874, 9825233875, 9825233876, 9825233877, 9825233878, 9825233879, 9825233874]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1072116567,customers,,,,,parking,,,,,,,no,,,,,surface,"POLYGON ((8.3711477 48.9812732, 8.3712694 48.9812735, 8.3712709 48.981225, 8.371279 48.9809662, 8.3712799 48.9809385, 8.3711487 48.9810185, 8.3711477 48.9812732))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9837357621, 9837357622, 10555388967, 10555388966, 9837357623, 9837357624, 9837357621]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1072116569,private,,,,,parking,,,,,,,,,,,,surface,"POLYGON ((8.3717723 48.9811677, 8.3719599 48.981293, 8.3720028 48.9812653, 8.3718153 48.98114, 8.3717723 48.9811677))",,,,,,grass_paver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9837357629, 9837357630, 9837357631, 9837357632, 9837357629]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1072116570,private,,,,,parking,3,,,,,,,,,,,street_side,"POLYGON ((8.3714496 48.9809082, 8.3715422 48.9809706, 8.3715926 48.9809385, 8.3715 48.980876, 8.3714496 48.9809082))",,,,,,grass_paver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9837357633, 9837357634, 9837357635, 9837357636, 9837357633]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1072841095,,,,,,parking,4,,,,,,,,,,,street_side,"POLYGON ((8.3663095 48.986491, 8.3664331 48.9864406, 8.3663967 48.9864025, 8.366273 48.9864532, 8.3663095 48.986491))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9842768881, 9842768882, 9842768883, 9842768884, 9842768881]",perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1072841096,,,,,,parking,4,,,,,,,,,,,street_side,"POLYGON ((8.3664569 48.9864298, 8.3665805 48.9863794, 8.3665441 48.9863413, 8.3664204 48.986392, 8.3664569 48.9864298))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9842768885, 9842768886, 9842768887, 9842768888, 9842768885]",perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1072841097,,,,,,parking,4,,,,,,,,,,,street_side,"POLYGON ((8.3668756 48.9862522, 8.3669992 48.9862018, 8.3669628 48.9861636, 8.3668391 48.9862144, 8.3668756 48.9862522))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9842768889, 9842768890, 9842768891, 9842768892, 9842768889]",perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1072841098,,,,,,parking,4,,,,,,,,,,,street_side,"POLYGON ((8.3670158 48.9861961, 8.3671394 48.9861457, 8.3671031 48.9861076, 8.3669793 48.9861583, 8.3670158 48.9861961))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9842768893, 9842768894, 9842768895, 9842768896, 9842768893]",perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1072841099,,,,,,parking,4,,,,,,,,,,,street_side,"POLYGON ((8.3671567 48.9861375, 8.3672803 48.9860871, 8.3672439 48.9860489, 8.3671202 48.9860997, 8.3671567 48.9861375))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9842768897, 9842768898, 9842768899, 9842768900, 9842768897]",perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1072841100,,,,,,parking,3,,,,,,,,,,,street_side,"POLYGON ((8.367302 48.9860783, 8.3673953 48.9860394, 8.3673584 48.9860012, 8.3672651 48.9860401, 8.367302 48.9860783))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9842768901, 9842768902, 9842768903, 9842768904, 9842768901]",perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1072841101,,,,,,parking,4,,,,,,,,,,,street_side,"POLYGON ((8.3675599 48.9859659, 8.3676835 48.9859155, 8.3676471 48.9858773, 8.3675234 48.9859281, 8.3675599 48.9859659))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9842768905, 9842768906, 9842768907, 9842768908, 9842768905]",perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1072841102,,,,,,parking,2,,,,,,,,,,,street_side,"POLYGON ((8.3674728 48.9860021, 8.367529 48.9859784, 8.3674956 48.9859388, 8.3674363 48.9859643, 8.3674728 48.9860021))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9842768909, 9842768910, 9842768911, 9842768912, 9842768909]",perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1072841103,,,,,,parking,4,,,,,,,,,,,street_side,"POLYGON ((8.3681021 48.9857373, 8.3682257 48.9856869, 8.3681893 48.9856487, 8.3680656 48.9856995, 8.3681021 48.9857373))",,,,,,grass_paver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9842768913, 9842768914, 9842768915, 9842768916, 9842768913]",perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1072841104,private,,,,,parking,4,,,,,,,,,,,street_side,"POLYGON ((8.3682393 48.9856801, 8.3683629 48.9856297, 8.3683265 48.9855915, 8.3682028 48.9856423, 8.3682393 48.9856801))",,,,,,grass_paver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9842774717, 9842774718, 9842774719, 9842774720, 9842774717]",perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1072841105,,,,,,parking,5,,,,,,,,,,,street_side,"POLYGON ((8.368401 48.9856115, 8.3685269 48.9855536, 8.368487 48.9855187, 8.3683656 48.9855784, 8.368401 48.9856115))",,,,,,grass_paver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9842774721, 9842774722, 9842774723, 9842774724, 9842774721]",perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1072841106,,,,,,parking,4,,,,,,,,,,,street_side,"POLYGON ((8.3685476 48.9855396, 8.3686479 48.9854704, 8.3685981 48.9854395, 8.3684978 48.985509, 8.3685476 48.9855396))",,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9842774725, 9842774726, 9842774727, 9842774728, 9842774725]",perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1076699651,private,,,,,parking,,,,,,,,,,,,,"POLYGON ((8.3581799 48.987214, 8.3577838 48.9867688, 8.3575878 48.986844, 8.357984 48.9872891, 8.3581799 48.987214))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9873290956, 9873290957, 9873290958, 9873290959, 9873290956]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1076699652,private,,,,,parking,,,,,,,,,,,,surface,"POLYGON ((8.3567034 48.9872877, 8.3573977 48.9872886, 8.3573995 48.9871263, 8.3567039 48.9871211, 8.3567036 48.9872177, 8.3567034 48.9872877))",,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9873290960, 9873290961, 9873290962, 9873290963, 26128533, 9873290960]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1076699653,yes,,,,,parking,,,,,,,no,,,,,street_side,"POLYGON ((8.3566845 48.98703, 8.3567384 48.9870297, 8.3567403 48.9867893, 8.3566822 48.9867898, 8.3566845 48.98703))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9873290964, 9873290965, 9873290966, 9873290967, 9873290964]",perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1077275078,yes,,,,,parking,,,,,,,no,,,,,street_side,"POLYGON ((8.3602403 48.9874853, 8.3588183 48.987481, 8.358819 48.9874314, 8.3602428 48.9874408, 8.3602403 48.9874853))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9877656338, 9877656339, 9877656340, 9877656341, 9877656338]",perpendicular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1078316250,private,,,,,parking,,,,,,,,,,,,surface,"POLYGON ((8.3660336 49.0005026, 8.3659336 49.0004542, 8.3657709 49.0003754, 8.3661062 49.0000737, 8.3663746 49.0001988, 8.3660336 49.0005026))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9885942950, 1347804868, 1347805067, 9885942951, 9885942952, 9885942950]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1078316255,private,,,,,parking,,,,,,,,,,,,surface,"POLYGON ((8.3663513 49.0001562, 8.3666864 48.9998553, 8.3667471 48.9998844, 8.3664119 49.0001852, 8.3663513 49.0001562))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9885942962, 9885942963, 9885942964, 9885942965, 9885942962]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1079439133,private,,,,,parking,,,,,,,,,Hauptbahnhof P4,24/7,Contipark Parkgaragen GmbH,surface,"POLYGON ((8.401937 48.9945979, 8.4019738 48.9945342, 8.4022092 48.9945927, 8.4021724 48.9946564, 8.401937 48.9945979))",,,,,,,,,,,,,,,,,,,,,,,,,,P4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9894950274, 9894950273, 9894950272, 9894950271, 9894950274]",,,,,,,,,DB BahnPark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
