element_type,osmid,amenity,name,wheelchair,geometry,addr:city,addr:housenumber,addr:postcode,addr:street,alt_name,contact:email,contact:fax,contact:phone,contact:website,fixme,isced:level,website,grades,phone,addr:country,description,addr:suburb,note,operator,operator:type,school,school:de,email,fee,start_date,old_name,nodes,source,wikidata,wikipedia,polling_station,building,fax,building:levels,check_date,toilets:wheelchair,area,education,roof:levels,roof:shape,network,school:DE,name:etymology:wikidata,addr:subdistrict,name:en,name:fr,capacity,official_name,landuse,short_name,source:geometry,opening_hours,ways,type
way,860028045,school,Südendschule,,"POLYGON ((8.3880802 48.9982561, 8.3880726 48.998183, 8.3880433 48.997902, 8.3880369 48.997841, 8.388005 48.997535, 8.3881657 48.9975278, 8.3881606 48.9974795, 8.3891191 48.9974364, 8.3891462 48.9976963, 8.3891518 48.9977502, 8.3891745 48.9979676, 8.3891974 48.998187, 8.3892023 48.9982338, 8.3892248 48.99845, 8.3891831 48.9984519, 8.389024 48.998459, 8.3890207 48.998427, 8.3886687 48.9984428, 8.3886696 48.9984515, 8.3885915 48.998455, 8.3885906 48.9984463, 8.388263 48.998461, 8.3882664 48.998493, 8.3881057 48.9985003, 8.3880802 48.9982561))",,,,,Südend-Grundschule,,,,http://www.suedendschule.de/,,1,,,,,,,,Stadt Karlsruhe,public,,Grundschule,,,1912,,"[1133821551, 1133821531, 1133821534, 1133821568, 1133821559, 1133821511, 8015986736, 8015986735, 1133821544, 1133821514, 1133821562, 1133821542, 1133821566, 8015986734, 1133821545, 1133821558, 1133821510, 1133821554, 1133821569, 1133821529, 1133821518, 25236162, 1133821525, 8015986737, 1133821551]",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,901598099,school,Grundschule am Wasserturm,,"POLYGON ((8.4171857 49.0032628, 8.4172007 49.0029208, 8.417207 49.0027759, 8.4176032 49.0028074, 8.4177734 49.002821, 8.4178412 49.0028264, 8.4179793 49.0030245, 8.4178933 49.0030512, 8.4179081 49.0030714, 8.4179374 49.0031123, 8.4179715 49.0031627, 8.4175631 49.0033217, 8.4172936 49.0034267, 8.4171788 49.0034205, 8.4171834 49.0033159, 8.4171848 49.0032833, 8.4171857 49.0032628))",,,,,,,,,,,1,,,,,,,Offizielle Umbenennung zum Schuljahr 2014/15,Stadt Karlsruhe,public,primary,Grundschule,,,2013-12-02,Grundschule Südstadt-Ost,"[4130612059, 2036602669, 2036602658, 3866732273, 3694474721, 2036602666, 2036602687, 8375327781, 8593473819, 8593473835, 8375327780, 8375327776, 8375327779, 8375327778, 8375327775, 8375327717, 4130612059]",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,975389538,school,,,"POLYGON ((8.4835806 49.0043449, 8.4844015 49.0048533, 8.4852879 49.0042553, 8.4849723 49.0039965, 8.4850817 49.0039276, 8.4848209 49.0037242, 8.4846175 49.0038553, 8.4845597 49.0038939, 8.4843983 49.0037962, 8.4835806 49.0043449))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[9026236128, 9026236129, 9026236130, 9026236131, 9026236132, 9026236133, 1636623608, 1702969179, 9026236134, 9026236128]",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1000287731,school,,,"POLYGON ((8.3795994 48.988825, 8.3796097 48.9888439, 8.3792217 48.9889434, 8.3792005 48.9889041, 8.3790438 48.9886223, 8.3790678 48.988516, 8.3789743 48.988364, 8.3791811 48.9883143, 8.3792211 48.988382, 8.3794702 48.9883207, 8.3794545 48.9882932, 8.380038 48.9881435, 8.3804291 48.9884808, 8.3803318 48.9885268, 8.3801227 48.9883697, 8.3798022 48.9885347, 8.3799191 48.9887541, 8.3799062 48.9887574, 8.3795994 48.988825))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[9233190145, 9233190146, 9233190147, 9233190148, 9233190149, 9233190150, 9233190151, 9233190152, 9233190153, 9233190154, 9233190155, 9233190156, 2916492052, 3467388380, 9233190144, 2916470002, 9937204335, 9233190159, 9233190145]",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1026132871,school,Freie Aktive Schule Karlsruhe,,"POLYGON ((8.3920726 49.0544593, 8.392043 49.0541805, 8.3929086 49.0542356, 8.3928955 49.0542491, 8.3928751 49.0542612, 8.3927011 49.0543478, 8.3926788 49.054505, 8.3920726 49.0544593))",Karlsruhe,3,76149,Hermann-Höpker-Aschoff-Straße,,buero@faska.de,,+49 721 7509043,https://www.faska.de/,,,https://faska.de,1.-10,,,,,,Freie Aktive Schule Karlsruhe e.V.,,,,,,,,"[3749161070, 7174986475, 3749161076, 3749161075, 3749161074, 3749161073, 3749161072, 3749161070]",,,,,,,,,,,,,,,,,,,,,,,,,Mo-Fr 08:00-13:00,,
way,1027110481,school,Marylandschule,,"POLYGON ((8.387966 49.0274525, 8.3879127 49.0272118, 8.3882874 49.0271744, 8.3881054 49.02639, 8.3881774 49.0263765, 8.3881751 49.0263503, 8.3881298 49.026129, 8.3886188 49.0260766, 8.3885873 49.0259002, 8.388648 49.0258917, 8.3884749 49.0250866, 8.3883869 49.0250948, 8.3882756 49.024577, 8.389627 49.0244521, 8.3897954 49.0252353, 8.3898467 49.0252291, 8.390052 49.026158, 8.3894788 49.0262242, 8.3894845 49.0262524, 8.3894511 49.0262557, 8.3896087 49.0269715, 8.3896535 49.0272062, 8.3895146 49.0272759, 8.3893134 49.0275332, 8.3887687 49.0275782, 8.3884778 49.027405, 8.387966 49.0274525))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[9469395715, 9469395716, 9469420817, 9469420818, 312373769, 9469383464, 9469383465, 9469420819, 1723015574, 1723015571, 1723015522, 1280093038, 1280093039, 1280093041, 1723015527, 9469420820, 9469420821, 9941926467, 9469383462, 9469420831, 9469420825, 9469420826, 9469420827, 9469420828, 9469420829, 9469420830, 9469395715]",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1030987505,school,,,"POLYGON ((8.4539103 48.9922041, 8.4538064 48.9921831, 8.4537659 48.9921612, 8.4536421 48.9919687, 8.4535084 48.9917555, 8.4536831 48.9916403, 8.4541 48.991158, 8.4549253 48.9909357, 8.4549925 48.9910399, 8.4551093 48.99101, 8.455223 48.9912081, 8.4544808 48.9914127, 8.4546805 48.9917254, 8.4551393 48.9917736, 8.4551911 48.9918335, 8.4554979 48.9923052, 8.4547401 48.992501, 8.4544512 48.9920757, 8.4539103 48.9922041))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[1333598915, 1333598834, 1333598907, 1662156256, 1333598836, 9503248486, 9503248487, 9503248488, 9503248489, 9503248490, 9503248491, 9503248492, 9503248493, 9503248494, 8626064193, 1333598884, 1333598866, 1333598851, 1333598915]",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1042986149,school,Schule im Lustgarten,,"POLYGON ((8.4777815 48.9655282, 8.478048 48.9656356, 8.4782362 48.9657965, 8.4784747 48.9656741, 8.4785414 48.9656198, 8.4785976 48.9655569, 8.4786902 48.9654514, 8.4788089 48.9653613, 8.4781527 48.9650678, 8.4777367 48.9654858, 8.4777815 48.9655282))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[9600130905, 9600130906, 9600130907, 9600130891, 9600130895, 9600130890, 9600130889, 9600130888, 9600130908, 9600130909, 9600130905]",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1050020853,school,,,"POLYGON ((8.4772425 49.004102, 8.4772437 49.0040754, 8.4772095 49.0040746, 8.477226 49.0036226, 8.4780367 49.003735, 8.4780036 49.0041163, 8.4772425 49.004102))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[9649498638, 9649498639, 9649498640, 9649498641, 9649498642, 9649498643, 9649498638]",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1056454306,school,Grundschule Wolfartsweier,,"POLYGON ((8.4512333 48.9737155, 8.4512256 48.973445, 8.451205 48.9731357, 8.4511603 48.9727765, 8.4511878 48.9726954, 8.4513038 48.9726578, 8.4514099 48.9726774, 8.4519987 48.9733462, 8.4519005 48.9733932, 8.4519322 48.9734271, 8.4512333 48.9737155))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[9707322417, 9707373094, 9707373089, 9707373090, 9707373091, 9707373092, 9707373093, 9707322425, 9707322424, 9707322423, 9707322417]",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1085014308,school,Heisenberg-Gymnasium,,"POLYGON ((8.390052 49.026158, 8.3901208 49.0264409, 8.3902186 49.0266666, 8.3904102 49.0269871, 8.390206 49.027174, 8.3901419 49.0271632, 8.3899785 49.0271581, 8.3898117 49.0271733, 8.3896535 49.0272062, 8.3894511 49.0262557, 8.3894845 49.0262524, 8.3894788 49.0262242, 8.390052 49.026158))",,,,,,,,,,,,https://www.heisenberg-gymnasium.de/,,,,,,,,,,,,,,,"[9469420821, 9941926482, 9941926483, 9941926484, 9941926485, 9941926486, 9941926487, 9941926488, 9469420826, 9469420831, 9469383462, 9941926467, 9469420821]",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1091275075,school,Heinz-Barth Schule Wettersbach,,"POLYGON ((8.4769475 48.9540304, 8.4769158 48.9535778, 8.4768208 48.95358, 8.4767662 48.9530922, 8.4768 48.9530348, 8.4769104 48.9530047, 8.4772381 48.9529452, 8.477805 48.9528619, 8.4778605 48.9533867, 8.4778948 48.9533856, 8.4779735 48.9539825, 8.4770783 48.9540243, 8.4769475 48.9540304))",,,,,,,,,,,,https://www.heinz-barth-schule.de/,,,,seit 2011 wieder reine Grundschule,,,,,,,,,,,"[9995106311, 9995106312, 9995106313, 9995106314, 9995106315, 9995106316, 9995173217, 9995173218, 9995173219, 9995173220, 9995173221, 9995173223, 9995106311]",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1110749962,school,Grundschule Grünwinkel,,"POLYGON ((8.3532298 48.9994207, 8.3527242 48.998807, 8.353094 48.9986855, 8.3531279 48.9987278, 8.3541662 48.9983563, 8.3543979 48.9990221, 8.3532298 48.9994207))",,,,,,,,,,,,https://www.gs-gruenwinkel.de/,,,,,,,,,,,,,,,"[10162116925, 10162116926, 10162116928, 10162116929, 10162116927, 10162116924, 10162116925]",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1126353072,school,Werner-von-Siemens-Schule,,"POLYGON ((8.3684234 49.0313793, 8.3684753 49.0314078, 8.3695534 49.0313957, 8.3695551 49.0313441, 8.3697844 49.0313419, 8.3697767 49.031076, 8.3697729 49.0307035, 8.3685004 49.0307492, 8.3684183 49.0307843, 8.3684234 49.0313793))",Karlsruhe,2,76187,Anebosweg,,,,,,,,https://www.wvs-ka.de/,,,DE,,,,,,,,,,,,"[10299195302, 10299195303, 10299195304, 10299195305, 10299195306, 8568807038, 8568807039, 10299195307, 10299195308, 10299195302]",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1165332554,school,,,"POLYGON ((8.4385148 49.013989, 8.4385145 49.014012, 8.4385259 49.0140274, 8.4385447 49.0140397, 8.4385742 49.0140444, 8.4387492 49.0140445, 8.4387492 49.0140021, 8.4392135 49.0140024, 8.439515 49.0140026, 8.4395146 49.0140394, 8.4397345 49.0140404, 8.4397349 49.0139941, 8.4397873 49.0139944, 8.4398416 49.0139946, 8.4398411 49.0140409, 8.4402966 49.0140429, 8.4406207 49.0140443, 8.4411149 49.0140423, 8.441347 49.0140137, 8.4414589 49.0139786, 8.4416588 49.013873, 8.4414194 49.0136527, 8.4409481 49.0132324, 8.4408065 49.0133575, 8.4401859 49.0133584, 8.4401789 49.0131352, 8.439875 49.0131351, 8.4388976 49.0131424, 8.4388589 49.0132972, 8.4385148 49.013989))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[10839193246, 7126700925, 7126700926, 7126700927, 7126700928, 7126700929, 7126700930, 6501795642, 7126700923, 7126700922, 6501795636, 7126700919, 6019216675, 7126700921, 7126700920, 6501795637, 6439649587, 6439649589, 6439649590, 6439649591, 6439649592, 6439649593, 7214939602, 7214939603, 7214939604, 7214939605, 5210819564, 10839193254, 10839193243, 10839193246]",,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,1493673,school,Weiherwaldschule,,"POLYGON ((8.3921094 48.9803072, 8.3922215 48.9802548, 8.3923339 48.9803585, 8.3922213 48.9804111, 8.3923003 48.9804839, 8.3928368 48.9802333, 8.3927591 48.9801616, 8.3926428 48.9802159, 8.3925311 48.9801129, 8.3926466 48.9800589, 8.3925649 48.9799836, 8.3920297 48.9802337, 8.3921094 48.9803072), (8.3924613 48.980144, 8.3925713 48.9802454, 8.3924028 48.9803242, 8.3922928 48.9802228, 8.3924613 48.980144))",Karlsruhe,,,,,,,,,,,,,,,,,,,,,,,,,,"[[[1213522159, 1213522130, 1213522099, 1213522012, 1213522216, 1213522190, 1213522078, 1213522056, 1213522075, 1213522157, 1213522173, 1213522132, 1213522159], [1213522164, 1213522198, 1213522138, 1213522118, 1213522164]]]",,,,,school,,2,,,,,0,,,,,,,,,,,,,,"[105301376, 105301373]",multipolygon
relation,4151078,school,,,"POLYGON ((8.3406465 49.0330073, 8.3403494 49.0333057, 8.3412421 49.0336878, 8.3417134 49.0332145, 8.3412918 49.033034, 8.3412744 49.0330266, 8.3412569 49.0330184, 8.3408207 49.0328324, 8.3406709 49.0329828, 8.3406523 49.0330015, 8.3406465 49.0330073))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[[[3160269748, 2949626239, 2949626240, 2949626237, 3160269744, 3160269742, 3160269745], [3160269745, 2949626238, 3160269747], [3160269747, 3175272623, 3160269748]]]",,,,,,,,,,,,,,,,,,,,,,,,,,"[291501752, 310583925, 310583926]",multipolygon
relation,6260880,school,Fichte-Gymnasium,,"MULTIPOLYGON (((8.3933573 49.0064476, 8.39329 49.0063616, 8.3931276 49.0064162, 8.3930192 49.0064527, 8.3930252 49.0064603, 8.3927674 49.0065471, 8.3927603 49.006538, 8.3926378 49.0065792, 8.3925301 49.0066154, 8.3925986 49.0067031, 8.3927063 49.0066669, 8.3928501 49.0068508, 8.3930223 49.0069788, 8.3931612 49.0070751, 8.3934516 49.0072408, 8.3936047 49.0072252, 8.3937751 49.0072221, 8.3937404 49.006984, 8.3936725 49.0069861, 8.3936741 49.0068888, 8.3936741 49.0067728, 8.3935573 49.0067759, 8.3935599 49.0065408, 8.3934801 49.0064327, 8.3933737 49.0064685, 8.3933573 49.0064476)), ((8.3938597 49.0061842, 8.3939229 49.0062652, 8.3939388 49.0062854, 8.3940293 49.0064026, 8.3943749 49.0062877, 8.3943607 49.0061466, 8.3943473 49.0060221, 8.3943046 49.0060364, 8.3938597 49.0061842)))",Karlsruhe,12-16,76133,Sophienstraße,,,,,http://www.fichte-gymnasium.de/,,2;3,,,,DE,,,,Stadt Karlsruhe,public,secondary,Gymnasium,,,,,"[[[3380371336, 3380371340, 3380371339, 4210832307, 4210832306, 3380371338, 1252448380, 3380371342, 3380371336], [1251810377, 1252448434, 1056636259, 1252448566, 1252448388, 1252448442, 1252448536, 1251810310, 1252448405, 1252448459, 1252448507, 1056636243, 1726647520, 1726647525, 1726647533, 1726647528, 1726647530, 1726647523, 1726647521, 1726647518, 1726647501, 1726647499, 1726647489, 3491843827, 1252448560, 1251810377]]]",,Q1410909,,,,,,,,,,,,,,,,,,,,,,,,"[421303746, 160614497]",multipolygon
