element_type,osmid,geometry,amenity,denomination,name,religion,addr:city,addr:housenumber,addr:postcode,addr:street,contact:email,contact:phone,official_name,website,addr:country,wheelchair,level,source,toilets:wheelchair,addr:suburb,description:covid19,opening_hours:covid19,operator,phone,service_times,short_name,contact:website,start_date,check_date,description:de,historic,image,building,wheelchair:description,description,email,operator:type,place_of_worship,access,nodes,architect,heritage,heritage:operator,ref:lda,wikidata,alt_name,building:levels,construction:start_date,roof:shape,source:geometry,wikipedia,fax,opening_hours,patron_saint,wheelchair:description:de,wikimedia_commons,building:architecture,contact:fax,heritage:description,tomb,building:material,roof:levels,roof:material,fixme,source:addr,architect:wikidata,architect:wikipedia,old_name,building:colour,roof:colour,source_ref:url,url,denomination:de,addr:source,height,disused:amenity,source:outline,old_operator,old_owner,owner,building:part,loc_name,indoor,name:de,ref,room,ways,type
way,99627059,"POLYGON ((8.3639836 48.9845364, 8.3638381 48.9843789, 8.3637201 48.9844222, 8.3636453 48.9844496, 8.3636476 48.9846138, 8.3637307 48.9846133, 8.363731 48.9846027, 8.3637773 48.9846017, 8.3638428 48.9846016, 8.363927 48.9846016, 8.3639836 48.9845364))",place_of_worship,new_apostolic,Neuapostolische Kirche,christian,Karlsruhe,13,76189,Wilhelm-Leuschner-Straße,,,,,DE,,,,,,,,,,,,,,,,,,yes,,,,,,,"[1151965492, 1151965419, 9501625130, 1151965512, 1151965473, 1151965507, 1151965566, 9761619482, 9761619483, 1151965589, 1151965492]",,,,,,,,,,,,,,,,,,,,,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,
way,100485277,"POLYGON ((8.3466546 49.0330374, 8.3467085 49.033004, 8.3467014 49.0329991, 8.3467516 49.032968, 8.3467594 49.0329733, 8.3468451 49.0329202, 8.3467918 49.0328833, 8.3467433 49.0328496, 8.3465535 49.0329673, 8.3466132 49.0330086, 8.3466546 49.0330374))",place_of_worship,protestant,Kirche,christian,,,,,,,,,,,,LA Karlsruhe,,,,,,,,,,,,,,,yes,,,,,,,"[1161625086, 1161625213, 1161625256, 1161625170, 1161625148, 1161625127, 1161625128, 1161625177, 1161625266, 1161625104, 1161625086]",,,,,,,2,,hipped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,102417513,"POLYGON ((8.4527173 49.0287832, 8.4527332 49.0287845, 8.4527469 49.0287898, 8.452756 49.0287984, 8.452759 49.0288086, 8.4527553 49.0288188, 8.4527456 49.0288271, 8.4527314 49.0288319, 8.4527086 49.0288347, 8.4526872 49.0288554, 8.4525828 49.0288684, 8.4525806 49.0288608, 8.4524704 49.0288746, 8.4524483 49.0287985, 8.4524684 49.028796, 8.4524509 49.0287355, 8.4523556 49.0287474, 8.4523183 49.0286187, 8.4524585 49.0286012, 8.4524878 49.028573, 8.4524896 49.0285728, 8.4525077 49.0285706, 8.4524961 49.0285309, 8.4527896 49.0284943, 8.4528088 49.0285606, 8.4528126 49.0285734, 8.4528034 49.0285822, 8.4527785 49.0285853, 8.4527911 49.0286287, 8.4526041 49.0286521, 8.4526448 49.0287922, 8.4526886 49.0287867, 8.4527173 49.0287832))",place_of_worship,roman_catholic,St. Nikolaus von der Flüe,christian,Karlsruhe,9,76139,Waldeckstraße,,,,http://st-hedwig-karlsruhe.de,DE,,,,,Hagsfeld,,,"Seelsorgeeinheit St. Raphael, Karlsruhe Nord-Ost",,,,,1976,,,,,church,,,,,,,"[1182738405, 1182738392, 6037608290, 1182738361, 6037608291, 1182738374, 6037608292, 1182738377, 1182738372, 1182738397, 6037608318, 6037608319, 1182738388, 6037608317, 6037608316, 1182738399, 1182738396, 1182738390, 1182738407, 1182738387, 6037608312, 1182738404, 6037608315, 1182738389, 6037608306, 1182738395, 1182738394, 1182738403, 1182738369, 1182738375, 1182738406, 6037608298, 1182738405]",,,,,,Bruder Klaus,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,103573224,"POLYGON ((8.4515902 48.9755015, 8.4518109 48.9755617, 8.4518196 48.9755479, 8.4519044 48.975571, 8.451926 48.9755369, 8.4519441 48.9755418, 8.4519746 48.9754948, 8.4519069 48.9754767, 8.4519133 48.9754663, 8.4518824 48.9754575, 8.4518502 48.9754483, 8.4517351 48.9754169, 8.4517257 48.9754318, 8.4516478 48.9754105, 8.4515902 48.9755015))",place_of_worship,protestant,Evangelische Jakobskirche,christian,Karlsruhe,17,76228,Wettersteinstraße,,,,,DE,yes,,LA-KA,,Wolfartsweier,,,,,,,,,,,,,yes,,,,,,,"[1195890745, 1195890761, 1195890727, 1195890768, 1195890741, 1195890740, 1195890780, 9707464876, 1195890749, 8948632659, 9707464877, 1195890725, 1195890767, 1195890765, 1195890745]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104478491,"POLYGON ((8.3915345 48.9873158, 8.3915727 48.9873307, 8.3915541 48.9873511, 8.391608 48.9873722, 8.3916266 48.9873517, 8.3916745 48.9873705, 8.3918032 48.9872291, 8.3916633 48.9871743, 8.3915345 48.9873158))",place_of_worship,new_apostolic,Neuapostolische Kirche,christian,Karlsruhe,7,76199,Donaustraße,,,,,DE,no,,,,,,,,,,,,,,,,,yes,,,,,,,"[1205497724, 1420346562, 1420346566, 1420346570, 1420346567, 1205496716, 1205496956, 1205497230, 1205497724]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,104685112,"POLYGON ((8.4537463 48.9781657, 8.4538064 48.9781039, 8.4537785 48.9780922, 8.4538429 48.978026, 8.4538722 48.9780383, 8.4539003 48.9780094, 8.4538414 48.9779847, 8.4538725 48.9779528, 8.4539099 48.9779685, 8.4539437 48.9779687, 8.4539681 48.9779437, 8.4540056 48.9779594, 8.4539675 48.9779986, 8.4540151 48.9780186, 8.4540689 48.9779633, 8.454166 48.978004, 8.4541092 48.9780624, 8.4541523 48.9780805, 8.4541975 48.9780995, 8.4541219 48.9781772, 8.4541364 48.9781832, 8.4541084 48.9782121, 8.4540914 48.978205, 8.4540186 48.9782798, 8.4537463 48.9781657))",place_of_worship,catholic,St. Margaretha,christian,Karlsruhe,13,76228,Hörgelstraße,,,,,DE,no,,LA-KA,,Wolfartsweier,,,,,,,,,,,,,yes,,,,,,,"[1207493129, 1207493291, 1207492169, 1207492429, 1207492681, 1207492980, 1207493252, 1207492144, 1207492479, 1207492508, 1207492473, 1207492729, 1207493023, 1207493304, 1207492195, 1207492457, 1207492695, 1207492760, 1207493085, 1207492057, 1207492146, 1207492400, 1207493070, 1207492051, 1207493129]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,105033835,"POLYGON ((8.5046594 48.9672953, 8.5047667 48.9673319, 8.5047404 48.9673637, 8.5046421 48.9674827, 8.5045358 48.9674448, 8.5046594 48.9672953))",place_of_worship,mennonite,Mennonitengemeinde Karlsruhe-Thomashof,christian,,,,,,,,,,,,LA-KA,,,,,,,,,http://mennoniten-karlsruhe.de/,,,,,,church,,,,,,,"[4665353946, 4665353945, 4665353942, 1210861373, 1210860874, 4665353946]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,105633167,"POLYGON ((8.3866985 49.0193814, 8.3866433 49.0193425, 8.386644 49.0192857, 8.3866999 49.0192486, 8.3867001 49.0192352, 8.3867169 49.0192254, 8.3867789 49.0192257, 8.3867914 49.0192352, 8.3867912 49.0192503, 8.3868468 49.0192868, 8.3868461 49.0193436, 8.3867897 49.0193819, 8.3867896 49.0193899, 8.3868107 49.0194061, 8.3868197 49.0194062, 8.386829 49.0194063, 8.3868515 49.0193883, 8.3868516 49.0193825, 8.3869389 49.019383, 8.3869388 49.0193888, 8.3869604 49.0194071, 8.3869689 49.0194072, 8.3869685 49.019433, 8.38696 49.019433, 8.386921 49.0194575, 8.386921 49.0194626, 8.3868656 49.0194622, 8.3868657 49.0194572, 8.3868287 49.0194321, 8.3868194 49.019432, 8.3868107 49.019432, 8.386789 49.0194463, 8.3867889 49.0194574, 8.3867675 49.019469, 8.3867431 49.0194688, 8.3867185 49.0194687, 8.3866976 49.0194573, 8.3866977 49.0194462, 8.3866752 49.0194311, 8.3866662 49.019431, 8.3866665 49.0194052, 8.3866753 49.0194052, 8.3866984 49.0193908, 8.3866985 49.0193814))",place_of_worship,christ_scientist,Erste Kirche Jesu Christi - Wissenschafter Karlsruhe,christian,Karlsruhe,1,76133,Michiganstraße,,,,,DE,no,,,,,,,,,,,,,,,,,church,,,,,,,"[1216440220, 1216440110, 1216440158, 1216440185, 1216440210, 1216440161, 1216440188, 1216440212, 1216440246, 1216440191, 1216440213, 1216440089, 1216440140, 1216440215, 1216440109, 1216440138, 1216440156, 1216440169, 1216440214, 1216440218, 1216440091, 1216440106, 1216440114, 1216440144, 1216440223, 1216440095, 1216440133, 1216440147, 1216440183, 1216440143, 1216440194, 1216440172, 1216440165, 1216440197, 25947810, 1216440104, 1216440244, 1216440166, 1216440116, 1216440145, 1216440117, 1216440107, 1216440094, 1216440220]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,107536259,"POLYGON ((8.4770064 48.999352, 8.4768823 48.9994166, 8.4768738 48.9994096, 8.4767275 48.9994857, 8.4767032 48.9994656, 8.476689 48.999473, 8.476674 48.9994717, 8.4766408 48.9994448, 8.4766429 48.9994349, 8.476657 48.9994276, 8.476633 48.9994077, 8.4767761 48.9993332, 8.476767 48.9993256, 8.4768944 48.9992594, 8.4769449 48.9993011, 8.4770064 48.999352))",place_of_worship,,Neuapostolische Kirche,christian,,17,76227,Karl-Weysser-Straße,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,"[1235774706, 6482402292, 6482402293, 1235774730, 6482402296, 6482402294, 6482402290, 6482402291, 6482402295, 6482402297, 1235774713, 6482402299, 6482402298, 1235774704, 10570894552, 1235774706]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,108254641,"POLYGON ((8.3432943 49.0313674, 8.3432693 49.0313888, 8.3432582 49.0313827, 8.3432685 49.0313743, 8.3432572 49.0313685, 8.3431867 49.0313319, 8.3431087 49.0312913, 8.3430956 49.0312844, 8.3430849 49.0312945, 8.3430726 49.0312889, 8.343142 49.0312281, 8.3431976 49.0311793, 8.3432572 49.03113, 8.3433095 49.0310869, 8.3433339 49.0310767, 8.3433669 49.0310684, 8.343399 49.0310659, 8.3434229 49.031067, 8.3434507 49.031071, 8.3434805 49.0310847, 8.3435086 49.0311095, 8.3435203 49.0311307, 8.3435259 49.0311556, 8.3435194 49.0311789, 8.3435061 49.0311934, 8.3432943 49.0313674))",place_of_worship,,Heilig Kreuz,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,"[1242366470, 1242366839, 1242366396, 1242366768, 7667619512, 3160277677, 7667619511, 1242366283, 1242366682, 1242366204, 7671627006, 1242366847, 1242366256, 1242366609, 1242366951, 1242366519, 1242366878, 1242366829, 1242366443, 1242366808, 1242366354, 1242366733, 1242366240, 1242366652, 1242367001, 1242366470]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 m,,,,,,,,,,,,,
way,108340705,"POLYGON ((8.3439507 49.0291546, 8.344074 49.0291012, 8.3441898 49.0292162, 8.3440665 49.0292696, 8.3439507 49.0291546))",place_of_worship,new_apostolic,Neuapostolische Kirche,christian,Karlsruhe,10,76187,Stiller Winkel,,,,https://www.nak-karlsruhe.de/karlsruhe-knielingen,DE,yes,,,,,,,,,,,,,,,,,yes,,,,,,,"[1243338087, 1243338156, 1243338245, 1243338102, 1243338087]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109312514,"POLYGON ((8.3922759 49.0081109, 8.3920598 49.0081516, 8.3920314 49.0081219, 8.391999 49.0080868, 8.3919466 49.0080405, 8.3920156 49.0080137, 8.3920501 49.0080471, 8.3920778 49.0080815, 8.3921069 49.0081142, 8.3921286 49.0081091, 8.3921159 49.0080832, 8.3923443 49.0080399, 8.3923115 49.0080015, 8.3923898 49.0079762, 8.3924712 49.0080713, 8.3922759 49.0081109))",place_of_worship,sunni,Hagia Sophia Moschee,muslim,Karlsruhe,25b,76133,Hirschstraße,,,,,,,,,,,,,,+49 721 1519397,,,,,,,,,yes,,,,,,,"[3664415987, 3664415986, 3664416000, 1251737389, 1251737242, 1251737134, 1251737335, 4718421723, 1251737201, 1251737093, 1251737117, 1251737513, 1251737320, 1251737230, 3664415989, 3664415987]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109714985,"POLYGON ((8.3879941 49.0094955, 8.3881293 49.0094862, 8.3881936 49.0094818, 8.3882688 49.0094766, 8.388241 49.0093091, 8.3879902 49.0093237, 8.3880074 49.0094523, 8.387986 49.0094541, 8.3879941 49.0094955))",place_of_worship,,Christliche Gemeinde Karlsruhe,christian,Karlsruhe,44a,76133,Reinhold-Frank-Straße,,,,https://www.cg-karlsruhe.de/,DE,,,,,,,,,,,,,,,,,,yes,,,kontakt@cg-karlsruhe.de,,,,"[1255265909, 1741508348, 2920177443, 1255265469, 1255265961, 1255265419, 1255265887, 1255265634, 1255265909]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109726809,"POLYGON ((8.3871276 49.0111198, 8.3871291 49.0111493, 8.3871435 49.011149, 8.3871441 49.0111617, 8.3871296 49.011162, 8.3871319 49.0112087, 8.3871478 49.0112083, 8.3871495 49.0112421, 8.3871638 49.0112418, 8.3871644 49.0112548, 8.3872088 49.01128, 8.3872251 49.0112768, 8.3872302 49.0112853, 8.387217 49.011289, 8.3872229 49.0113361, 8.3872341 49.0113389, 8.3872301 49.0113471, 8.3872177 49.0113441, 8.3871709 49.0113774, 8.3871712 49.0113934, 8.3871613 49.0113936, 8.3871622 49.0114116, 8.3871753 49.0114113, 8.3871757 49.0114198, 8.3871632 49.01142, 8.3871653 49.0114623, 8.3871538 49.0114626, 8.3871543 49.0114729, 8.3871331 49.0114733, 8.3871334 49.01148, 8.3871185 49.0114804, 8.3871182 49.0114734, 8.3870572 49.0114747, 8.3870576 49.011483, 8.3870416 49.0114834, 8.3870413 49.0114774, 8.3869864 49.0114786, 8.3869868 49.0114872, 8.3869723 49.0114875, 8.3869719 49.0114801, 8.3869065 49.0114815, 8.3869068 49.0114874, 8.3868919 49.0114877, 8.3868917 49.0114827, 8.3868692 49.0114831, 8.3868687 49.0114727, 8.3868627 49.0114728, 8.3868611 49.0114391, 8.3868456 49.0114395, 8.3868445 49.011409, 8.3868343 49.011409, 8.3868337 49.0113968, 8.3867844 49.0113664, 8.3867639 49.0113708, 8.3867606 49.0113602, 8.3867726 49.0113578, 8.3867707 49.0113113, 8.3867542 49.0113086, 8.3867566 49.0112989, 8.3867768 49.011301, 8.386822 49.0112677, 8.3868208 49.011254, 8.3868286 49.0112535, 8.3868267 49.0112211, 8.3868337 49.0112212, 8.3868317 49.0111757, 8.3868159 49.0111764, 8.3868154 49.0111653, 8.3868293 49.011165, 8.3868277 49.0111322, 8.3868646 49.0111314, 8.3868641 49.0111207, 8.3868849 49.0111202, 8.3868853 49.0111296, 8.3869344 49.0111286, 8.386934 49.0111193, 8.3869518 49.0111189, 8.3869521 49.0111266, 8.3869777 49.0111261, 8.3870006 49.0111256, 8.3870001 49.0111164, 8.3870163 49.0111161, 8.3870166 49.011124, 8.3870697 49.0111229, 8.3870692 49.011113, 8.387088 49.0111126, 8.3870884 49.0111206, 8.3871276 49.0111198))",place_of_worship,protestant,Christuskirche,christian,Karlsruhe,2,76133,Kaiserallee,,,,,DE,yes,,,,,,,,,,,,,,,,,church,,,,,,,"[1255343048, 5167968863, 5167968862, 5167968864, 5167968865, 1255343207, 1255343165, 5167968871, 1255343106, 5167968873, 5167968876, 5167968875, 5167968877, 5167968878, 5167968881, 5167968882, 5167968884, 5167968883, 1255343128, 5167968888, 5167968889, 1255343143, 5167968893, 5167968894, 1255343159, 5167968895, 1255343121, 5167968897, 5167968898, 5167968903, 5167968905, 5167968899, 5167968900, 5167968908, 5167968910, 5167968901, 5167968902, 5167968911, 5167968913, 5167968904, 5167968906, 5167968912, 5167968914, 5167968907, 5167968909, 5167968896, 1255343096, 1255343055, 1255343181, 5167968892, 5167968891, 5167968890, 5167968886, 5167968887, 5167968885, 1255343211, 1255343169, 5167968880, 1255343111, 5167968879, 5167968874, 5167968872, 1255343070, 1255343046, 5167968870, 5167968868, 5167968869, 5167968867, 5167968866, 1255343189, 1255343064, 5167968857, 5167968856, 1255343102, 5167968861, 5167968855, 5167968854, 5167968860, 9458400239, 5167968859, 5167968853, 5167968852, 5167968858, 1255343148, 5167968851, 5167968850, 1255343205, 1255343048]",,,,,Q127426,,,,,,de:Christuskirche (Karlsruhe),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109726840,"POLYGON ((8.3877994 49.011431, 8.3878892 49.0114287, 8.3879833 49.0114263, 8.3879872 49.0114913, 8.388033 49.0115002, 8.3880361 49.0115559, 8.3879902 49.0115591, 8.38781 49.011562, 8.3877994 49.011431))",place_of_worship,,Evangelisches Schuldekanat,christian,Karlsruhe,48,76133,Reinhold-Frank-Straße,,,,,DE,,,,,,,,Evangelischen Kirche in Karlsruhe,,,,,,,,,,yes,,,,,,,"[1255343079, 2310853817, 1255343129, 1255343089, 1255343208, 1255343166, 1255343081, 1255343035, 1255343079]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,109918113,"POLYGON ((8.382199 49.0163758, 8.3821915 49.0162747, 8.3821241 49.0162769, 8.3821196 49.0162171, 8.3819221 49.0162234, 8.3819252 49.016265, 8.3817474 49.0162707, 8.3817485 49.0162848, 8.3816908 49.0162867, 8.381695 49.0163429, 8.3816986 49.0163921, 8.381769 49.0163898, 8.3817707 49.0164137, 8.3817566 49.0164141, 8.3817605 49.0164671, 8.3818132 49.0164654, 8.3818391 49.0164646, 8.3818364 49.0164292, 8.3820951 49.0164209, 8.382092 49.0163792, 8.382199 49.0163758))",place_of_worship,roman_catholic,Herz-Jesu-Kirche,christian,,,,,,,,,,,,,,,,,Seelsorgeeinheit Karlsruhe Allerheiligen,,,,https://www.allerheiligen-ka.de/,,,,,,church,,,,,,,"[1257106988, 1257107280, 1257107113, 1257107013, 1257106868, 1257107359, 1257107182, 1257106929, 1257107502, 3402459394, 1257107269, 1257107376, 3225597265, 3225597266, 3225597270, 10769683462, 3225597269, 3225597267, 1257107166, 3225597264, 1257106988]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,110084653,"POLYGON ((8.3835563 49.01189, 8.3835792 49.0118887, 8.3835778 49.0118727, 8.3835918 49.0118719, 8.3835937 49.0118908, 8.3836826 49.0118871, 8.3836809 49.0118677, 8.3836977 49.0118674, 8.3836988 49.0118858, 8.3837863 49.0118818, 8.3837849 49.0118513, 8.3837709 49.0118517, 8.3837699 49.0118405, 8.3838195 49.0118386, 8.3838181 49.011821, 8.3838693 49.011819, 8.3838709 49.0118364, 8.3839238 49.011834, 8.3839282 49.0118849, 8.3839114 49.0118858, 8.3839118 49.0118917, 8.3839196 49.0118972, 8.383957 49.011896, 8.3839648 49.0118817, 8.3839801 49.0118849, 8.3839743 49.0118969, 8.383997 49.0119107, 8.3840123 49.0119056, 8.3840198 49.0119137, 8.3840052 49.0119193, 8.38401 49.0119407, 8.3840241 49.0119458, 8.3840179 49.0119542, 8.3840037 49.0119501, 8.3839808 49.0119626, 8.3839956 49.0119622, 8.3839974 49.0120196, 8.3839287 49.0120214, 8.3839286 49.0120289, 8.3839441 49.012038, 8.3839315 49.0120434, 8.3839138 49.0120338, 8.3838114 49.0120386, 8.3837934 49.0120417, 8.3837875 49.0120295, 8.3838044 49.0120261, 8.3838004 49.0119986, 8.3837132 49.0120036, 8.3837149 49.0120211, 8.3836976 49.0120214, 8.3836967 49.0120045, 8.3836063 49.0120093, 8.3836082 49.0120257, 8.3835891 49.0120257, 8.3835886 49.01201, 8.3835647 49.0120113, 8.3835638 49.011993, 8.3835838 49.0119926, 8.3835815 49.0119475, 8.3835795 49.0119065, 8.3835564 49.011907, 8.3835563 49.01189))",place_of_worship,old_catholic,Christi-Auferstehungs-Kirche,christian,Karlsruhe,3,76133,Röntgenstraße,,,,,DE,yes,,,,,,,,,,,,,,,,,church,,,,,,,"[1258468139, 1258468533, 1258468385, 1258468237, 1258468107, 1258468609, 1258468455, 1258468307, 1258468558, 1258468422, 1258468258, 1258468113, 1258467991, 1258468476, 1258468310, 1258468163, 1258468291, 1258468142, 1258468502, 1258468340, 1258468191, 1258468066, 1258468573, 1258468159, 1258468025, 1258468522, 1258468368, 1258468217, 1258468087, 1258468586, 1258468448, 1258468109, 1258468612, 1258468459, 1258468309, 1258468035, 1258468526, 1258468481, 5167968915, 5167968918, 5167968919, 1258468315, 5167968916, 5167968920, 5167968917, 1258468166, 1258468045, 1258468546, 1258468391, 1258468242, 1258468342, 1258468204, 1258468069, 1258468576, 1258468425, 1258468264, 1258468119, 1258467997, 8021691508, 1258468587, 1258468089, 1258468139]",,,,,Q107509109,Altkatholische Auferstehungskirche Karlsruhe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,110590880,"POLYGON ((8.3717763 49.0069336, 8.3715812 49.0069313, 8.3715949 49.006632, 8.3718201 49.0066345, 8.3718145 49.0069018, 8.3718264 49.006898, 8.3718639 49.0069162, 8.3718624 49.0069264, 8.3721529 49.0068478, 8.3721757 49.0068428, 8.3721962 49.0068406, 8.3722218 49.0068406, 8.3722551 49.0068452, 8.3722737 49.0068504, 8.3722882 49.0068561, 8.3723054 49.0068651, 8.3723169 49.006873, 8.3723314 49.0068865, 8.3723396 49.0068975, 8.3723465 49.0069116, 8.3723497 49.0069249, 8.3723502 49.0069349, 8.3723486 49.0069467, 8.3723455 49.0069566, 8.3723383 49.0069701, 8.3723296 49.006981, 8.372319 49.0069909, 8.3723097 49.0069977, 8.372298 49.0070047, 8.3722847 49.0070109, 8.3719328 49.0071024, 8.371921 49.0070828, 8.3719051 49.0070861, 8.3718267 49.0069578, 8.371813 49.0069617, 8.3717924 49.006952, 8.3717754 49.0069439, 8.3717763 49.0069336))",place_of_worship,protestant,Markuskirche,christian,Karlsruhe,23,76135,Weinbrennerstraße,,,,,DE,,,,,Weststadt,,,,,,,,,,,,,church,,,,,,,"[1262581935, 1262581979, 1262582016, 1262581937, 1262581962, 1262582017, 1262581955, 1262581971, 1262581974, 1262582008, 1262581956, 1262581943, 1262581993, 1262581965, 1262581988, 1262581996, 1262582027, 1262582020, 1262582009, 1262581954, 1262581946, 1262581950, 1262582015, 1262581944, 1262581941, 1262581983, 1262581972, 1262581966, 1262581992, 1262582002, 1262581940, 1262581978, 1262582018, 1262581949, 1262581987, 10769720398, 1262582000, 1262581935]",,,,,Q111019646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,111255647,"POLYGON ((8.368847 49.0068246, 8.3689086 49.0068076, 8.3689001 49.0067945, 8.3689488 49.0067809, 8.3689549 49.0067903, 8.3689677 49.0067867, 8.3689717 49.0067929, 8.3690255 49.0067778, 8.3690496 49.006815, 8.3690634 49.0068111, 8.369096 49.0068612, 8.3690808 49.0068654, 8.3691253 49.0069339, 8.3691648 49.0069228, 8.3691953 49.0069698, 8.3689277 49.0070447, 8.3688952 49.0069948, 8.3689477 49.0069801, 8.3688689 49.0068597, 8.3688598 49.0068624, 8.3688449 49.0068616, 8.3688366 49.006858, 8.3688318 49.0068538, 8.368829 49.006846, 8.3688305 49.0068406, 8.3688337 49.0068365, 8.3688394 49.0068328, 8.3688507 49.0068297, 8.368847 49.0068246))",place_of_worship,,Neuapostolische Kirche,christian,Karlsruhe,3,76185,Görresstraße,,,,,DE,,,,,Weststadt,,,,,,,,,,,,,church,,,,,,,"[1268043707, 1268043783, 1268043646, 1268043947, 1268043827, 1268043298, 1268043980, 1268043506, 1268043691, 1268043982, 1268043869, 1268043336, 1268044041, 1268043564, 1268043391, 1268043757, 1268043620, 1268043925, 1268043800, 1268043913, 1268043992, 1268043696, 1268043829, 1268043512, 1268043606, 1268043860, 1268043739, 1268043374, 1268043707]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,111452504,"POLYGON ((8.3985542 49.003909, 8.3986166 49.0039056, 8.3986194 49.0039275, 8.3986675 49.0039248, 8.3986598 49.003864, 8.3986484 49.0038646, 8.3986392 49.0037914, 8.3987815 49.0037837, 8.3989238 49.003776, 8.398928 49.0038095, 8.3989936 49.0038059, 8.3989894 49.0037724, 8.3989798 49.0036964, 8.3989698 49.0036165, 8.3989042 49.00362, 8.3986196 49.0036354, 8.3985432 49.0036396, 8.3985583 49.0037595, 8.3985391 49.0037605, 8.3985425 49.0037877, 8.3985617 49.0037867, 8.3985628 49.0037955, 8.3985651 49.0038135, 8.3985724 49.003872, 8.3985498 49.0038733, 8.3985517 49.0038886, 8.3985542 49.003909))",place_of_worship,methodist,Erlöserkirche,christian,Karlsruhe,11,76137,Hermann-Billing-Straße,,,,https://ka.stadtwiki.net/Erl%C3%B6serkirche,DE,yes,,,yes,,,,,,,,,1961-08-07,,,,,yes,,,,,,,"[1269784702, 1269784631, 1269784781, 1269784937, 1269785083, 1269784905, 1269785041, 5144711232, 1364481858, 1364481866, 1269784676, 5144711255, 1364481852, 1269784795, 5144711229, 5144711230, 1269784859, 1269784909, 1269785113, 1269784681, 1269784797, 5144711254, 5144711245, 1269784975, 1269784591, 5144711247, 1269784702]",Erich Fritz,,,,,,,,,,,,,,,,,,,,,,,Building heights estimated.,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,
way,113517015,"POLYGON ((8.3707361 49.0141701, 8.3707484 49.0142407, 8.3708329 49.0142852, 8.3708635 49.0142834, 8.3709216 49.0142793, 8.3709519 49.014277, 8.3710145 49.0142256, 8.3710012 49.0141461, 8.3709254 49.0141054, 8.3708028 49.014113, 8.3707361 49.0141701))",place_of_worship,protestant,Lukaskirche,christian,,,,,,,,,,,,HI-Res Luftbilder Liegenschaftsamt KA,yes,,,,,,,,,,,,,,church,,,,,,,"[1286908449, 1286908368, 1286908839, 1342667584, 1342667583, 1286908658, 1286908728, 1286908544, 1286908582, 1286908877, 1286908449]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,114397134,"POLYGON ((8.440751 49.0330132, 8.440923 49.0331847, 8.4413595 49.0329948, 8.4411859 49.0328236, 8.4411156 49.0328533, 8.4410532 49.0328797, 8.440803 49.0329895, 8.4407856 49.0329974, 8.440751 49.0330132))",place_of_worship,protestant,Emmaus Kirche,christian,Karlsruhe,35,76139,Königsberger Straße,,,,https://emmausgemeinde-karlsruhe.de/,DE,,,,,Waldstadt,,,Evangelische Emmausgemeinde Karlsruhe,,,,https://www.emmausgemeinde-karlsruhe.de/,1965-12-19,,,,,church,,,,,,,"[7108930192, 1296015891, 1296015593, 7108930191, 7108930187, 1296015970, 1296015660, 7108930188, 7108930192]",,,,,Q18620812,,,,,"Maps4BW, LGL, www.lgl-bw.de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
